"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",12.9715873015873,"Down",1.072e+09,-1.53e+08,9.19e+08,-8.43e+08,-1.31e+08,-2.8e+07,-5.56e+08,-1.28e+08,7.6e+07,-7.8e+07,-7.8e+07,-2e+06,-1.4e+07,-1.6e+07,-3.4e+07,-5e+07,-4.957e+09,-4.957e+09,-4.957e+09,2.49e+09,2.49e+09,7.51e+08,7.51e+08,1.45e+08,3.57e+08,1.34e+08,3.743e+09,1.6533e+10,9.06e+08,3.355e+09,3.24e+09,2.0794e+10,2.4537e+10,1.232e+09,1.081e+09,7e+07,3.26e+08,3.26e+08,3.099e+09,5.723e+09,3.131e+09,8e+08,2.331e+09,8.854e+09,1.1953e+10,8.273e+09,-3.314e+09,7.673e+09,-4.8e+07,1.2584e+10,1.2584e+10,2.4537e+10,-5e+07,5.56e+08,-2e+07,1.4e+07,-4.8e+07,1.5e+07,-1e+06,-1e+07,2.6e+07,5.01e+08,-2.83e+08,-2.83e+08,-2.83e+08,1.3e+07,-4.5e+08,-4.2e+07,-1e+06,-5e+07,1e+06,1e+06,2e+06,6.32e+08,7.264e+09,3.98e+08,0.85728,0.0709,-4.62407,-0.39391,-0.20202,-0.08029,1.20781,0.94986,0.29604,-5.83863,-5.83863,1.26266,14.82214,0.46879,0.04947,-0.21389,0.01732,-0.00847,7.5538,62.81579
"30","2017_Q3",11.051746031746,"Down",1.059e+09,-1.78e+08,8.81e+08,-9.06e+08,-1.28e+08,-3e+07,-5.92e+08,-1.56e+08,-2.5e+07,-8.6e+07,-8.6e+07,-1.11e+08,-1e+06,-1.12e+08,-4.1e+07,-1.53e+08,-1.39e+08,-1.39e+08,-1.39e+08,2.614e+09,2.614e+09,7.67e+08,7.67e+08,1.4e+08,9.03e+08,9.02e+08,4.424e+09,1.8337e+10,8.21e+08,6.59e+08,5.44e+08,1.9817e+10,2.4241e+10,1.328e+09,1.158e+09,9.2e+07,2.06e+08,2.06e+08,2.082e+09,6.715e+09,3.039e+09,8.39e+08,2.2e+09,9.754e+09,1.1836e+10,8.286e+09,-3.318e+09,7.491e+09,-5.4e+07,1.2405e+10,1.2405e+10,2.4241e+10,-1.53e+08,5.92e+08,2.5e+07,23999999.9999998,-1.1e+07,-4.2e+07,-1.4e+07,5e+06,-3.3e+07,4.22e+08,1.234e+09,-4.92e+08,-4.92e+08,3.1e+07,-3.83e+08,-4.3e+07,1e+06,-4.6e+07,-6999999.99999988,1.23e+08,1.24e+08,5.67e+08,7.263e+09,1.8e+09,0.83192,-0.02361,-0.131259999999999,-0.0112100000000001,-0.00573000000000001,-12.94964,2.12488,0.95413,0.29962,-0.163530000000001,-0.16353,1.24588,14.59412,2.11765,0.05059,-0.00423000000000001,0.07927,-0.30935,8.19929,-185.96
"31","2017_Q4",13.8744444444444,"Up",1.252e+09,-1.97e+08,1.055e+09,-1.226e+09,-1.38e+08,-2.94e+08,-6.41e+08,-1.53e+08,-1.71e+08,-3.5e+07,-3.5e+07,-2.06e+08,-2.52e+08,-4.58e+08,-1.41e+08,-5.99e+08,-5.99e+08,-5.99e+08,-5.99e+08,1.795e+09,1.795e+09,9.45e+08,9.45e+08,1.32e+08,8.18e+08,8.07e+08,3.69e+09,1.7645e+10,8.36e+08,7.76e+08,6.61e+08,1.9257e+10,2.2947e+10,1.574e+09,1.313e+09,9.9e+07,1.88e+08,1.88e+08,1.762e+09,6.488e+09,2.922e+09,8.44e+08,2.078e+09,9.41e+09,1.1172e+10,8.304e+09,-3.324e+09,6.849e+09,-5.4e+07,1.1775e+10,1.1775e+10,2.2947e+10,-5.99e+08,6.41e+08,4.84e+08,6e+06,4.66e+08,3.8e+07,-1.77e+08,9e+06,2.06e+08,5.64e+08,-5.22e+08,-5.3e+08,-5.3e+08,2e+06,-5.2e+08,-4.3e+07,-4.6e+07,-8.64e+08,-8.2e+08,-8.2e+08,-8.19e+08,4.7e+08,6.488e+09,1.27e+08,0.84265,-0.13658,-0.47843,-0.05087,-0.0261,-0.21202,2.09421,0.94879,0.28274,-0.70471,-0.70471,1.47294,13.85294,0.14941,0.05059,-0.02624,0.00599,-0.07179,9.98511,-27.44444
"32","2018_Q1",15.5640983606557,"Up",1.382e+09,-1.78e+08,1.204e+09,-9.88e+08,-1.71e+08,-5.7e+07,-5.83e+08,-1.77e+08,2.16e+08,-7.1e+07,-7.1e+07,1.45e+08,-13000000.0000001,1.32e+08,-1.6e+08,-2.8e+07,-2.8e+07,-2.8e+07,-2.8e+07,5.63e+08,5.63e+08,1.082e+09,1.082e+09,1.26e+08,7.95e+08,7.84e+08,2.566e+09,1.7665e+10,8.47e+08,9.34e+08,8.19e+08,1.9446e+10,2.2012e+10,1.68e+09,1.395e+09,1.08e+08,2.88e+08,2.88e+08,1.968e+09,5.494e+09,2.842e+09,8.33e+08,2.009e+09,8.336e+09,1.0304e+10,8.316e+09,-3.325e+09,6.779e+09,-6.2e+07,1.1708e+10,1.1708e+10,2.2012e+10,-2.8e+07,5.83e+08,1.01e+08,-1.05e+08,1.94e+08,-1.55e+08,-1.42e+08,6e+06,-1.9e+07,5.01e+08,-6.16e+08,-6.69e+08,-6.69e+08,-1.2e+07,-6.91e+08,-4.2e+07,-1.49011611938477e-08,-1.043e+09,-1.233e+09,-1.233e+09,-1.232e+09,7.99e+08,5.494e+09,1.88e+08,0.8712,0.1563,-0.0202600000000001,-0.00239,-0.00127000000000001,-6.71429,1.30386,0.88008,0.24959,-0.0328999999999999,-0.0329000000000002,1.62397,13.75793,0.22092,0.04935,0.000699999999999999,0.00937999999999999,-1.5,6.17146,22.8287
"33","2018_Q2",18.5340625,"Up",1.733e+09,-2.17e+08,1.516e+09,-9.36e+08,-1e+08,-5.2e+07,-5.9e+08,-1.94e+08,5.8e+08,-4.5e+07,-4.5e+07,5.35e+08,-1.1e+07,5.24e+08,-1.68e+08,3.56e+08,3.56e+08,3.56e+08,3.56e+08,1.613e+09,1.613e+09,1.1e+09,1.1e+09,1.1e+08,7.9e+07,6.6e+07,2.902e+09,1.6931e+10,8.06e+08,9.95e+08,8.97e+08,1.8732e+10,2.1634e+10,1.548e+09,1.335e+09,8.5e+07,3.61e+08,3.61e+08,1.909e+09,5.495e+09,2.196e+09,2.21e+08,1.975e+09,7.691e+09,9.6e+09,8.174e+09,-3.175e+09,7.093e+09,-5.8e+07,1.2034e+10,1.2034e+10,2.1634e+10,3.56e+08,5.9e+08,-1.49e+08,-3.1e+07,-1.32e+08,-1.48e+08,-1.3e+08,-9e+06,-9e+06,6.49e+08,5.18e+08,-6.62e+08,-6.62e+08,-6.5e+07,4.49e+08,-4.2e+07,2e+06,-4.9e+07,1.049e+09,1.049e+09,1.05e+09,1.17e+09,5.495e+09,1.708e+09,0.87478,0.33468,0.20542,0.02958,0.01646,4.79775,1.52017,0.79774,0.254,0.41833,0.41784,2.03643,14.14101,2.00705,0.04935,0.02018,0.08659,0.11798,3.31795,6.6931
"34","2018_Q3",19.7165079365079,"Up",1.417e+09,-2.05e+08,1.212e+09,-9.73e+08,-1.05e+08,-6.5e+07,-6.12e+08,-1.91e+08,2.39e+08,-6.5e+07,-6.5e+07,1.74e+08,-3.4e+07,1.4e+08,-4.4e+07,9.6e+07,95999999.9999999,95999999.9999999,95999999.9999999,1.667e+09,1.667e+09,1.176e+09,1.176e+09,1.17e+08,1.27e+08,92000000.0000001,3.087e+09,1.6881e+10,7.88e+08,1.115e+09,1.017e+09,1.8784e+10,2.1871e+10,1.636e+09,1.428e+09,1.09e+08,4.08e+08,4.08e+08,2.044e+09,5.497e+09,2.198e+09,2.37e+08,1.961e+09,7.695e+09,9.739e+09,8.164e+09,-3.137e+09,7.146e+09,-4.1e+07,1.2132e+10,1.2132e+10,2.1871e+10,9.6e+07,6.12e+08,6.3e+07,2.5e+07,2.4e+07,-4e+06,-1.26e+08,-8e+06,1.3e+08,7.67e+08,-7.64e+08,-6.38e+08,-6.38e+08,1.04e+08,-6.81e+08,-4.3e+07,1.6e+07,-29000000.0000001,5.7e+07,5.7e+07,53999999.9999998,8.51e+08,5.497e+09,1.27e+08,0.85533,0.16867,0.06775,0.00791,0.00439,1.32292,1.51027,0.80275,0.25134,0.11241,0.11228,1.65925,14.20609,0.14871,0.05035,0.00701,0.00641,0.44792,4.50059,16.0251
"35","2018_Q4",16.8596825396825,"Down",1.667e+09,-2.15e+08,1.452e+09,-1.021e+09,-1.01e+08,-5.6e+07,-6.26e+08,-2.38e+08,4.31e+08,-5.8e+07,-5.8e+07,3.73e+08,-1.6e+07,3.57e+08,-1.03e+08,2.54e+08,2.54e+08,2.54e+08,2.54e+08,1.564e+09,1.564e+09,1.335e+09,1.335e+09,1.1e+08,5.6e+07,3.1e+07,3.065e+09,1.6899e+10,7.57e+08,1.057e+09,9.6e+08,1.8713e+10,2.1778e+10,1.734e+09,1.479e+09,1.27e+08,4.08e+08,4.08e+08,2.142e+09,5.498e+09,2.094e+09,2.15e+08,1.879e+09,7.592e+09,9.734e+09,8.163e+09,-3.455e+09,7.357e+09,-2.1e+07,1.2044e+10,1.2044e+10,2.1778e+10,2.54e+08,6.26e+08,1.14e+08,6.8e+07,3e+07,-3.1e+07,-1.33e+08,6e+06,9.6e+07,9.63e+08,-7.09e+08,-7.69e+08,-7.69e+08,2e+07,-6.89e+08,-4.3e+07,4e+06,-3.77e+08,-1.03e+08,-1.03e+08,-1.03e+08,1.057e+09,5.498e+09,4.2e+08,0.87103,0.25855,0.15237,0.02109,0.01166,1.65354,1.43091,0.8082,0.25246,0.29953,0.29918,1.9658,14.20283,0.49528,0.05071,0.01513,0.02139,0.16929,3.72185,9.12761
"36","2019_Q1",15.4834426229508,"Down",1.765e+09,-2.05e+08,1.56e+09,-1.068e+09,-8.8e+07,-1.16e+08,-6.13e+08,-2.51e+08,4.92e+08,-5.8e+07,-5.8e+07,4.34e+08,-2.8e+07,4.06e+08,-1.6e+07,3.9e+08,3.9e+08,3.9e+08,3.9e+08,1319441405.40715,1319441333.32016,1.079e+09,1.079e+09,9.6e+07,1.746e+09,1.719e+09,2.921e+09,1.6804e+10,7.45e+08,8.51e+08,7.54e+08,1.84e+10,2.1321e+10,1.655e+09,1.32e+09,1.54e+08,1.77e+08,1.77e+08,1.832e+09,5.499e+09,1.862e+09,1.99e+08,1.663e+09,7.361e+09,9.193e+09,8.175e+09,-3.816e+09,7.706e+09,6.3e+07,1.2128e+10,1.2128e+10,2.1321e+10,3.9e+08,6.13e+08,-1.99e+08,-1e+07,-1.98e+08,5.1e+07,2.56e+08,1e+07,-2.15e+08,8.55e+08,-1.798e+09,-6.84e+08,-6.84e+08,-1.5e+07,-5.49e+08,-4.1e+07,999999.999999998,-4.04e+08,-9.8e+07,-9.8e+07,-9.8e+07,1.105e+09,5.499e+09,-6.26e+08,0.88385,0.27875,0.22096,0.03216,0.01829,-1.60513,1.59443,0.758,0.25791,0.46931,0.46875,2.12395,14.59446,-0.75331,0.04934,0.02212,-0.03212,0.10513,4.97032329699242,6.72453700652578
"37","2019_Q2",14.6974603174603,"Down",1.197e+09,-190215018.330946,1398024911.04421,-8.74e+08,-9.4e+07,-157025115.524514,-5.54e+08,-2.26e+08,3.23e+08,-4.9e+07,-4.9e+07,2.74e+08,-2.47e+08,2.7e+07,1.47e+08,1.74e+08,1.74e+08,1.74e+08,1.74e+08,1.019e+09,1.019e+09,1.086e+09,1.086e+09,8.3e+07,5.88e+08,1.6e+08,2.776e+09,1.6714e+10,7.19e+08,1.201e+09,1.104e+09,1.8634e+10,2.141e+10,1.535e+09,1.31e+09,7.6e+07,3.23e+08,3.23e+08,1.858e+09,5.501e+09,1.843e+09,1.92e+08,1.651e+09,7.344e+09,9.202e+09,8.086e+09,-3.745e+09,7.808e+09,5.9e+07,1.2208e+10,1.2208e+10,2.141e+10,1.74e+08,5.54e+08,8.4e+07,-3.1e+07,1.01e+08,-2.97e+08,-7.3e+07,4e+06,-2.28e+08,5.15e+08,-6.15e+08,-6.15e+08,-6.15e+08,3.8e+07,-5.64e+08,-4.1e+07,-1e+06,-7.2e+07,-1.21e+08,-1.21e+08,-1.2e+08,8.77e+08,5.501e+09,-1.82e+08,0.853102490825922,0.26984,0.14536,0.01425,0.00813,-1.04598,1.49408,0.75377,0.25694,0.21245,0.2122,1.46154,14.90598,-0.22222,0.05006,0.011,-0.00931,0.23563,5.1106,13.87616
"38","2019_Q3",12.3328125,"Down",1.433e+09,-179539897.796578,1141997671.63407,-9.41e+08,-8.7e+07,-153014302.933367,-6.05e+08,-2.49e+08,4.92e+08,-6.4e+07,-6.4e+07,4.28e+08,-2.35e+08,1.93e+08,-3.2e+07,1.61e+08,1.61e+08,1.61e+08,1.61e+08,9.61e+08,9.61e+08,1.144e+09,1.144e+09,7.2e+07,5.11e+08,1.01e+08,2.688e+09,1.673e+10,6.84e+08,1.18e+09,1.085e+09,1.8594e+10,2.1282e+10,1.566e+09,1.401e+09,8.8e+07,3.05e+08,3.05e+08,2.471e+09,4.902e+09,1.808e+09,1.84e+08,1.624e+09,6.71e+09,9.181e+09,8.107e+09,-3.984e+09,7.928e+09,5e+07,1.2101e+10,1.2101e+10,2.1282e+10,1.61e+08,6.05e+08,3.5e+07,-2e+06,1.9e+07,-4e+06,-2.2e+07,-1e+06,1.9e+07,7.97e+08,-6.47e+08,-6.47e+08,-6.47e+08,2.6e+07,-5.65e+08,-4.1e+07,-1e+06,-2.78e+08,-4.6e+07,-4.6e+07,-4.6e+07,1.097e+09,5.502e+09,4.78e+08,0.808178486826483,0.34334,0.11235,0.0133,0.00757,2.96894,1.08782,0.7587,0.25853,0.19755,0.19779,1.75828,14.84785,0.5865,0.05031,0.01041,0.02463,0.25466,4.13947,9.22967
"39","2019_Q4",11.674375,"Down",1.345e+09,-172594828.363921,966471596.406896,-1.03e+09,-8.2e+07,-1.07e+08,-6.22e+08,-2.19e+08,-2.28e+08,-6.4e+07,-6.4e+07,-2.92e+08,4.67e+08,1.75e+08,-1e+07,1.65e+08,1.65e+08,1.65e+08,1.65e+08,1.165e+09,1.165e+09,1.148e+09,1.148e+09,7.1e+07,1.36e+08,1.36e+08,2.52e+09,1.6717e+10,6.67e+08,4.69e+08,3.74e+08,1.7853e+10,2.0373e+10,1.552e+09,1.374e+09,9.2e+07,2.27e+08,2.27e+08,2.379e+09,4.903e+09,8.2e+08,1.83e+08,6.37e+08,5.723e+09,8.102e+09,8.134e+09,-4.028e+09,8.053e+09,1.12e+08,1.2271e+10,1.2271e+10,2.0373e+10,1.65e+08,6.22e+08,-1.1e+07,-1e+06,2.2e+07,-3.9e+07,-4e+06,1e+06,-3.6e+07,7.37e+08,-6.72e+08,-6.72e+08,-6.72e+08,3e+07,-7.95e+08,-4e+07,-2e+06,-7.2e+07,-1.3e+08,-1.3e+08,-1.31e+08,3.94e+08,5.503e+09,-3.07e+08,0.795355239413801,-0.16952,0.12268,0.01345,0.0081,-1.86061,1.05927,0.66026,0.27011,0.20497,0.20497,1.67081,15.24348,-0.38137,0.04969,0.01103,-0.01651,0.24242,11.01015,-19.02632
"40","2020_Q1",8.86145161290323,"Down",1.215e+09,-1.69e+08,1.046e+09,-9.73e+08,-9.3e+07,-4.2e+07,-6.16e+08,-2.22e+08,7.3e+07,-6.7e+07,-6.7e+07,6e+06,-9000000.00000024,-3e+06,-1.7e+07,-2e+07,-2e+07,-2e+07,-2e+07,8.58e+08,8.58e+08,1.122e+09,1.122e+09,7.2e+07,8.3e+07,8.3e+07,2.135e+09,1.7e+10,6.63e+08,4.47e+08,3.52e+08,1.811e+10,2.0245e+10,1.419e+09,1.307e+09,1.12e+08,3.26e+08,2.08e+08,1.745e+09,5.501e+09,8.46e+08,1.86e+08,4.77e+08,6.347e+09,8.092e+09,8.144e+09,-4.089e+09,7.993e+09,1.05e+08,1.2153e+10,1.2153e+10,2.0245e+10,-2e+07,6.16e+08,9.9e+07,9.31322574615479e-10,3.9e+07,5e+06,1.51e+08,-1e+06,-1.45e+08,7e+08,-6.16e+08,-6.16e+08,-6.16e+08,7e+06,-8.94e+08,-4e+07,-7e+06,-1.13e+08,-3.07e+08,-3.07e+08,-3.07e+08,6.89e+08,5.501e+09,95000000.0000001,0.86091,0.06008,-0.01646,-0.00165,-0.00099,-4.75,1.2235,0.66584,0.27172,-0.02497,-0.02497,1.51685,15.17228,0.1186,0.04994,0.00108,0.00514,-2,6.73875,63.60274
"41","2020_Q2",5.33301587301587,"Down",1.23e+09,-1.6e+08,1.07e+09,-9.58e+08,-7.6e+07,-2.8e+07,-6.44e+08,-2.1e+08,1.12e+08,-6.4e+07,-6.4e+07,4.8e+07,-9.7e+07,-4.9e+07,3e+06,-4.6e+07,-4.6e+07,-4.6e+07,-4.6e+07,8.17e+08,8.17e+08,7.03e+08,7.03e+08,7.8e+07,3.11e+08,1.18e+08,1.909e+09,1.6903e+10,6.28e+08,2.75e+08,2.75e+08,1.7806e+10,1.9715e+10,1.244e+09,1.104e+09,6.8e+07,1.98e+08,1.98e+08,1.442e+09,5.502e+09,8.13e+08,1.85e+08,6.28e+08,6.315e+09,7.757e+09,8.039e+09,-4.059e+09,7.895e+09,8.3e+07,1.1958e+10,1.1958e+10,1.9715e+10,-4.6e+07,6.44e+08,-3e+07,-1e+06,-4.4e+07,1.33e+08,4.07e+08,-6e+06,-2.68e+08,7.01e+08,-6.2e+08,-6.2e+08,-6.2e+08,6e+06,-6.11e+08,-4e+07,1e+06,-1.31e+08,-4.1e+07,-4.1e+07,-4.1e+07,7.56e+08,5.502e+09,2.66e+08,0.86992,0.09106,-0.0374,-0.00385,-0.00233,-5.78261,1.32386,0.64869,0.27908,-0.05793,-0.05793,1.54912,15.06045,0.33501,0.05038,-0.00033,0.01456,-0.86957,6.19709,41.83036
"42","2020_Q3",5.09875,"Down",2.72e+08,-1.29e+08,1.43e+08,-8.46e+08,-8.8e+07,-2.6e+07,-5.97e+08,-1.35e+08,-7.03e+08,-6.9e+07,-6.9e+07,-7.72e+08,7e+06,-7.65e+08,1.5e+07,-7.5e+08,-7.5e+08,-7.5e+08,-7.5e+08,5.22e+08,5.22e+08,6.2e+08,6.2e+08,7.7e+07,1.86e+08,1.07e+08,1.405e+09,1.6424e+10,4.76e+08,2.62e+08,2.62e+08,1.7162e+10,1.8567e+10,8.49e+08,6.96e+08,7.6e+07,2.16e+08,2.16e+08,1.065e+09,5.503e+09,8.24e+08,1.71e+08,6.53e+08,6.327e+09,7.392e+09,8.08e+09,-4.087e+09,7.145e+09,3.7e+07,1.1175e+10,1.1175e+10,1.8567e+10,-7.5e+08,5.97e+08,2.48e+08,-1.3e+07,2.48e+08,-8.6e+07,8.2e+07,999999.999999999,-1.69e+08,9e+06,-3.26e+08,-3.26e+08,-3.26e+08,1.3e+07,-3.04e+08,0,0,0,-2.95e+08,-2.95e+08,-2.95e+08,-1.06e+08,5.503e+09,-5.33e+08,0.52574,-2.58456,-2.75735,-0.06711,-0.04039,0.71067,1.31925,0.66148,0.29639,-0.94697,-0.94697,0.34343,14.10985,-0.67298,0,-0.04285,-0.03045,1.11022302462516e-16,-46.99057,-7.08535
"43","2020_Q4",5.1996875,"Up",7.54e+08,-1.29e+08,6.25e+08,-8.66e+08,-5.3e+07,-2.7e+07,-5.54e+08,-2.32e+08,-2.41e+08,-6.2e+07,-6.2e+07,-3.03e+08,-7e+06,-3.1e+08,-7e+06,-3.17e+08,-3.17e+08,-3.17e+08,-3.17e+08,1.119e+09,1.119e+09,6.43e+08,6.43e+08,7.7e+07,8.3e+07,8.3e+07,1.922e+09,1.6029e+10,4.67e+08,2.45e+08,2.45e+08,1.6741e+10,1.8663e+10,8.47e+08,7.3e+08,7.2e+07,2.19e+08,2.19e+08,1.566e+09,5.405e+09,8e+08,1.84e+08,6.16e+08,6.205e+09,7.771e+09,8.096e+09,-4.089e+09,6.828e+09,5.7e+07,1.0892e+10,1.0892e+10,1.8663e+10,-3.17e+08,5.54e+08,9.1e+07,1.2e+07,6.4e+07,1.7e+07,-2.2e+07,0,3.9e+07,3.45e+08,-1.44e+08,-1.44e+08,-1.44e+08,3e+06,-1.45e+08,0,-3e+06,3.97e+08,5.97e+08,5.97e+08,5.97e+08,3.13e+08,5.905e+09,1.93e+08,0.82891,-0.31963,-0.42042,-0.0291,-0.01699,-0.60883,1.22733,0.71346,0.3164,-0.40127,-0.40127,0.95443,13.78734,0.2443,0,-0.01801,0.01097,0,15.29073,-19.85892
"44","2021_Q1",9.37868852459016,"Up",8.3e+08,-1.37e+08,6.93e+08,-8.97e+08,-5.7e+07,-1e+08,-5.21e+08,-2.19e+08,-2.04e+08,-6.1e+07,-6.1e+07,-2.65e+08,-7.6e+07,-3.41e+08,3e+06,-3.38e+08,-3.38e+08,-3.38e+08,-3.38e+08,7.42e+08,7.42e+08,7.47e+08,7.47e+08,7.6e+07,4.7e+07,4.7e+07,1.612e+09,1.5638e+10,4.47e+08,2.59e+08,2.59e+08,1.6344e+10,1.7956e+10,8.94e+08,8.37e+08,5.7e+07,3.19e+08,2.47e+08,1.213e+09,5.404e+09,7.78e+08,1.63e+08,4.35e+08,6.182e+09,7.395e+09,8.111e+09,-4094610196.3789,6.466e+09,7.3e+07,1.0561e+10,1.0561e+10,1.7956e+10,-3.38e+08,5.21e+08,2.42e+08,-2237139.33951894,-11315013.0032313,-7000000.00000001,-124087980.463785,-2135235.58661639,147676709.279563,4.18e+08,-2.53e+08,-137494573.327563,-137494573.327563,999999.999999999,-2.43e+08,-2.4e+07,-1.2e+08,-5.52e+08,-3.77e+08,-3.77e+08,-3.77e+08,3.17e+08,5.404e+09,5.4e+07,0.83494,-0.24578,-0.40723,-0.032,-0.01882,-0.15976,1.32894,0.70022,0.30096,-0.42677,-0.42677,1.04798,18.49747,0.0681800000000002,0.0303,-0.01875,0.00323,-0.07101,14.70662,-22.85294
"45","2021_Q2",11.7780952380952,"Up",1.071e+09,-1.21e+08,9.5e+08,-8.32e+08,-8.9e+07,-2.1e+07,-4.96e+08,-2.26e+08,1.18e+08,-1.3e+07,-1.3e+07,1.05e+08,2e+06,1.07e+08,-1e+07,9.7e+07,9.7e+07,9.7e+07,9.7e+07,1.125e+09,1.125e+09,9.21e+08,9.21e+08,7.8e+07,2.6e+07,2.6e+07,2.15e+09,1.5313e+10,4.6e+08,3.1e+08,3.1e+08,1.6083e+10,1.8233e+10,9.55e+08,9.18e+08,3.7e+07,4.44e+08,3.66e+08,1.899e+09,4.905e+09,7.58e+08,1.6e+08,4.22e+08,5.663e+09,7.562e+09,8.132e+09,-4.113e+09,6.54e+09,1.12e+08,1.0671e+10,1.0671e+10,1.8233e+10,9.7e+07,4.96e+08,8.1e+07,-3999999.99999999,7.9e+07,-5.2e+07,-1.75e+08,-2e+06,1.25e+08,6.22e+08,-2.09e+08,-2.09e+08,-2.09e+08,-1e+06,-2.07e+08,-2.3e+07,-9e+06,-3.2e+07,3.83e+08,3.83e+08,3.83e+08,6.14e+08,5.405e+09,3.63e+08,0.88702,0.11018,0.09057,0.00909,0.00532,3.74227,1.13217,0.70865,0.29644,0.12294,0.12294,1.35741,13.52471,0.46008,0.02915,0.00713,0.02156,0.23711,6.97068,36.27119
"46","2021_Q3",11.79453125,"Up",1.143e+09,-1.26e+08,1.017e+09,-8.66e+08,-6.8e+07,-2.5e+07,-5.32e+08,-2.41e+08,1.51e+08,-5.9e+07,-5.9e+07,9.2e+07,-6.6e+07,26000000.0000001,-1e+07,15999999.9999999,15999999.9999999,15999999.9999999,15999999.9999999,9.7e+08,9.7e+08,1.008e+09,1.008e+09,7.8e+07,1.9e+07,1.9e+07,2.075e+09,1.5019e+10,4.58e+08,2.48e+08,2.48e+08,1.5725e+10,1.78e+10,9.86e+08,9.37e+08,4.9e+07,5.56e+08,4.61e+08,1.575e+09,4.875e+09,7.16e+08,1.56e+08,4.09e+08,5.591e+09,7.166e+09,8.138e+09,-4.105e+09,6.524e+09,7.7e+07,1.0634e+10,1.0634e+10,1.78e+10,15999999.9999999,5.32e+08,1.59e+08,-3e+06,1.51e+08,-5.2e+07,-7.8e+07,0,2.6e+07,6.55e+08,-2.74e+08,-2.74e+08,-2.74e+08,6e+06,-2.56e+08,-3.2e+07,-2.2e+07,-5.54e+08,-1.55e+08,-1.55e+08,-1.55e+08,6.83e+08,4.908e+09,3.67e+08,0.88976,0.13211,0.014,0.0015,9e-04,22.9375,1.31746,0.67388,0.27573,0.02028,0.02028,1.44867,13.47782,0.46515,0.04056,0.00295,0.02257,2,5.76574,26.07947
"47","2021_Q4",15.78953125,"Up",1.453e+09,-1.31e+08,1.322e+09,-9.62e+08,-7e+07,-6.3e+07,-5.22e+08,-3.07e+08,3.6e+08,-5.7e+07,-5.7e+07,3.03e+08,-1.15e+08,1.88e+08,-4e+06,1.84e+08,1.84e+08,1.84e+08,1.84e+08,4.85e+08,4.85e+08,1.068e+09,1.068e+09,7.7e+07,2.5e+07,2.5e+07,1.655e+09,1.4734e+10,4.89e+08,2.83e+08,2.83e+08,1.5506e+10,1.7161e+10,1.092e+09,1.028e+09,6.4e+07,5.48e+08,4.17e+08,1.676e+09,3.977e+09,7.12e+08,1.32e+08,4.43e+08,4.689e+09,6.365e+09,8.15e+09,-4.105e+09,6.669e+09,8.2e+07,1.0796e+10,1.0796e+10,1.7161e+10,1.84e+08,5.22e+08,7.9e+07,-276759490.071163,156020409.952971,3.1e+07,-129853693.11497,2347461.27349487,15973594.5358046,8.16e+08,-2.89e+08,-307894269.482614,-307894269.482614,1e+07,-2.65e+08,-3.9e+07,-9.7e+07,-1.036e+09,-4.85e+08,-4.85e+08,-4.85e+08,8.82e+08,4.013e+09,6.28e+08,0.90984,0.24776,0.12663,0.01704,0.01072,3.41304,0.98747,0.58957,0.23384,0.23262,0.23262,1.83692,13.64855,0.79393,0.0493,0.01437,0.04046,0.21196,4,9.8
