"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","assets_held_for_sale","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",38.2549206349206,"Down",737549000,-590267000,147282000,-81056000,-81056000,66226000,27537000,-7870000,34544000,863000,93763000,-1328000,92435000,-23899000,68536000,68536000,-2969000,65567000,65567000,181525000,181525000,416529000,416529000,369733000,64679000,52129000,10052000,2498000,1032466000,580771000,368668000,246204000,29775000,1149487000,2181953000,473807000,325299000,15639000,14212000,118657000,2401000,476208000,577408000,147257000,17836000,129421000,724665000,1200873000,855962000,125118000,981080000,2181953000,68536000,21831000,11369000,19169000,120905000,-16159000,-16159000,-11894000,4485000,-3206708.98585032,-7409000,97337000,97337000,97337000,88057000,579809000,114966000,0.19969,0.08979,0.0889,0.06683,0.03005,1.75341,2.1681,1.22403,0.26573,1.0595,1.01912,11.91806,13.83149,1.85774,0.1922,0.04535,0.0673,0.1814,4.52302,6.01401
"30","2017_Q3",44.55,"Up",727780000,-604977000,122803000,-76487000,-76487000,46316000,20338000,-7658000,27124000,872000,66654000,-3272000,63382000,-13515000,49867000,49867000,-3302000,46565000,46565000,175180000,175180000,429011000,429011000,337858000,65432000,47385000,10050000,7997000,1007481000,571315000,360420000,243918000,27914000,1135243000,2142724000,402861000,278192000,3364000,14182000,107123000,1370000,404231000,576038000,151693000,20267000,131426000,727731000,1131962000,884940000,125822000,1010762000,2142724000,49867000,21645000,635999.999999998,-40849000,31299000,-13931000,-13931000,-12828000,-4104000,-6781000,-23713000,-6344999.99999999,-6344999.99999999,-6344999.99999999,67961000,577408000,26696000,0.16874,0.06364,0.06398,0.04607,0.02173,0.57331,2.49234,1.11991,0.26947,0.74689,0.71792,11.67343,14.19424,0.4282,0.20576,0.03414,0.01534,0.27549,5.91851,8.68443
"31","2017_Q4",38.4011111111111,"Down",703436000,-592446000,110990000,-75276000,-75276000,35714000,15772000,-7674000,22697000,749000,51486000,-1394000,50092000,-11141000,38951000,38951000,-3062000,35889000,35889000,227281000,227281000,466689000,466689000,340204000,82767000,53596000,13617000,15554000,1116941000,570020000,355206000,244941000,24976000,1130234000,2247175000,488735000,351998000,2508000,13557000,120672000,1045000,489780000,576002000,159346000,27183000,132163000,735348000,1225128000,898468000,123579000,1022047000,2247175000,38951000,21678000,12491000,29586000,102706000,-21126000,-21126000,-13374000,-12745000,-3360000,-29479000,52101000,52101000,52101000,57392000,577047000,76993000,0.15778,0.05077,0.05102,0.03511,0.01597,2.14531,2.2805,1.1987,0.25679,0.57198,0.55149,11.21103,14.31936,1.22708,0.21315,0.02802,0.04378,0.37265,6.09433,9.79353
"32","2018_Q1",40.5590163934426,"Up",845343000,-690513000,154830000,-83554000,-83554000,71276000,20359000,-6594000,25673000,1280000,91635000,-417000,91218000,-30635000,60583000,60583000,-4089000,56494000,56494000,278081000,278081000,486730000,486730000,353934000,72224000,55406000,9654000,7164000,1190969000,570489000,355295000,247673000,24841000,1134375000,2325344000,513969000,368071000,4448000,13698000,127752000,6814000,520783000,571796000,158836000,34300000,124536000,730632000,1251415000,951635000,122294000,1073929000,2325344000,60583000,21639000,8493000,-9953000,80762000,-11748000,-11748000,-12620000,-113000,-5481000,-18214000,50800000,50800000,50800000,92915000,578610000,101849000,0.18316,0.08432,0.06683,0.0526,0.02429,1.80283,2.28688,1.16527,0.24883,0.89963,0.86618,13.46152,15.15415,1.62188,0.20097,0.03816,0.05623,0.22339,3.23445,4.21641
"33","2018_Q2",41.07421875,"Up",848237000,-715459000,132778000,-88249000,-88249000,44529000,18847000,-8807000,27306000,348000,63376000,-2304000,61072000,-12998000,48074000,48074000,-2540000,45534000,45534000,195855000,195855000,465113000,465113000,425879000,74318000,62855000,9358000,2105000,1161165000,625590000,631129000,355455000,27917000,1469389000,2630554000,534491000,384486000,7485000,14148000,128372000,7493000,541984000,773090000,232753000,108289000,124464000,1005843000,1547827000,958174000,124553000,1082727000,2630554000,48074000,25365000,4949000,4967000,83355000,-17586000,-302091000,-12778000,195084000,-720000,136510000,-82226000,-82226000,-82226000,69894000,780583000,70273000,0.15653,0.0525,0.05368,0.04205,0.01731,1.54331,2.14243,1.42956,0.29674,0.7292,0.70497,13.58396,15.34453,1.12538,0.20463,0.02782,0.03353,0.28063,8.36593,13.1314
"34","2018_Q3",40.9731746031746,"Down",871266000,-731187000,140079000,-89425000,-89425000,50654000,7728000,-10038000,16445000,1321000,58382000,1405000,59787000,-18165000,41622000,41622000,-2219000,39403000,39403000,122214000,122214000,507704000,507704000,416008000,65802000,51204000,3740000,10858000,1111728000,627751000,618420000,350117000,28369000,1459985000,2571713000,512533000,363032000,2027000,13815000,133659000,13916000,526449000,766737000,235744000,105987000,129757000,1002481000,1528930000,919287000,123496000,1042783000,2571713000,41622000,26283000,3806000,-52329000,19382000,-7366000,-7889000,-13256000,-1234000,-3196000,-85134000.0000001,-73641000,-73641000,-73641000,76937000,780653000,35407000,0.16078,0.05814,0.04522,0.03779,0.01532,0.89859,2.11175,1.4662,0.30355,0.64062,0.62054,14.16508,14.94581,0.57565,0.21552,0.02557,0.01719,0.33642,8.55816,12.99876
"35","2018_Q4",36.4866666666667,"Down",841657000,-714603000,127054000,-84294000,-84294000,42760000,11495000,-9775000,19770000,1500000,54255000,3000,54258000,24039000,78297000,78297000,791000,79088000,79088000,147424000,147424000,507968000,507968000,431406000,71844000,58393000,3740000,9711000,1158642000,625199000,618764000,352596000,29971000,1456094000,2614736000,550101000,403990000,801000,13777000,131533000,14138000,564239000,768128000,208382000,78012000,130370000,976510000,1540749000,951171000,122816000,1073987000,2614736000,78297000,25338000,-23076000,19361000,99920000,-13625000,-13625000,-12766000,-901000,0,-61085000,25210000,25210000,25210000,68098000,782266000,49795000,0.15096,0.0508,0.09397,0.07364,0.03025,0.62962,2.05346,1.43461,0.29918,1.30938,1.26677,13.93449,15.7476,0.82441,0.21135,0.04449,0.02412,0.16142,9.32248,14.84663
"36","2019_Q1",33.7895081967213,"Down",1020460000,-857514000,162946000,-105492000,-105492000,57454000,29390000,-10055000,39618000,-173000,86844000,-52891000,33953000,-1095999.99999999,32857000,32857000,-2088000,30769000,30769000,121967000,121967000,572689000,572689000,454027000,92439000,60134000,30655000,1650000,1241122000,584970000,579685000,345183000,20476000,1380665000,2621787000,645421000,473485000,4593000,13731000,153612000,1474000,646895000,748894000,189623000,60188000,129435000,938517000,1585412000,918769000,117606000,1036375000,2621787000,32857000,26373000,27187000,-7729000,78688000,-16200000,-13800000,-12559000,-29462000,-3999000,-90345000,-25457000,-25457000,-25457000,83827000,750368000,60994000,0.15968,0.0563,0.03015,0.02969,0.01174,1.98232,1.91858,1.52977,0.2862,0.51853,0.49912,17.19712,15.48339,1.02789,0.21165,0.02192,0.03086,0.40817,7.4964,10.93746
"37","2019_Q2",34.8342857142857,"Up",988107000,-845110000,142997000,-90641000,-90641000,52356000,20545000,-9728000,30008000,265000,72901000,-1445000,71456000,-14498000,56958000,56958000,-2016000,54942000,54942000,96843000,96843000,564612000,564612000,494116000,74850000,60846000,7655000,6349000,1230421000,584063000,574547000,344467000,20478000,1379754000,2610175000,620269000,478205000,2042000,14584000,125438000,1327000,621596000,748731000,202474000,79116000,123358000,951205000,1572801000,919519000,117855000,1037374000,2610175000,56958000,24493000,17388000,-68394000,30445000,843000,843000,-12719000,-4521000,-2320000,-56412000,-25124000,-25124000,-25124000,76849000,750058000,23796000,0.14472,0.05299,0.0556,0.05296,0.02105,0.43311,1.97945,1.51614,0.28736,0.93549,0.90632,16.82428,15.65645,0.40517,0.21656,0.034,0.01196,0.2315,8.49998,12.47641
"38","2019_Q3",34.626875,"Down",958226000,-837292000,120934000,-84668000,-84668000,36266000,13047000,-9472000,21087000,1432000,49313000,-402000.000000007,48911000,-11119000,37792000,37792000,-3790000,34002000,34002000,93027000,93027000,518006000,518006000,488742000,87841000,62367000,7395000,18079000,1187616000,584282000,568838000,342126000,21570000,1374821000,2562437000,549543000,406444000,1276000,14348000,127475000,1387000,550930000,748392000,276860000,81001000,195859000,1025252000,1576182000,868672000,117583000,986255000,2562437000,37792000,23525000,20647000,-37260000,44704000,-21571000,33630000,-13533000,-1029000,-4007000,-82150000,-3816000,-3816000,-3816000,59791000,749779000,12079000,0.12621,0.03785,0.03548,0.03448,0.01327,0.35524,2.15566,1.59815,0.2926,0.58913,0.57302,16.60243,15.0508,0.20928,0.23448,0.02362,0.006,0.39801,10.98413,18.1093
"39","2019_Q4",35.3625,"Up",874381000,-784360000,90021000,-75220000,-75220000,14801000,23696000,-9341000,20802000,12235000,38497000,-534000,37963000,-8415000,29548000,29548000,-2775000,26773000,26773000,113116000,113116000,512739000,512739000,486074000,93184000,68082000,7568000,17534000,1205113000,580941000,558374000,335311000,21475000,1362180000,2567293000,564171000,424480000,106000,14380000,125205000,1167000,565338000,748319000,276628000,80034000,196594000,1024947000,1590285000,856622000,120386000,977008000,2567293000,29548000,23625000,-12857000,11722000,52038000,8464000,9956000,-13119000,-199000,0,-41905000,20089000,20089000,20089000,38426000,749486000,67027000,0.10295,0.01693,0.03062,0.0274,0.01043,2.50353,2.13167,1.62771,0.29194,0.47383,0.45995,15.47495,15.16065,1.18626,0.23218,0.01991,0.03346,0.49001,16.56092,42.99507
"40","2020_Q1",31.5891935483871,"Down",938842000,-812839000,126003000,-76845000,-87863000,49158000,4404000,-9522000,25142000,-11216000,53562000,-5436000,48126000,-9151000,38975000,38975000,-1237000,37738000,37738000,92363000,92363000,501944000,501944000,484280000,87326000,69508000,6924000,10894000,1165913000,578664000,551289000,334607000,20623000,1344883000,2510796000,547077000,393517000,1164000,14431000,137965000,150943000,698020000,598356000,266026000,74102000,191924000,864382000,1562402000,831246000,117148000,948394000,2510796000,38975000,23959000,12754000,-5016000,70672000,-22552000,-32954000,-12963000,4355000,-4399000,-58471000,-20753000,-20753000,-20753000,73117000,749299000,54700000,0.13421,0.05236,0.0402,0.03979,0.01503,1.44947,1.67031,1.64742,0.29843,0.6759,0.66062,16.81488,14.88781,0.97969,0.23217,0.02582,0.02786,0.3435,8.98472,13.36377
"41","2020_Q2",27.2838095238095,"Down",855859000,-738568000,117291000,-90823000,-90823000,26468000,15982000,-9480000,24767000,695000,42450000,-45090000,-2640000,185000,-2455000,-2455000,-2321000,-4776000,-4776000,45583000,45583000,472441000,472441000,422163000,89905000,67116000,14591000,8198000,1030092000,551723000,587835000,331144000,65739000,1352540000,2382632000,471312000,351363000,151000,14881000,104917000,617000,482674000,698612000,293905000,70209000,223696000,992517000,1475191000,787973000,119468000,907441000,2382632000,-2455000,24177000,5.1e+07,-8353000,64369000,-12998000,-12998000,-12960000,-55592000,-4650086.30729458,-98151000,-46780000,-46780000,-46780000,50645000,699229000,29109000,0.13704,0.03093,-0.00558,-0.00526,-0.002,-6.09485,2.13414,1.62566,0.29347,-0.08646,-0.08646,15.49318,14.26428,0.52695,0.23461,0.00431,0.01532,-2.71357,12.90643,24.69571
"42","2020_Q3",37.5078125,"Up",827637000,-707026000,120611000,-88543000,-88543000,32068000,40667000,-7315000,47346000,635999.999999996,72735000,50000.0000000075,72785000,-15863000,56922000,56922000,-4836000,52086000,52086000,72260000,72260000,477228000,477228000,379787000,81371000,67083000,1731000,12557000,1010646000,568495000,604029000,341850000,71476000,1398315000,2408961000,462390000,330959000,32999.9999999995,14364000,117034000,272000.000000015,473863000,698531000,277824000,77877000,199947000,976355000,1450218000,835891000,122852000,958743000,2408961000,56922000,22596000,-9630000,34272000,104160000,-28358000,-57641000,-13954000,2588999.99999999,-1453000,-19842000,26677000,26677000,26677000,54664000,698803000,76441000,0.14573,0.03875,0.06293,0.05433,0.02162,1.46759,2.13278,1.51262,0.29008,0.946,0.91109,15.03182,15.18173,1.38835,0.25344,0.03412,0.0395,0.267900000000001,11.46171,19.53795
"43","2020_Q4",48.223125,"Up",763996000,-648451000,115545000,-80928000,-80928000,34617000,25102000,-7362000,25479000,6985000,59719000,-36003000,23716000,-4828000,18888000,18888000,-3577000,15311000,15311000,103430000,103430000,472741000,472741000,376871000,100158000,74974000,14032000,11152000,1053200000,572270000,580889000,321128000,68709000,1375883000,2429083000,478790000,361356000,423000,14427000,102584000,296000,489843000,698552000,268495000,73548000,194947000,967047000,1456890000,821495000,150698000,972193000,2429083000,18888000,22780000,22307000,23346000,87321000,-21100000,-21600000,-13263000,-344000,0,-34551000,31170000,31170000,31170000,57397000,698848000,64471000,0.15124,0.04531,0.02004,0.01575,0.0063,4.21076,2.15008,1.49856,0.2877,0.27872,0.27301,13.90753,14.95422,1.17361,0.24144,0.01473,0.03324,0.86624,10.37368,17.20016
"44","2021_Q1",59.4714754098361,"Up",611627000,-521737000,89890000,-77864000,-67816000,12026000,10580000,-7459000,17256000,783000.000000001,22606000,-5680999.99999997,16925000,-5835999.99999999,11089000,11089000,5086000,16175000,16175000,147198000,147198000,341038000,341038000,405101000,89842000,68538000,12928000,8376000,983179000,572644000,775692000,321434000,250929000,1348336000,2331515000,377238000,247017000,948999.999999996,14648000,114624000,149000,388238000,699516000,277328000,71942000,205386000,976844000,1365082000,820821000,145612000,966433000,2331515000,11089000,23125000,37250000,9411999.99999999,80876000,-23011000,-23976000,-13112000,-102000,0,-13132000,43768000,43768000,43768000,35151000,699665000,27388000,0.14697,0.01966,0.02645,0.01674,0.00694,1.69323,2.53241,1.4125,0.30009,0.29626,0.29176,11.20237,15.0339,0.50163,0.24016,0.01507,0.01409,0.81063,15.71696,45.93938
"45","2021_Q2",63.204126984127,"Up",702909000,-589551000,113358000,-82196000,-82196000,31162000,14648000,-7590000,23634000,-1396000,45810000,736706000,782516000,-163778000,618738000,618738000,-2063000,616675000,616675000,937698000,650068000,423138000,423138000,319478000,86143000,70999000,12857000,2287000,1766457000,585946000,570255000,326798000,63792000,1364596000,3131053000,443628000,294172000,84612000,14808000,50036000,160000,542184000,707331000,351638000,143079000,208559000,1058969000,1601153000,1382785000,147115000,1529900000,3131053000,618738000,22211000,-695938000,172377000,117388000,-32871000,454988000,-13379000,-97000,-560000,-69506000,502870000,502870000,502870000,53373000,707491000,356657000,0.16127,0.04433,0.87732,0.40308,0.19695,0.57835,3.25804,1.04657,0.22596,11.40512,11.22411,12.99998,25.57398,6.59621,0.24744,0.24336,0.13776,0.0217,-4.31317,-7.38743
"46","2021_Q3",56.56125,"Down",731092000,-595618000,135474000,-82129000,-82129000,53345000,10862000,-7548000,25631000,-7221000,64207000,-152164000,-87957000,19445000,-68511999.9999999,-68511999.9999999,-5532000,-74044000,-74044000,856980000,713130000,441936000,441936000,304443000,84511000,68371000,12893000,3247000,1687870000,572324000,557239000,320014000,62849000,1339515000,3027385000,444248000,337976000,39990000,14843000,51439000,160000,557174000,707340000,332400000,115649000,216751000,1039740000,1596914000,1276899000,153572000,1430471000,3027385000,-68511999.9999999,21560000,132392000,21988000,107428000,5507000,5432000.00000006,-13433000,-95999.9999999998,0,-49798000,63062000.0000001,63062000.0000001,63062000.0000001,74905000,707500000,82954999.9999999,0.1853,0.07297,-0.10128,-0.05176,-0.02446,-1.12035,3.02934,1.11636,0.2337,-1.39721,-1.37281,13.79575,24.09516,1.56537,0.25348,-0.02454,0.03358,-0.18142,-1.99559,-2.80214
"47","2021_Q4",51.9134375,"Down",759109000,-595011000,164098000,-86895000,-86895000,77203000,-3557000,-7558000,31674000,-27673000,73646000,3521000,77167000,-4485000,72682000,72682000,-5073000,67609000,67609000,649505000,649505000,525768000,525768000,413181000,98462000,73909000,21202000,3351000,1686916000,560225000,670317000,358543000,66231000,1450957000,3137873000,513631000,412793000,37516000,14847000,48475000,453000,637261000,708511000,328916000,110666000,218250000,1037427000,1674688000,1311790000,151395000,1463185000,3137873000,72682000,21893000,-13884000,-71435000,9256000,-17362000,-515000,-13215000,-99000,-7250000,-72366000,-63625000,-63625000,-63625000,99096000,708964000,14784000,0.21617,0.1017,0.08906,0.0462099999999999,0.02155,0.21867,2.64714,1.14455,0.22594,1.26296,1.24192,14.18047,24.50478,0.27617,0.24686,0.03232,0.00591,0.19546,0.600009999999999,0.770159999999998
"48","2022_Q1",54.7740322580645,"Up",978319000,-752171000,226148000,-156022000,-99925000,70126000,73189000,-7650000,42386000,38453000,143315000,2676000,145991000,-27449000,118542000,118542000,-4987000,113555000,113555000,640311000,640311000,639964000,639964000,564754000,122963000,69049000,51956000,1958000,1967992000,515017000,890236000,351056000,65667000,1405253000,3373245000,777496000,567392000,3620000,16536000,189948000,458000,787901000,710031000,323618000,113751000,209867000,1033649000,1821550000,1398193000,153502000,1551695000,3373245000,118542000,21990000,1705000,-101930000,40307000,8402000,8605000,-12964000,-330000,-2880000,-58106000,-9194000.00000001,-9194000.00000001,-9194000.00000001,92116000,710489000,26037000,0.23116,0.07168,0.11607,0.07318,0.03366,0.22929,2.49777,1.17391,0.21062,2.23305,2.18943,19.23856,27.49534,0.51202,0.25494,0.04893,0.01007,0.11416,0.76184,1.00074
"49","2022_Q2",46.1795161290323,"Down",1110818000,-891444000,219374000,-95851000,-95851000,123523000,45828000,-7718000,52916000,630000,169351000,12274000,181625000,-40150000,141475000,141475000,-8984000,132491000,132491000,399246000,399246000,718368000,718368000,742408000,110288000,70544000,39744000,811905.308118383,1970310000,548268000,1029177000,375196000,124626000,1577445000,3547755000,760837000,653377000,39477000,16273000,51710000,291000,864257000,706130000,370736000,115984000,254752000,1076866000,1941123000,1453343000,153289000,1606632000,3547755000,141475000,22064000,-41076000,-172275000,-49812000,2760000,-101990000,-14698000,-392000,-9197000,-89263000,-241065000,-241065000,-241065000,145587000,706421000,16222000,0.19749,0.1112,0.11927,0.08247,0.03735,0.12244,2.27977,1.20819,0.19912,2.60542,2.55454,21.84414,28.57986,0.319,0.28903,0.05484,0.00604,0.11094,2.10991,2.48678
"50","2022_Q3",49.08234375,"Up",1232861000,-1048270000,184591000,-96130000,-96130000,88461000,53946000,-7312000,60218000,1039999.99999999,142407000,2004000,144411000,-31226000,113185000,113185000,-2884000,110301000,110301000,225194000,225194000,736738000,736738000,839588000,109247000,72952000,34721000,1574000,1910767000,551634000,1055231000,370191000,126079000,1606865000,3517632000,703111000,610278000,16555000,15794000,60484000,280000,820158000,701892000,362491000,101982000,260509000,1064383000,1884541000,1479797000,153294000,1633091000,3517632000,113185000,21090000,-25878000,-227501000,-119104000,-19098000,-22098000,-14565000,-10000,-5573000,-32850000,-174052000,-174052000,-174052000,109551000,702172000,-105822000,0.14973,0.07175,0.08947,0.06754,0.03136,-0.95939,2.32975,1.15397,0.19961,2.21715,2.1781,24.78162,29.74526,-2.12712,0.29277,0.04629,-0.03923,0.13205,4.35394,5.39196
