"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",50.0377049180328,"Up",722610000,-484837000,237773000,-69631000,-47768000,-21863000,168142000,-22408000,-19457000,-2951000,145734000,130606000,30646000,8023000,169275000,182677000,-8425000,174252000,174252000,213734000,213734000,397912000,397912000,439513000,779843000,137911000,1831002000,2321095000,3700472000,-1379377000,435584000,5010273000,1460552000,3165853000,7766952000,9597954000,612093000,239572000,26956000,32306000,313259000,674994000,1616685000,3142163000,1437793000,349630000,299983000,49647000,384852000,703311000,4579956000,6196641000,2060273000,1122000,2059151000,1615407000,-421288000,3254392000,146921000,3401313000,9597954000,182677000,59704000,-142117000,4017000,-82705000,-63429000,-56357000,43907000,-63081000,-63081000,2750000.00000006,-266999.999999985,-60598000.0000001,-32532000,-608000.00000006,175000,175000,22516000,-10449000,-27140000,-27140000,6384000,-20755999.9999999,227846000,3817157000,77762000,0.32905,0.23269,0.24114,0.05123,0.01816,0.44626,1.13257,1.82184,0.39771,1.55295,1.54741,6.43997,29.00347,0.69302,0.28993,0.02389,0.00898,0.1867,15.81517,21.43083
"25","2016_Q2",67.24921875,"Up",657211000,-414677000,242534000,-102503000,-82631000,-19872000,140031000,-15067000,-15114000,47000,124964000,227730000,-25485000,15991000,218236000,235548000,-7362000,228186000,228186000,252382000,252382000,565724000,565724000,531230000,266055000,155758000,1615391000,2489540000,3929319000,-1439779000,476701000,4857336000,2931293000,194811000,7823577000,9438968000,711726000,303805000,58256000,34016000,315649000,484754000,1225098000,3105351000,1413648000,430360000,380933000,49427000,735111000,248177000,4518999000,5744097000,2062626000,1123000,2061503000,1809342000,-331663000,3540305000,154566000,3694871000,9438968000,235548000,60552000,-133859000,4007000,816000,-138682000,10467000,172708000,-58120000,-58120000,307165000,-80797000,168248000,-32541000,-331595000,0,0,66860000,-297276000,43680000,43680000,-5032000,38648000,200583000,3590105000,178415000,0.36904,0.21307,0.3472,0.06176,0.02417,0.78188,1.31858,1.55461,0.38035,2.03266,2.02346,5.85436,31.53666,1.5893,0.28987,0.02997,0.02051,0.14261,16.64011,23.8356
"26","2016_Q3",75.72296875,"Up",669327000,-421223000,248104000,-106555000,-86055000,-20500000,141549000,-18097000,-15800000,-2297000,123452000,105396000,-23656000,13846000,95586000,-302754000,-12067000,-314821000,-314821000,193661000,193661000,446352000,446352000,517052000,370695000,114754000,1527760000,2346132000,3846686000,-1500554000,458650000,4979839000,1472553000,3126302000,7784621000,9312381000,520084000,253067000,21528000,34045000,211444000,493705000,1159058000,3019478000,1827499000,342691000,293426000,49265000,799009000,685799000,4846977000,6006035000,2071829000,1124000,2070705000,1460242000,-375456000,3156615000,149731000,3306346000,9312381000,-302754000,67953000,433425000,4726000,413920000,14779000,-118483000,80141000,-41389000,-41389000,3434000,-221999.999999985,-38177000,-34250000,-50566999.9999999,4939000,4939000,-18029000,-97907000,-55943000,-55943000,-2778000,-58721000,209502000,3513183000,73286000,0.37068,0.21148,-0.47035,-0.09522,-0.03381,-0.23279,1.3181,1.81652,0.37726,-2.80242,-2.78172,5.9581,28.09901,0.65236,0.30488,-0.03245,0.00848,-0.10879,15.84482,23.4514
"27","2016_Q4",78.1187301587302,"Up",654010000,-415038000,238972000,-107314000,-86302000,-21012000,131658000,-12956000,-15946000,2990000,118702000,111953000,-12394000,14953000,114512000,137697000,-9477000,128220000,128220000,233599000,233599000,441266000,441266000,504984000,377854000,122277000,1557703000,2344967000,3890254000,-1545287000,468765000,5025509000,1484182000,3160959000,7839241000,9396944000,540207000,241511000,23967000,34077000,240652000,400892000,1076834000,3048440000,1820237000,342010000,292853000,49157000,783270000,694957000,4868677000,5945511000,2079293000,1124000,2078169000,1554160000,-334431000,3299022000,152411000,3451433000,9396944000,137697000,47994000,-12758000,5085000,-10008000,-7835000,28332000,201265000,-41792000,-41792000,0,-147000,-41939000,-34270000,-568000,1840000,1840000,-83738000,-116736000,42590000,42590000,-2652000,39938000,179652000,3449332000,178586000,0.3654,0.20131,0.19605,0.03715,0.01364,1.39281,1.44656,1.72262,0.36707,1.14045,1.13021,5.81709,29.34316,1.58843,0.30481,0.01863,0.02048,0.26727,17.89979,24.4249
"28","2017_Q1",90.1353225806452,"Up",696655000,-455689000,240966000,-144567000,-125476000,-19091000,96399000,-13167000,-18321000,5154000,83232000,70185000,-34728000,14847000,50304000,610278000,-8188000,602090000,602090000,2269756000,2269756000,486035000,486035000,450263000,100564000,100564000,3306618000,2360140000,3910522000,-1550382000,457533000,2036916000,1540032000,142320000,4854589000,8161207000,892559000,281874000,254416000,34104000,322165000,247544000,1140103000,2121718000,956782000,349233000,298695000,50538000,412739000,194810000,3078500000,4218603000,2085543000,1125000,2084418000,2121931000,-412412000,3795062000,147542000,3942604000,8161207000,610278000,49670000,-697417000,3213000,-383607000,-317023000,318879000,281410000,-55353000,-55353000,2888225000,-516000,2832356000,-34292000,-869572000,2621999.99999999,2622000,-166863000,-1068105000,2045661000,2045661000,-9504000,2036157000,146069000,2369262000,444323000,0.34589,0.13837,0.86426,0.15271,0.07377,0.73797,2.90028,1.07,0.29031,5.35248,5.30181,6.19315,33.73748,3.94996,0.30485,0.08755,0.06113,0.0569500000000001,0.68123,1.03223
"29","2017_Q2",101.022222222222,"Up",722063000,-467107000,254956000,-133251000,-108928000,-24323000,121705000,-68248000,-68513000,265000,53457000,53457000,-11971000,21171000,62657000,62657000,-11444000,51213000,51213000,1254536000,1254536000,508460000,508460000,518936000,108322000,108322000,2390254000,2381380000,3965656000,-1584276000,493406000,2101428000,1544574000,146497000,4976214000,7366468000,893447000,336890000,267412000,35215000,253930000,314500000,1207947000,1398386000,976163000,351923000,301304000,50619000,422356000,201884000,2374549000,3582496000,1846947000,1108000,1845839000,2137703000,-346981000,3637669000,146303000,3783972000,7366468000,62657000,45070000,38183000,5046000,1363000,31774000,-63325000,82585000,-54143000,-54143000,-27742000,1742000,-80143000,-34330000,-751209000,-247830000,2170000,11570000,-1021799000,-1019357000,-1019357000,4137000,-1015220000,166775000,1712886000,61278000,0.35309,0.16855,0.07093,0.01353,0.00695,1.19653,1.97877,0.94676,0.23252,0.45732,0.45206,6.4478,32.48325,0.54719,0.30656,0.01322,0.00947,0.67034,2.74831,3.76607
"30","2017_Q3",110.743015873016,"Up",737258000,-465297000,271961000,-133922000,-116585000,-17337000,138039000,-16268000,-14590000,-1678000,121771000,121771000,-23130000,15048000,113689000,113689000,-10356000,103333000,103333000,1006945000,1006945000,487921000,487921000,565894000,143688000,143688000,2204448000,2416829000,4049070000,-1632241000,505242000,2165470000,1586450000,161240000,5087541000,7291989000,676553000,346417000,40145000,35227000,254764000,307109000,983662000,1421468000,987068000,357398000,306886000,50512000,426564000,203106000,2408536000,3392198000,1852071000,1104000,1850967000,2205592000,-296833000,3760830000,138961000,3899791000,7291989000,113689000,49122000,-10038000,4446000,-4567000.00000006,-9917000,-289813000,-137040000,-43622000,-43622000,-4926000,-284000,-48831999.9999995,-35432000,0,1167000.00000006,1167000,-25742000,-60007000,-245879000,-245879000,-1712000,-247591000,187161000,1728577000,-123144000,0.36888,0.18723,0.14016,0.0265,0.01417,-1.19172,2.24106,0.86984,0.23705,0.93357,0.92175,6.66081,33.97747,-1.11255,0.32011,0.02098,-0.01861,0.34289,3.85568,5.22774
"31","2017_Q4",126.644920634921,"Up",754866000,-479210000,275656000,-128234000,-106471000,-21763000,147422000,-17778000,-15792000,-1986000,129644000,129644000,-18495000,19044000,130193000,130193000,-11523000,118670000,118670000,1045339000,1045339000,520076000,520076000,610212000,151697000,151697000,2327324000,2484285000,4167065000,-1682780000,530227000,2181464000,1616478000,148573000,5195976000,7523300000,720659000,361937000,46627000,35142000,276953000,382358000,1103017000,1407171000,973540000,360233000,309787000,50446000,414034000,199273000,2380711000,3483728000,1859858000,1105000,1858753000,2288904000,-249943000,3898819000,140753000,4039572000,7523300000,130193000,49895000,-5014000,6103000,7881000,-18998000,-45775000,129299000,-89754000,-89754000,-5881000,242000,-95393000,-35443000,2.5e+07,3674000,3674000,10308000,3539000,37445000,37445000,949000,38394000,197317000,1789529000,80283000,0.36517,0.1953,0.15721,0.02938,0.01577,0.67652,2.10996,0.8624,0.23786,1.07417,1.05979,6.83285,35.29109,0.7267,0.32082,0.02265,0.0118,0.29867,3.77155,5.04803
"32","2018_Q1",103.130491803279,"Down",857789000,-550382000,307407000,-126824000,-105917000,-20907000,180583000,-38657000,-16455000,-22202000,141926000,141926000,-378221000,29224000,-207071000,-207071000,-11295000,-218366000,-218366000,1137303000,1137303000,534326000,534326000,592781000,213153000,174001000,2477563000,2493310000,4124335000,-1631025000,534064000,2245835000,1610355000,213977000,5273209000,7750772000,776975000,418537000,54937000,35165000,268336000,422012000,1200925000,1415360000,1316791000,346614000,294611000,52003000,370389000,599788000,2732151000,3933076000,1865054000,1105000,1863949000,2035163000,-225668000,3674549000,143147000,3817696000,7750772000,-207071000,52841000,376715000,3809000,-46618000,419524000,6650000,229135000,-130184000,-130184000,1038999.99999997,-4290000,-133435000,-35352000,-2.5e+07,1226999.99999999,1227000,50524000,-8601000.00000003,87098999.9999999,87098999.9999999,4865000,91964000,233424000,1837372000,488111000,0.35837,0.21052,-0.25457,-0.0572,-0.02817,-2.23529,2.06305,1.03022,0.23706,-1.97602,-1.94707,7.76223,33.25143,4.41697,0.3199,-0.02625,0.07001,-0.16189,2.99913,3.87672
"33","2018_Q2",90.18890625,"Down",821629000,-516650000,304979000,-122356000,-101370000,-20986000,182623000,-44014000,-13538000,-30476000,138609000,138609000,-20361000,20677000,138925000,138925000,-7165000,131760000,131760000,692188000,692188000,606968000,606968000,666567000,193002000,157173000,2158725000,2569206000,4247345000,-1678139000,524687000,2303722000,1643746000,230362000,5397615000,7556340000,827471000,481726000,45977000,36885000,262883000,39216000,868860000,1436852000,1307198000,348761000,296671000,52090000,369115000,589322000,2744050000,3612910000,1856428000,1107000,1855321000,2118621000,-174739000,3800310000,143120000,3943430000,7556340000,138925000,50330000,27349000,2869000,29067000,-4587000,-95050000,121554000,-131815000,-131815000,0,-725000,-132540000,-35382000,0,646000,646000,-403546000,-438282000,-449268000,-449268000,4153000,-445115000,232953000,1476068000,26449000,0.37119,0.22227,0.16036,0.03341,0.01744,0.20074,2.48455,0.91618,0.19534,1.19045,1.17783,7.4234,34.3357,0.23897,0.31968,0.02485,0.00393,0.26853,3.36497,4.29234
"34","2018_Q3",91.2385714285714,"Up",853874000,-542518000,311356000,-139711000,-123637000,-16074000,171645000,-18531000,-13308000,-5223000,153114000,371819000,-80102000,18969000,310686000,310686000,-8225000,302461000,302461000,908144000,908144000,571032000,571032000,665522000,138372000,138372000,2283070000,2669660000,4375335000,-1705675000,519518000,2066115000,1585500000,75108000,5255293000,7538363000,832980000,460442000,63763000,36220000,272555000,208681000,1041661000,1406724000,1252698000,333357000,281421000,51936000,366212000,553129000,2659422000,3701083000,1610610000,1084000,1609526000,2384645000,-301679000,3693576000,143704000,3837280000,7538363000,310686000,50474000,-262718000,5207000,1640999.99999999,-269566000,3861000,102303000,-149130000,-149130000,409068000,-1693000,258245000,-37102000,3.72529029846191e-09,-249358000,642000,167875000,-118585000,241963000,241963000,-26007000,215956000,222119000,1615405000,156952000,0.36464,0.20102,0.35422,0.07882,0.04012,0.51892,2.19176,0.96451,0.21429,2.75789,2.73327,7.78578,33.67869,1.43112,0.3383,0.05064,0.02341,0.12267,3.18415,4.12049
"35","2018_Q4",89.2555555555556,"Down",777748000,-497211000,280537000,-116777000,-100167000,-16610000,163760000,-9195000,-12988000,3793000,154565000,154565000,-33167000,22081000,143479000,143479000,-13734000,129745000,129745000,641226000,641226000,550788000,550788000,727381000,140182000,140182000,2059577000,2825365000,4571779000,-1746414000,535292000,2066961000,1590906000,78054000,5427618000,7487195000,840821000,474229000,72759000,35462000,258371000,286188000,1127009000,1411605000,1262304000,330351000,278682000,51669000,378484000,553469000,2673909000,3800918000,1364324000,1062000,1363262000,2478711000,-314191000,3528844000,157433000,3686277000,7487195000,143479000,49707000,522000,3709000,12692000,-15879000,-40624000,153084000,-190730000,-190730000,-6992000,-3689000,-201411000,-36438000,0,-248986000,1014000,69363000,-216061000,-264388000,-264388000,-2530000,-266918000,213467000,1697793000,15280000,0.3607,0.21056,0.16682,0.0352,0.01733,0.11777,1.82747,1.0311,0.22676,1.20901,1.19799,7.24734,32.88305,0.14238,0.33954,0.025,0.0023,0.28084,4.94956,6.45192
"36","2019_Q1",77.6554098360656,"Down",921699000,-601315000,320384000,-137300000,-120916000,-16384000,183084000,-45099000,-12571000,-32528000,137985000,129708000,-11196000,27537000,146049000,146049000,-16453000,129596000,129596000,555320000,555320000,605712000,605712000,700540000,136849000,136849000,1998421000,3021084000,4799063000,-1777979000,528722000,2033447000,1567169000,80135000,5583253000,7581674000,875879000,522516000,60871000,35169000,257323000,307294000,1183173000,1397916000,1241477000,331553000,285396000,46157000,382982000,526942000,2639393000,3822566000,1369953000,1056000,1368897000,2566050000,-350682000,3585321000,173787000,3759108000,7581674000,146049000,50187000,-6860000.00000003,3443000,5764000,-16067000,-20152000,169224000,-228316000,-228316000,90000,237000,-227989000,-35674000,-113567000,1330999.99999997,1331000,134312000,-13598000,-72363000,-72363000,-13543000,-85906000.0000001,233271000,1705210000,-4001000,0.3476,0.19864,0.14061,0.03448,0.01709,-0.03087,1.68904,1.01688,0.22491,1.22213,1.21113,8.69191,33.81071,-0.0377299999999998,0.33642,0.02465,-6e-04,0.27527,4.92942,6.28067
"37","2019_Q2",70.4106349206349,"Down",832064000,-548578000,283486000,-128332000,-113355000,-14977000,155154000,-1295000,-12586000,11291000,153859000,153859000,-37514000,35181000,151526000,151526000,-17957000,133569000,133569000,465274000,465274000,603542000,603542000,756193000,162167000,162167000,1987176000,3170190000,4983385000,-1813195000,563030000,2150666000,1561092000,211073000,5883886000,7871062000,831208000,482433000,46191000,38716000,263868000,425684000,1278191000,1393904000,1334928000,327944000,282082000,45862000,390977000,616007000,2728832000,4007023000,1369128000,1059000,1368069000,2660684000,-357538000,3672274000,191765000,3864039000,7871062000,151526000,49283000,-153473000,5556000,1358063.39393439,-159029000,7580000,54916000,-205776000,-216132000,-31493558.3549826,-1419000,-207195000,-35387000,407354667.965148,2676000,2676000,107968000,75257000,-77022000,-77022000,-13024000,-90046000,204437000,1819588000,43755000,0.3407,0.18647,0.16053,0.03457,0.01697,0.32758,1.55468,1.037,0.23117,1.26248,1.25587,7.86457,34.70991,0.41357,0.33447,0.02407,0.00623,0.26493,6.6246,8.72884
"38","2019_Q3",65.3121875,"Down",885052000,-559138000,325914000,-140177000,-126715000,-13462000,185737000,-18666000,-11601000,-7065000,167071000,167071000,-30411000,38310000,174970000,174970000,-20772000,154198000,154198000,398183000,398183000,624808000,624808000,814022000,199624000,199624000,2036637000,3390625000,5248994000,-1858369000,541014000,2126138000,1566464000,186592000,6057777000,8094414000,889849000,558839000,23611000,38733000,268666000,490691000,1399981000,1398419000,1321611000,325367000,279342000,46025000,387035000,609209000,2720030000,4120011000,1374272000,1059000,1373213000,2775940000,-349411000,3800801000,173602000,3974403000,8094414000,174970000,52948000,147272000,4580000,3570000,139122000,-230818000,144372000,-199494000,-199494000,0,-222000,-199716000,-38926000,1254002550.57385,529000,529000,25107000,-13290000,-68634000,-68634000,1543000,-67091000,238685000,1889110000,-161216000,0.36824,0.20986,0.17422,0.0388,0.01905,-1.04551,1.45476,1.03664,0.23338,1.45523,1.45037,8.35262,35.86981,-1.52147,0.36736,0.02688,-0.02244,0.25244,6.24642,8.02709
"39","2019_Q4",64.35703125,"Down",879747000,-569880000,309867000,-123720000,-108135000,-15585000,186147000,-22424000,-11108000,-11316000,163723000,163723000,-25341000,33236000,171618000,171618000,-16548000,155070000,155070000,317823000,317823000,637037000,637037000,802434000,212458000,212458000,1969752000,3524037000,5406123000,-1882086000,551657000,2096157000,1534241000,200858000,6171851000,8141603000,856677000,527052000,17238000,38678000,273709000,539960000,1421243000,1381984000,1330039000,318097000,272345000,45752000,393120000,618822000,2712023000,4133266000,1380479000,1060000,1379419000,2892057000,-435977000,3836559000,171778000,4008337000,8141603000,171618000,54487000,-13406000,5033000,4156000,-22595000,-66349000,146350000,-192830000,-192830000,0,249000,-192581000,-39008000,1769314407.89562,1609000,1609000,30677000,-6722000,-52953000,-52953000,-27407000,-80360000,240634000,1921944000,6796000,0.35222,0.21159,0.17627,0.03869,0.01905,0.04383,1.38594,1.03117,0.23606,1.46292,1.4588,8.2995,36.19395,0.06411,0.368,0.02673,0.00094,0.25155,6.66623,8.6175
"40","2020_Q1",74.2746774193548,"Up",992564000,-654053000,338511000,-199426000,-185163000,-14263000,139085000,-60788000,-22400000,-38388000,78297000,78297000,5105000,22841000,106243000,106243000,-15852000,90391000,90391000,613110000,613110000,612651000,612651000,768984000,230364000,230364000,2225109000,4909473000,6817843000,-1908370000,579813000,2146468000,1578785000,213061000,7635754000,9860863000,1221660000,574138000,32461000,38764000,576297000,187336000,1408996000,2862921000,1495366000,342972000,292073000,50899000,397858000,754536000,4358287000,5767283000,1384507000,1061000,1383446000,2943478000,-395735000,3932250000,161330000,4093580000,9860863000,106243000,56766000,35479000,4511000,6668000,24300000,175248000,373736000,-243340000,-243340000,-8.2e+08,-1177000,-1064133000,-38883000,1296228000,9.31322574615479e-10,0,-269903000,987442000,297045000,297045000,-1757999.99999999,295287000,195851000,3050257000,122654000,0.34105,0.14013,0.09107,0.02208,0.00917,1.35693,1.57922,1.40886,0.30933,0.85246,0.85024,9.36063,37.0841,1.15672,0.3667,0.01496,0.0142,0.43016,12.44388,17.52272
"41","2020_Q2",66.2663492063492,"Down",738845000,-496827000,242018000,-117974000,-101877000,-16097000,124044000,-8571000,-16885000,8314000,115473000,115473000,-18442000,26604000,123635000,123635000,-16431000,107204000,107204000,553228000,553228000,518703000,518703000,853500000,229750000,229750000,2155181000,5025969000,6973817000,-1947848000,543670000,2122818000,1559055000,219202000,7692457000,9847638000,1133485000,573075000,28116000,40715000,491579000,35615000,1192926000,3105225000,1507962000,336524000,285851000,50673000,402681000,768757000,4613187000,5806113000,1394744000,1063000,1393681000,3009749000,-526489000,3878004000,163521000,4041525000,9847638000,123635000,53694000,-40005000,2501000,4790000,-47296000,17730000,155054000,-214529000,-214529000,-22572000,-356000,-234868000,-38982000,98128000,10195000,10195000,-18325000,51016000,-28798000,-28798000,-31084000,-59882000,177738000,3140840000,-619000,0.32756,0.16789,0.1451,0.02653,0.01089,-0.00577,1.80663,1.43661,0.31894,1.0092,1.0065,6.95534,36.50676,-0.00583,0.36697,0.01682,-7.00000000000006e-05,0.36362,14.55857,20.86044
"42","2020_Q3",86.775,"Up",764049000,-530690000,233359000,-121159000,-106949000,-14210000,112200000,-24125000,-17852000,-6273000.00000001,88075000,88075000,-15431000,31114000,103758000,103758000,-18134000,85624000,85624000,736696000,736696000,517626000,517626000,851256000,186831000,186831000,2292409000,5136357000,7138969000,-2002612000,614145000,2127342000,1571280000,213223000,7877844000,10170253000,992794000,523160000,29450000,40728000,399456000,406201000,1420803000,3132191000,1411098000,334842000,284480000,50362000,406255000,670001000,4543289000,5964092000,1401169000,1064000,1400105000,3054434000,-431131000,4024472000,181689000,4206161000,10170253000,103758000,57841000,65573000,7264000,4200000,54109000,-174309000,52863000,-204462000,-204462000,0,-130000,-205685000,-40927000,366991000,614000,613999.999999996,-2649000,324029000,171207000,171207000,12261000,183468000,170041000,3538392000,-193299000,0.30542,0.14685,0.11207,0.02036,0.00842,-2.25753,1.61346,1.41794,0.34792,0.80527,0.80371,7.18571,37.84924,-1.81793,0.38491,0.01382,-0.02111,0.47799,16.47659,24.97055
"43","2020_Q4",116.75265625,"Up",746868000,-492812000,254056000,-109624000,-96092000,-13532000,144432000,-22888000,-19227000,-3661000,121544000,121544000,-30653000,26154000,117045000,117045000,-18744000,98301000,98301000,702073000,702073000,516166000,516166000,828080000,180693000,180693000,2227012000,5242724000,7284575000,-2041851000,603745000,2158502000,1603049000,211534000,8004971000,10231983000,1008952000,465644000,25011000,40787000,477510000,603787000,1612739000,2940533000,1353330000,335868000,285942000,49926000,405449000,612013000,4293863000,5906602000,1411599000,1065000,1410534000,3111749000,-398467000,4124881000,200500000,4325381000,10231983000,117045000,58679000,88930000,6099000,-1070000,83901000,-10857000,253797000,-202380000,-202380000,0,-3e+05,-202968000,-40927000,-60170000,6116000,6116000,-866000,-95847000,-45018000,-45018000,10395000,-34623000,203111000,3544320000,20527000,0.34016,0.19338,0.13162,0.02273,0.00961,0.20882,1.38089,1.36557,0.3464,0.924,0.9198,7.02036,38.77278,0.19295,0.3847,0.0151,0.00223,0.41634,13.99357,19.67879
"44","2021_Q1",158.22868852459,"Up",879147000,-613727000,265420000,-140284000,-124909000,-15375000,125136000,-76709000,-19152000,-57557000,48427000,48427000,10101000,43649000,102177000,102177000,-17542000,84635000,84635000,746724000,746724000,530838000,530838000,750237000,178385000,178385000,2206184000,5354625000,7427641000,-2073016000,656244000,2233893000,1665520000,219268000,8244762000,10450946000,997172000,483221000,32251000,40937000,440763000,804677000,1801849000,2767381000,1413122000,388893000,340818000,48075000,394852000,629377000,4180503000,5982352000,1439107000,1069000,1438038000,3155252000,-326132000,4268227000,200367000,4468594000,10450946000,102177000,61770000,63861000,2912727.18139742,-25923189.7144176,162150098.575441,109392000,337200000,-229106000,621371000,1.1e+07,-1641000,-220052000,-40982000,-65151000,23512000.0000001,23512000,-19316000,-101937000,15210999.9999999,15210999.9999999,29440000,44650999.9999999,186906000,3572058000,57091000,0.30191,0.14234,0.09627,0.01894,0.0081,0.67456,1.2244,1.33875,0.34179,0.79346,0.78868,8.24205,40.01488,0.53523,0.38421,0.01329,0.00604,0.48422,15.11634,22.57811
"45","2021_Q2",159.490634920635,"Up",829291000,-565604000,263687000,-107823000,-93187000,-14636000,155864000,-32570000,-43882000,11312000,123294000,123294000,-22107000,16511000,117698000,117698000,-22021000,95677000,95677000,569859000,569859000,532964000,532964000,685779000,220792000,154402000,2009394000,5390329000,7433593000,-2043264000,663448000,2227131000,1629169000,262941000,8280908000,10290302000,948572000,492532000,31740000,45327000,378973000,616000.000000119,953256000,2030032000,1364461000,364469000,316652000,47817000,380683000,619309000,3394493000,4347749000,2891090000,1167000,2889923000,3205408000,-350114000,5746384000,196169000,5942553000,10290302000,117698000,62260000,27176000,2560000,-19384000,4.4e+07,-49185000,157949000,-179683000,-179683000,212663824.571074,-286000,-174724000,-41130000,-1500139000,1455071000,1183000,-57051000,-143249000,-160024000,-160024000,-16841000,-176865000,218124000,2030648000,11363000,0.31797,0.18795,0.11537,0.0161,0.0093,0.11876,2.10793,0.73163,0.19734,0.84977,0.84423,7.36545,51.03723,0.10092,0.3653,0.01465,0.00122,0.42988,6.69706,9.3722
"46","2021_Q3",211.5021875,"Up",773896000,-525479000,248417000,-135492000,-121516000,-13976000,112925000,-7138000.00000003,-7152000,14000,105787000,535195000,-106985000,17998000,446208000,446208000,-21608000,424600000,424600000,823572000,823572000,455222000,455222000,732563000,139997000,139997000,2151354000,5510599000,7596684000,-2086085000,907080000,2227893000,1640720000,256081000,8645572000,10796926000,984305000,535153000,85770000,45428000,317954000,623000,984928000,2043794000,1402433000,357083000,309712000,47371000,428438000,616912000,3446227000,4431155000,2909150000,1169000,2907981000,3584400000,-328001000,6165549000,200222000,6365771000,10796926000,446208000,61423000,-336854000,5865000,47092000,-389811000,57127000,227904000,-217232000,-217232000,290467000,1.16415321826935e-10,72543000,-45507000,999999.999999523,13152000.0000002,13151999.9999999,-19930000,-51285000,249162000,249162000,4551000.00000001,253713000,174348000,2044417000,121228000,0.321,0.14592,0.54865,0.0667,0.03933,0.28551,2.18428,0.69609,0.18935,3.77114,3.74658,6.87345,54.7601,1.0767,0.40418,0.04791,0.01235,0.10718,7.00235,10.81111
"47","2021_Q4",245.4484375,"Up",830566000,-581293000,249273000,-116766000,-103477000,-13289000,132507000,-648332000,-5136000,-643196000,-515825000,-516809000,114670000,27706000,-374433000,-374433000,-18348000,-392781000,-392781000,595049000,595049000,520746000,520746000,745598000,216713000,216713000,2078106000,5655477000,7783962000,-2128485000,902504000,2196238000,1623471000,251786000,8754219000,10832325000,1590431000,545922000,42553000,45450000,956506000,611000,1591042000,2021487000,1324564000,346895000,299875000,47020000,360181000,617488000,3346051000,4937093000,2914553000,1170000,2913383000,3145999000,-366436000,5694116000,201116000,5895232000,10832325000,-374433000,62082000,-37468000,5824914.66661588,74241642.6682184,-451353787.551936,454552000,104733000,-255824000,-255824000,-676000,0,-256646000,-45599000,-1976000,1885000,1455773000,-18213000,-63903000,-215816000,-215816000,-12707000,-228523000,194589000,2022098000,278647000,0.30012,0.15954,-0.47291,-0.06663,-0.03626,-0.70942,1.30613,0.83747,0.18667,-3.40203,-3.38196,7.19385,49.31892,2.41347,0.39495,-0.03757,0.03015,-0.11609,7.33366,10.76961
