"","YQ","p","d","revenue","cost_of_revenue","gross_profit","other_operating_income","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","intangible_assets","goodwill","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",56.0852380952381,"Down",7.462e+09,-6.468e+09,9.94e+08,6.2e+07,-3.05e+08,-1.1e+08,-1.95e+08,7.51e+08,-1.42e+08,-1.42e+08,6.09e+08,16999999.9999999,-9.8e+07,-8.1e+07,-81000000.0000002,7e+06,-7.4e+07,-7.4e+07,6.218e+09,1.903e+09,4.315e+09,8.925e+09,8.925e+09,4.338e+09,1.792e+09,1.792e+09,2.1273e+10,5.3576e+10,9.636e+09,2.5058e+10,1.553e+09,1.7329e+10,5.3589e+10,7.4862e+10,1.1303e+10,7e+08,1.0603e+10,2.224e+09,1.3527e+10,1.66e+10,4.783e+09,1.385e+09,1.398e+09,2.1383e+10,3.491e+10,1.2843e+10,-4.049e+09,3.5284e+10,-4.558e+09,3.952e+10,4.32e+08,3.9952e+10,7.4862e+10,-8.1e+07,9.86e+08,5.82e+08,-6.29e+08,8.58e+08,-5.03e+08,-9.1e+07,1.251e+09,4.73e+08,-6.97e+08,-2.65e+08,-3.9e+08,-1.332e+09,-1e+06,-999999.999999762,2e+06,1e+06,1.737e+09,1.8824e+10,7.03e+08,0.13321,0.10064,-0.00992000000000001,-0.00185,-0.00099,-9.5,1.57263,0.8738,0.25145,-0.0533500000000001,-0.05335,5.37996,28.49315,0.50685,0.50252,6,0.0098,0.01106,-9.41892,7.25734,16.78562
"31","2017_Q4",55.3846031746032,"Down",7.905e+09,-6.799e+09,1.106e+09,6.4e+07,-3.04e+08,-1.15e+08,-1.89e+08,8.66e+08,-1.41e+08,-1.41e+08,7.25e+08,6.76e+08,-1.21e+08,5.55e+08,5.55e+08,-1.1e+07,5.44e+08,5.44e+08,4.952e+09,1.69e+09,3.262e+09,9.436e+09,9.436e+09,4.308e+09,1.218e+09,1.218e+09,1.9914e+10,5.3655e+10,9.54e+09,2.5113e+10,1.481e+09,1.7521e+10,5.3655e+10,7.3569e+10,1.1725e+10,7e+08,1.1025e+10,1.289e+09,1.3014e+10,1.5871e+10,4.674e+09,1.34e+09,1.441e+09,2.0545e+10,3.3559e+10,1.2863e+10,-3.966e+09,3.5136e+10,-4.46e+09,3.9573e+10,4.37e+08,4.001e+10,7.3569e+10,5.55e+08,9.56e+08,7.5e+07,3.12e+08,1.898e+09,-5.98e+08,-1.8e+07,1.001e+09,2.21e+08,-6.93e+08,-1.688e+09,2e+07,-2.342e+09,-2.23e+08,-2.23e+08,1e+07,-2.13e+08,1.822e+09,1.716e+10,1.657e+09,0.13991,0.10955,0.06882,0.0136,0.00739,3.04596,1.5302,0.83877,0.23325,0.39278,0.3908,5.70758,28.57256,1.19639,0.50036,8,0.02,0.02679,1.2739,6.70033,14.097
"32","2018_Q1",60.2760655737705,"Up",8.179e+09,-7.2e+09,9.79e+08,5.2e+07,-3.01e+08,-1.09e+08,-1.92e+08,7.3e+08,-1.44e+08,-1.44e+08,5.86e+08,-2.21e+09,-6.1e+07,-2.271e+09,-2.271e+09,1.7e+07,-2.254e+09,-2.254e+09,5.089e+09,1.799e+09,3.29e+09,8.084e+09,8.084e+09,4.046e+09,1.278e+09,1.278e+09,1.8497e+10,5.349e+10,9.354e+09,2.5118e+10,1.519e+09,1.7499e+10,5.349e+10,7.1987e+10,1.1958e+10,6.99e+08,1.1259e+10,3.324e+09,1.5282e+10,1.4875e+10,4.569e+09,1.082e+09,1.837e+09,1.9444e+10,3.4726e+10,1.2975e+10,-4.049e+09,3.219e+10,-4.274e+09,3.6842e+10,4.19e+08,3.7261e+10,7.1987e+10,-2.271e+09,9.06e+08,3.197e+09,4.19e+08,2.251e+09,-6.25e+08,-4.65e+08,-2.11e+08,-2.418e+09,-6.92e+08,1.023e+09,-6.5e+07,2.78e+08,1.11e+08,1.11e+08,-2e+06,1.09e+08,1.636e+09,1.8199e+10,1.491e+09,0.1197,0.08925,-0.27558,-0.06049,-0.03131,-0.66149,1.21038,0.93197,0.25281,-1.62509,-1.64406,5.8969,26.56236,1.07498,0.49892,5,-0.02602,0.02484,-0.30701,8.01345,17.9589
"33","2018_Q2",59.55953125,"Down",7.829e+09,-6.802e+09,1.027e+09,4.2e+07,-2.83e+08,-1.11e+08,-1.72e+08,7.86e+08,-1.43e+08,-1.43e+08,6.43e+08,6.43e+08,-1.13e+08,5.3e+08,5.3e+08,-5e+06,5.25e+08,5.25e+08,4.165e+09,1.865e+09,2.3e+09,8.472e+09,8.472e+09,4.174e+09,1.244e+09,1.244e+09,1.8055e+10,5.3423e+10,9.217e+09,2.512e+10,1.483e+09,1.7603e+10,5.3423e+10,7.1478e+10,1.1609e+10,7e+08,1.0909e+10,4.586e+09,1.6195e+10,1.3526e+10,4.431e+09,1.027e+09,1.825e+09,1.7957e+10,3.4152e+10,1.2998e+10,-3.937e+09,3.2022e+10,-4.159e+09,3.6924e+10,4.02e+08,3.7326e+10,7.1478e+10,5.3e+08,8.74e+08,6.4e+07,-9e+08,5.68e+08,-4.54e+08,-1.3e+07,9.89e+08,2.82e+08,-6.92e+08,-1.44e+08,3e+07,-7.87e+08,6.3e+07,6.3e+07,3e+06,6.6e+07,1.66e+09,1.8112e+10,4.19e+08,0.13118,0.1004,0.06706,0.01407,0.00734,0.7981,1.11485,0.91497,0.25339,0.37906,0.37661,5.65271,26.65993,0.30253,0.49964,8,0.02033,0.007,1.3181,8.40181,17.74427
"34","2018_Q3",56.2647619047619,"Down",8.302e+09,-7.178e+09,1.124e+09,4e+07,-2.89e+08,-1.14e+08,-1.75e+08,8.75e+08,-1.44e+08,-1.44e+08,7.31e+08,5.47e+08,-1.06e+08,4.41e+08,4.41e+08,-1.1e+07,4.3e+08,4.3e+08,3.049e+09,1.461e+09,1.588e+09,8.606e+09,8.606e+09,4.12e+09,1.125e+09,1.125e+09,1.69e+10,5.3256e+10,9.092e+09,2.5121e+10,1.487e+09,1.7556e+10,5.3256e+10,7.0156e+10,1.133e+10,6.99e+08,1.0631e+10,3.736e+09,1.5066e+10,1.3865e+10,4.328e+09,9.71e+08,1.816e+09,1.8193e+10,3.3259e+10,1.303e+10,-4.001e+09,3.176e+10,-4.305e+09,3.6484e+10,4.13e+08,3.6897e+10,7.0156e+10,4.41e+08,8.76e+08,1.96e+08,-5.26e+08,9.87e+08,-5.2e+08,-3.4e+07,6.36e+08,-1.12e+08,-6.93e+08,-4.15e+08,-9.7e+07,-1.264e+09,-3.89e+08,-3.89e+08,-1.5e+07,-4.04e+08,1.751e+09,1.7601e+10,8.11e+08,0.13539,0.1054,0.05179,0.01165,0.00613000000000001,1.88605,1.12173,0.9014,0.25088,0.31069,0.30891,5.99855,26.36127,0.58598,0.50072,7,0.01909,0.01379,1.61163,8.31068,16.63086
"35","2018_Q4",43.48,"Down",8.505e+09,-7.326e+09,1.179e+09,3.6e+07,-2.82e+08,-1.05e+08,-1.77e+08,9.33e+08,-1.47e+08,-1.47e+08,7.86e+08,7.86e+08,-1.29e+08,6.57e+08,6.57e+08,-1.3e+07,6.44e+08,6.44e+08,2.854e+09,1.493e+09,1.361e+09,8.409e+09,8.409e+09,4.108e+09,1.112e+09,1.112e+09,1.6483e+10,5.3563e+10,8.93e+09,2.5134e+10,1.497e+09,1.8002e+10,5.3563e+10,7.0046e+10,1.1385e+10,7.01e+08,1.0684e+10,3.215e+09,1.46e+10,1.4159e+10,4.339e+09,9.57e+08,1.853e+09,1.8498e+10,3.3098e+10,1.3058e+10,-3.924e+09,3.1712e+10,-4.313e+09,3.6533e+10,4.15e+08,3.6948e+10,7.0046e+10,6.57e+08,8.87e+08,7.3e+07,2.1e+08,1.827e+09,-5.65e+08,-2.43e+08,1.98e+08,-8.95e+08,-6.92e+08,-2.24e+08,2.3e+07,-9e+08,3.2e+07,3.2e+07,1.49011611938477e-08,3.2e+07,1.82e+09,1.7374e+10,1.594e+09,0.13862,0.1097,0.07572,0.01743,0.00919,2.47516,1.12897,0.8958,0.24804,0.46498,0.46264,6.14079,26.37762,1.1509,0.49964,6,0.02277,0.02717,1.07453,7.97802,15.5627
"36","2019_Q1",38.6603278688525,"Down",8.179e+09,-7.172e+09,1.007e+09,3.1e+07,-2.92e+08,-1.14e+08,-1.78e+08,7.46e+08,-1.41e+08,-1.41e+08,6.05e+08,6.48e+08,-9.9e+07,5.49e+08,5.49e+08,-1e+07,5.39e+08,5.39e+08,2.777e+09,1.433e+09,1.344e+09,7.881e+09,7.881e+09,4.01e+09,1.063e+09,1.063e+09,1.5731e+10,5.4776e+10,8.727e+09,2.4931e+10,1.538e+09,1.958e+10,5.4776e+10,7.0507e+10,1.2079e+10,7.01e+08,1.1378e+10,1.407e+09,1.3486e+10,1.4644e+10,5.791e+09,1.153e+09,3.197e+09,2.0435e+10,3.3921e+10,1.3132e+10,-4.006e+09,3.1658e+10,-4.622e+09,3.6162e+10,4.24e+08,3.6586e+10,7.0507e+10,5.49e+08,9.19e+08,-2.23e+08,1.086e+09,2.331e+09,-6.21e+08,5.77e+08,-9e+06,-3.15e+08,-6.93e+08,-1.265e+09,-9.5e+07,-2.069e+09,-5.3e+07,-52999999.9999999,-3.35e+08,-3.88e+08,1.665e+09,1.6051e+10,2.229e+09,0.12312,0.09121,0.0659,0.01473,0.00764,4.13544,1.16647,0.92716,0.22765,0.38889,0.38666,5.90115,26.09091,1.60823,0.5,6,0.02109,0.03815,1.28571,7.97237,17.79357
"37","2019_Q2",36.3906349206349,"Down",7.879e+09,-6.952e+09,9.27e+08,1.4e+07,-2.85e+08,-1.12e+08,-1.73e+08,6.56e+08,-1.47e+08,-1.47e+08,5.09e+08,5.09e+08,-7.9e+07,4.3e+08,4.3e+08,-9e+06,4.21e+08,4.21e+08,2.155e+09,1.23e+09,9.25e+08,8.171e+09,8.171e+09,4.224e+09,1.223e+09,1.223e+09,1.5773e+10,5.4548e+10,8.611e+09,2.4945e+10,1.544e+09,1.9448e+10,5.4548e+10,7.0321e+10,1.1598e+10,7.02e+08,1.0896e+10,9.9e+07,1.1697e+10,1.6449e+10,5.651e+09,1.136e+09,3.14e+09,2.21e+10,3.3797e+10,1.3e+10,-3.756e+09,3.1386e+10,-4.527e+09,3.6103e+10,4.21e+08,3.6524e+10,7.0321e+10,4.3e+08,9.03e+08,1.11e+08,-1.154e+09,2.9e+08,-4.13e+08,-5e+06,3.75e+08,-1.94e+08,-6.92e+08,4.06e+08,9e+06,-2.97e+08,-2.01e+08,-2.01e+08,-2e+06,-2.03e+08,1.559e+09,1.6548e+10,7.1e+07,0.11765,0.08326,0.05343,0.01153,0.00599,0.16865,1.34847,0.92534,0.23532,0.30397,0.30136,5.68881,26.06715,0.05126,0.49964,4,0.01895,0.00121,1.64371,9.2322,21.94055
"38","2019_Q3",33.4775,"Down",8.27e+09,-7.257e+09,1.013e+09,2.5e+07,-2.91e+08,-1.13e+08,-1.78e+08,7.47e+08,-1.55e+08,-1.55e+08,5.92e+08,5.92e+08,-9.9e+07,4.93e+08,4.93e+08,-999999.999999999,4.92e+08,4.92e+08,2.348e+09,1.466e+09,8.82e+08,8.471e+09,8.471e+09,4.389e+09,1.125e+09,1.125e+09,1.6333e+10,5.4258e+10,8.485e+09,2.495e+10,1.558e+09,1.9265e+10,5.4258e+10,7.0591e+10,1.1675e+10,7.01e+08,1.0974e+10,9.8e+07,1.1773e+10,1.6978e+10,5.567e+09,1.119e+09,3.118e+09,2.2545e+10,3.4318e+10,1.3037e+10,-3.827e+09,3.1186e+10,-4.544e+09,3.5852e+10,4.21e+08,3.6273e+10,7.0591e+10,4.93e+08,9.38e+08,8.3e+07,-4.33e+08,1.081e+09,-4.04e+08,-11999999.9999999,-19999999.9999999,-6.17e+08,-6.93e+08,5.09e+08,-1.02e+08,-2.34e+08,2.3e+08,2.3e+08,6e+06,2.36e+08,1.685e+09,1.7076e+10,9.47e+08,0.12249,0.09033,0.05949,0.01356,0.00697000000000002,1.9248,1.38733,0.9461,0.2419,0.35523,0.35269,5.97112,25.88592,0.68375,0.50036,6,0.02011,0.01607,1.40854,8.74065,19.7162
"39","2019_Q4",33.22296875,"Down",8.54e+09,-7.385e+09,1.155e+09,2.2e+07,-2.96e+08,-1.2e+08,-1.76e+08,8.81e+08,-1.6e+08,-1.6e+08,7.21e+08,-1.1971e+10,5.98e+08,-1.1373e+10,-1.1373e+10,-1e+07,-1.1383e+10,-1.1383e+10,2.292e+09,1.183e+09,1.109e+09,8.332e+09,8.332e+09,4.341e+09,1.186e+09,1.186e+09,1.6151e+10,4.1839e+10,7.282e+09,1.6112e+10,1.335e+09,1.711e+10,4.1839e+10,5.799e+10,1.2143e+10,7.01e+08,1.1442e+10,3.4e+08,1.2483e+10,1.6333e+10,4.847e+09,1.101e+09,3.155e+09,2.118e+10,3.3663e+10,1.3012e+10,-3.641e+09,1.9111e+10,-4.569e+09,2.3913e+10,4.14e+08,2.4327e+10,5.799e+10,-1.1373e+10,9e+08,1.1996e+10,2.85e+08,1.808e+09,-4.13e+08,-4e+06,-3.86e+08,-9.97e+08,-6.92e+08,-3.82e+08,3.4e+07,-1.09e+09,-2.79e+08,-2.79e+08,-4000000.00000001,-2.83e+08,1.781e+09,1.6673e+10,1.055e+09,0.13525,0.10316,-1.3329,-0.46792,-0.19629,-0.09268,1.29384,1.38377,0.28752,-8.21877,-8.35143,6.16606,17.2657,0.76173,0.49964,5,-0.23319,0.02301,-0.06079,8.07468,16.3235
"40","2020_Q1",27.3545161290323,"Down",8.228e+09,-7.126e+09,1.102e+09,2.5e+07,-3.19e+08,-1.29e+08,-1.9e+08,8.08e+08,-1.47e+08,-1.47e+08,6.61e+08,4.52e+08,-1.09e+08,342999999.999998,342999999.999998,-1e+07,332999999.999998,332999999.999998,2.167e+09,1.137e+09,1.03e+09,7.747e+09,7.747e+09,4.13e+09,1.486e+09,1.486e+09,1.553e+10,4.0782e+10,7.089e+09,1.6042e+10,1.565e+09,1.6086e+10,4.0782e+10,5.6312e+10,1.2574e+10,7.02e+08,1.1872e+10,5.24e+08,1.3098e+10,1.477e+10,4.268e+09,9.67e+08,2.81e+09,1.9038e+10,3.2136e+10,1.3078e+10,-3.631e+09,1.8751e+10,-4.438e+09,2.376e+10,4.16e+08,2.4176e+10,5.6312e+10,342999999.999998,8.48e+08,110999999.999998,9.5e+08,2.252e+09,-4.94e+08,3.46e+08,2e+08,-2.03e+08,-6.92e+08,-1.372e+09,2.98023223876953e-08,-2.097e+09,-4.8e+07,-4.8e+07,2e+06,-4.6e+07,1.656e+09,1.5294e+10,2.221e+09,0.13393,0.0982,0.0404699999999996,0.0137699999999999,0.00590999999999997,6.66967,1.18568,1.32925,0.27159,0.24043,0.24043,5.94079,17.15523,1.60361,0.49964,7,0.02343,0.05078,2.07808,7.92693,16.24629
"41","2020_Q2",16.7357142857143,"Down",7.455e+09,-6.624e+09,8.31e+08,3.9e+07,-3e+08,-1.27e+08,-1.73e+08,5.7e+08,-1.36e+08,-1.36e+08,4.34e+08,-8.089e+09,7.21e+08,-7.368e+09,-7.368e+09,-8e+06,-7.376e+09,-7.376e+09,3.344e+09,1.375e+09,1.969e+09,7.486e+09,7.486e+09,4.148e+09,1.288e+09,1.288e+09,1.6266e+10,3.2328e+10,3.673e+09,1.2924e+10,1.515e+09,1.4061e+10,3.2328e+10,4.8594e+10,1.2029e+10,7.04e+08,1.1325e+10,1.233e+09,1.3262e+10,1.5409e+10,3.94e+09,9.36e+08,3.004e+09,1.9349e+10,3.2611e+10,1.2963e+10,-3.36e+09,1.0681e+10,-4.723e+09,1.5561e+10,4.22e+08,1.5983e+10,4.8594e+10,-7.368e+09,7.92e+08,7.84e+09,-4.8e+08,7.84e+08,-4.07e+08,2.98e+08,-9.9e+07,-1.312e+09,-6.92e+08,1.419e+09,5.9e+07,7.77e+08,2.49e+08,2.49e+08,-1.1e+07,2.38e+08,1.362e+09,1.6642e+10,-2.46e+08,0.11147,0.07646,-0.9894,-0.46149,-0.15179,0.03335,1.22651,2.04036,0.34247,-5.31795,-5.31795,5.37491,11.21918,-0.17736,0.49892,4,-0.1828,-0.00673,-0.09382,9.76358,23.32982
"42","2020_Q3",17.87546875,"Up",5.356e+09,-4.924e+09,4.32e+08,3.3e+07,-2.23e+08,-8.1e+07,-1.42e+08,2.42e+08,-1.45e+08,-1.45e+08,9.7e+07,-3.627e+09,1.99e+08,-3.428e+09,-3.428e+09,-6e+06,-3.434e+09,-3.434e+09,3.589e+09,1.462e+09,2.127e+09,5.808e+09,5.808e+09,3.601e+09,1.381e+09,1.381e+09,1.4379e+10,3.0288e+10,3.622e+09,1.2954e+10,1.484e+09,1.2228e+10,3.0288e+10,4.4667e+10,1.1062e+10,1.84e+08,1.0878e+10,6.03e+08,1.1665e+10,1.6763e+10,3.783e+09,9.05e+08,2.836e+09,2.0546e+10,3.2211e+10,1.3044e+10,-3.339e+09,7.073e+09,-4.738e+09,1.204e+10,4.16e+08,1.2456e+10,4.4667e+10,-3.428e+09,6.04e+08,3.544e+09,82999999.9999998,8.03e+08,-2.51e+08,-3e+07,-47000000.0000001,-5.47e+08,-6.94e+08,5.69e+08,1.49011611938477e-08,-1.67e+08,8.9e+07,8.9e+07,-2e+06,8.7e+07,8.46e+08,1.7366e+10,4.79e+08,0.08066,0.04518,-0.64115,-0.27569,-0.07688,-0.139490000000001,1.23266,2.58598,0.38879,-2.47228,-2.47228,3.85601,8.66811,0.34485,0.49964,3,-0.08154,0.01425,-0.2021,16.28487,56.92975
"43","2020_Q4",18.26671875,"Up",5.258e+09,-4.624e+09,6.34e+08,2.2e+07,-2.22e+08,-8.5e+07,-1.37e+08,4.34e+08,-1.38e+08,-1.38e+08,2.96e+08,-5.3e+07,-1.9e+07,-7.2e+07,-7.2e+07,-1e+07,-8.2e+07,-8.2e+07,3.837e+09,1.219e+09,2.618e+09,5.552e+09,5.552e+09,3.542e+09,1.284e+09,1.284e+09,1.4215e+10,2.9851e+10,3.573e+09,1.2968e+10,1.436e+09,1.1841e+10,2.9851e+10,4.4066e+10,1.0359e+10,1.84e+08,1.0175e+10,1.292e+09,1.1651e+10,1.6471e+10,3.575e+09,8.54e+08,2.721e+09,2.0046e+10,3.1697e+10,1.2921e+10,-3.055e+09,6.818e+09,-4.743e+09,1.1941e+10,4.28e+08,1.2369e+10,4.4066e+10,-7.2e+07,5.87e+08,3.65e+08,-4.01e+08,4.79e+08,-2e+08,2.4e+07,-3.8e+07,-7.4e+08,-1.74e+08,1.34e+08,6.1e+07,2.1e+07,-2.4e+08,-2.4e+08,-3e+06,-2.43e+08,1.021e+09,1.7763e+10,4.39e+08,0.12058,0.08254,-0.0156,-0.00663,-0.00186,-5.35366,1.22007,2.56262,0.4031,-0.05895,-0.05895,3.78001,8.58447,0.3156,0.12509,3,0.00273,0.01302,-2.12195,13.63957,32.08756
"44","2021_Q1",25.715737704918,"Up",5.532e+09,-4.828e+09,7.04e+08,6.9e+07,-2e+08,-7.2e+07,-1.28e+08,5.73e+08,-1.44e+08,-1.44e+08,4.29e+08,4.71e+08,-8.9e+07,3.82e+08,3.82e+08,-8e+06,3.74e+08,3.74e+08,3.006e+09,8.44e+08,2.162e+09,5.247e+09,5.247e+09,3.354e+09,1.312e+09,1.312e+09,1.2919e+10,2.9515e+10,3.455e+09,1.298e+10,2.061e+09,1.1019e+10,2.9515e+10,4.2434e+10,9.641e+09,1.84e+08,9.457e+09,8.5e+08,1.0491e+10,1.6036e+10,3.418e+09,1.049e+09,2.35e+09,1.9454e+10,2.9945e+10,1.297e+10,-3.033e+09,7.018e+09,-4.884e+09,1.2071e+10,4.18e+08,1.2489e+10,4.2434e+10,3.82e+08,5.83e+08,-1.13e+08,25999999.9999999,8.78e+08,-2.58e+08,1.09e+08,-1.151e+09,2.46e+08,-1.74e+08,-1.292e+09,-7.45058059692383e-09,-1.504e+09,-3.8e+08,-3.8e+08,5e+06,-3.75e+08,1.156e+09,1.6886e+10,1.013e+09,0.12726,0.10358,0.06761,0.02995,0.00881,2.70856,1.23144,2.39771,0.39794,0.26849,0.26849,3.97128,8.66547,0.72721,0.12491,5,0.01671,0.03089,0.46524,12.00692,24.22339
"45","2021_Q2",30.1731746031746,"Up",5.223e+09,-4.504e+09,7.19e+08,1.9e+07,-2.16e+08,-8.1e+07,-1.35e+08,5.22e+08,-1.36e+08,-1.36e+08,3.86e+08,3.86e+08,-7.4e+07,3.12e+08,3.12e+08,-1.3e+07,2.99e+08,2.99e+08,2.91e+09,1.268e+09,1.642e+09,5.269e+09,5.269e+09,3.303e+09,1.325e+09,1.325e+09,1.2807e+10,2.9229e+10,3.397e+09,1.2978e+10,2.09e+09,1.0764e+10,2.9229e+10,4.2036e+10,9.124e+09,1.85e+08,8.939e+09,7.49e+08,9.873e+09,1.5834e+10,3.357e+09,1.003e+09,2.354e+09,1.9191e+10,2.9064e+10,1.2663e+10,-2.598e+09,7.142e+09,-4.664e+09,1.2543e+10,4.29e+08,1.2972e+10,4.2036e+10,3.12e+08,5.32e+08,4.2e+07,-4.57e+08,4.29e+08,-1.78e+08,-1.3e+07,-3.3e+07,2.11e+08,-1.74e+08,-6.5e+07,6.2e+07,-2.12e+08,4.28e+08,4.28e+08,-4e+06,4.24e+08,1.054e+09,1.6583e+10,4.93e+08,0.13766,0.09994,0.05725,0.02305,0.00711,1.64883,1.29717,2.24052,0.3945,0.21388,0.21071,3.73605,8.9721,0.35265,0.12446,6,0.01437,0.01498,0.58194,12.97249,26.19349
"46","2021_Q3",28.24375,"Down",5.634e+09,-4.77e+09,8.64e+08,1.6e+07,-2.02e+08,-6.9e+07,-1.33e+08,6.78e+08,-1.36e+08,-1.36e+08,5.42e+08,5.42e+08,-9.9e+07,4.43e+08,4.43e+08,-1.2e+07,4.31e+08,4.31e+08,2.682e+09,1.439e+09,1.243e+09,5.347e+09,5.347e+09,3.267e+09,7.81e+08,7.81e+08,1.2077e+10,2.8831e+10,3.311e+09,1.2987e+10,2.035e+09,1.0498e+10,2.8831e+10,4.0908e+10,8.748e+09,1.89e+08,8.559e+09,35999999.9999999,8.784e+09,1.5687e+10,3.378e+09,9.56e+08,2.422e+09,1.9065e+10,2.7849e+10,1.273e+10,-2.591e+09,7.399e+09,-4.776e+09,1.2762e+10,2.97e+08,1.3059e+10,4.0908e+10,4.43e+08,5.26e+08,8.1e+07,1.7e+08,1.22e+09,-2.43e+08,-2.2e+07,9.03e+08,1.5e+07,-1.75e+08,-8.71e+08,0,-1.07e+09,1.65e+08,1.65e+08,6e+06,1.71e+08,1.204e+09,1.5723e+10,1.23e+09,0.15335,0.12034,0.0765,0.033,0.01054,2.85383,1.37489,2.13255,0.38435,0.3083,0.30374,4.03004,9.12876,0.87983,0.12518,7,0.01884,0.03825,0.40603,10.8314,19.23451
"47","2021_Q4",31.19078125,"Up",5.847e+09,-4.861e+09,9.86e+08,5.6e+07,-2.22e+08,-8.1e+07,-1.41e+08,8.2e+08,-1.3e+08,-1.3e+08,6.9e+08,6.9e+08,-1.28e+08,5.62e+08,5.62e+08,-1.2e+07,5.5e+08,5.5e+08,2.942e+09,1.569e+09,1.373e+09,5.349e+09,5.349e+09,3.296e+09,8e+08,8e+08,1.2387e+10,2.8651e+10,3.265e+09,1.299e+10,2.11e+09,1.0286e+10,2.8651e+10,4.1038e+10,8.71e+09,1.88e+08,8.522e+09,1.025e+09,9.735e+09,1.437e+10,3.268e+09,9.05e+08,2.363e+09,1.7638e+10,2.7373e+10,1.2571e+10,-2.287e+09,7.775e+09,-4.697e+09,1.3362e+10,3.03e+08,1.3665e+10,4.1038e+10,5.62e+08,5.3e+08,3.2e+07,-5.4e+07,1.07e+09,-2.73e+08,-9.9e+07,-9.2e+08,-6.19e+08,-1.75e+08,-2e+08,7.5e+07,-3.22e+08,1.29e+08,1.29e+08,999999.999999998,1.3e+08,1.35e+09,1.5395e+10,1.151e+09,0.16863,0.14024,0.09407,0.04025,0.0134,2.09273,1.27242,2.00315,0.37514,0.39314,0.38678,4.17941,9.55111,0.82273,0.12509,8,0.02243,0.0356,0.31818,9.22444,15.18659
"48","2022_Q1",39.0046774193548,"Up",6.225e+09,-5.136e+09,1.089e+09,5.7e+07,-2.53e+08,-1.08e+08,-1.45e+08,8.93e+08,-1.37e+08,-1.37e+08,7.56e+08,7.56e+08,-1.45e+08,6.11e+08,6.11e+08,-1e+07,6.01e+08,6.01e+08,3.139e+09,1.757e+09,1.382e+09,5.315e+09,5.315e+09,3.272e+09,9.28e+08,9.28e+08,1.2654e+10,2.8857e+10,3.211e+09,1.299e+10,2.044e+09,1.0612e+10,2.8857e+10,4.1511e+10,9.45e+09,1.89e+08,9.261e+09,9.09e+08,1.0359e+10,1.3286e+10,2.58e+09,2.31e+08,2.255e+09,1.5866e+10,2.6225e+10,1.2608e+10,-2.233e+09,8.199e+09,-3.57e+09,1.5004e+10,2.82e+08,1.5286e+10,4.1511e+10,6.11e+08,5.32e+08,8.3e+07,7.06e+08,1.932e+09,-4.47e+08,3.1e+07,7.4e+08,-5.26e+08,-1.75e+08,-1.011e+09,0,-1.22e+09,1.86e+08,1.86e+08,2e+06,1.88e+08,1.425e+09,1.4195e+10,1.829e+09,0.17494,0.14345,0.09655,0.03932,0.01448,3.04326,1.22155,1.71562,0.34196,0.42837,0.41678,4.43692,10.69423,1.30364,0.12473,7,0.0242,0.05705,0.29118,7.7586,12.38074
