"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",22.90625,"Up",2269502000,2448274000,-1288884000,980618000,-211563000,-321407000,-206899000,316743000,769055000,-246077000,-180352000,-65725000,522978000,522978000,-8479999.99999999,514498000,514498000,-40145000,474353000,474353000,2503255000,2503255000,443903000,443903000,97800000,148829000,137635000,3193787000,16102856000,7252412000,1429279000,4072317000,1364163000,386653000,23355268000,26549055000,1583983000,161420000,160445000,1262118000,1917779000,12364920000,2733223000,2591317000,141906000,15098143000,17015922000,5536248000,-14477000,10809000,5532580000,4000553000,9533133000,26549055000,514498000,206899000,-406513000,74166000,389050000,-541640000,0,539438000,-2202000,647002000,-195320000,451682000,838530000,838530000,-180000,838350000,975954000,12364920000,516960000,0.43209,0.33887,0.20901,0.04976,0.01787,1.08982,1.66536,1.78492,0.46574,0.83888,0.83109,4.01356,9.78423,0.91423,0.01926,0.02099,10.10464,12.82309
"27","2016_Q4",26.1388888888889,"Up",2515115000,2727485000,-1398414000,1116701000,-694389000,-371950000,-209737000,-112702000,422312000,-196490000,-168048000,-28442000,225822000,516265000,44995000,561260000,561260000,-25641000,535619000,535619000,1446158000,1446158000,492426000,492426000,97400000,178364000,177886000,2214348000,17948045000,7542893000,1815209000,4137475000,1196543000,393666000,25490938000,27705286000,1823666000,232490000,115977000,1475199000,2130635000,12786420000,2864522000,2543815000,320707000,15650942000,17781577000,5656888000,521142000,12801000,6190831000,3732878000,9923709000,27705286000,561260000,209737000,-459179000,123541000,435359000,-618106000,-550975000,11538000,-1157543000,-173044000,-161888000,-334932000,-1057116000,-1057116000,19000,-1057097000,632049000,12786420000,92489000,0.444,0.16791,0.21296,0.05397,0.01933,0.17268,1.03929,1.79183,0.46152,0.94278,0.93344,4.42705,10.89695,0.1628,0.02094,0.00362,17.94206,26.85281
"28","2017_Q1",26.1954838709677,"Up",2460820000,2689615000,-1431726000,1029094000,-747411000,-376717000,-233052000,-137642000,281683000,-174597000,-161704000,-12893000,107086000,107426000,-37504000,69921999.9999999,69921999.9999999,-45253000,24668999.9999999,24668999.9999999,1446581000,1446581000,542924000,542924000,97733000,142349000,142349000,2229587000,18425023000,7518691000,1817119000,4087706000,1220443000,393423000,25943714000,28173301000,2014685000,250477000,159028000,1594526000,2293421000,12979220000,2877209000,2551228000,325981000,15856429000,18149850000,5659316000,545811000,15053000,6220180000,3803271000,10023451000,28173301000,69921999.9999999,233052000,7211999.99999994,174781000,484967000,-671511000,-10546000,-4378000,-686435000,192584000,9125999.99999997,201710000,241999.999999523,241999.999999523,181000,423000.000000238,514735000,12987595000,55509000,0.41819,0.11447,0.01002,0.00246,0.00088,2.25015,0.97217,1.81074,0.46099,0.0429900000000001,0.0425899999999999,4.28792,10.83851,0.09672,0.00095,0.00214,22.42127,40.97164
"29","2017_Q2",29.3230158730159,"Up",2717566000,2717566000,-1532370000,1185196000,-688685000,-388788000,-249769000,-50128000,496511000,-181797000,-174059000,-7738000,314714000,314714000,-62140000,252574000,252574000,-46162000,206412000,206412000,1395444000,1395444000,493765000,493765000,100502000,183007000,183007000,2172718000,18619666000,7510708000,1814028000,4033756000,1252432000,410492000,26130374000,28303092000,1909903000,204835000,112096000,1515624000,2124764000,13099190000,2882652000,2541746000,340906000,15981842000,18106606000,5679802000,689476000,7217000,6376495000,3819991000,10196486000,28303092000,252574000,249769000,-2859000,-94049000,405435000,-455895000,-3500000,-6554000,-465949000,107480000,-33832000,10466000,-50048000,-50048000,-1089000,-51137000,746280000,13099190000,258476000,0.43612,0.1827,0.07595,0.02024,0.00729,1.25223,1.02257,1.77577,0.46282,0.35935,0.35578,4.73111,11.10108,0.44999,0.0103,0.00987,15.68278,23.57198
"30","2017_Q3",30.6084126984127,"Up",2652133000,2652133000,-1520616000,1131517000,-672248000,-354349000,-244754000,-73145000,459269000,-185365000,-174058000,-11307000,273904000,314533000,-73660000,240873000,240873000,-31009000,209864000,209864000,1757062000,1757062000,469126000,469126000,103119000,155824000,148462000,2485131000,18896912000,7160888000,1807772000,3972046000,980885000,400185000,26057800000,28542931000,1952654000,206144000,147438000,1599072000,2679568000,12725268000,2849757000,2560127000,289630000,15575025000,18254593000,5683716000,836840000,-9148000,6511408000,3776930000,10288338000,28542931000,240873000,244754000,32407000,15657000,533691000,-416422000,-1273000.00000001,290866000,-126829000,97372000,-77536000,-43411000,363451000,363451000,-1833000,361618000,704023000,13197858000,376918000,0.42664,0.17317,0.07913,0.0204,0.00735,1.79601,0.92744,1.7743,0.46239,0.36502,0.36056,4.61296,11.32555,0.65559,0.01037,0.01431,16.2506,24.91088
"31","2017_Q4",30.7636507936508,"Up",2830175000,2830175000,-1598072000,1232103000,-739399000,-402023000,-249600000,-87776000,492704000,-202250000,-163287000,-38963000,290454000,290454000,-114710000,175744000,175744000,-27381000,148363000,148363000,1986688000,1986688000,515423000,515423000,101242000,191183000,191183000,2794536000,19134748000,7172606000,1807009000,3924566000,1007584000,433447000,26307354000,29101890000,2031299000,242604000,121650000,1661032000,2735760000,13026927000,2955126000,2668864000,286262000,15982053000,18717813000,5395726000,922657000,-9840000,6308543000,4075534000,10384077000,29101890000,175744000,249600000,117191000,30248000,572783000,-526590000,-1148000,-6098000,-533836000,665898000,-84136000,190965000,229912000,229912000,-286000,229626000,742304000,13493302000,360672000,0.43535,0.17409,0.05242,0.01429,0.0051,2.43101,1.02148,1.80255,0.46366,0.25869,0.2555,4.93468,10.99956,0.62887,0.00789,0.01344,15.50122,23.35401
"32","2018_Q1",33.647868852459,"Up",2574030000,3491039000,-1412062000,1161968000,-935589000,-414755000,-249357000,-271477000,226379000,-182325000,-157341000,-24984000,44054000,44054000,1383173000,1427227000,1427227000,-31580000,1395647000,1395647000,1499995000,1499995000,542273000,542273000,102292000,231795000,189244000,2376355000,19635459000,7148228000,1806531000,3877960000,1033297000,430440000,26783687000,29160042000,2505448000,255028000,135785000,2114635000,3138297000,12751052000,1579791000,1295375000,284416000,14330843000,17469140000,5363372000,2217299000,-3610000,7577061000,4113841000,11690902000,29160042000,1427227000,249357000,-1318714000,336632000,694502000,-464457000,-10806000,21285000,-453978000,-603733000,-60777000,-726798000,-486274000,-486274000,-419000,-486693000,475736000,12909094000,-1035262000,0.45142,0.08795,0.5422,0.11938,0.04786,-0.74178,0.75721,1.49425,0.4427,2.46515,2.43874,4.54654,13.38346,-1.8286,0.05569,-0.03954,23.982,50.39822
"33","2018_Q2",31.0421875,"Down",2822237000,2822237000,-1635210000,1187027000,-827270000,-417890000,-268822000,-140558000,359757000,-178835000,-167909000,-10926000,180922000,180922000,85379000,266301000,266301000,-42857000,223444000,223444000,1525402000,1525402000,505591000,505591000,107309000,254411000,212758000,2392713000,19711829000,7193728000,1800586000,3819369000,1050795000,522978000,26905557000,29298270000,2612341000,253391000,125524000,2233426000,3586888000,12742861000,1489470000,1206591000,282879000,14232331000,17819219000,5005526000,2372744000,-7480000,7370790000,4108261000,11479051000,29298270000,266301000,268822000,-69360000,111901000,577664000,-418399000,-2503000,-11475000,-432377000,377770000,-64421000,-117050000,28237000,28237000,-2830000,25407000,628579000,13282469000,236702000,0.4206,0.12747,0.07917,0.01947,0.00763,1.05933,0.66707,1.55233,0.45335,0.39559,0.39066,4.9966,13.04953,0.41907,0.0111,0.00902,18.7042,32.68058
"34","2018_Q3",27.9763492063492,"Down",2858695000,2858695000,-1669414000,1189281000,-826206000,-438453000,-296208000,-91545000,363075000,-198942000,-181493000,-17449000,164133000,164133000,-23710000.0000001,140423000,140423000,-16646000,123777000,123777000,1272872000,1272872000,497350000,497350000,109130000,203764000,180640000,2083116000,19863078000,7030966000,1801034000,3776770000,882940000,570222000,26894044000,28977160000,2645848000,268140000,140184000,2237524000,3064793000,13513341000,1472117000,1226397000,245720000,14985458000,18050251000,4419193000,2431186000,-3237000,6847142000,4079767000,10926909000,28977160000,140423000,296208000,27185000,51671000,515487000,-442922000,2.98023223876953e-08,195866000,-247056000,259091000,-119993000,-521101000,-252670000,-252670000,140000,-252530000,659283000,13513341000,291742000,0.41602,0.12701,0.0433,0.01133,0.00427,2.357,0.67969,1.65191,0.46634,0.22569,0.22329,5.21248,12.48492,0.53196,0.0073,0.01126,18.56633,33.71333
"35","2018_Q4",25.2957142857143,"Down",3029302000,3029302000,-1787426000,1241876000,-830973000,-463417000,-300472000,-67084000,410903000,-220447000,-205573000,-14874000,190456000,190456000,-19046000,171410000,171410000,-28532000,142878000,142878000,1302677000,1302677000,546646000,546646000,104438000,254263000,234711000,2208024000,20733381000,7032110000,1822009000,3991963000,666210000,551928000,27765491000,29973515000,2604846000,301008000,142774000,2161064000,2977590000,14663972000,1492435000,1241036000,251399000,16156407000,19133997000,4257021000,2510103000,6234000,6773358000,4066160000,10839518000,29973515000,171410000,300472000,-4762000,-164805000,302315000,-362028000,-870918000,113687000,-1119259000,1138975000,-53396000,845548000,28604000,28604000,1201000,29805000,711375000,14663972000,203588000,0.40995,0.13564,0.04717,0.01318,0.00477,1.42491,0.74155,1.76521,0.48923,0.267,0.26439,5.66087,12.65741,0.38045,0.00766,0.00754,18.78235,32.51691
"36","2019_Q1",26.7155737704918,"Up",3052862000,3052862000,-1826825000,1226037000,-890286000,-444878000,-312542000,-132866000,335751000,-237256000,-214538000,-22718000,98495000,98495000,-92735000,5760000,5760000,-29087000,-23327000,-23327000,1526762000,1526762000,657206000,657206000,110831000,231979000,203548000,2526778000,20729888000,6954040000,1821392000,3944463000,732867000,455318000,27683928000,30210706000,2593678000,302578000,140046000,2151054000,2948882000,15088005000,1601778000,1342538000,259240000,16689783000,19638665000,4097360000,2423479000,-8556000,6512283000,4059758000,10572041000,30210706000,5760000,312542000,172485000,-163714000,327073000,-237882000,-53792000,7345000,-284329000,464158000,-69025000,181837000,224581000,224581000,-496000,224085000,648293000,15131416000,339432000,0.4016,0.10998,-0.00764,-0.00221,-0.00077,-14.55104,0.85686,1.8576,0.50086,-0.04413,-0.04389,5.77519,12.31947,0.64211,0.00146,0.01243,20.98535,40.52007
"37","2019_Q2",26.1488888888889,"Down",3176911000,3176911000,-1862375000,1314536000,-944276000,-525112000,-316414000,-102750000,370260000,-232592000,-216120000,-16472000,137668000,137668000,-71511000,66157000,66157000,-34860000,31297000,31297000,1223404000,1223404000,602602000,602602000,111302000,269827000,251291000,2207135000,21196438000,7743348000,2001646000,4046756000,730996000,963950000,28939786000,31146921000,2560841000,336586000,137309000,2086946000,2812678000,14730829000,2286211000,1566931000,719280000,17017040000,19829718000,4425835000,2384977000,-24608000,6786204000,4530999000,11317203000,31146921000,66157000,316414000,95649000,-78438000,399782000,-182911000,-545239000,1339000,-726811000,182071000,-87421000,24851000,-302178000,-302178000,-1180000,-303358000,686674000,14733377000,496836000,0.41378,0.11655,0.00985,0.00277,0.001,15.87488,0.78471,1.75217,0.47303,0.05858,0.05823,5.94683,12.70304,0.93002,0.00357,0.01753,19.67451,36.4878
"38","2019_Q3",28.24046875,"Up",3223243000,3223243000,-1904820000,1318423000,-946938000,-524424000,-334788000,-87726000,371485000,-283582000,-215829000,-67753000,87903000,87903000,-11734000,76169000,76169000,-32764000,43405000,43405000,1160591000,1160591000,562772000,562772000,106707000,209964000,188970000,2040034000,21054337000,7719344000,2080904000,3922684000,746733000,969023000,28773681000,30813715000,2554799000,277591000,136790000,2140418000,2786539000,14661695000,2310174000,1552552000,757622000,16971869000,19758408000,4186848000,2359966000,-26330000,6520484000,4534823000,11055307000,30813715000,76169000,334788000,83550000,73544000,568051000,-138134000,9557999.99999988,-22177999.9999999,-150754000,-671953000,539572000,-482630000,-65333000,-65333000,2520000,-62813000,706273000,14661695000,653417000,0.40904,0.11525,0.01347,0.00393,0.00141,15.05396,0.7321,1.78723,0.47582,0.08153,0.08107,6.05471,12.24842,1.22741,0.00399,0.02331,19.11598,36.3436
"39","2019_Q4",30.09984375,"Up",3314382000,3314382000,-1936650000,1377732000,-1139351000,-494228000,-322009000,-323114000,238381000,-239553000,-215503000,-24050000,-1172000,-1172000,7276000,6104000,6104000,-43237000,-37133000,-37133000,1233569000,1233569000,550345000,550345000,104206000,992626000,233749000,2880746000,20603978000,7684147000,2076431000,3866536000,758992000,982188000,28288125000,31168871000,2413740000,253637000,159760000,2000343000,3293244000,14943874000,2305159000,1536426000,768733000,17249033000,20542277000,3851508000,2255885000,-46841000,6060552000,4566042000,10626594000,31168871000,6104000,322009000,285376000,-225214000,388275000,-159805000,0,8117000,-151688000,268897000,-7074000,-162107000,74480000,74480000,-1502000,72978000,560390000,14943874000,168095000,0.41568,0.07192,-0.0112,-0.00349000000000001,-0.00119,-4.52684,0.87474,1.9331,0.47945,-0.07159,-0.07104,6.3896,11.68378,0.32406,0.00107,0.00603,24.46565,57.51425
"40","2020_Q1",25.518064516129,"Down",3185136000,3185136000,-1899644000,1285492000,-1122920000,-557453000,-331438000,-234029000,162572000,-218242000,-200480000,-137283000,-55670000,2622326000,-556376000,2065950000,2065950000,-54373000,2011577000,2011577000,2329604000,2329604000,612717000,612717000,102888000,962484000,200317000,4007693000,18285955000,11582708000,2084564000,3826504000,822366000,4849274000,29868663000,33876356000,2381689000,235437000,122250000,2024002000,3191423000,11168904000,6748064000,2106506000,4641558000,17916968000,21108391000,3536130000,4201337000,-10202000,7727265000,5040700000,12767965000,33876356000,2065950000,331438000,-1891634000,-51461000.0000001,454293000,396755000,-81877000,4233809000,4548687000,-3927231000,476367000,-3909708000,1093272000,1093272000,2763000,1096035000,494010000,11168904000,1395680000,0.40359,0.05104,0.63155,0.15755,0.05938,0.693819999999998,1.25577,1.65323,0.3297,3.93343,3.90627,6.22821,15.10987,2.72911,0.06771,0.04548,17.89296,54.3716
"41","2020_Q2",16.1342857142857,"Down",2252817000,2252817000,-1438164000,814653000,-1055753000,-574306000,-318290000,-163157000,-241100000,-314022000,-157137000,-156885000,-555122000,936823000,-262304000,674519000,674519000,132350000,806869000,806869000,6016417000,6016417000,454826000,454826000,106327000,1020359000,240900000,7597929000,15172959000,16348017000,2091595000,3795850000,1596170000,8864402000,31520976000,39118905000,1850286000,202735000,108694000,1538857000,2626247000,11743348000,11327667000,2388072000,8939595000,23071015000,25697262000,3279386000,4934302000,-39774000,8173914000,5247729000,13421643000,39118905000,674519000,318290000,-904338000,-511408000,-422937000,2382904000,-20649000,426000,2362681000,1747335000,425042000,1744753000,3684497000,3684497000,2316000,3686813000,77190000,11743348000,2210990000,0.36162,-0.10702,0.35816,0.06012,0.02063,2.74021,2.89307,1.91461,0.3002,1.62867,1.62353,4.54733,16.49912,4.4629,0.02414,0.06059,74.19265,-23.75334
"42","2020_Q3",19.810625,"Up",289809000,289809000,-374370000,-84561000,-949968000,-473564000,-299206000,-177198000,-1034529000,-172196000,-156756000,-15440000,-1206725000,-1206725000,270238000,-936487000,-936487000,79230000,-857257000,-857257000,4835505000,4835505000,287065000,287065000,106791000,1141407000,223900000,6370768000,14977408000,16123109000,2091697000,3746734000,1468495000,8816183000,31100517000,37471285000,1748421000,122428000,128430000,1497563000,2575128000,11339561000,11149019000,2242707000,8906312000,22488580000,25063708000,3338007000,4075812000,-39030000,7374789000,5032788000,12407577000,37471285000,-936487000,299206000,47065999.9999999,-72349999.9999999,-662565000,-67081000,-17695000,63209999.9999995,-21566000.0000005,-381007000,-114690000,-496930000,-1181061000,-1181061000,149000,-1180912000,-735323000,11339561000,-1144992000,-0.29178,-3.56969,-2.95801,-0.06909,-0.02288,1.33565,2.47396,2.02003,0.30262,-1.73726,-1.7428,0.58731,14.94527,-2.32037,-0.02453,-0.03281,-8.84517,-6.28697
"43","2020_Q4",25.7221875,"Up",1125920000,1125920000,-729517000,396403000,-939615000,-543293000,-294363000,-101959000,-543212000,-135493000,-173808000,-9715000,-678705000,-678705000,76734000,-601971000,-601971000,67240000,-534731000,-534731000,4593872000,4593872000,328413000,328413000,97316000,1166680000,245303000,6186281000,14792378000,16026116000,2091769000,3697549000,1473955000,8762843000,30818494000,37004775000,1937957000,150445000,150729000,1636783000,2766784000,11414730000,11062629000,2164231000,8898398000,22477359000,25244143000,3360626000,3539848000,-39370000,6861104000,4899528000,11760632000,37004775000,-601971000,294363000,39958000,103547000,-164103000,-37122000,-32766000,327000,-69561000,70302000,-77054000,-7985000,-241649000,-241649000,16000,-241633000,-248849000,11414730000,-259158000,0.35207,-0.48246,-0.47493,-0.04547,-0.01445,0.48465,2.23591,2.1465,0.30847,-1.08353,-1.08353,2.28145,13.90266,-0.52513,-0.01558,-0.00757,-27.40963,-12.55653
"44","2021_Q1",34.8718032786885,"Up",1493536000,1493536000,-910660000,582876000,-941352000,-531170000,-298697000,-111485000,-358476000,-204396000,-188679000,-10625000,-562872000,-562872000,106904000,-455968000,-455968000,8363000,-447605000,-447605000,5101637000,5101637000,316502000,316502000,88323000,444197000,200782000,5950659000,14632091000,15912184000,2091278000,3643748000,1447043000,8730115000,30544275000,36494934000,1826434000,142523000,138832000,1545079000,1856583000,12376684000,11015217000,2153016000,8862201000,23391901000,25248484000,3444396000,3091007000,-30677000,6504726000,4741724000,11246450000,36494934000,-455968000,298697000,106835000,-193002000,-243438000,-2543144000,-25815000,2456709000,-112250000,976091000,-111266000,863589000,507901000,507901000,-136000,507765000,-59779000.0000001,12376684000,-2902829000,0.39027,-0.24002,-0.29969,-0.0398,-0.01226,6.48525,3.20517,2.24502,0.33913,-0.90566,-0.90566,3.02195,13.16133,-5.87344,-0.01289,-0.0838,-121.69904,-20.29438
"45","2021_Q2",41.347619047619,"Up",1647747000,1647747000,-927787000,719960000,-966650000,-546407000,-290551000,-129692000,-246690000,-183946000,-195295000,11349000,-430636000,-430636000,94698000,-335938000,-335938000,4108999.99999999,-331829000,-331829000,6171512000,6171512000,360188000,360188000,82346000,469821000,227644000,7083867000,14454032000,15792868000,2087458000,3586603000,1439454000,8679353000,30246900000,37330767000,1835386000,160894000,175256000,1499236000,1835386000,13245448000,10946405000,2154832000,8791573000,24191853000,26027239000,3574105000,2757941000,-25218000,6306828000,4996700000,11303528000,37330767000,-335938000,290551000,81364000,-123587000,-87610000,-78409000,-76845000,342000,-154912000,875677000,558328000,1313499000,1070977000,1070977000,-1102000,1069875000,43861000,13245448000,-252833000,0.43694,-0.14971,-0.20138,-0.02936,-0.00889,0.76194,3.85961,2.30258,0.35481,-0.67055,-0.67055,3.3297,12.74457,-0.51091,-0.00931,-0.00712,161.28077,-28.67541
"46","2021_Q3",40.72875,"Down",2267962000,2267962000,-1145652000,1122310000,-916309000,-590209000,-283625000,-42475000,206001000,-80871000,-202772000,64142000,125130000,125130000,-34826000,90304000,90304000,14449000,104753000,104753000,5626232000,5626232000,430841000,430841000,79019000,438451000,212258000,6574543000,14344684000,15857151000,2089212000,3545815000,1484717000,8737407000,30201835000,36776378000,2036371000,210654000,161568000,1664149000,2036371000,12574939000,10950422000,2170945000,8779477000,23525361000,25561732000,3339880000,2861474000,-21173000,6180181000,5034465000,11214646000,36776378000,90304000,283625000,-64149999.9999999,146247000,456026000,-95613000.0000002,-24999999.9999999,461000,-118810000,-677502000,15601000,-883513000,-546297000,-546297000,1017000,-545280000,489626000,12574939000,575086000,0.49485,0.09083,0.04619,0.00934,0.00285,5.48992,3.22856,2.27932,0.34193,0.21168,0.21168,4.583,12.48865,1.16211,0.00305,0.01655,14.19187,33.73142
"47","2021_Q4",44.8790625,"Up",2707539000,2627522644.22025,-1504295000,1203244000,-907902000,-623275000,-279403000,-5224000,295342000,-237600000,-200049000,-72662000,57742000,1620071000,-282135000,1337936000,1337936000,12497000,1350433000,1350433000,5570833000,5570833000,532298000,532298000,94198000,472992000,273982000,6670321000,14528041000,20139961000,3484966000,3669107000,941145000,12044743000,34668002000,41338323000,2382539000,273447000,185502000,1923590000,3410460000,11618913000,14527209000,2389277000,12137932000,26146122000,29556582000,2644501000,4210726000,-25273000,6829954000,4951787000,11781741000,41338323000,1337936000,279403000,-1208526000,109476000,518289000,-137926000,-1839604000,3896873000,1950743000,-1690887000,-144812000,-2523413000,-54381000,-54381000,-1018000,-55399000,574745000,12618913000,828430000,0.44441,0.10908,0.49877,0.11462,0.03267,0.61346,1.95584,2.50868,0.30526,2.82278,2.78891,5.65951,14.27651,1.73165,0.03472,0.02128,12.26297,23.86413
"48","2022_Q1",42.9970967741936,"Down",3056892000,2729997373.59471,-1452875000,1604017000,-1227123000,-747348000,-297031000,-182744000,376894000,-229655000,-201477000,-20131000,147239000,147239000,-31152000,116087000,116087000,14926000,131013000,131013000,4703059000,4703059000,583915000,583915000,96374000,1032834000,258972000,6416182000,14435493000,20047441000,3480997000,3616385000,967044000,11983015000,34482934000,40899116000,2419165000,263097000,172624000,1983444000,3442264000,11770797000,14561742000,2439364000,12122378000,26332539000,29774803000,1754673000,4340588000,-24616000,6070645000,5053668000,11124313000,40899116000,116087000,297031000,188884000,-115284000,486718000,-72149000,-75044000,46559000,-133376000,146270000,-138472000,-720668000,-367326000,-367326000,-448000,-367774000,673925000,12770797000,517644000,0.52472,0.12329,0.0428600000000001,0.01178,0.0032,3.95109,1.86394,2.67655,0.31225,0.27385,0.27057,6.38976,12.68934,1.08202,0.00344,0.01346,11.97127,21.40585
"49","2022_Q2",35.8659677419355,"Down",2854309000,2854309000,-1469795000,1384514000,-1278726000,-776837000,-288638000,-213251000,105788000,-176922000,-196091000,19169000,-71134000,-71134000,36341000,-34793000,-34793000,16777000,-18016000,-18016000,2719115000,2719115000,593466000,593466000,102050000,1100314000,365554000,4514945000,14144526000,19990534000,3474861000,3555466000,1008144000,11952063000,34135060000,38650005000,2328898000,281225000,169630000,1878043000,3599601000,10507140000,14532742000,2442618000,12090124000,25039882000,28639483000,765865000,4321482000,-22007000,5065340000,4945182000,10010522000,38650005000,-34793000,288638000,222240000,-55603000,420482000,-98666000,-129177000,-9540000,-237383000,-1018134000,-144391000,-2165587000,-1982488000,-1982488000,-1355000,-1983843000,394426000,11757140000,203816000,0.48506,0.03706,-0.00631,-0.00179999999999999,-0.00047,-11.31306,1.25429,2.86094,0.3042,-0.03871,-0.03833,6.13355,10.88478,0.43797,-0.000469999999999997,0.00561,22.91437,85.43526
"50","2022_Q3",32.51375,"Down",3264888000,3264888000,-1609824000,1655064000,-1448939000,-1028765000,-366255000,-53919000,206125000,-288408000,-136559000,-49428000,-82283000,2195464000,-572839000,1622625000,1622625000,161312000,1783937000,1783937000,5784173000,5784173000,668919000,668919000,115100000,2598589000,337701000,9166781000,5027668000,34237689000,4705842000,3598127000,155600000,25778120000,39265357000,48432138000,2316131000,359258000,82214000,1874659000,5544580000,7107155000,28439811000,2983457000,25456354000,35546966000,41091546000,3984000,5746532000,-16942000,5733574000,1607018000,7340592000,48432138000,1622625000,366255000,-1530216000,53567000,512231000,-129198000,-1635743000,4384285000,2464064000,855796000,-151768000,-411076000,2565219000,2565219000,-262000,2564957000,572380000,8357155000,1069588000,0.50693,0.06313,0.5464,0.24302,0.03683,0.59957,1.65329,5.59785,0.17255,3.83346,3.79531,7.01583,12.32073,2.29841,0.04044,0.02423,4.49523,12.48263
