"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",46.71125,"Down",1.311e+09,-6.25e+08,6.86e+08,-6.1e+07,-3.8e+07,-2.3e+07,6.25e+08,-2.4e+07,-2.9e+07,5e+06,0,6.01e+08,6.01e+08,-2e+08,3.65e+08,3.65e+08,-1.3e+07,3.52e+08,3.52e+08,809900000,809900000,194900000,194900000,205300000,156300000,87800000,1366400000,6465600000,3166400000,2090800000,266900000,9.632e+09,10998400000,730900000,701200000,12400000,22600000,22600000,753500000,4592600000,4592600000,1176500000,776500000,4e+08,5769100000,6522600000,1370400000,2400000,1.368e+09,3080300000,-205800000,4115900000,359900000,4475800000,10998400000,3.65e+08,1.04e+08,2.1e+07,4e+06,-6e+06,2.3e+07,-5.22e+08,-2.8e+07,6e+07,-2.2e+07,-5.32e+08,-31999999.9999999,-5.82e+08,5e+06,5e+06,-5.87e+08,-5.87e+08,-2e+06,-5.71e+08,-7.1e+07,-2.86e+08,1e+06,-8999999.99999999,-3.66e+08,-9.69e+08,-9.69e+08,0,-9.69e+08,7.29e+08,4592600000,-1.75e+08,0.52326,0.47674,0.2685,0.07865,0.032,-0.49716,1.8134,1.4573,0.41757,1.4966,1.49089,5.57398,17.49957,-0.74405,0.30187,4,0.04129,-0.01708,0.2017,5.18889,6.05232
"23","2015_Q4",38.06671875,"Down",9.28e+08,-7.63e+08,1.65e+08,-7.5e+07,-4.2e+07,-3.3e+07,9e+07,-2.9e+07,-3e+07,6e+06,-5e+06,6.1e+07,2.4e+07,-2e+07,9.7e+07,9.7e+07,-7e+06,9e+07,9e+07,943200000,943200000,251900000,251900000,329800000,239300000,60500000,1764200000,7939600000,3.166e+09,2407200000,3.99e+08,11105600000,12869800000,1211500000,825400000,4200000,62100000,62100000,1273600000,5592600000,5592600000,1536100000,909500000,626600000,7128700000,8402300000,1.377e+09,2400000,1374600000,3101300000,-213600000,4.112e+09,355500000,4467500000,12869800000,9.7e+07,1.29e+08,6.3e+07,5e+06,0,5.8e+07,2.86e+08,2e+07,-6.4e+07,6.5e+07,2.65e+08,5.75e+08,-7.58e+08,1e+06,1e+06,-7.59e+08,-7.59e+08,1.4e+07,-1.298e+09,-6.9e+07,-3.2e+07,1e+06,-4e+07,8.59e+08,1.36e+08,1.36e+08,-3e+06,1.33e+08,2.19e+08,5592600000,-2.33e+08,0.1778,0.09698,0.09698,0.02015,0.00699,-2.58889,1.38521,1.88076,0.43455,0.3861,0.38462,3.98112,17.6405,-0.99957,0.29601,4,0.01371,-0.02009,0.76667,21.23014,51.66
"24","2016_Q1",26.6168852459016,"Down",1.115e+09,-8.35e+08,2.8e+08,-6.8e+07,-5e+07,-1.8e+07,2.12e+08,-9.3e+07,-3.9e+07,-5.5e+07,1e+06,1.19e+08,9.9e+07,-6.3e+07,3.6e+07,3.6e+07,-9e+06,2.7e+07,2.7e+07,2.86e+08,2.86e+08,2.67e+08,2.67e+08,3.21e+08,2.53e+08,6.8e+07,1.127e+09,8.539e+09,3.017e+09,2.39e+09,3.29e+08,1.1556e+10,1.2683e+10,1.085e+09,9.18e+08,5e+06,1.3e+08,1.3e+08,1.215e+09,5.537e+09,5.537e+09,1.544e+09,9.16e+08,6.28e+08,7.081e+09,8.296e+09,1.38e+09,2e+06,1.378e+09,3.058e+09,-2.5e+08,4.035e+09,3.52e+08,4.387e+09,1.2683e+10,3.6e+07,1.32e+08,2.73e+08,4e+06,8.4e+07,1.85e+08,-3.08e+08,-2e+07,1e+06,1e+07,-2.99e+08,1.33e+08,-6.75e+08,3e+06,3e+06,-6.78e+08,-6.78e+08,-4e+06,-6.77e+08,-7e+07,0,0,-32000000.0000001,-1.02e+08,-6.46e+08,-6.46e+08,-1.1e+07,-6.57e+08,3.44e+08,5.537e+09,-5.76e+08,0.25112,0.19013,0.02422,0.00615,0.00213,-21.33333,0.92757,1.89104,0.43657,0.11578,0.11553,4.7813,17.30274,-2.46998,0.30017,4,0.00846,-0.05023,2.59259,15.26453,24.76887
"25","2016_Q2",24.43296875,"Down",1.004e+09,-7.87e+08,2.17e+08,-1.06e+08,-4.5e+07,-6.1e+07,1.11e+08,-3.5e+07,-3.7e+07,-1.49011611938477e-08,2e+06,7.6e+07,6.2e+07,-1.5e+07,4.7e+07,4.7e+07,-2.1e+07,2.6e+07,2.6e+07,2.689e+09,2.689e+09,2.62e+08,2.62e+08,3.04e+08,2.65e+08,5.8e+07,3.52e+09,9.052e+09,3.009e+09,2.384e+09,3.27e+08,1.2061e+10,1.5581e+10,1.111e+09,8.8e+08,4e+06,1.62e+08,1.62e+08,1.273e+09,5.539e+09,5.539e+09,1.575e+09,9.55e+08,6.2e+08,7.114e+09,8.387e+09,1.383e+09,2e+06,1.381e+09,3.014e+09,-2.02e+08,4.042e+09,3.152e+09,7.194e+09,1.5581e+10,4.7e+07,1.46e+08,9.7e+07,4e+06,3.6e+07,5.7e+07,5.6e+07,4e+06,1.6e+07,-6e+06,4.2e+07,3.46e+08,-6.74e+08,2e+06,2e+06,-6.76e+08,-6.76e+08,1.2e+07,-6.62e+08,-7e+07,-19960078.2138031,-590188.3229358,2.787e+09,2.717e+09,2.401e+09,2.401e+09,2e+06,2.403e+09,2.57e+08,5.539e+09,-3.46e+08,0.21614,0.11056,0.0259,0.00361,0.00167,-13.30769,2.76512,1.16583,0.3555,0.11149,0.11135,4.30532,17.33276,-1.4837,0.30017,6,0.00671,-0.02418,2.69231,11.08949,25.67568
"26","2016_Q3",20.341875,"Down",1.134e+09,-6.07e+08,5.27e+08,-1.15e+08,-5.2e+07,-6.3e+07,4.12e+08,-6.9e+07,-6e+07,-9e+06,0,3.43e+08,1.78e+08,-9.5e+07,8.3e+07,8.3e+07,-3.6e+07,4.7e+07,4.7e+07,2.008e+09,2.008e+09,2.39e+08,2.39e+08,2.31e+08,8.96e+08,4.1e+07,3.374e+09,9.413e+09,2.975e+09,2.363e+09,3.23e+08,1.2388e+10,1.5762e+10,7.56e+08,7.42e+08,1e+06,1.7e+07,1.7e+07,7.73e+08,5.54e+09,5.54e+09,2.284e+09,1.787e+09,4.97e+08,7.824e+09,8.597e+09,1.386e+09,2e+06,1.384e+09,2.991e+09,-2.43e+08,3.984e+09,3.181e+09,7.165e+09,1.5762e+10,8.3e+07,1.81e+08,6.76e+08,5e+06,8.39e+08,-1.68e+08,-8.4e+08,2e+07,6.5e+07,-6.1e+07,-8.64e+08,1e+08,-7.03e+08,-4.65661287307739e-10,-4.65661287307739e-10,-7.03e+08,-7.03e+08,7e+06,-6.96e+08,-7e+07,-11916899.9312663,-344716.048024646,-11999999.9999995,-82000000.0000005,-6.78e+08,-6.78e+08,-3e+06,-6.81e+08,5.93e+08,5.54e+09,-8.55e+08,0.46473,0.36332,0.04145,0.00656,0.00298,-18.19149,4.36481,1.19986,0.35148,0.20146,0.20128,4.86069,17.07673,-3.66481,0.30004,6,0.00781,-0.05704,1.48936,5.95616,8.57282
"27","2016_Q4",22.7033333333333,"Up",6.8e+08,-6.78e+08,2e+06,-1.01e+08,-4.4e+07,-5.7e+07,-9.9e+07,-3.2e+07,-2.9e+07,-2e+06,-1e+06,-1.31e+08,-1.31e+08,1.31e+08,0,0,-3e+07,-3e+07,-3e+07,1.554e+09,1.554e+09,2.07e+08,2.07e+08,3.12e+08,8.58e+08,2.8e+07,2.931e+09,9.725e+09,2.976e+09,2.359e+09,3.3e+08,1.2701e+10,1.5632e+10,9.3e+08,8.43e+08,1e+06,3.6e+07,3.6e+07,9.66e+08,5.54e+09,5.54e+09,2.146e+09,1.642e+09,5.04e+08,7.686e+09,8.652e+09,1.392e+09,2e+06,1.39e+09,2.892e+09,-2.73e+08,3.86e+09,3.12e+09,6.98e+09,1.5632e+10,0,1.48e+08,-9.1e+07,6e+06,-1.45e+08,4.8e+07,8.8e+07,3.1e+07,-8.5e+07,6e+07,8.2e+07,1.45e+08,-4.34e+08,6e+06,6e+06,-4.4e+08,-4.4e+08,1e+06,-4.33e+08,-6.9e+07,0,6.98491930961609e-10,-9.7e+07,-1.66e+08,-4.54e+08,-4.54e+08,0,-4.54e+08,4.9e+07,5.54e+09,-4.28e+08,0.00294,-0.14559,-0.04412,-0.0043,-0.00192,14.26667,3.03416,1.23954,0.3544,-0.1287,-0.1287,2.9172,16.55942,-1.83612,0.29601,5,0.00266,-0.02918,-2.3,81.34694,-40.26263
"28","2017_Q1",27.7648387096774,"Up",8.67e+08,-7.73e+08,9.4e+07,-6e+07,-3.3e+07,-2.7e+07,3.4e+07,-2.02e+08,-6.9e+07,-1.34e+08,1e+06,-1.68e+08,-3.35e+08,4.7e+07,-2.88e+08,-2.88e+08,-3.2e+07,-3.2e+08,-3.2e+08,1.164e+09,1.164e+09,2.36e+08,2.36e+08,3.39e+08,9.16e+08,7.5e+07,2.655e+09,9.652e+09,2.824e+09,2.345e+09,3.4e+08,1.2476e+10,1.5131e+10,6.81e+08,6.38e+08,1e+06,5e+06,4999999.99999999,6.86e+08,5.778e+09,5.778e+09,2.175e+09,1.63e+09,5.45e+08,7.953e+09,8.639e+09,1.382e+09,2e+06,1.38e+09,2.365e+09,-3.98e+08,3.348e+09,3.144e+09,6.492e+09,1.5131e+10,-2.88e+08,2.03e+08,2.18e+08,4e+06,9e+06,2.05e+08,-1.07e+08,-3.7e+07,-2999999.99999997,-1.1e+07,-5.6e+07,2.6e+07,-3.86e+08,6e+06,6e+06,-3.92e+08,-3.92e+08,0,-3.86e+08,-7.1e+07,0,0,-32999999.9999999,-29999999.9999999,-3.9e+08,-3.9e+08,0,-3.9e+08,2.37e+08,5.778e+09,-3.03e+08,0.10842,0.03922,-0.36909,-0.04929,-0.02115,0.946879999999995,3.87026,1.33071,0.38187,-1.37457,-1.37753,3.72423,14.38144,-1.30155,0.30498,5,-0.01724,-0.02098,-0.22188,19.46835,135.70588
"29","2017_Q2",23.6995238095238,"Down",1.037e+09,-9.3e+08,1.07e+08,-5.2e+07,-4.6e+07,-6e+06,5.5e+07,-7.7e+07,-7.9e+07,3000000.00000003,-1e+06,-2.2e+07,-2.2e+07,1.3e+07,-9e+06,-9e+06,-1.4e+07,-2.3e+07,-2.3e+07,1.312e+09,1.312e+09,2.52e+08,2.52e+08,3.64e+08,8.77e+08,3.3e+07,2.805e+09,9.552e+09,2.828e+09,2.35e+09,3.37e+08,1.238e+10,1.5185e+10,8.41e+08,6.57e+08,0,1.2e+07,1.2e+07,8.53e+08,5.78e+09,5.78e+09,2.169e+09,1.616e+09,5.53e+08,7.949e+09,8.802e+09,1.386e+09,2e+06,1.384e+09,2.272e+09,-3.78e+08,3.279e+09,3.104e+09,6.383e+09,1.5185e+10,-9e+06,2.05e+08,4.2e+07,4e+06,-1.6e+07,5.4e+07,1.18e+08,-9e+06,-1.5e+07,5e+06,1.37e+08,3.56e+08,-8.6e+07,8e+06,8e+06,-9.4e+07,-9.4e+07,0,-8.6e+07,-7e+07,2.3283064365387e-10,0,-5.4e+07,-1.24e+08,1.46e+08,1.46e+08,1e+06,1.47e+08,2.6e+08,5.78e+09,2.79e+08,0.10318,0.05304,-0.02218,-0.0036,-0.00151,-12.13043,3.28839,1.37898,0.38064,-0.09867,-0.09867,4.44873,14.06692,1.19691,0.3003,4,0.00328,0.01947,-3.04348,17.18462,81.23636
"30","2017_Q3",26.8371428571429,"Up",1.124e+09,-9.51e+08,1.73e+08,-5.9e+07,-4.9e+07,-1e+07,1.14e+08,-8.5e+07,-7.8e+07,-6e+06,-1e+06,2.9e+07,2.9e+07,-5e+06,2.4e+07,2.4e+07,-2.1e+07,3e+06,3e+06,2.001e+09,2.001e+09,2.82e+08,2.82e+08,3.25e+08,6.7e+07,3.3e+07,2.675e+09,9.441e+09,2.82e+09,2.36e+09,3.4e+08,1.2261e+10,1.4936e+10,6.21e+08,6.16e+08,0,2.3e+07,2.3e+07,1.441e+09,4.986e+09,4.986e+09,2.119e+09,1.632e+09,4.87e+08,7.105e+09,8.546e+09,1.39e+09,2e+06,1.388e+09,2.205e+09,-3.25e+08,3.27e+09,3.12e+09,6.39e+09,1.4936e+10,2.4e+07,2.17e+08,-2.4e+07,4e+06,8e+06,-3.6e+07,6.14e+08,-2.6e+07,2.5e+07,-1.7e+07,6.32e+08,8.31e+08,-86999999.9999999,4e+06,4e+06,-9.1e+07,-9.1e+07,1.5e+07,-7.2e+07,-7e+07,0,0,-4999999.99999999,-7.5e+07,6.84e+08,6.84e+08,5e+06,6.89e+08,3.31e+08,5.783e+09,8.63e+08,0.15391,0.10142,0.00266999999999998,0.000469999999999997,0.000200000000000003,287.66667,1.85635,1.3374,0.38719,0.0128500000000001,0.0128399999999998,4.8137,14.00428,3.69593,0.29979,4,0.00511,0.06038,23.33333,11.42598,33.17544
"31","2017_Q4",33.0957142857143,"Up",8.7e+08,-8.59e+08,1.1e+07,-4.3e+07,-4.5e+07,2e+06,-3.2e+07,-8.3e+07,-7.6e+07,-5e+06,-2e+06,-1.15e+08,-1.15e+08,4.7e+07,-6.8e+07,-6.8e+07,-1.9e+07,-8.7e+07,-8.7e+07,1.992e+09,1.992e+09,2.79e+08,2.79e+08,3.16e+08,6.4e+07,2.2e+07,2.651e+09,9.372e+09,2.834e+09,2.369e+09,3.56e+08,1.2206e+10,1.4857e+10,7.34e+08,6.35e+08,7e+06,1.9e+07,1.9e+07,1.551e+09,4.988e+09,4.988e+09,2.078e+09,1.592e+09,4.86e+08,7.066e+09,8.617e+09,1.394e+09,2e+06,1.392e+09,2.048e+09,-2.75e+08,3.167e+09,3.073e+09,6.24e+09,1.4857e+10,-6.8e+07,2.26e+08,-5.5e+07,5e+06,-4.6e+07,-1.4e+07,1.11e+08,6e+06,2e+06,1.7e+07,8.6e+07,2.14e+08,-1.04e+08,1e+06,1e+06,-1.05e+08,-1.05e+08,6e+06,-9.8e+07,-7e+07,1e+06,1e+06,-6.7e+07,-1.36e+08,-2e+07,-2e+07,7e+06,-1.3e+07,1.94e+08,5.786e+09,1.54e+08,0.01264,-0.03678,-0.1,-0.01394,-0.00586,-1.77011,1.70922,1.38093,0.38945,-0.37307,-0.37307,3.7307,13.58062,0.66038,0.30017,5,-0.00121,0.01092,-0.8046,19.5567,-118.5625
"32","2018_Q1",35.975737704918,"Up",1.099e+09,-9.56e+08,1.43e+08,-5.5e+07,-5.1e+07,-4e+06,8.8e+07,-5.2e+07,-7e+07,1.7e+07,1e+06,3.6e+07,-1.7e+07,5.2e+08,5.03e+08,5.03e+08,-3.8e+07,4.65e+08,4.65e+08,8.35e+08,8.35e+08,3.07e+08,3.07e+08,2.75e+08,4.8e+07,1.5e+07,1.465e+09,9.175e+09,2.823e+09,2.371e+09,3.44e+08,1.1998e+10,1.3463e+10,5.63e+08,4.72e+08,2e+06,1.7e+07,1.7e+07,5.8e+08,4.692e+09,4.692e+09,1.507e+09,1.047e+09,4.6e+08,6.199e+09,6.779e+09,1.399e+09,2e+06,1.397e+09,2.443e+09,-2.63e+08,3.579e+09,3.105e+09,6.684e+09,1.3463e+10,5.03e+08,2.35e+08,-5.04e+08,4e+06,-5.47e+08,3.9e+07,-4e+06,-2.8e+07,2.8e+07,-6000000.00000001,2000000.00000006,2.3e+08,-1.76e+08,7e+06,7e+06,-1.83e+08,-1.83e+08,3e+06,-1.57e+08,-7e+07,0,0,-1.1e+07,-1.229e+09,-1.156e+09,-1.156e+09,-1e+06,-1.157e+09,3.23e+08,4.692e+09,-3.77e+08,0.13012,0.08007,0.42311,0.06957,0.03454,-0.81074999999994,2.52586,1.01421,0.34851,1.98548,1.97368,4.69257,15.28181,-1.60974,0.29889,6,0.04153,-0.02926,0.150539999999997,11.94118,43.82955
"33","2018_Q2",36.30421875,"Up",9.57e+08,-7.67e+08,1.9e+08,-3.6e+07,-5.7e+07,2.1e+07,1.54e+08,-4.9e+07,-5.7e+07,7e+06,1e+06,1.05e+08,1.05e+08,-1.7e+07,8.8e+07,8.8e+07,-2.5e+07,6.3e+07,6.3e+07,9.36e+08,9.36e+08,2.47e+08,2.47e+08,4.01e+08,7.6e+07,2.1e+07,1.66e+09,9.031e+09,2.831e+09,2.381e+09,3.5e+08,1.1862e+10,1.3522e+10,6.11e+08,4.47e+08,1e+07,1.5e+07,1.5e+07,6.26e+08,4.693e+09,4.693e+09,1.538e+09,1.076e+09,4.62e+08,6.231e+09,6.857e+09,1.407e+09,2e+06,1.405e+09,2.436e+09,-2.48e+08,3.594e+09,3.071e+09,6.665e+09,1.3522e+10,8.8e+07,1.93e+08,1e+07,6e+06,2.9e+07,-2.5e+07,-9e+06,6.1e+07,-9.7e+07,-2.4e+07,5.1e+07,2.82e+08,-6e+07,8e+06,8e+06,-6.8e+07,-6.8e+07,5e+06,-5.5e+07,-7e+07,2e+06,2e+06,-5.9e+07,-1.27e+08,1e+08,1e+08,1e+06,1.01e+08,3.47e+08,4.693e+09,2.95e+08,0.19854,0.16092,0.06583,0.00945,0.00466,4.68254,2.65176,1.02881,0.34706,0.26935,0.26831,4.09149,15.36554,1.26122,0.29927,6,0.01031,0.02288,1.11111,10.82709,24.3961
"34","2018_Q3",43.2279365079365,"Up",1.3e+09,-9.88e+08,3.12e+08,-5.6e+07,-5.3e+07,-3e+06,2.56e+08,-3.8e+07,-5.9e+07,1.8e+07,3e+06,2.18e+08,2.18e+08,-44000000.0000001,1.74e+08,1.74e+08,-2.6e+07,1.48e+08,1.48e+08,7.28e+08,7.28e+08,3.38e+08,3.38e+08,2.57e+08,2.5e+07,2.4e+07,1.348e+09,8.841e+09,2.798e+09,2.364e+09,3.4e+08,1.1639e+10,1.2987e+10,4.73e+08,4.29e+08,2.3e+07,9e+06,9e+06,4.82e+08,4.695e+09,4.695e+09,1.488e+09,1.051e+09,4.37e+08,6.183e+09,6.665e+09,1.351e+09,2e+06,1.349e+09,2.514e+09,-3.09e+08,3.556e+09,2.766e+09,6.322e+09,1.2987e+10,1.74e+08,2.41e+08,-3.3e+07,5e+06,-2.7e+07,-1.1e+07,-6.6e+07,-9.5e+07,1.18e+08,-2.2e+07,-6.7e+07,3.16e+08,-6.9e+07,8e+06,8e+06,-7.7e+07,-7.7e+07,6e+06,-6.3e+07,-7e+07,2e+06,2e+06,-3.88e+08,-4.56e+08,-2.03e+08,-2.03e+08,-5e+06,-2.08e+08,4.97e+08,4.695e+09,4.06e+08,0.24,0.19692,0.11385,0.02341,0.0114,2.74324,2.79668,1.05425,0.36152,0.63248,0.63006,5.55556,15.19658,1.73504,0.29915,7,0.01743,0.03247,0.47297,7.98189,15.49609
"35","2018_Q4",42.2904761904762,"Down",1.04e+09,-8.67e+08,1.73e+08,-4.2e+07,-5.3e+07,1.1e+07,1.31e+08,-4.8e+07,-5.5e+07,5e+06,2e+06,8.3e+07,8.3e+07,-1.2e+07,7.1e+07,7.1e+07,-4.1e+07,3e+07,3e+07,1.022e+09,1.022e+09,2.73e+08,2.73e+08,2.64e+08,3.8e+07,2.1e+07,1.597e+09,8.772e+09,2.787e+09,2.361e+09,3.3e+08,1.1559e+10,1.3156e+10,7.8e+08,4.67e+08,0,8e+06,8e+06,7.88e+08,4.697e+09,4.697e+09,1.508e+09,1.087e+09,4.21e+08,6.205e+09,6.993e+09,1.362e+09,2e+06,1.36e+09,2.474e+09,-3.08e+08,3.436e+09,2.727e+09,6.163e+09,1.3156e+10,7.1e+07,2.33e+08,2.7e+07,6e+06,3.5e+07,-1.4e+07,3.14e+08,6.5e+07,-2.4e+07,2e+07,2.53e+08,6.45e+08,-1.3e+08,3e+06,3e+06,-1.33e+08,-1.33e+08,1e+07,-1.2e+08,-7e+07,-8.1e+07,6e+06,-8e+07,-2.31e+08,2.94e+08,2.94e+08,0,2.94e+08,3.64e+08,4.697e+09,5.6e+08,0.16635,0.12596,0.02885,0.00487,0.00228,18.66667,2.02665,1.13467,0.35702,0.12848,0.12755,4.45396,14.7152,2.39829,0.29979,7,0.00809,0.04528,2.33333,10.09615,28.05344
"36","2019_Q1",38.5219672131148,"Down",1.132e+09,-8.9e+08,2.42e+08,-5.3e+07,-5.1e+07,-2e+06,1.89e+08,-4.8e+07,-5.7e+07,6e+06,3e+06,1.41e+08,1.41e+08,-4.6e+07,9.5e+07,9.5e+07,-4.6e+07,4.9e+07,4.9e+07,6.82e+08,6.82e+08,2.35e+08,2.35e+08,3.09e+08,4.8e+07,2e+07,1.274e+09,8.623e+09,2.764e+09,2.353e+09,3.18e+08,1.1387e+10,1.2661e+10,6.99e+08,5.45e+08,5e+06,6e+06,6e+06,7.05e+08,4.698e+09,4.698e+09,1.527e+09,1.117e+09,4.1e+08,6.225e+09,6.93e+09,1.37e+09,2e+06,1.368e+09,2.463e+09,-3.71e+08,2.958e+09,2.773e+09,5.731e+09,1.2661e+10,9.5e+07,2.21e+08,5e+07,5e+06,4.1e+07,4e+06,-1.12e+08,3.7e+07,-4.9e+07,7e+07,-1.7e+08,2.54e+08,-1.27e+08,1.7e+07,1.7e+07,-1.44e+08,-1.44e+08,-1e+07,-1.37e+08,-7e+07,-3.78e+08,2e+06,-8e+06,-4.56e+08,-3.39e+08,-3.39e+08,-999999.999999999,-3.4e+08,4.1e+08,4.698e+09,2.17e+08,0.21378,0.16696,0.04329,0.00855,0.00387,4.42857,1.80709,1.20921,0.37106,0.21397,0.21277,4.94323,12.91703,0.9476,0.30568,6,0.00995,0.01815,1.42857,9.79512,21.24868
"37","2019_Q2",39.688253968254,"Up",1.001e+09,-7.81e+08,2.2e+08,-6.2e+07,-5.8e+07,-4e+06,1.58e+08,-4.8e+07,-5.6e+07,7e+06,1e+06,1.1e+08,1.1e+08,8e+06,1.18e+08,1.18e+08,-2.8e+07,9e+07,9e+07,6.71e+08,6.71e+08,2.64e+08,2.64e+08,4.46e+08,3.1e+07,3e+07,1.412e+09,8.471e+09,3.059e+09,2.36e+09,5.99e+08,1.153e+10,1.2942e+10,7.36e+08,4.32e+08,3e+06,9e+07,9e+07,8.26e+08,4.7e+09,4.7e+09,1.746e+09,1.135e+09,6.11e+08,6.446e+09,7.272e+09,1.313e+09,2e+06,1.311e+09,2.047e+09,-3.41e+08,2.955e+09,2.715e+09,5.67e+09,1.2942e+10,1.18e+08,1.88e+08,1.8e+07,6e+06,1.4e+07,-2e+06,-1.8e+07,-2.8e+07,-1.01e+08,-6.5e+07,1.76e+08,3.06e+08,-7.5e+07,5e+06,5e+06,-8e+07,-8e+07,0,-7.5e+07,-6.7e+07,-84999999.9999999,2e+06,-9e+07,-2.42e+08,-1.1e+07,-1.1e+07,0,-1.1e+07,3.46e+08,4.7e+09,2.45e+08,0.21978,0.15784,0.08991,0.01587,0.00695,2.72222,1.70944,1.28254,0.36316,0.40286,0.40071,4.48075,13.22739,1.09669,0.29991,7,0.01296,0.02022,0.74444,11.64451,25.5
"38","2019_Q3",44.6490625,"Up",1.502e+09,-1.003e+09,4.99e+08,-2.5e+07,-6.2e+07,3.7e+07,4.74e+08,-5.2e+07,-5.5e+07,1e+06,2e+06,4.22e+08,4.22e+08,-1.02e+08,3.2e+08,3.2e+08,-3.7e+07,2.83e+08,2.83e+08,8.58e+08,8.58e+08,3.13e+08,3.13e+08,2.9e+08,2.7e+07,2.6e+07,1.488e+09,8.336e+09,3.039e+09,2.353e+09,5.85e+08,1.1375e+10,1.2863e+10,4.5e+08,4.16e+08,1.3e+07,9.4e+07,9.4e+07,1.042e+09,4.203e+09,4.203e+09,1.8e+09,1.207e+09,5.93e+08,6.003e+09,7.045e+09,1.301e+09,2e+06,1.299e+09,2.111e+09,-3.44e+08,3.066e+09,2.752e+09,5.818e+09,1.2863e+10,3.2e+08,2.52e+08,4.1e+07,1.1e+07,7.1e+07,-4.1e+07,-2.26e+08,-5e+07,1.22e+08,-2.9e+07,-2.69e+08,3.87e+08,-1.6e+07,5.8e+07,5.8e+07,-7.4e+07,-7.4e+07,1.86264514923096e-09,-1.6e+07,-6.6e+07,-1.18e+08,4e+06,4000000.00000001,-1.84e+08,1.87e+08,1.87e+08,0,1.87e+08,7.26e+08,4.701e+09,5.86e+08,0.33222,0.31558,0.18842,0.04864,0.022,2.07067,1.42802,1.2109,0.36547,1.28054,1.27363,6.79638,13.8733,2.65158,0.29864,8,0.02833,0.04757,0.23322,5.29339,8.10759
"39","2019_Q4",43.381875,"Down",1.038e+09,-8.1e+08,2.28e+08,-2.6e+07,-5.6e+07,3e+07,2.02e+08,-6.9e+07,-5.9e+07,-1.4e+07,4e+06,1.33e+08,1.33e+08,-1.9e+07,1.14e+08,1.14e+08,-4.9e+07,6.5e+07,6.5e+07,1.019e+09,1.019e+09,3.11e+08,3.11e+08,2.96e+08,4.3e+07,2.6e+07,1.669e+09,8.247e+09,2.986e+09,2.344e+09,5.55e+08,1.1233e+10,1.2902e+10,6.5e+08,4.59e+08,7e+06,9.6e+07,9.6e+07,1.245e+09,4.204e+09,4.204e+09,1.772e+09,1.235e+09,5.37e+08,5.976e+09,7.221e+09,1.319e+09,2e+06,1.317e+09,2.109e+09,-3.74e+08,2.98e+09,2.701e+09,5.681e+09,1.2902e+10,1.14e+08,2.23e+08,1.1e+07,7e+06,3.1e+07,-2.7e+07,1.62e+08,-1e+06,-4e+06,2.7e+07,1.4e+08,5.1e+08,-1.35e+08,8e+06,8e+06,-1.43e+08,-1.43e+08,1.5e+07,-1.2e+08,-6.7e+07,-6e+07,1.1e+07,-1e+08,-2.27e+08,1.63e+08,1.63e+08,-2e+06,1.61e+08,4.25e+08,4.703e+09,4.71e+08,0.21965,0.19461,0.06262,0.01144,0.00504,7.24615,1.34056,1.27108,0.36452,0.29653,0.29452,4.7354,13.59489,2.14872,0.30566,8,0.01086,0.03875,1.03077,8.66824,18.23762
