"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",42.86140625,"Down",2.876e+09,-2.161e+09,7.15e+08,-5.91e+08,-5.91e+08,1.24e+08,-1.6e+07,-1.6e+07,3313864.2026078,1.08e+08,-3.9e+07,6.9e+07,-7e+06,6.2e+07,4.6e+07,4.6e+07,4.6e+07,8.79e+08,8.79e+08,1.106e+09,1.106e+09,1.575e+09,1.36e+08,1.36e+08,3.696e+09,7.54e+08,1.584e+09,3.78e+08,5.1e+07,2.4e+07,1.131e+09,2.338e+09,6.034e+09,1.144e+09,1.132e+09,3.7e+07,1.134e+09,2.315e+09,1.437e+09,6.21e+08,4.38e+08,-1.4210854715202e-14,2.058e+09,4.373e+09,2.62e+09,-5.8e+07,-9.37e+08,3.6e+07,1.661e+09,1.661e+09,6.034e+09,6.2e+07,4.8e+07,1.6e+07,-1.93e+08,-6.7e+07,-2.3e+07,-2.3e+07,-2.6e+07,-92025.7809180429,-2.6e+07,-1.16e+08,-1.9e+08,2390892.40098395,-1.9e+08,1.72e+08,1.474e+09,-3.7e+07,0.24861,0.04312,0.01599,0.02769,0.00762,-0.80435,1.59654,2.63275,0.24428,0.83789,0.82883,52.38616,30.25501,-0.67395,4,0.01225,-0.00985,3.4593,4.79839
"26","2016_Q3",31.21484375,"Down",2.583e+09,-1.971e+09,6.12e+08,-5.34e+08,-5.34e+08,7.8e+07,-1.7e+07,-1.7e+07,3036165.4586409,6.1e+07,1.93e+08,2.54e+08,-2.2e+07,2.32e+08,2.1e+08,2.1e+08,2.1e+08,1.118e+09,1.118e+09,1.055e+09,1.055e+09,1.56e+09,1.12e+08,1.12e+08,3.845e+09,7.5e+08,1.578e+09,3.78e+08,4.7e+07,2.2e+07,1.131e+09,2.328e+09,6.173e+09,1.152e+09,1.145e+09,3.7e+07,1.1e+09,2.289e+09,1.425e+09,5.99e+08,4.17e+08,0,2.024e+09,4.313e+09,2.63e+09,-8.4e+07,-7.27e+08,4.1e+07,1.86e+09,1.86e+09,6.173e+09,2.32e+08,4.9e+07,3e+07,4000000.00000003,3.15e+08,-1.1e+07,-1.1e+07,-8e+06,-5e+06,-3.9e+07,2.65e+08,2.38e+08,999999.999999996,2.39e+08,1.27e+08,1.462e+09,1.42e+08,0.23693,0.0302,0.0813,0.1129,0.03402,0.67619,1.67977,2.31882,0.23684,3.81125,3.75671,46.8784,33.75681,2.57713,7,0.05356,0.03622,2.70866,4.41026
"27","2016_Q4",36.6885714285714,"Up",2.836e+09,-2.109e+09,7.27e+08,-5.69e+08,-5.69e+08,1.58e+08,-1.2e+07,-1.3e+07,1e+06,1.46e+08,-5.6e+07,9e+07,2.4e+08,3.3e+08,1.93e+08,1.93e+08,1.93e+08,8.01e+08,8.01e+08,7.18e+08,7.18e+08,1.216e+09,6.65e+08,8.5e+07,3.4e+09,6.01e+08,1.88e+09,3.63e+08,3.8e+07,3.77e+08,1.102e+09,2.481e+09,5.881e+09,8.86e+08,8.86e+08,2.8e+07,1.408e+09,2.322e+09,1.163e+09,5.47e+08,3.68e+08,-2.27373675443232e-13,1.71e+09,4.032e+09,2.627e+09,-1.39e+08,-6.82e+08,4.3e+07,1.849e+09,1.849e+09,5.881e+09,3.3e+08,4.3e+07,-1.83e+08,9e+06,1.99e+08,-2.3e+07,-2.3e+07,-2.58e+08,-1.3e+07,-3.39e+08,-1.63e+08,-1.76e+08,1e+06,-1.75e+08,2.01e+08,1.191e+09,-5.3e+07,0.25635,0.05571,0.06805,0.10438,0.03282,-0.27461,1.46425,2.18064,0.20252,3.60748,3.54128,53.00935,34.56075,-0.99065,7,0.05743,-0.01478,1.9403,2.46835
"28","2017_Q1",40.2837096774194,"Up",2.726e+09,-2.072e+09,6.54e+08,-5.48e+08,-5.48e+08,1.06e+08,-1.2e+07,-1.2e+07,0,9.4e+07,-4.8e+07,4.6e+07,9000000.00000006,5.5e+07,8e+07,8e+07,8e+07,7.63e+08,7.63e+08,6.87e+08,6.87e+08,1.279e+09,2.44e+08,1.02e+08,2.973e+09,6.01e+08,1.966e+09,3.63e+08,3.3e+07,4.66e+08,1.104e+09,2.567e+09,5.54e+09,8.96e+08,8.93e+08,2.9e+07,1.106e+09,2.031e+09,1.156e+09,5.01e+08,3.61e+08,0,1.657e+09,3.688e+09,2.624e+09,-1.9e+08,-4.53e+08,-1.29e+08,1.852e+09,1.852e+09,5.54e+09,5.5e+07,4.1e+07,4.8e+07,-9.9e+07,4.5e+07,-2.7e+07,-2.7e+07,-6999999.99999994,-1.86264514923096e-09,-71000000.0000001,-53000000.0000001,-1.26e+08,-1e+07,-1.36e+08,1.47e+08,1.185e+09,1.2e+07,0.23991,0.03888,0.02935,0.0432,0.01444,0.15,1.46381,1.99136,0.2139,1.53551,1.48976,52.32246,35.54702,0.23033,7,0.02629,0.00339,2.87075,3.98113
"29","2017_Q2",46.011746031746,"Up",2.676e+09,-2.001e+09,6.75e+08,-5.31e+08,-5.31e+08,1.44e+08,-3e+06,-7e+06,4e+06,1.41e+08,-2e+07,1.21e+08,-4.7e+07,7.4e+07,1.16e+08,1.16e+08,1.16e+08,7.44e+08,7.44e+08,6.88e+08,6.88e+08,1.179e+09,3.13e+08,1.3e+08,2.924e+09,5.86e+08,1.925e+09,3.63e+08,3.2e+07,4.32e+08,1.098e+09,2.511e+09,5.435e+09,8.38e+08,8.35e+08,2.8e+07,9.8e+08,1.846e+09,1.145e+09,4.9e+08,3.51e+08,0,1.635e+09,3.481e+09,2.615e+09,-2e+08,-3.38e+08,-1.23e+08,1.954e+09,1.954e+09,5.435e+09,7.4e+07,4e+07,6.4e+07,-9e+07,8.8e+07,-2.2e+07,-2.2e+07,-6e+06,-9e+06,-3.8e+07,2.8e+07,-7e+06,2e+06,-5e+06,1.84e+08,1.173e+09,1.19e+08,0.25224,0.05381,0.04335,0.05937,0.02134,1.02586,1.58397,1.78147,0.21582,2.25243,2.18045,51.96117,37.94175,2.31068,7,0.03566,0.0329,2.33152,2.97917
"30","2017_Q3",44.4601587301587,"Down",2.363e+09,-1.818e+09,5.45e+08,-4.83e+08,-4.83e+08,6.2e+07,-6e+06,-8e+06,2e+06,5.6e+07,-2.1e+07,3.5e+07,-1.4e+07,2.1e+07,2.4e+07,2.4e+07,2.4e+07,7.63e+08,7.63e+08,6.52e+08,6.52e+08,1.228e+09,2.69e+08,1.16e+08,2.912e+09,5.8e+08,1.92e+09,3.63e+08,3.2e+07,4.25e+08,1.1e+09,2.5e+09,5.412e+09,8.75e+08,8.73e+08,2.8e+07,9.24e+08,1.827e+09,1.134e+09,4.76e+08,3.38e+08,0,1.61e+09,3.437e+09,2.602e+09,-2.07e+08,-3.14e+08,-1.06e+08,1.975e+09,1.975e+09,5.412e+09,2.1e+07,3.9e+07,3.1e+07,-6.4e+07,2.7e+07,0,0,-9e+06,-5e+06,-3.4e+07,-6999999.99999999,1.5e+07,3e+06,1.8e+07,1.01e+08,1.162e+09,5.1e+07,0.23064,0.02624,0.01016,0.01215,0.00443,2.125,1.59387,1.74025,0.21471,0.46243,0.45113,45.52987,38.05395,0.98266,5,0.01024,0.01412,3.9505,6.43548
"31","2017_Q4",31.3796825396825,"Down",2.62e+09,-1.986e+09,6.34e+08,-5.05e+08,-5.05e+08,1.29e+08,-5e+06,-7e+06,2e+06,1.24e+08,-2.2e+07,1.02e+08,-2e+06,1e+08,9.3e+07,9.3e+07,9.3e+07,7.88e+08,7.88e+08,6.93e+08,6.93e+08,1.11e+09,2.41e+08,1e+08,2.832e+09,6.27e+08,1.938e+09,3.79e+08,3.4e+07,4.28e+08,1.097e+09,2.565e+09,5.397e+09,8.9e+08,8.89e+08,1.7e+07,9.51e+08,1.858e+09,1.046e+09,4.51e+08,3.28e+08,5.82076609134674e-11,1.497e+09,3.355e+09,2.594e+09,-2.24e+08,-2.21e+08,-1.07e+08,2.042e+09,2.042e+09,5.397e+09,1e+08,3.7e+07,1.8e+07,1.38e+08,2.93e+08,-8e+07,-1.04e+08,-9.4e+07,-3e+06,-1.27e+08,6.2e+07,1e+06,3e+06,4e+06,1.66e+08,1.063e+09,2.26e+08,0.24198,0.04924,0.0355,0.04554,0.01723,2.43011,1.52422,1.643,0.19696,1.79884,1.74812,50.67698,39.4971,4.37137,7,0.02981,0.06355,1.65663,2.13178
"32","2018_Q1",26.8962295081967,"Down",2.581e+09,-1.974e+09,6.07e+08,-5.03e+08,-5.03e+08,1.04e+08,-2.8e+07,-1.8e+07,-1e+07,7.6e+07,-3.5e+07,4.1e+07,-9e+07,-4.9e+07,-5.2e+07,-5.2e+07,-5.2e+07,6.22e+08,6.22e+08,9.31e+08,9.31e+08,1.093e+09,2.25e+08,8.6e+07,2.871e+09,7.25e+08,2.727e+09,8.51e+08,4.48e+08,3.05e+08,1.123e+09,3.452e+09,6.323e+09,8.97e+08,8.92e+08,9.6e+07,1.053e+09,2.046e+09,1.712e+09,4.27e+08,3.36e+08,0,2.139e+09,4.185e+09,2.717e+09,-2.46e+08,-2.73e+08,-7.8e+07,2.138e+09,2.138e+09,6.323e+09,-4.9e+07,4.3e+07,1.24e+08,-5.9e+07,5.9e+07,-5.6e+07,-9.07e+08,7.18e+08,-1e+07,6.72e+08,-1.76e+08,-1.87e+08,-1e+06,-1.88e+08,1.47e+08,1.808e+09,1.22e+08,0.23518,0.04029,-0.02015,-0.02432,-0.00822,-2.34615,1.40323,1.95744,0.28594,-0.96834,-0.95588,48.06331,39.47858,2.27188,2,-0.00869000000000001,0.0279,8.06803,11.40385
"33","2018_Q2",22.46390625,"Down",2.83e+09,-2.163e+09,6.67e+08,-5.73e+08,-5.73e+08,9.4e+07,-2.2e+07,-2.3e+07,1e+06,7.2e+07,-1.7e+07,5.5e+07,-2.2e+07,3.3e+07,4.1e+07,4.1e+07,4.1e+07,7.37e+08,7.37e+08,9.42e+08,9.42e+08,1.033e+09,2.16e+08,1.18e+08,2.928e+09,7.13e+08,2.749e+09,8.82e+08,4.48e+08,2.95e+08,1.124e+09,3.462e+09,6.39e+09,9.75e+08,9.69e+08,9.3e+07,1.038e+09,2.106e+09,1.688e+09,4.21e+08,3.31e+08,9.31322574615479e-10,2.109e+09,4.215e+09,2.703e+09,-2.46e+08,-2.36e+08,-6.4e+07,2.175e+09,2.175e+09,6.39e+09,3.3e+07,5.1e+07,3.7e+07,8.6e+07,2.07e+08,-3.6e+07,-6.6e+07,-2.5e+07,-2e+06,-4.1e+07,1e+08,1.4e+08,-2e+06,1.38e+08,1.45e+08,1.781e+09,2.17e+08,0.23569,0.03322,0.01449,0.01885,0.00642,5.29268,1.39031,1.93793,0.27872,0.73874,0.72824,50.99099,38.86486,3.90991,4,0.01257,0.04958,7.2,11.10638
"34","2018_Q3",27.9150793650794,"Up",2.628e+09,-2.032e+09,5.96e+08,-5.34e+08,-5.34e+08,6.2e+07,-2e+07,-2.5e+07,5e+06,4.2e+07,-1.4e+07,2.8e+07,-9e+06,1.9e+07,1.6e+07,1.6e+07,1.6e+07,7.47e+08,7.47e+08,9.05e+08,9.05e+08,1.122e+09,1.42e+08,1.42e+08,2.916e+09,7.22e+08,2.721e+09,8.81e+08,4.38e+08,2.9e+08,1.112e+09,3.443e+09,6.359e+09,1.07e+09,1.066e+09,9.7e+07,9.53e+08,2.12e+09,1.668e+09,4.15e+08,3.27e+08,0,2.083e+09,4.203e+09,2.697e+09,-2.54e+08,-2.2e+08,-6.7e+07,2.156e+09,2.156e+09,6.359e+09,1.9e+07,4.7e+07,1.9e+07,-4.1e+07,4.4e+07,-3.6e+07,-3.6e+07,-2.6e+07,-1.8e+07,-6.6e+07,-5.8e+07,-24000000.0000001,-3e+06,-2.7e+07,1.09e+08,1.765e+09,4.1e+07,0.22679,0.02359,0.00609,0.00741999999999999,0.00252,2.5625,1.37547,1.94944,0.27756,0.28725,0.28319,47.18133,38.70736,0.73609,4,0.00692,0.00946,9.33945,16.41935
"35","2018_Q4",26.8871428571429,"Down",2.887e+09,-2.201e+09,6.86e+08,-5.67e+08,-5.67e+08,1.19e+08,-2e+07,-2.5e+07,5e+06,9.9e+07,-1.4e+07,8.5e+07,-2.4e+07,6.1e+07,6.1e+07,6.1e+07,6.1e+07,9.25e+08,9.25e+08,9.5e+08,9.5e+08,1.023e+09,1.12e+08,1.12e+08,3.01e+09,7.44e+08,2.718e+09,9.08e+08,4.34e+08,2.72e+08,1.104e+09,3.462e+09,6.472e+09,1.088e+09,1.085e+09,9.2e+07,1.048e+09,2.228e+09,1.646e+09,4.01e+08,3.18e+08,7.45058059692383e-09,2.047e+09,4.275e+09,2.69e+09,-2.68e+08,-1.6e+08,-6.5e+07,2.197e+09,2.197e+09,6.472e+09,6.1e+07,4.4e+07,4.4e+07,1.55e+08,3.04e+08,-4.5e+07,-7.9e+07,-2.3e+07,-1e+06,-5.2e+07,1.73e+08,1.76e+08,1e+06,1.77e+08,1.63e+08,1.738e+09,2.97e+08,0.23762,0.04122,0.02113,0.02777,0.00943,4.86885,1.35099,1.94584,0.26854,1.10708,1.08156,52.39564,39.87296,5.3902,4,0.0173,0.0685,4.98773,6.83193
"36","2019_Q1",30.3640983606557,"Up",2.67e+09,-2.068e+09,6.02e+08,-5.44e+08,-5.19e+08,5.8e+07,-1.9e+07,-2.3e+07,4e+06,3.9e+07,-4.9e+07,-1e+07,-4e+06,-1.4e+07,-1.4e+07,-1.4e+07,-1.4e+07,6.58e+08,6.58e+08,8.85e+08,8.85e+08,1.065e+09,75000000.0000001,7.5e+07,2.683e+09,7.63e+08,2.72e+09,9.14e+08,4.22e+08,2.84e+08,1.1e+09,3.483e+09,6.166e+09,1.112e+09,1.11e+09,9.5e+07,9.78e+08,2.185e+09,1.444e+09,4.11e+08,3e+08,0,1.855e+09,4.04e+09,2.683e+09,-2.85e+08,-1.73e+08,-9.9e+07,2.126e+09,2.126e+09,6.166e+09,-1.4e+07,5e+07,3.1e+07,-6000000.00000003,6.1e+07,-5.5e+07,-6.8e+07,-2.17e+08,-8e+06,-2.55e+08,-2.62e+08,-2.62e+08,-5e+06,-2.67e+08,1.08e+08,1.539e+09,5.1e+07,0.22547,0.02172,-0.00524,-0.00659,-0.00227,-3.64286,1.22792,1.90028,0.24959,-0.25501,-0.24823,48.63388,38.72495,0.92896,4,-0.000250000000000004,0.01251,8.15741,15.18966
"37","2019_Q2",21.6147619047619,"Down",2.769e+09,-2.128e+09,6.41e+08,-5.74e+08,-5.74e+08,6.7e+07,-1.5e+07,-1.7e+07,2e+06,5.2e+07,-4.3e+07,9e+06,-1e+06,8e+06,8e+06,8e+06,8e+06,6.04e+08,6.04e+08,9.44e+08,9.44e+08,1.034e+09,9.2e+08,8.4e+07,3.502e+09,7.3e+08,3.239e+09,9.22e+08,4.09e+08,2.44e+08,1.664e+09,3.969e+09,7.471e+09,1.098e+09,1.098e+09,8.41e+08,1.294e+09,3.233e+09,6.32e+08,1.5e+09,1.81e+08,1.208e+09,2.132e+09,5.365e+09,2.67e+09,-2.96e+08,-1.8e+08,-8.8e+07,2.106e+09,2.106e+09,7.471e+09,8e+06,4.9e+07,3e+06,-217383921.303815,6e+07,-4.6e+07,-5.2e+07,-2.4e+07,-1.5e+07,-6.4e+07,-5.6e+07,-5.6e+07,2e+06,-5.4e+07,1.16e+08,1.473e+09,-209421459.062206,0.23149,0.0242,0.00289,0.0038,0.00107,-3.77851921976603,1.0832,2.54748,0.19716,0.14733,0.1426,50.99448,38.78453,-3.82497412846374,5,0.00433,-0.0431332333821014,7.49138,12.97015
"38","2019_Q3",16.6871875,"Down",2.587e+09,-2.001e+09,5.86e+08,-5.16e+08,-5.16e+08,7e+07,-1.5e+07,-1.8e+07,3e+06,5.5e+07,-8.5e+07,-3e+07,6e+06,-2.4e+07,-2.4e+07,-2.4e+07,-2.4e+07,4.44e+08,4.44e+08,9.01e+08,9.01e+08,1.113e+09,9.31e+08,1e+08,3.389e+09,7.26e+08,3.238e+09,9.39e+08,4.06e+08,2.53e+08,1.64e+09,3.964e+09,7.353e+09,1.089e+09,1.089e+09,8.37e+08,1.255e+09,3.181e+09,6.18e+08,1.472e+09,1.78e+08,1.183e+09,2.09e+09,5.271e+09,2.665e+09,-2.96e+08,-2.04e+08,-8.3e+07,2.082e+09,2.082e+09,7.353e+09,-2.4e+07,5.3e+07,5.3e+07,-1.4e+08,-5.8e+07,-4.5e+07,-6.1e+07,-2.4e+07,-6e+06,-4.3e+07,-1.62e+08,-1.62e+08,2e+06,-1.6e+08,1.23e+08,1.455e+09,-67999999.9999999,0.22652,0.02706,-0.00928,-0.01153,-0.00326,2.83333,1.06539,2.5317,0.19788,-0.44037,-0.44199,47.46789,38.20183,-1.24771,2,-0.0022,-0.01358,8.21951,14.44286
"39","2019_Q4",21.8934375,"Up",2.783e+09,-2.117e+09,6.66e+08,-5.31e+08,-5.31e+08,1.35e+08,-1.5e+07,-1.7e+07,2e+06,1.2e+08,-2.7e+07,9.3e+07,-3.3e+07,6e+07,6e+07,6e+07,6e+07,5.88e+08,5.88e+08,9.19e+08,9.19e+08,1.025e+09,9.28e+08,1.03e+08,3.46e+09,6.99e+08,3.184e+09,9.38e+08,3.95e+08,2.2e+08,1.631e+09,3.883e+09,7.343e+09,1.037e+09,1.037e+09,8.42e+08,1.277e+09,3.156e+09,5.93e+08,1.467e+09,1.75e+08,1.181e+09,2.06e+09,5.216e+09,2.659e+09,-2.96e+08,-1.44e+08,-9.2e+07,2.127e+09,2.127e+09,7.343e+09,6e+07,5.2e+07,-4e+07,1.4e+08,2.12e+08,-3.2e+07,-2.9e+07,-2.6e+07,2e+06,-3.8e+07,1.45e+08,1.45e+08,-1e+06,1.44e+08,1.87e+08,1.435e+09,3.28e+08,0.23931,0.04851,0.02156,0.02821,0.00817,5.46667,1.09632,2.45228,0.19542,1.09689,1.08108,50.87751,38.88483,5.99634,6,0.01471,0.06522,4.52941,6.27407
"40","2020_Q1",22.1814516129032,"Up",1.528e+09,-1.166e+09,3.62e+08,-2.68e+08,-2.68e+08,9.4e+07,-1e+06,-1.5e+07,1.4e+07,9.3e+07,1.3e+07,1.06e+08,-2.3e+07,8.3e+07,5.5e+07,5.5e+07,5.5e+07,6.98e+08,6.98e+08,8.23e+08,8.23e+08,1.032e+09,8.94e+08,7.5e+07,3.447e+09,6.79e+08,3.185e+09,9.44e+08,3.88e+08,1.83e+08,1.67e+09,3.864e+09,7.311e+09,2.253e+09,1.026e+09,1.06e+08,1319207661.59736,2.359e+09,1.31e+09,1.469e+09,1.76e+08,1.208e+09,2.779e+09,5.138e+09,2.653e+09,-3.25e+08,-8.9e+07,-6.6e+07,2.173e+09,2.173e+09,7.311e+09,8.3e+07,1.1e+07,1.82e+08,-1.1e+08,1.52e+08,3.3e+07,2.3e+07,-2.3e+07,1.1e+07,-5.5e+07,1.2e+08,1.08e+08,2e+06,1.1e+08,1.05e+08,1.416e+09,5.1e+07,0.23691,0.06152,0.03599,0.02531,0.00752,0.927269999999999,1.46121,2.36447,0.19368,1.00917,0.99458,28.0367,39.87156,0.93578,8,0.01364,0.01008,6.8381,7.6383
"41","2020_Q2",21.7968253968254,"Down",2.725e+09,-2.096e+09,6.29e+08,-5.21e+08,-5.21e+08,1.08e+08,-1.4e+07,-1.5e+07,999999.999999998,9.4e+07,-2.8e+07,6.6e+07,-2.1e+07,4.5e+07,4.5e+07,4.5e+07,4.5e+07,8.42e+08,8.42e+08,8.5e+08,8.5e+08,9.29e+08,7.9e+07,7.9e+07,2.7e+09,6.51e+08,3.103e+09,9.4e+08,3.79e+08,1.6e+08,1.624e+09,3.754e+09,6.454e+09,1.013e+09,1.006e+09,1.04e+08,1.228e+09,2.345e+09,5.48e+08,1.426e+09,1.67e+08,1.177e+09,1.974e+09,4.319e+09,2.643e+09,-3.55e+08,-4.5e+07,-1.08e+08,2.135e+09,2.135e+09,6.454e+09,4.5e+07,4.9e+07,5.1e+07,4.3e+07,1.88e+08,-2.5e+07,7.76e+08,-7.6e+08,-5e+06,-8.08e+08,1.56e+08,1.56e+08,-1.2e+07,1.44e+08,1.57e+08,6.52e+08,1.96e+08,0.23083,0.03963,0.01651,0.02108,0.00697,4.35556,1.15139,2.02295,0.10102,0.85066,0.83026,51.51229,40.35917,3.7051,6,0.01377,0.04652,-1.21019,-1.75926
"42","2020_Q3",21.3684375,"Down",2.158e+09,-1.741e+09,4.17e+08,-4.07e+08,-4.07e+08,1e+07,-7e+06,-1.1e+07,4e+06,3000000.00000001,-4.78e+08,-4.75e+08,3.6e+07,-4.39e+08,-4.39e+08,-4.39e+08,-4.39e+08,7.62e+08,7.62e+08,6.79e+08,6.79e+08,1.005e+09,78999999.9999999,7.9e+07,2.525e+09,6.12e+08,2.728e+09,5.93e+08,3.63e+08,1.83e+08,1.589e+09,3.34e+09,5.865e+09,1.001e+09,9.91e+08,3e+07,1.104e+09,2.135e+09,6.42e+08,1.371e+09,1.89e+08,1.102e+09,2.013e+09,4.148e+09,2.651e+09,-3.55e+08,-4.84e+08,-9.5e+07,1.717e+09,1.717e+09,5.865e+09,-4.39e+08,4.8e+07,4.08e+08,-2.5e+07,-7999999.99999994,-1.4e+07,-1.5e+07,-56999999.9999999,-6e+06,-6.3e+07,-8.6e+07,-8.6e+07,5999999.99999999,-8e+07,5.8e+07,6.72e+08,-1.7e+07,0.19323,0.00463,-0.20343,-0.25568,-0.07485,0.0387199999999988,1.18267,2.41584,0.11458,-8.26742,-8.15985,40.6403,32.33522,-0.320149999999999,3,-0.11676,-0.00452000000000002,-1.55172,-9
"43","2020_Q4",25.27734375,"Up",1.904e+09,-1.449e+09,4.55e+08,-3.23e+08,-3.23e+08,1.32e+08,-5e+06,-5e+06,9.31322574615479e-10,1.27e+08,2.3e+08,3.57e+08,-5.7e+07,3e+08,5.7e+07,5.7e+07,5.7e+07,7.43e+08,7.43e+08,6.61e+08,6.61e+08,1e+09,7.6e+07,7.6e+07,2.48e+09,6.02e+08,2.663e+09,6.05e+08,3.6e+08,1.7e+08,1.528e+09,3.265e+09,5.745e+09,1.069e+09,1.038e+09,2.1e+07,1.197e+09,2.287e+09,3.54e+08,1.309e+09,1.99e+08,1.037e+09,1.663e+09,3.95e+09,2.663e+09,-3.55e+08,-4.27e+08,-8.6e+07,1.795e+09,1.795e+09,5.745e+09,3e+08,2.2e+07,-2.02e+08,1.1e+08,3.09e+08,-9e+06,-1.5e+07,-3.16e+08,-1e+06,-3.17e+08,-2.3e+07,-2.3e+07,2e+06,-2.1e+07,1.54e+08,3.75e+08,3.12e+08,0.23897,0.06933,0.02994,0.03175,0.00992,5.47368,1.08439,2.20056,0.06527,1.07547,1.11765,35.92453,33.86792,5.88679,6,0.01638,0.08968,-2.38961,-2.78788
"44","2021_Q1",41.7813114754098,"Up",2.085e+09,-1.635e+09,4.5e+08,-4.1e+08,-4.1e+08,4e+07,-6e+06,-7e+06,1e+06,3.4e+07,-2e+07,1.4e+07,1.7e+07,30999999.9999999,18000000.0000001,18000000.0000001,18000000.0000001,7.29e+08,7.29e+08,4.42e+08,4.42e+08,9.16e+08,2.68e+08,4.9e+07,2.355e+09,5.42e+08,2.717e+09,3.94e+08,5.7e+07,2.18e+08,1.426e+09,3.259e+09,5.614e+09,1.917e+09,8.57e+08,2.4e+07,1.52e+08,2.093e+09,3.54e+08,1.287e+09,1.72e+08,9.35e+08,1.641e+09,3.734e+09,2.675e+09,-3.55e+08,-4.09e+08,-3.2e+07,1.88e+09,1.88e+09,5.614e+09,30999999.9999999,3.8e+07,2.9e+07,-83000000.0000001,-4000000.00000006,-7e+06,-9999999.99999994,-4e+06,-1e+06,-5e+06,-1.9e+07,-1.9e+07,5e+06,-1.4e+07,7.8e+07,3.78e+08,-2.9e+07,0.21583,0.01918,0.00862999999999995,0.00956999999999997,0.00321000000000001,-1.61111,1.12518,1.98617,0.06733,0.33962,0.33962,39.33962,35.45283,-0.547169999999999,4,0.00508000000000001,-0.00817999999999999,-4.5,-8.775
"45","2021_Q2",44.1034920634921,"Up",2.174e+09,-1.679e+09,4.95e+08,-4.01e+08,-4.01e+08,9.4e+07,4e+06,-7e+06,1.1e+07,9.8e+07,-24999999.9999999,7.3e+07,-1e+07,6.3e+07,5.3e+07,5.3e+07,5.3e+07,7.53e+08,7.53e+08,6.87e+08,6.87e+08,9.29e+08,7.5e+07,7.5e+07,2.444e+09,5.46e+08,2.608e+09,6.77e+08,3.57e+08,1.56e+08,1.418e+09,3.154e+09,5.598e+09,2.106e+09,9.59e+08,2.3e+07,-324186376.439673,2.129e+09,3.44e+08,1.165e+09,2.01e+08,9.23e+08,1.509e+09,3.638e+09,2.698e+09,-3.55e+08,-3.56e+08,-2.7e+07,1.96e+09,1.96e+09,5.598e+09,6.3e+07,3.8e+07,3.5e+07,-3.3e+07,8.6e+07,-1.1e+07,-3.3e+07,-6e+06,-1e+06,-3e+07,2.3e+07,2.3e+07,1e+06,2.4e+07,1.32e+08,3.67e+08,9.8e+07,0.22769,0.04324,0.02438,0.02704,0.00947,1.84906,1.14796,1.85612,0.06556,1,0.94643,41.01887,36.98113,1.84906,5,0.02176,0.02806,-2.92424,-4.10638
