"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",42.9047619047619,"Up",512858000,-366737000,146121000,-98648000,-97692000,47473000,-6809000,-6809000,40664000,43471000,-12513000,1840000,32798000,32798000,-53000,32745000,32745000,133102000,133102000,344305000,344305000,261363000,64992000,64992000,803762000,518103000,758528000,393251000,201164000,164113000,1276631000,2080393000,268326000,160836000,7815000,99675000,115399000,383725000,596171000,139241000,68067000,71174000,735412000,1119137000,116109000,1058847000,-218518000,956438000,4818000,961256000,2080393000,32798000,18686000,8185000,3632000,63301000,-10316000,-42175000,-52491000,-7033000,-4607000,-2658000,2677000,-5335000,-4755000,-19053000,-8243000,-8243000,-4677000,-12920000,66159000,711570000,71988000,0.28492,0.09257,0.06385,0.03406,0.01574,2.19844,2.09463,1.16424,0.34204,0.6515,0.63641,10.2039,19.02943,1.43228,0.13993,0.02195,0.03973,0.21478,8.7436,12.1852
"28","2017_Q1",46.3561290322581,"Up",574907000,-411067000,163840000,-108486000,-106495000,55354000,-5600000,-5600000,49754000,47898000,-13357000,2221000,36762000,36762000,-93000,36669000,36669000,142245000,142245000,351130000,351130000,247399000,70479000,70479000,811253000,515275000,729340000,366248000,205359000,157733000,1244615000,2055868000,274332000,162964000,7985000,103383000,117512000,391844000,585759000,135719000,73545000,62174000,721478000,1113322000,109705000,1090900000,-262729000,937876000,4670000,942546000,2055868000,36762000,20445000,41093000,-48516000,49784000,-13812000,-1248999.99999999,-15061000,-6948000,1107000.00000001,-9818000,1509000,-11327000,-5446000.00000001,-21105000,13618000,13618000,-4475000,9143000,75799000,703271000,26828000,0.28499,0.09628,0.06378,0.0389,0.01784,0.73163,2.07035,1.18119,0.34208,0.73075,0.7137,11.4569,18.69024,0.53464,0.13846,0.02448,0.01506,0.18948,7.4015,10.13524
"29","2017_Q2",48.0519047619048,"Up",503323000,-364327000,138996000,-112294000,-112915000,26702000,-8380000,-8380000,18322000,18322000,-5765000,2274000,14831000,14831000,-36000,14795000,14795000,116518000,116518000,358145000,358145000,286254000,71055000,71055000,831972000,509935000,827421000,423581000,243598000,160242000,1337356000,2169328000,277946000,181460000,7812000,88674000,47120000,325066000,757661000,136836000,70370000,66466000,894497000,1219563000,122249000,1098645000,-271514000,949380000,385000,949765000,2169328000,14831000,19300000,-1563000,-16109000,16459000,-19790000,-123305000,-144345000,-7048000,461438000,6119000,8549000,-2430000,-358684000,101825000,-26061000,-26061000,334000,-25727000,46002000,804781000,15868000,0.27616,0.05305,0.02939,0.01558,0.00682,1.07252,2.55939,1.28407,0.37098,0.29447,0.2875,10.01777,18.89577,0.31583,0.14028,0.01155,0.00839,0.47638,14.96159,25.77571
"30","2017_Q3",48.8307936507937,"Up",561651000,-415613000,146038000,-104294000,-102770000,41744000,-6734000,-6734000,35010000,35010000,-11151000,2005000,25864000,25864000,2999.99999999999,25867000,25867000,94102000,94102000,378622000,378622000,302336000,75380000,75380000,850440000,515883000,833913000,434210000,239418000,160285000,1349796000,2200236000,287010000,181979000,9482000,95549000,38371000,325381000,747738000,135366000,69245000,66121000,883104000,1208485000,125907000,1116883000,-251427000,991363000,388000,991751000,2200236000,25864000,19900000,-7156000,-22273000,16335000,-6446000,0,-6446000.00000003,-7566000,126275000,-1065000,5377000,-6442000,-151114000,-33470000,-23581000,-23581000,1165000,-22416000,61644000,786109000,44076000,0.26002,0.07432,0.04606,0.02608,0.01176,1.70395,2.61367,1.21854,0.35728,0.51226,0.50046,11.12268,19.63251,0.87286,0.14983,0.01747,0.02304,0.2925,11.22586,16.5774
"31","2017_Q4",52.0653968253968,"Up",562869000,-412469000,150400000,-110822000,-110219000,39578000,-7347000,-7347000,32231000,32231000,-9262000,2170000,25139000,25139000,-1000,25138000,25138000,119595000,119595000,393054000,393054000,317968000,86294000,86294000,916911000,526821000,844591000,444642000,238484000,161465000,1371412000,2288323000,310573000,193345000,10301000,106927000,38392000,348965000,760581000,146241000,67815000,78426000,906822000,1255787000,118535000,1134411000,-220787000,1032159000,377000,1032536000,2288323000,25139000,20303000,-1484000,-5947000,38011000,-8530000,0,-8530000,-7444000,44366000,-11738000,1107000,-12845000,-32349000,-7165000,22316000,22316000,3177000,25493000,59881000,798973000,54666000,0.2672,0.07031,0.04466,0.02435,0.01099,2.17464,2.62752,1.21622,0.34915,0.49893,0.48712,11.17158,20.48585,1.08499,0.14775,0.01647,0.02764,0.29613,11.34547,17.16555
"32","2018_Q1",48.6255737704918,"Down",678200000,-508564000,169636000,-177287000,-151126000,-7651000,-17313000,-17313000,-24964000,-24964000,16368000,2228000,-6368000,-6368000,-14000,-6381999.99999999,-6381999.99999999,194398000,194398000,473700000,473700000,372102000,117389000,117389000,1157589000,670194000,2545460000,1336684000,1001792000,206984000,3215654000,4373243000,451930000,268467000,14335000,169128000,52983000,504913000,2398927000,417586000,71205000,346381000,2816513000,3321426000,125051000,1127028000,-200655000,1051424000,393000,1051817000,4373243000,-6368000,27812000,-13451000,61992000,69985000,-19496000,-1622110000,-1641606000,-7554000,2216423000,2558000,2672000,-114000,-562427000,1.649e+09,77379000,77379000,-2576000,74803000,20161000,2451910000,46289000,0.25013,-0.01128,-0.00941000000000001,-0.00607,-0.00146,-7.25306,2.29265,3.1578,0.56066,-0.12674,-0.12338,13.46784,20.8794,0.91922,0.15001,3e-04,0.0118,-1.18364,111.97421,-295.06104
"33","2018_Q2",48.896875,"Up",713079000,-525374000,187705000,-146946000,-151020000,40759000,-27545000,-27545000,13214000,13214000,32632000,1821000,47667000,47667000,15000,47682000,47682000,132478000,132478000,466876000,466876000,410205000,107922000,107922000,1117481000,675376000,2581196000,1361331000,982889000,236976000,3256572000,4374053000,410440000,257417000,15299000,137724000,112387000,522827000,2328819000,402019000,78346000,323673000,2730838000,3253665000,129175000,1177605000,-186757000,1120023000,365000,1120388000,4374053000,47667000,36665000,-46894000,-69517000,-32079000,-17188000,0,-17188000,-7642000,231000,-2506000,762000,-3268000,-5375000,-15292000,-64559000,-64559000,2639000,-61920000,77424000,2441206000,-41913000,0.26323,0.05716,0.06687,0.04256,0.0109,-0.87901,2.13738,2.90405,0.55811,0.94474,0.91876,14.12849,22.19142,-0.83044,0.15141,0.01396,-0.01057,0.16027,29.81928,56.6433900000001
"34","2018_Q3",53.3552380952381,"Up",789387000,-567002000,222385000,-144390000,-145199000,77995000,-22182000,-22182000,55813000,55813000,-13488000,2139000,44464000,44464000,-13000,44451000,44451000,129248000,129248000,477655000,477655000,404680000,144088000,144088000,1155671000,653390000,2529836000,1338546000,949662000,241628000,3183226000,4338897000,448535000,263724000,52143000,132668000,66872000,515407000,2338080000,355249000,75394000,279855000,2693329000,3208736000,136846000,1214219000,-221277000,1129788000,373000,1130161000,4338897000,44464000,36013000,37983000,-64006000,54454000,-13300000,0,-13300000,-7772000,-14218999.9999998,364000.000000001,1625000,-1261000,-20375000,-42001999.9999998,-847999.999999985,-847999.999999985,-2382000,-3230000,114008000,2404952000,50190000,0.28172,0.0988,0.05631,0.03933,0.01024,1.12911,2.24225,2.83918,0.55428,0.87933,0.85737,15.61566,22.34947,0.99286,0.15375,0.01342,0.0129,0.17484,19.96092,29.17756
"35","2018_Q4",42.8980952380952,"Down",770107000,-552903000,217204000,-147444000,-146069000,69760000,-24924000,-24924000,44836000,44836000,-9300000,2200000,37736000,37736000,-6000,37730000,37730000,150084000,150084000,465942000,465942000,401091000,150739000,150739000,1167856000,642211000,2479710000,1316917000,930210000,232583000,3121921000,4289777000,445028000,256042000,53969000,135017000,73501000,518529000,2290736000,352538000,74819000,277719000,2643274000,3161803000,142683000,1244021000,-259102000,1127602000,372000,1127974000,4289777000,37736000,36484000,12768000,-2547000,84441000,-13854000,2389000,-11465000,-7849000,4139000,2817000,2841000,-24000,-4.5e+07,-45893000,27083000,27083000,-6247000,20836000,106244000,2364237000,99143000,0.28204,0.09058,0.04899,0.03345,0.0088,2.6277,2.25225,2.80308,0.55113,0.74518,0.72366,15.20989,22.27054,1.95811,0.15502,0.01185,0.02579,0.20803,20.84026,31.73958
"36","2019_Q1",45.5347540983607,"Up",768429000,-567565000,200864000,-133432000,-147979000,67432000,-24569000,-24569000,42863000,42863000,-3488000,1990000,41365000,41365000,-20000,41345000,41345000,150793000,150793000,485719000,485719000,355563000,95657000,95657000,1087732000,636549000,2450990000,1305171000,908151000,237668000,3087539000,4175271000,440128000,273378000,12578000,154172000,105995000,546123000,2141532000,335448000,70680000,264768000,2476980000,3023103000,146673000,1285246000,-280152000,1151767000,401000,1152168000,4175271000,41365000,35964000,-60176000,129343000,146496000,-20998000,1110000.00000001,-19888000,-7861000,-189177000,874000,1009000,-135000,70750000,-125414000,1194000,1194000,-485000,709000,103396000,2247527000,215229000,0.2614,0.08775,0.0538,0.03588,0.0099,5.20568,1.99173,2.62384,0.53829,0.81532,0.79482,15.1534,22.71282,4.24431,0.15502,0.01317,0.05762,0.19013,20.27868,31.09405
"37","2019_Q2",43.9603174603175,"Down",672935000,-493010000,179925000,-142348000,-145713000,37577000,-23754000,-23754000,13823000,13823000,-3140000,1565000,12248000,12248000,-4000,12244000,12244000,113476000,113476000,478326000,478326000,386725000,114138000,114138000,1092665000,637318000,2436117000,1314615000,892391000,229111000,3073435000,4166100000,431811000,284910000,16001000,130900000,89064000,520875000,2146152000,324969000,69488000,255481000,2471121000,2991996000,151457000,1290571000,-268335000,1173693000,411000,1174104000,4166100000,12248000,36054000,-5579000,-42230000,493000,-13724000,-37226048.0014069,-13724000,-7883000,2645000,-1618000,1065000,-2683000,-2e+07,-26856000,-40087000,-40087000,2770000,-37317000,73631000,2235216000,20817000,0.26737,0.05584,0.01819,0.01043,0.00294,1.70018,2.09775,2.54832,0.53652,0.24125,0.23591,13.25928,23.12604,0.41017,0.15532,0.00539,0.00556999999999999,0.64383,28.81585,56.46379
"38","2019_Q3",43.71140625,"Down",759583000,-541124000,218459000,-143093000,-146079000,75366000,-23917000,-23917000,51449000,51449000,-16441000,1633000,36641000,36641000,0,36641000,36641000,100246000,100246000,499406000,499406000,382612000,126495000,126495000,1108759000,627338000,2413767000,1301292000,876505000,235970000,3041105000,4149864000,472469000,299935000,36837000,135697000,45107000,517576000,2148653000,320646000,69569000,251077000,2469299000,2986875000,160742000,1318984000,-317144000,1162582000,407000,1162989000,4149864000,36641000,35704000,-18547000,23035000,76833000,-18423000,-7914000,-28282000,-8145000,-68592000,648000,772000,-124000,16390000,-59699000,-11148000,-11148000,-2082000,-13230000,111070000,2193760000,132123000,0.2876,0.09922,0.04824,0.03151,0.00883,3.60588,2.14221,2.56827,0.52863,0.71983,0.70321,14.92246,22.83961,2.59563,0.16001,0.01218,0.03593,0.22229,18.8486,27.77796
"39","2019_Q4",47.55125,"Up",725376000,-518055000,207321000,-117853000,-140615000,89468000,-22492000,-22492000,66976000,66976000,-19321000,2075000,49730000,49730000,-12000,49718000,49718000,119776000,119776000,485688000,485688000,373609000,101817000,101817000,1080890000,614376000,2337417000,1272165000,812985000,252267000,2951793000,4032683000,440801000,272554000,32170000,136077000,16786000,457587000,2080336000,318741000,68755000,249986000,2399077000,2856664000,170260000,1360463000,-355124000,1175599000,420000,1176019000,4032683000,49730000,34780000,60000,-1648000,82922000,-9562000,70165000,60603000,-8153000,68614000,543000,658000,-115000,-173500000,-112496000,31029000,31029000,-11499000,19530000,124248000,2097122000,132359000,0.28581,0.12334,0.06854,0.04228,0.01233,2.66219,2.36215,2.4291,0.52003,0.97605,0.96536,14.24037,23.07902,2.59843,0.16006,0.01611,0.03685,0.16398,15.91451,22.10115
"40","2020_Q1",40.4367741935484,"Down",739106000,-537889000,201217000,-177634000,-148521000,23583000,16997000,-20946000,40580000,40580000,-10506000,2151000,32225000,32225000,-11000,32214000,32214000,112191000,112191000,493181000,493181000,337267000,90723000,90723000,1033362000,629813000,2322559000,1281808000,799399000,241352000,2952372000,3985734000,461425000,298869000,23229000,139327000,80732000,542157000,1898384000,322404000,80214000,242190000,2220788000,2762945000,181536000,1384411000,-343600000,1222347000,442000,1222789000,3985734000,32225000,34668000,-24465000,66501000,108929000,-9140000,-250000,-11192000,-8176000,-289605000,8286000,8390000,-104000,173500000,-115995000,-18258000,-18258000,10673000,-7585000,58251000,1979116000,126118000,0.27224,0.03191,0.04359,0.02634,0.00808,3.91501,1.90602,2.25954,0.49655,0.63056,0.61449,14.46731,23.9263,2.46864,0.16004,0.01146,0.03579,0.2538,32.04966,79.16402
"41","2020_Q2",35.1539682539683,"Down",646564000,-476302000,170262000,-136540000,-141509000,33722000,-19839000,-19839000,13883000,13883000,-5611000,1634000,9906000,9906000,-11000,9895000,9895000,78738000,78738000,457826000,457826000,380975000,110691000,110691000,1028230000,634296000,2362740000,1281249000,796322000,285169000,2997036000,4025266000,474743000,333749000,16373000,124621000,68572000,543315000,1904900000,354997000,81241000,273756000,2259897000,2803212000,184258000,1385993000,-348649000,1221602000,452000,1222054000,4025266000,9906000,34585000,-2086000,-7978000,34427000,-34606000,-9500000,-44340000,-8222000,-11503000,-2306000,907000,-3213000,229178997.832405,-22031000,-31944000,-31944000,-1509000,-33453000,68307000,1973472000,31334000,0.26333,0.05216,0.0153,0.0081,0.00246,3.16665,1.89251,2.29385,0.49027,0.1929,0.18819,12.60482,23.81523,0.61086,0.16029,0.0051,0.00882999999999999,0.83092,27.7385,56.18688
"42","2020_Q3",45.91140625,"Up",674602000,-489701000,184901000,-124949000,-127998000,59952000,-18746000,-18746000,41206000,41206000,-11471000,1893000,31628000,31628000,-15000,31613000,31613000,70346000,70346000,448126000,448126000,388698000,100702000,100702000,1007872000,635695000,2335493000,1273374000,775332000,286787000,2971188000,3979060000,472047000,319616000,20382000,132049000,19715000,491762000,1908340000,360113000,81019000,279094000,2268453000,2760215000,189726000,1409158000,-380510000,1218374000,471000,1218845000,3979060000,31628000,34071000,-5610000,13897000,73986000,-22509000,0,-24606000,-8355000,-48503000,617000,650000.000000001,-33000.0000000009,33478049.9436322,-56241000,-6861000,-6861000,-1531000,-8392000,94023000,1928055000,96882000,0.27409,0.08887,0.04686,0.02594,0.00794,3.06463,2.04951,2.26462,0.48455,0.60269,0.60759,12.86108,23.22792,1.84702,0.15929,0.0114,0.02763,0.26429,19.75803,30.98661
"43","2020_Q4",49.420625,"Up",691463000,-503619000,187844000,-137131000,-129113000,50713000,-5511000,-17251000,45202000,45202000,-5112000,1541000,41631000,41631000,-24000,41607000,41607000,74922000,74922000,476099000,476099000,354221000,84187000,84187000,989429000,654718000,2337578000,1306398000,771942000,259238000,2992296000,3981725000,434354000,272232000,18352000,143770000,21082000,455436000,1847844000,364537000,84336000,280201000,2212381000,2667817000,201031000,1442292000,-329932000,1313391000,517000,1313908000,3981725000,41631000,34845000,7655000,486000,84617000,-19040000,0,-22035000,-8393000,-59572000,4914000,5010000,-96000,-767000.000000358,-63818000,-1236000,-1236000,5812000,4576000,85558000,1868926000,72116000,0.27166,0.07334,0.06017,0.03167,0.01045,1.73327,2.17249,2.03044,0.46938,0.79814,0.79114,13.2642,25.19453,1.38339,0.161,0.01409,0.02033,0.20172,20.96828,35.37562
"44","2021_Q1",55.5729508196721,"Up",777640000,-563998000,213642000,-139712000,-139712000,73930000,-15865000,-19523000,58065000,58065000,-19727000,2285000,40623000,40623000,-19000,40604000,40604000,100534000,100534000,514916000,514916000,323213000,81113000,81113000,1019776000,670744000,2346184000,1312003000,755968000,278213000,3016928000,4036704000,513207000,316460000,29173000,167574000,16925000,530132000,1756985000,367725000,88806000,278919000,2124710000,2654842000,209774000,1474406000,-302859000,1381321000,541000,1381862000,4036704000,40623000,35316000,-26756000,89346000,138529000,-24750000,9500000,-18479000,-8491000,-398422000,-6657000,3910841.09933738,-2208430.97551214,316449000,-97121000,22929000,22929000,2683000,25612000,109246000,1773910000,193569000,0.27473,0.09507,0.05221,0.02938,0.01006,4.76724,1.92363,1.92121,0.43945,0.77669,0.76787,14.87509,26.42261,3.70269,0.16242,0.01393,0.05494,0.20912,15.3175,22.6346
"45","2021_Q2",65.7146031746032,"Up",725904000,-533540000,192364000,-144014000,-144014000,48350000,-9833000,-17702000,38517000,38517000,-10607000,1896000,29806000,29806000,-15000,29791000,29791000,81192000,81192000,504994000,504994000,388773000,101641000,101641000,1076600000,669444000,2367706000,1322160000,746996000,298550000,3037150000,4113750000,551922000,373604000,27793000,150525000,16323000,568245000,1741893000,361449000,89273000,272176000,2103342000,2671587000,221165000,1495655000,-275203000,1441617000,546000,1442163000,4113750000,29806000,35729000,-5371000,-24315000,35849000,-35020000,-5445000,-41991000,-8460000,-11022000,3818000,6398000,-2580000,458725727.625483,-15664000,-21806000,-21806000,2464000,-19342000,84079000,1758216000,35351000,0.265,0.06661,0.04104,0.02066,0.00724,1.18663,1.89461,1.85249,0.4274,0.56753,0.55852,13.82885,27.46356,0.67346,0.16117,0.01074,0.00992,0.28398,19.94581,34.68509
"46","2021_Q3",63.70609375,"Down",827873000,-610323000,217550000,-148409000,-148409000,69141000,-5533000,-17412000,63608000,63608000,-16660000,2176000,49124000,49124000,-22000,49102000,49102000,69597000,69597000,583270000,583270000,427835000,86242000,86242000,1166944000,681576000,2418407000,1330535000,732760000,355112000,3099983000,4266927000,624815000,433515000,28074000,163226000,26857000,651672000,1685553000,366490000,89145000,277345000,2052043000,2703715000,242742000,1535887000,-215997000,1562632000,580000,1563212000,4266927000,49124000,35896000,-3309000,-37728000,43983000,-14469000,0,-14469000,-8784000,-47643000,14175000,14223000,-48000,376501338.309103,-42252000,-12738000,-12738000,1143000,-11595000,105037000,1712410000,69500000,0.26278,0.08352,0.05931,0.03141,0.01151,1.41542,1.79069,1.72959,0.40132,0.93542,0.92056,15.77141,29.76896,1.32401,0.16734,0.01589,0.01908,0.17889,15.64033,23.76033
"47","2021_Q4",72.83171875,"Up",826830000,-632880000,193950000,-134497000,-134497000,59453000,-10726000,-16876000,48727000,48727000,-19095000,1998000,31630000,31630000,-14000,31616000,31616000,68134000,68134000,572855000,572855000,462635000,100834000,100834000,1204458000,675892000,2377922000,1313824000,710127000,353971000,3053814000,4258272000,682421000,485796000,32079000,164546000,27313000,709734000,1636694000,343988000,86954000,257034000,1980682000,2690416000,252730000,1558619000,-244060000,1567289000,567000,1567856000,4258272000,31630000,35997000,8345000,5330000,81302000,-24997000,0,-19197000,-8801000,-49489000,1392000,1432000,-40000.0000000002,195131279.838172,-56898000,5207000,5207000,-6670000,-1463000,95450000,1664007000,94878000,0.23457,0.0719,0.03824,0.02017,0.00742,3.00095,1.69706,1.71598,0.39077,0.59886,0.58447,15.66144,29.68688,1.79714,0.1667,0.0113,0.02653,0.27837,16.71947,26.8426
"48","2022_Q1",69.561935483871,"Down",897424000,-655966000,241458000,-165790000,-165790000,75668000,-9669000,-16626000,65999000,65999000,-16671000,1587000,50915000,50915000,-31000,50884000,50884000,61786000,61786000,614645000,614645000,448404000,96335000,96335000,1221170000,695367000,2357993000,1298845000,687075000,372073000,3053360000,4274530000,711867000,500321000,15943000,195603000,24983000,736850000,1591479000,348841000,71651000,277190000,1940320000,2677170000,266415000,1600601000,-270247000,1596769000,591000,1597360000,4274530000,50915000,35552000,12115000,-46399000,52183000,-24152000,5444999.99999999,-19003000,-8814000,-48346000,-22067000,-81780.2785855606,-2347556.16281343,39971000,-39256000,-6076000,-6076000,-272000.000000002,-6348000,111220000,1616462000,57340000,0.26906,0.08432,0.0567,0.03186,0.0119,1.12688,1.65728,1.676,0.37816,0.95704,0.9255,16.87902,30.03252,1.07847,0.16578,0.01676,0.01609,0.17322,13.97839,20.54602
"49","2022_Q2",66.3977419354839,"Down",856482000,-643589000,212893000,-155894000,-155894000,56999000,-10114000,-16256000,46885000,46885000,-10148000,1583000,38320000,38320000,-14000,38306000,38306000,63511000,63511000,616274000,616274000,547868000,120966000,120966000,1348619000,712795000,2580025000,1425936000,785389000,368700000,3292820000,4641439000,696070000,531428000,20570000,144072000,25866000,721936000,1888264000,385391000,71358000,314033000,2273655000,2995591000,274380000,1629943000,-259070000,1645253000,595000,1645848000,4641439000,38320000,35955000,-7886000,-84062000,-17673000,-48861000,-229314000,-274247000,-8881000,299896000,2177000,5754000,-3577000,-5400000,287792000,-4128000,-4128000,5853000,1725000,92954000,1914130000,-29821000,0.24857,0.06655,0.04472,0.02327,0.00825,-0.77849,1.86806,1.82009,0.4124,0.72047,0.69673,16.10898,30.94442,-0.56088,0.16704,0.01196,-0.00756,0.23184,19.90898,32.46757
"50","2022_Q3",63.30828125,"Down",993257000,-739737000,253520000,-166004000,-166004000,87516000,-17739000,-17739000,69777000,69777000,-23617000,1066000,47226000,47226000,-23000,47203000,47203000,68149000,68149000,644544000,644544000,543126000,153187000,153187000,1409006000,702455000,2509018000,1406369000,737551000,365098000,3211473000,4620479000,690116000,507103000,28180000,154833000,31867000,721983000,1903977000,379765000,69820000,309945000,2283742000,3005725000,285406000,1666969000,-338228000,1614147000,607000,1614754000,4620479000,47226000,36790000,3094000,-78568000,8542000,-18925000,0,-18925000,-10084000,38669000,2051000,2083000,-32000,-2e+05,30436000,20053000,20053000,-15415000,4638000,124306000,1935844000,50430000,0.25524,0.08811,0.04752,0.02923,0.01022,1.06836,1.95158,1.86141,0.41897,0.88235,0.85702,18.56659,30.17266,0.94267,0.1885,0.01458,0.01283,0.21363,15.02498,21.34118
