"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","investment_income_loss","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","trading_securities","investment_securities_held_to_maturity","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","intangible_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","gain_on_sale_of_securities_loans","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",20.3471428571429,"Down",1.456e+09,9.33e+08,1.086e+09,-1.53e+08,5.23e+08,0,3.2e+08,2.03e+08,-7.4e+07,1.382e+09,-9.86e+08,-9.86e+08,3.96e+08,3.96e+08,3.96e+08,-9.1e+07,3.05e+08,3.05e+08,3.05e+08,-1.5e+07,2.9e+08,2.205e+09,3.389e+10,6.89e+08,2.6e+07,1.644e+09,9.039e+10,-1.238e+09,9.1628e+10,2.754e+09,1.1e+07,2.419e+09,8.531e+09,1.402e+11,1.04156e+11,6.8794e+10,3.5362e+10,2.17e+09,1.55e+08,2.015e+09,1.3658e+10,3.759e+09,1.23743e+11,1.331e+09,4.854e+09,2.051e+09,2.803e+09,-3.448e+09,1.3625e+10,6.8e+07,1.643e+10,1.6457e+10,1.402e+11,3.05e+08,8.9e+07,7.4e+07,1.658e+09,1.592e+09,4.5e+07,2.1e+07,-1.596e+09,5.3e+08,-4.6e+07,-1.11e+08,3.89e+08,3.68e+08,1.081e+09,1.313e+09,-1.44e+08,-2.234e+09,-1.52e+09,-7.14e+08,-7.14e+08,0,3.35e+08,1.3e+07,-2.03e+09,-1.87e+08,-1.87e+08,-1.87e+08,4.85e+08,1.5828e+10,-1.066e+09,0.27198,0.19918,0.01762,0.00207,-3.67586,7.51917,0.1129,0.38787,0.38117,1.94739,20.19481,-1.42577,0.1926,0.0031,-0.0076,0.49655,28.08866,34.40152
"30","2017_Q3",21.9577777777778,"Up",1.503e+09,9.39e+08,1.106e+09,-1.67e+08,5.64e+08,3e+06,3.21e+08,2.4e+08,-5.2e+07,1.451e+09,-9.57e+08,-9.57e+08,4.94e+08,4.94e+08,4.94e+08,-1.27e+08,3.67e+08,3.67e+08,3.67e+08,-2.3e+07,3.44e+08,2.203e+09,3.4854e+10,8.42e+08,2.6e+07,2.163e+09,9.022e+10,-1.226e+09,9.1446e+10,2.76e+09,1.8e+07,2.423e+09,8.589e+09,1.41067e+11,1.0188e+11,6.6915e+10,3.4965e+10,5.506e+09,1.17e+08,5.389e+09,1.3456e+10,3.779e+09,1.24621e+11,1.331e+09,4.802e+09,2.051e+09,2.751e+09,-3.739e+09,1.3862e+10,1.63e+08,1.6419e+10,1.6446e+10,1.41067e+11,3.67e+08,8.1e+07,5.2e+07,1.575e+09,1.491e+09,2.4e+07,6e+07,-1.963e+09,1.12e+08,-4.7e+07,1.79e+08,5.3e+07,-1.8e+07,-6.48e+08,-4.63e+08,-1.29e+08,3.154e+09,3.374e+09,-2.2e+08,-9.17e+08,6.97e+08,-2.276e+09,-5.8e+07,3.49e+08,-1999999.99999994,-1999999.99999994,-1999999.99999994,5.75e+08,1.8962e+10,-1.308e+09,0.32868,0.22888,0.02092,0.00244,-3.80233,7.57759,0.13442,0.46399,0.45725,2.02724,20.35067,-1.76423,0.17399,0.00335,-0.00927,0.375,29.14609,33.9251
"31","2017_Q4",24.2780952380952,"Up",2.531e+09,9.7e+08,1.152e+09,-1.82e+08,1.561e+09,2e+06,3.19e+08,1.24e+09,-6.7e+07,2.464e+09,-9.75e+08,-9.75e+08,1.489e+09,1.489e+09,1.489e+09,-4.76e+08,1.013e+09,1.013e+09,1.013e+09,-1.4e+07,9.99e+08,2.205e+09,3.5653e+10,8.5e+08,2.5e+07,3.298e+09,9.0678e+10,-1.205e+09,9.1883e+10,2.681e+09,1.8e+07,2.423e+09,8.606e+09,1.42264e+11,1.01452e+11,6.6206e+10,3.5246e+10,5.806e+09,1.18e+08,5.688e+09,1.4039e+10,4.587e+09,1.25884e+11,1.331e+09,4.733e+09,2.051e+09,2.682e+09,-4.637e+09,1.4748e+10,1.85e+08,1.636e+10,1.638e+10,1.42264e+11,1.013e+09,8.5e+07,6.7e+07,5.14e+08,1.574e+09,2.6e+07,-1.086e+09,-1.093e+09,5.86e+08,-3.7e+07,1.725e+09,-5.28e+08,-5.41e+08,-1.096e+09,6.4e+07,-1.04e+08,8.83e+08,2.99e+08,5.84e+08,-1.63e+08,7.47e+08,-4.28e+08,-9e+06,-6.48e+08,2e+06,2e+06,2e+06,1.574e+09,1.9845e+10,9.2e+08,0.58831,0.39471,0.06099,0.00702,0.92092,7.68523,0.13949,1.38504,1.36236,3.50904,20.83656,1.27551,0.14419,0.00775,0.00647,0.1041,11.20712,11.84688
"32","2018_Q1",27.3185245901639,"Up",1.532e+09,9.56e+08,1.145e+09,-1.89e+08,5.76e+08,-1e+06,3.26e+08,2.51e+08,-6.8e+07,1.464e+09,-8.64e+08,-8.64e+08,6e+08,6e+08,6e+08,-1.05e+08,4.95e+08,4.95e+08,4.95e+08,-2.3e+07,4.72e+08,2.514e+09,3.5459e+10,4.92e+08,2.4e+07,3.192e+09,9.0774e+10,-1.196e+09,9.197e+10,2.649e+09,2.7e+07,2.445e+09,8.213e+09,1.42081e+11,1.03162e+11,6.7886e+10,3.5276e+10,4.186e+09,1.74e+08,4.012e+09,1.4904e+10,3.609e+09,1.25861e+11,1.331e+09,4.841e+09,2.051e+09,2.79e+09,-5.002e+09,1.4957e+10,7.3e+07,1.62e+10,1.622e+10,1.42081e+11,4.95e+08,8.6e+07,6.8e+07,1.546e+09,1.685e+09,2.3e+07,-1.62e+08,-1.943e+09,2.52e+08,-3e+07,-7.54e+08,-1.96e+08,-2.55e+08,4.94e+08,-4.86e+08,-1.28e+08,-8.05e+08,-1.676e+09,8.71e+08,-1.75e+08,1.046e+09,1.71e+09,3.9e+07,5.43e+08,3.09e+08,3.09e+08,3.09e+08,6.86e+08,1.909e+10,-1.182e+09,0.39164,0.30809,0.0291,0.00332,-2.50424,7.75962,0.13436,0.67159,0.6589,2.17983,21.15655,-1.68182,0.18213,0.00422,-0.00832,0.27119,24.16327,27.62667
"33","2018_Q2",26.69625,"Down",1.905e+09,9.96e+08,1.206e+09,-2.1e+08,9.09e+08,-2.4e+07,3.29e+08,6.04e+08,-2.3e+07,1.882e+09,-1.046e+09,-1.046e+09,8.36e+08,8.36e+08,8.36e+08,-1.32e+08,7.04e+08,7.04e+08,7.04e+08,-1.5e+07,6.89e+08,2.038e+09,3.4578e+10,5.71e+08,2.3e+07,2.165e+09,9.0832e+10,-1.138e+09,9.197e+10,2.591e+09,3e+07,2.462e+09,8.969e+09,1.415e+11,1.05461e+11,7.1395e+10,3.4066e+10,1.513e+09,1.78e+08,1.335e+09,1.48e+10,3.522e+09,1.25296e+11,1.331e+09,4.879e+09,2.051e+09,2.828e+09,-5.344e+09,1.5707e+10,-3.89e+08,1.6184e+10,1.6204e+10,1.415e+11,7.04e+08,9.3e+07,2.3e+07,6.94e+08,1.051e+09,4.5e+07,-4.02e+08,-1.249e+09,2.65e+08,-3e+07,-7.06e+08,-6.5e+07,-1.22e+08,9.64e+08,1.63e+08,-1.35e+08,-2.718e+09,-2.677e+09,-4.1e+07,-6.86e+08,6.45e+08,2.299e+09,-3.2e+07,-9.04e+08,-4.76e+08,-4.76e+08,-4.76e+08,9.29e+08,1.6313e+10,-2.18e+08,0.43885,0.36168,0.04252,0.00487,-0.3164,7.73241,0.11529,0.99881,0.97855,2.76159,21.53169,-0.31602,0.1957,0.00582,-0.00154,0.19594,15.36598,17.07536
"34","2018_Q3",24.8457142857143,"Down",1.763e+09,1.02e+09,1.268e+09,-2.48e+08,7.43e+08,-8e+06,3.3e+08,4.21e+08,-3.3e+07,1.73e+09,-1.037e+09,-1.037e+09,6.93e+08,6.93e+08,6.93e+08,-1.07e+08,5.86e+08,5.86e+08,5.86e+08,-2.3e+07,5.63e+08,2.052e+09,3.4371e+10,2.8e+08,1.9e+07,2.111e+09,9.0855e+10,-1.077e+09,9.1932e+10,2.521e+09,3e+07,2.462e+09,8.404e+09,1.40695e+11,1.04131e+11,7.1451e+10,3.268e+10,2.36e+09,5.97e+08,1.763e+09,1.4321e+10,3.631e+09,1.24443e+11,1.331e+09,4.884e+09,2.051e+09,2.833e+09,-5.574e+09,1.6143e+10,-5.52e+08,1.6232e+10,1.6252e+10,1.40695e+11,5.86e+08,1.33e+08,3.3e+07,1.317e+09,1.487e+09,3.5e+07,-2.05e+08,-1.041e+09,1.028e+09,-4e+07,3.6e+08,-85999999.9999999,-1.42e+08,87000000.0000001,3.21e+08,-1.26e+08,-3.3e+07,427999999.999999,-4.61e+08,-7.11e+08,2.5e+08,-1.33e+09,3.89e+08,-1.335e+09,1.4e+07,1.4e+07,1.4e+07,8.26e+08,1.6681e+10,-1.48e+08,0.39308,0.31934,0.03464,0.004,-0.26288,7.65709,0.11856,0.82389,0.80866,2.57996,21.80597,-0.21658,0.18439,0.0049,-0.00105,0.2238,17.71065,21.10967
"35","2018_Q4",22.4138095238095,"Down",1.606e+09,1.043e+09,1.316e+09,-2.73e+08,5.63e+08,-7e+06,3.35e+08,2.35e+08,-8.6e+07,1.52e+09,-1.007e+09,-1.007e+09,5.13e+08,5.13e+08,5.13e+08,-8.2e+07,4.31e+08,4.31e+08,4.31e+08,-1.4e+07,4.17e+08,2.1e+09,3.4024e+10,2.69e+08,1.8e+07,1.929e+09,9.2352e+10,-1.091e+09,9.3443e+10,2.442e+09,2.8e+07,2.462e+09,8.277e+09,1.41685e+11,1.04342e+11,7.2539e+10,3.1803e+10,3.43e+09,2.316e+09,1.114e+09,1.446e+10,3.603e+09,1.25835e+11,1.331e+09,4.907e+09,2.051e+09,2.856e+09,-6.073e+09,1.644e+10,-7.75e+08,1.583e+10,1.585e+10,1.41685e+11,4.31e+08,4.9e+07,8.6e+07,1.468e+09,1.45e+09,2.6e+07,-8e+06,-1.4e+09,6.34e+08,-3.5e+07,-5.2e+07,-1.52e+09,-1.618e+09,2.22e+08,-1.385e+09,-1.46e+08,-4.83e+08,-6.49e+08,1.66e+08,-1.377e+09,1.543e+09,2.11e+08,1.717e+09,7.99e+08,4.8e+07,4.8e+07,4.8e+07,5.62e+08,1.789e+10,-7.91e+08,0.31943,0.25965,0.02631,0.00294,-1.89688,7.93912,0.12627,0.6246,0.61421,2.40555,21.71731,-1.1848,0.21869,0.00397,-0.00558,0.35012,28.09609,30.77973
"36","2019_Q1",22.9027868852459,"Up",1.656e+09,1.081e+09,1.393e+09,-3.12e+08,5.75e+08,-3e+07,3.28e+08,2.77e+08,-6.5e+07,1.591e+09,-8.68e+08,-8.68e+08,7.23e+08,7.23e+08,7.23e+08,-2.51e+08,4.72e+08,4.72e+08,4.72e+08,-2.3e+07,4.49e+08,2.681e+09,3.5412e+10,2.87e+08,1.8e+07,2.277e+09,9.4162e+10,-1.103e+09,9.5265e+10,2.379e+09,4e+07,2.478e+09,8.917e+09,1.46069e+11,1.08835e+11,7.6719e+10,3.2116e+10,2.498e+09,1.925e+09,5.73e+08,1.4426e+10,4.06e+09,1.29819e+11,1.331e+09,4.924e+09,2.051e+09,2.873e+09,-6.471e+09,1.6578e+10,-1.12e+08,1.625e+10,1.625e+10,1.46069e+11,4.72e+08,8.5e+07,6.5e+07,1.368e+09,1.14e+09,2.1e+07,2.07e+08,-1.061e+09,9.29e+08,-3e+07,-9.08e+08,1.976e+09,1.882e+09,-4.235e+09,-3.24e+09,-1.58e+08,1.1e+09,1.21e+09,-1.1e+08,-1.1e+08,2.38418579101562e-07,4.493e+09,-2.143e+09,2.892e+09,5.81e+08,5.81e+08,5.81e+08,8.08e+08,1.6924e+10,-31999999.9999999,0.43659,0.27114,0.02763,0.00307,-0.07127,7.98886,0.11586,0.68802,0.67751,2.53756,22.86103,-0.0490299999999999,0.24211,0.00416,-0.000219999999999998,0.35189,17.62748,19.69986
"37","2019_Q2",23.7722222222222,"Up",2.183e+09,1.082e+09,1.433e+09,-3.51e+08,1.101e+09,1.9e+07,3.22e+08,7.6e+08,-9e+07,2.093e+09,-1.097e+09,-1.097e+09,9.96e+08,9.96e+08,9.96e+08,-2.21e+08,7.75e+08,7.75e+08,7.75e+08,-1.5e+07,7.6e+08,2.749e+09,3.9376e+10,3.25e+08,2.1e+07,3.982e+09,1.08727e+11,-1.115e+09,1.09842e+11,3e+09,2.18e+08,4.321e+09,9.462e+09,1.67853e+11,1.23664e+11,8.7701e+10,3.5963e+10,3.959e+09,2.63e+09,1.329e+09,1.5483e+10,4.903e+09,1.48009e+11,1.331e+09,5.495e+09,2.051e+09,3.444e+09,-4.772e+09,1.7184e+10,4.09e+08,1.9647e+10,1.9844e+10,1.67853e+11,7.75e+08,8.9e+07,9e+07,7.09e+08,1.18e+09,5.4e+07,-5.25e+08,-1.129e+09,5.34e+08,-5.5e+07,5.12e+08,-1.109e+09,-1.161e+09,-4.69e+08,-1.121e+09,-1.43e+08,6.94e+08,4.08e+08,2.86e+08,-1.504e+09,1.79e+09,3.39e+08,6.78e+08,6.55e+08,6.8e+07,6.8e+07,6.8e+07,1.085e+09,1.9442e+10,1.22e+08,0.45625,0.34814,0.0383,0.00453,0.16053,7.45863,0.11583,1.14967,1.13317,3.30229,27.70714,0.18455,0.21632,0.00538,0.00073,0.18816,15.38525,16.76004
"38","2019_Q3",23.99015625,"Up",1.905e+09,1.245e+09,1.636e+09,-3.91e+08,6.6e+08,1.1e+07,3.57e+08,2.92e+08,-8.5e+07,1.82e+09,-1.244e+09,-1.244e+09,5.76e+08,5.76e+08,5.76e+08,-1.23e+08,4.53e+08,4.53e+08,4.53e+08,-2.6e+07,4.27e+08,2.764e+09,3.9938e+10,3.22e+08,2.1e+07,3.842e+09,1.08168e+11,-1.115e+09,1.09283e+11,2.968e+09,2.15e+08,4.284e+09,1.0465e+10,1.68802e+11,1.25392e+11,8.9803e+10,3.5589e+10,1.136e+09,1.79e+08,9.57e+08,1.5784e+10,5.819e+09,1.48131e+11,1.331e+09,5.623e+09,2.051e+09,3.572e+09,-5.089e+09,1.7431e+10,1.178e+09,2.0474e+10,2.0671e+10,1.68802e+11,4.53e+08,1.09e+08,8.5e+07,1.796e+09,1.636e+09,3e+07,1.3e+08,-2.169e+09,2.74e+08,-5.2e+07,5.28e+08,3.07e+08,2.63e+08,169999999.999999,9.53e+08,-1.83e+08,-8.7e+07,-2.91e+08,2.04e+08,-1.099e+09,1.303e+09,1.731e+09,-2.473e+09,-1.212e+09,15000000.0000001,15000000.0000001,15000000.0000001,6.85e+08,1.692e+10,-1.413e+09,0.30236,0.22415,0.02066,0.00253,-3.30913,7.16613,0.10024,0.57822,0.57072,2.57963,25.92228,-1.9134,0.24781,0.00361,-0.00837,0.42857,20.66569,24.57639
"39","2019_Q4",25.8703125,"Up",1.982e+09,1.242e+09,1.625e+09,-3.83e+08,7.4e+08,5e+06,3.62e+08,3.73e+08,-1.35e+08,1.847e+09,-1.158e+09,-1.158e+09,6.89e+08,6.89e+08,6.89e+08,-1.39e+08,5.5e+08,5.5e+08,5.5e+08,-1.9e+07,5.31e+08,3.261e+09,4.1187e+10,2.97e+08,1.8e+07,3.694e+09,1.08266e+11,-1.143e+09,1.09409e+11,2.922e+09,2.01e+08,4.29e+09,1.0952e+10,1.71079e+11,1.25347e+11,8.9454e+10,3.5893e+10,4.922e+09,8.76e+08,4.046e+09,1.4474e+10,4.932e+09,1.49675e+11,1.77e+09,5.64e+09,2.051e+09,3.589e+09,-5.427e+09,1.7786e+10,1.635e+09,2.1404e+10,2.1404e+10,1.71079e+11,5.5e+08,9.1e+07,1.35e+08,-3.407e+09,2.51e+09,2.5e+07,-5.942e+09,2.268e+09,-3.63e+08,-3.8e+07,-9.593e+09,-2.99e+08,-4.24e+08,8.771e+09,-1.159e+09,-2.2e+08,6.41e+08,2.04e+09,-1.399e+09,-1.409e+09,1e+07,-4.3e+07,1.749e+09,2.019e+09,4.97e+08,4.97e+08,4.97e+08,7.8e+08,1.9396e+10,3.149e+09,0.34763,0.26791,0.02481,0.0031,5.93032,6.99285,0.11337,0.73039,0.7211,2.72623,27.00644,4.33143,0.30261,0.00439,0.01841,0.41431,20.6859,23.418
"40","2020_Q1",22.1858064516129,"Down",2.263e+09,1.228e+09,1.56e+09,-3.32e+08,1.035e+09,8e+06,3.71e+08,6.56e+08,-1.61e+08,2.102e+09,-1.161e+09,-1.161e+09,9.41e+08,9.41e+08,9.41e+08,-2.07e+08,7.34e+08,7.34e+08,7.34e+08,-3.3e+07,7.01e+08,3.278e+09,3.8856e+10,2.97e+08,1.7e+07,2.514e+09,1.08356e+11,-1.202e+09,1.09558e+11,2.843e+09,2.01e+08,4.252e+09,1.1583e+10,1.69369e+11,1.27062e+11,9.1094e+10,3.5968e+10,1.271e+09,2.6e+08,1.011e+09,1.497e+10,4.863e+09,1.48166e+11,1.77e+09,5.65e+09,2.051e+09,3.599e+09,-5.724e+09,1.8315e+10,1.192e+09,2.1203e+10,2.1203e+10,1.69369e+11,7.34e+08,1.83e+08,1.61e+08,-675000000.000001,2.831e+09,2.3e+07,-3.529e+09,9.76e+08,1.379e+09,-8e+06,7.906e+09,-4.7e+07,1.74e+08,-8.531e+09,5.3e+08,-2.07e+08,-3.088e+09,-3.651e+09,5.63e+08,-2e+08,7.63e+08,1.715e+09,-1.2e+07,-1.892e+09,1.7e+07,1.7e+07,1.7e+07,1.124e+09,1.6241e+10,2.299e+09,0.41582,0.30977,0.03306,0.00414,3.2796,6.98797,0.09589,0.98016,0.96687,3.1642,27.17184,3.21454,0.28943,0.00536,0.01357,0.29529,11.53292,13.77577
"41","2020_Q2",16.7657142857143,"Down",1.9e+09,1.229e+09,1.525e+09,-2.96e+08,6.71e+08,-2.1e+07,3.68e+08,3.24e+08,-6.4e+08,1.26e+09,-1.2e+09,-1.2e+09,6e+07,6e+07,6e+07,-1.4e+07,4.6e+07,4.6e+07,4.6e+07,-1.7e+07,2.9e+07,3.282e+09,4.5873e+10,4.33e+08,1.7e+07,6.778e+09,1.15689e+11,-2.348e+09,1.18037e+11,2.828e+09,1.84e+08,4.261e+09,1.3274e+10,1.85391e+11,1.35061e+11,9.5528e+10,3.9533e+10,6.167e+09,1.625e+09,4.542e+09,1.6282e+10,6.008e+09,1.63518e+11,1.77e+09,5.648e+09,2.051e+09,3.597e+09,-5.699e+09,1.7677e+10,2.477e+09,2.1873e+10,2.1873e+10,1.85391e+11,4.6e+07,1.18e+08,6.4e+08,3.429e+09,3.072e+09,5.3e+07,3.04e+08,-3.803e+09,4.3e+08,-6.8e+07,-1.2e+09,-8.521e+09,-8.521e+09,-4.392e+09,-1.4181e+10,-1.87e+08,5.976e+09,4.896e+09,1.08e+09,-1.8e+08,1.26e+09,7.999e+09,-3.3e+07,1.3755e+10,4e+06,4e+06,4e+06,1.78e+08,2.2449e+10,-3.679e+09,0.03158,0.01526,0.00133,0.00016,-126.86207,7.47579,0.12109,0.04064,0.04026,2.66272,28.17299,-5.15587,0.26207,0.00117,-0.01984,6.44828,107.67978,319.45
"42","2020_Q3",18.465625,"Up",1.85e+09,1.2e+09,1.403e+09,-2.03e+08,6.5e+08,2.1e+07,3.24e+08,3.05e+08,-4.85e+08,1.365e+09,-1.121e+09,-1.121e+09,2.44e+08,2.44e+08,2.44e+08,-4.7e+07,1.97e+08,1.97e+08,1.97e+08,-3.3e+07,1.64e+08,3.221e+09,6.7657e+10,5.26e+08,15999999.9999995,2.8516e+10,1.12357e+11,-2.696e+09,1.15053e+11,2.862e+09,1.71e+08,4.261e+09,1.2377e+10,2.02906e+11,1.56946e+11,1.07587e+11,4.9359e+10,1.547e+09,2.62e+08,1.285e+09,1.6327e+10,5.751e+09,1.80571e+11,1.77e+09,5.654e+09,2.051e+09,3.603e+09,-5.683e+09,1.7643e+10,2.951e+09,2.2335e+10,2.2335e+10,2.02906e+11,1.97e+08,1.13e+08,4.85e+08,3.127e+09,3.162e+09,-5.9e+07,24000000.0000002,-2.4e+09,1.522e+09,-5.3e+07,5.21e+08,2.973e+09,2.973e+09,-2.1951e+10,-1.851e+10,-2.3e+08,-4.72e+09,-4.701e+09,-1.9e+07,-1.27e+09,1.251e+09,2.1885e+10,-7999999.99999994,1.6927e+10,-6.1e+07,-6.1e+07,-6.1e+07,3.57e+08,1.7874e+10,-2.049e+09,0.13189,0.0886500000000001,0.00734000000000001,0.00081,-12.4939,8.08467,0.08809,0.22945,0.22855,2.58826,28.77163,-2.86667,0.32178,0.00194,-0.0101,1.40244,41.04482,60.05328
"43","2020_Q4",23.45859375,"Up",1.893e+09,1.171e+09,1.329e+09,-1.58e+08,7.22e+08,5.1e+07,3.69e+08,3.02e+08,1.5e+07,1.908e+09,-1.161e+09,-1.161e+09,7.47e+08,7.47e+08,7.47e+08,-1.67e+08,5.8e+08,5.8e+08,5.8e+08,-1.9e+07,5.61e+08,2.996e+09,6.9706e+10,7.04e+08,1.5e+07,3.1562e+10,1.08157e+11,-2.574e+09,1.10731e+11,2.908e+09,1.57e+08,4.261e+09,1.3811e+10,2.01996e+11,1.56683e+11,1.04787e+11,5.1896e+10,1.447e+09,2.51e+08,1.196e+09,1.5123e+10,5.792e+09,1.79045e+11,2.116e+09,5.675e+09,2.051e+09,3.624e+09,-5.681e+09,1.801e+10,2.831e+09,2.2951e+10,2.2951e+10,2.01996e+11,5.8e+08,1.27e+08,-1.5e+07,2.687e+09,2.915e+09,1.06e+08,-3.34e+08,-3.316e+09,6.3e+07,-9.8e+07,7.23e+08,3.546e+09,3.546e+09,-3.073e+09,1.098e+09,-2.12e+08,-1.255e+09,-6.9e+07,-1.186e+09,-1.204e+09,1.8e+07,-2.63e+08,-2e+06,-1.386e+09,-2.25e+08,-2.25e+08,-2.25e+08,8.74e+08,1.657e+10,-2.373e+09,0.39461,0.29635,0.02444,0.00278,-4.22995,7.80119,0.08203,0.7845,0.78037,2.64715,29.13542,-3.31838,0.29646,0.00383,-0.01175,0.3779,15.53089,18.17135
"44","2021_Q1",31.8283606557377,"Up",1.969e+09,1.182e+09,1.315e+09,-1.33e+08,7.87e+08,1.3e+07,3.7e+08,4.04e+08,1.3e+07,1.982e+09,-1.236e+09,-1.236e+09,7.46e+08,7.46e+08,7.46e+08,-1.42e+08,6.04e+08,6.04e+08,6.04e+08,-3.5e+07,5.69e+08,3.147e+09,7.1796e+10,5.71e+08,3.7513e+10,3.3712e+10,1.06329e+11,-2393924467.26139,1.06329e+11,2.865e+09,1.39e+08,4.258e+09,1.6146e+10,2.0468e+11,1.59081e+11,1.0137e+11,5.7711e+10,1.492e+09,3e+08,1.192e+09,1.4973e+10,6.023e+09,1.81569e+11,2.116e+09,5.686e+09,2.051e+09,3.635e+09,-5.676e+09,1.8384e+10,2.601e+09,2.3111e+10,2.3111e+10,2.0468e+11,6.04e+08,1.34e+08,-1.3e+07,-1.1399e+10,3.332e+09,2.3e+07,-1.4754e+10,9.03e+09,-1.644e+09,-5.3e+07,-3.1298e+10,1.708e+09,1.708e+09,2.9338e+10,-3.09e+08,-2.29e+08,-61000000.0000005,5.6e+07,-1.17e+08,-1.45e+08,2.8e+07,2.398e+09,-4e+06,2.104e+09,1.51e+08,1.51e+08,1.51e+08,8.8e+08,1.6465e+10,9.999e+09,0.37887,0.28898,0.02462,0.00278,17.57293,7.85639,0.08044,0.79526,0.78796,2.75197,29.34365,13.9751,0.32006,0.0039,0.04885,0.40246,15.13409,17.85255
"45","2021_Q2",37.8084126984127,"Up",1.925e+09,1.176e+09,1.302e+09,-1.26e+08,7.49e+08,1e+06,3.81e+08,3.67e+08,1.73e+08,2.098e+09,-1.215e+09,-1.215e+09,8.83e+08,8.83e+08,8.83e+08,-1.89e+08,6.94e+08,6.94e+08,6.94e+08,-2e+07,6.74e+08,3.122e+09,7.2835e+10,3.8323e+10,1e+07,3.4502e+10,1.06647e+11,-2.208e+09,1.08855e+11,2.79e+09,1.27e+08,4.259e+09,1.7119e+10,2.06899e+11,1.62393e+11,1.0103e+11,6.1363e+10,1.408e+09,3.02e+08,1.106e+09,1.4743e+10,5.76e+09,1.84304e+11,2.116e+09,5.643e+09,2.051e+09,3.592e+09,-5.819e+09,1.8863e+10,1.792e+09,2.2595e+10,2.2595e+10,2.06899e+11,6.94e+08,1.22e+08,-1.73e+08,3.331e+09,3.557e+09,5.5e+07,-2.81e+08,-4.34e+09,-3.66e+08,-4.8e+07,-2.07e+09,-2e+08,-2e+08,-4e+06,-2.322e+09,-2.15e+08,-1.88e+08,-8.2e+07,-1.06e+08,-1.31e+08,2.5e+07,3.312e+09,-6.6e+07,2.663e+09,-2.5e+07,-2.5e+07,-2.5e+07,1.005e+09,1.6151e+10,-3.194e+09,0.4587,0.35013,0.02983,0.00326,-4.73887,8.15685,0.07806,0.94341,0.93168,2.69445,28.6647,-4.47068,0.30094,0.0043,-0.01544,0.31899,12.96418,14.75538
