"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"37","2020_Q2",10.478253968254,"Down",26285000,-1129000,25156000,-21547000,-6160000,3609000,-7000,-7000,3602000,3602000,-369000,3233000,3233000,3233000,3233000,10774000,10774000,24730000,24730000,31140000,2024000,2018000,68668000,7580000,21200000,7166000,14034000,28780000,97448000,15090000,5952000,9138000,15090000,7936000,7676000,7936000,23026000,17332000,-17067000,74157000,74422000,74422000,97448000,3233000,364000,205000,-875000,2927000,-181000,-181000,2746000,2746000,2746000,3973000,0,3286000,0.95705,0.1373,0.123,0.04344,0.03318,1.01639,4.55056,0.3094,0,0.08748,0.08721,0.71125,2.0138,0.08892,0.03926,0.0399,-2.7118,-2.98531
"38","2020_Q3",12.04875,"Up",25829000,-1100000,24729000,-20735000,-6310000,3994000,9000,9000,4003000,4003000,-431000,3572000,3572000,3572000,3572000,11778000,11778000,23098000,23098000,34740000,1662000,1662000,71278000,8151000,21931000,7100000,14831000,30082000,101360000,15080000,6534000,8423000,15080000,7978000,7415000,7978000,23058000,17640000,-17067000,77729000,78302000,78302000,101360000,3572000,380000,650000,-2716000,1886000,-882000,-882000,1004000,1004000,1004000,4374000,5.82076609134674e-11,1207000,0.95741,0.15463,0.13829,0.04562,0.03524,0.33791,4.72666,0.29448,0,0.09666,0.09634,0.69891,2.11879,0.03266,0.0414,0.01399,-2.69273,-2.94892
"39","2020_Q4",13.47453125,"Up",26239000,-998000,25241000,-21196000,-6096000,4045000,-5000,-5000,4040000,4040000,-425000,3615000,3615000,3615000,3615000,11040000,11040000,23346000,23346000,34615000,1920000,1920000,70921000,8105000,22714000,7034000,15680000,30819000,101740000,13871000,5348000,8061000,13871000,8059000,7410000,8059000,21930000,17883000,-19417000,81344000,79810000,79810000,101740000,3615000,374000,457000,-2645000,1801000,-262000,-262000,-740000,-740000,-740000,4419000,0,1937000,0.96197,0.15416,0.13777,0.0453,0.03553,0.53582,5.1129,0.27478,1.73472347597681e-18,0.09785,0.09762,0.71024,2.1603,0.05243,0.04114,0.02204,-2.4983,-2.7293
"40","2021_Q1",15.4231147540984,"Up",23006000,-55288000,-32282000,32551000,-5104000,269000,-6000,-6000,263000,-1589000,-1036000,-2625000,-2625000,-2625000,-2625000,18248000,18248000,22932000,22932000,35231000,2049000,2049000,78460000,8088000,19290000,5116000,14174000,27378000,105838000,15620000,6547000,7925000,17414000,8413000,8301000,10523000,27937000,17978000,-19521000,79444000,77901000,77901000,105838000,-2625000,377000,1938000,4001000,3691000,-290000,-290000,7210000,7210000,7210000,646000,3904000,5393000,-1.4032,0.01169,-0.1141,-0.0337,-0.0248,-2.05448,4.50557,0.35862,0.03689,-0.07153,-0.0714,0.62693,2.12287,0.14696,-0.0291,0.05978,-22.20433,-53.32342
"41","2021_Q2",17.1385714285714,"Up",23173000,-12481000,10692000,-8038000,-6149000,2654000,-6000,-7079.7229885579,2648000,2648000,-329000,2319000,2319000,2319000,2319000,21870000,21870000,19206000,19206000,33528000,1945000,1945000,76549000,7914000,21565000,5010000,16555000,29479000,106028000,13421000,5094000,7466000,13855000,8379000,8357000,11849000,25704000,18082000,-19521000,81763000,80324000,80324000,106028000,2319000,427000,14000,1005000,3765000,-143000,-143000,3622000,3622000,3622000,3081000,3904000,4272000,0.4614,0.11453,0.10007,0.02887,0.02187,1.84217,5.52501,0.32,0.03682,0.0632,0.06304,0.63152,2.18902,0.11642,0.02504,0.04613,-5.83122,-6.7694
"42","2021_Q3",18.72328125,"Up",27205000,-15802000,11403000,-7734000,-5850000,3669000,-3000,-11241.4822343727,3666000,3666000,-469000,3197000,3197000,3197000,3197000,26796000,26796000,21223000,21223000,29383000,1860000,1860000,79262000,7842000,21189000,4903000,16286000,29031000,108293000,12395000,4402000,7387000,13479000,8389000,8359000,11209000,24688000,18166000,-19521000,84960000,83605000,83605000,108293000,3197000,428000,-38000.0000000002,1585000,5172000,-246000,-246000,4926000,4926000,4926000,4097000,3904000,5905000,0.41915,0.13486,0.11752,0.03824,0.02952,1.84704,5.88041,0.29529,0.03605,0.08713,0.08687,0.7414,2.27844,0.16093,0.03334,0.06158,-5.5875,-6.2393
"43","2021_Q4",23.595,"Up",28228000,-15318000,12910000,-7882000,-5980000,5028000,-44000,-12532.5003630011,4984000,4984000,-624000,4360000,4360000,4360000,4360000,34071000,28710000,22355000,22355000,27382000,1884000,1884000,85692000,7715000,21046000,4797000,16249000,28761000,114453000,13977000,5669000,7712000,15712000,8523000,8356000,10692000,26404000,18250000,-19521000,89320000,88049000,88049000,114453000,4360000,412000,263000,2459000,7494000,-177000,-5580000,1914000,1914000,1914000,5440000,3904000,8346000,0.45735,0.17812,0.15446,0.04952,0.03809,1.91422,5.45392,0.29988,0.03411,0.1188,0.1184,0.76916,2.39916,0.22741,0.04339,0.08306,-5.5454,-5.9998
"44","2022_Q1",20.7645161290323,"Down",35429000,-19686000,15743000,-9162000,-7217000,6581000,48000,-5000,6629000,6629000,-1092000,5537000,5537000,5537000,5537000,40219000,34806000,28081000,28081000,24933000,2408000,2408000,95641000,7836000,19074000,4691000,14383000,26910000,122551000,17864000,6095000,10060000,20250000,8395000,8015000,9913000,30163000,18597000,-19521000,93312000,92388000,92388000,122551000,5537000,430000,363000,226000,6556000,-441000,-460000,6096000,6096000,6096000,7011000,3904000,7888000,0.44435,0.18575,0.15628,0.05993,0.04518,1.4246,4.72301,0.32648,0.03186,0.15089,0.15038,0.96547,2.51766,0.21496,0.05289,0.07535,-5.17972,-5.51816
"45","2022_Q2",18.8093548387097,"Down",31051000,-17595000,13456000,-9277000,-7346000,4179000,17000,17000,4196000,8100000,-348000,7752000,7752000,7752000,7752000,43179000,37744000,31258502.1109034,31258502.1109034,52259000,2081000,1868000,97519000,8018000,19641000,4593000,15048000,27659000,125178000,15701000,6217000,9484000,15701000,8383000,8015000,8383000,24084000,18518000,-19521000,102097000,101094000,101094000,125178000,7752000,438000,-3797000,-930000,3463000,-522000,-541000,2938000,2938000,2938000,4617000,0,3513000,0.43335,0.13459,0.24965,0.07668,0.06193,0.45317,6.21101,0.23823,0,0.21123,0.2104,0.84608,2.7546,0.09572,0.07081,0.03209,-9.35218,-10.33238
"46","2022_Q3",26.71015625,"Up",33408000,-21965000,11443000,-10173000,-8195000,1270000,58000,57876.2958660728,1328000,1328000,-291000,1037000,1037000,1037000,1037000,47368000,41951000,23531000,23531000,29814000,2615000,2615000,103328000,7917000,20146000,4495000,15651000,28063000,131391000,19414000,10109000,9287000,19414000,8452000,8009000,8452000,27866000,20096000,-19521000,102950000,103525000,103525000,131391000,1037000,446000,1369000,1486000,4338000,-249000,-270000,4207000,4207000,4207000,1716000,0,3244000,0.34252,0.03801,0.03104,0.01002,0.00789,3.12825,5.32234,0.26917,0,0.02826,0.02815,0.9103,2.82084,0.08839,0.00926,0.02897,-27.60373,-37.29764
