"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",200.709841269841,"Up",101443000,-26282000,75161000,-28749000,-5724000,-6173000,-16852000,46412000,47797000,47797000,-9203000,38594000,38594000,38594000,38594000,446186000,210085000,236101000,62004000,62004000,18594000,526784000,54320000,54320000,65027000,62771000,119347000,646131000,63728000,19339000,44389000,3785000,67513000,67513000,336200000,-178776000,433227000,-12033000,578618000,578618000,646131000,38594000,6173000,3655000,19572000,67994000,-7786000,-2626000,-7572000,-15543000,-5065000,1016000,57000,-20551000,39871000,39871000,-472000,39399000,52585000,0,73574000,0.74092,0.45752,0.38045,0.0667,0.05973,1.90636,7.8027,0.11668,0,1.04446,1.02025,2.74534,15.65906,1.99112,0.42064,0.09356,0.12715,0.40273,-8.48504,-9.61359
"34","2019_Q1",220.095081967213,"Up",112444000,-27802000,84642000,-30677000,-6960000,-5848000,-17869000,53965000,56066000,56066000,-10235000,45831000,45831000,45831000,45831000,486427000,246322000,240105000,57535000,57535000,22468000,566430000,63010000,63010000,66099000,62675000,129109000,695539000,84851000,29366000,55485000,2810000,87661000,87661000,341982000,-184962000,463252000,-12394000,607878000,607878000,695539000,45831000,5848000,3212000,15214000,70105000,-12067000,-2520000,-13312000,-15539000,-4600000,1586000,-103000,-20242000,36551000,36551000,-314000,36237000,59813000,0,73195000,0.75275,0.47993,0.40759,0.0754,0.06589,1.59706,6.4616,0.14421,0,1.23945,1.21105,3.04092,16.43935,1.97947,0.42023,0.10096,0.12041,0.33905,-8.13246,-9.01375
"35","2019_Q2",281.486825396825,"Up",124491000,-32658000,91833000,-28644000,-5423000,-6082000,-17139000,63189000,65220000,65220000,-12698000,52522000,52522000,52522000,52522000,483411000,260953000,222458000,70946000,70946000,95409000,649766000,61047000,61047000,63996000,62579000,125043000,774809000,49273000,13717000,35556000,94390000,143663000,143663000,335547000,-190146000,496562000,-10817000,631146000,631146000,774809000,52522000,6082000,7922000,-27157000,39369000,-649000,-3199000,10562000,-19412000,-5012000,172000,-11803000,-36227000,13704000,13704000,943000,14647000,69271000,0,54163000,0.73767,0.50758,0.42189,0.08322,0.06779,1.03124,4.52285,0.22762,0,1.41787,1.3883,3.36072,17.0382,1.46217,0.52404,0.11397,0.08582,0.3696,-6.97855,-7.65024
"36","2019_Q3",349.08609375,"Up",125490000,-32623000,92867000,-31990000,-7467000,-6345000,-18178000,60877000,62909000,62909000,-14804000,48105000,48105000,48105000,48105000,518074000,286179000,231895000,66332000,66332000,99319000,683725000,64206000,64206000,64078000,62483000,128284000,812009000,56579000,17050000,39529000,93522000,150101000,150101000,341568000,-193632000,525430000,-11458000,661908000,661908000,812009000,48105000,6345000,7373000,7910000,69733000,-5465000,-4109000,-21298000,-18911000,-3136000,350000,-258000.000000004,-22305000,26130000,26130000,-922000,25208000,67222000,0,84471000,0.74004,0.48511,0.38334,0.07268,0.05924,1.75597,4.5551,0.22677,0,1.29842,1.26893,3.38714,17.86575,2.27998,0.51043,0.10125,0.12762,0.39312,-7.70691,-8.51018
"37","2019_Q4",358.25828125,"Up",131597000,-32681000,98916000,-32951000,-6268000,-6700000,-19983000,65965000,67338000,67338000,-13336000,54002000,54002000,54002000,54002000,556152000,320527000,235625000,72812000,72812000,93981000,722945000,66531000,66531000,65550000,62387000,132081000,855026000,64641000,16285000,48356000,95762000,160403000,160403000,343665000,-196402000,560164000,-12804000,694623000,694623000,855026000,54002000,6700000,9037000,-2047000,67692000,-2569000,-6533000,-4554000,-18910000,-2407000,363000,-6210000,-27527000,35611000,35611000,-1282000,34329000,72665000,0,81385000,0.75166,0.50127,0.41036,0.07774,0.06316,1.50707,4.50705,0.23092,0,1.45688,1.42122,3.55025,18.73966,2.19562,0.51016,0.10497,0.11716,0.35017,-7.65364,-8.43102
"38","2020_Q1",340.763064516129,"Down",129774000,-33117000,96657000,-35806000,-8097000,-7730000,-19979000,60851000,61957000,61957000,-11684000,50273000,50273000,50273000,50273000,500601000,270124000,230477000,62017000,62017000,92348915.4803689,562618000,71795000,71795000,320517000,60986000,392312000,954930000,86848000,22793000,64055000,97991000,184839000,184839000,342663000,-153388000,591086000,-10270000,770091000,770091000,954930000,50273000,7730000,8653000,22485000,89141000,-3609000,-8597000,-106761000,-18998000,-5494000,322000,-7549000,-32041000,-49661000,-49661000,2272000,-47389000,68581000,0,99141000,0.74481,0.4689,0.38739,0.06528,0.05265,1.97205,3.04383,0.24002,0,1.35241,1.32002,3.49108,20.71641,2.66702,0.51107,0.08995,0.12874,0.3779,-7.29941,-8.22667
"39","2020_Q2",456.443968253968,"Up",168978000,-41194000,127784000,-36695000,-5808000,-8067000,-22820000,91089000,91702000,91702000,-16886000,74816000,74816000,74816000,74816000,499428000,363811000,135617000,93572000,93572000,99940000,692940000,74926000,74926000,207737000,60285000,282663000,975603000,77469000,34764000,42705000,100251000,177720000,177720000,328177000,-158803000,643129000,-14620000,797883000,797883000,975603000,74816000,8067000,13092000,24394000,120369000,-4291000,-6778000,24557000,-23244000,-5335000,80000,-21243000,-49822000,95104000,95104000,-3360000,91744000,99156000,0,136145000,0.75622,0.53906,0.44276,0.09377,0.07669,1.81973,3.89905,0.22274,0,2.00563,1.96496,4.52988,21.38924,3.64971,0.62311,0.1229,0.17063,0.31068,-5.03679,-5.48286
"40","2020_Q3",484.9471875,"Up",184795000,-41636000,143159000,-39024000,-5063000,-8305000,-25656000,104135000,104403000,104403000,-20549000,83854000,83854000,83854000,83854000,535520000,404148000,131372000,99222000,99222000,119035000,753777000,78461000,78461000,206979000,59552000,285440000,1039217000,86964000,22624000,64340000,98769000,185733000,185733000,328092000,-164676000,704219000,-14151000,853484000,853484000,1039217000,83854000,8305000,9641000,3053000,104853000,-4973000,-6225000,-11626000,-22424000,-5214000,659000,-6535000,-34173000,59054000,59054000,-318000,58736000,112440000,0,131069000,0.77469,0.56352,0.45377,0.09825,0.08069,1.56306,4.05839,0.21762,0,2.24563,2.19772,4.94885,22.85648,3.51006,0.60052,0.12452,0.15357,0.26742,-4.76272,-5.14256
"41","2020_Q4",534.9025,"Up",164006000,-37583000,126423000,-38616000,-4615000,-9032000,-24969000,87807000,87965000,87965000,-20189000,67776000,67776000,67776000,67776000,341642000,310368000,31274000,462559000,462559000,102883000,907084000,82074000,82074000,256346000,58873000,338420000,1245504000,249165000,25297000,223868000,98800000,347965000,347965000,327768000,-168841000,749211000,-10599000,897539000,897539000,1245504000,67776000,9032000,10714000,-135875000,-48353000,-3758000,-8121000,90188000,-22436000,-4156000,9000,-6784000,-33376000,8459000,8459000,4109000,12568000,96839000,0,-22605000,0.77084,0.53539,0.41325,0.07551,0.05442,-0.33353,2.60683,0.38769,0,1.81292,1.77624,4.38695,24.008,-0.60465,0.60013,0.10051,-0.02519,0.33103,-3.52794,-3.89083
"42","2021_Q1",524.284426229508,"Down",171346000,-36472000,134874000,-43177000,-5151000,-10592000,-27434000,91697000,90289000,90289000,-17358000,72931000,72931000,72931000,72931000,488969000,460858000,28111000,359492000,359492000,50059000,898520000,85204000,85204000,347705000,95354000,432909000,1331429000,282756000,44354000,238402000,93612000,376368000,376368000,329865000,-169523000,799369000,-4650000,955061000,955061000,1331429000,72931000,10592000,8557000,135540000,227620000,-1988000,-9494000,-34252000,-22462000,2577000,3259000,-7856000,-27741000,165627000,165627000,5122000,170749000,102289000,0,253199000,0.78714,0.53516,0.42564,0.07636,0.05478,3.47176,2.38734,0.39408,0,1.94966,1.90974,4.58059,25.53161,6.76876,0.60048,0.09988,0.26511,0.30799,-4.78027,-5.33244
"43","2021_Q2",468.573174603175,"Down",195464000,-48088000,147376000,-43902000,-4436000,-11779000,-27687000,103474000,101801000,101801000,-21344000,80457000,80457000,80457000,80457000,415223000,390915000,24308000,564957000,564957000,137535000,1117715000,88655000,88655000,339499000,90945000,428154000,1545869000,464886000,80202000,384684000,92750000,557636000,557636000,310111000,-170043000,854747000,-6582000,988233000,988233000,1545869000,80457000,11779000,9605000,-1.25e+08,-23159000,-4257000,-8075000,-12332000,-25454000,-276000,244000,-27422000,-18850000,-54341000,-54341000,-1027000,-55368000,115253000,0,7340000,0.75398,0.52938,0.41162,0.08142,0.05205,0.09123,2.00438,0.56428,0,2.14724,2.10869,5.21655,26.37398,0.19589,0.67932,0.10717,0.00743,0.31637,-3.60271,-4.01282
"44","2021_Q3",452.39859375,"Down",176334000,-40732000,135602000,-48425000,-6408000,-13097000,-28920000,87177000,86053000,86053000,-18765000,67288000,67288000,67288000,67288000,449450000,413612000,35838000,562864000,562864000,50108000,1062422000,93108000,93108000,382393000,119989000,475501000,1537923000,424798000,65872000,358926000,91265000,516063000,516063000,313806000,-183479000,896977000,-5444000,1021860000,1021860000,1537923000,67288000,13097000,8745000,7595999.99999994,96726000,-5552000,-8384000,-31014000,-24784000,-9015000,4421000,-6860000,-73915000,-8203000,-8203000,764000,-7439000,100274000,0,121083000,0.76901,0.49439,0.38159,0.06585,0.04375,1.79947,2.05871,0.50502,0,1.79578,1.76354,4.706,27.27142,3.23147,0.66144,0.0901,0.11849,0.36833,-4.48222,-5.1556
"45","2021_Q4",389.5,"Down",162093000,-40878000,121215000,-47212000,-5202000,-13964000,-28046000,74003000,74494000,74494000,-16536000,57958000,57958000,57958000,57958000,468482000,432715000,35767000,619607000,619607000,50134000,1138223000,95575000,95575000,378120000,119797000,473695000,1611918000,466656000,69300000,397356000,89963000,556619000,556619000,323754000,-187715000,929853000,-10593000,1055299000,1055299000,1611918000,57958000,13964000,10009000,-19118000,62813000,-4758000,-8191000,-12949000,-24761000,-1953000,2283000,911000,-26849000,23015000,23015000,-4457000,18558000,87967000,0,80627000,0.74781,0.45655,0.35756,0.05492,0.03596,1.39113,2.04489,0.52745,0,1.54546,1.52065,4.32225,28.13981,2.14994,0.66026,0.07838,0.0764,0.42722,-5.32566,-6.33058
"46","2022_Q1",358.513064516129,"Down",165060000,-41218000,123842000,-51261000,-7514000,-14607000,-29140000,72581000,71575000,71575000,-19390000,52185000,52185000,52185000,52185000,542813000,506735000,36078000,472227000,472227000,77225000,1092265000,96061000,96061000,342126000,116377000,438187000,1530452000,400718000,71218000,329500000,88191890.3060843,400718000,489143000,330385000,-232712000,956966000,-13330000,1041309000,1041309000,1530452000,52185000,14607000,8406000,70513000,145711000,-2926000,-8473000,-11399000,-24793000,-44849000,148000,-519000,-70161000,64151000,64151000,-2385000,61766000,87188000,0,174165000,0.75028,0.43972,0.31616,0.05011,0.0341,3.33745,2.72577,0.46974,0,1.38753,1.37351,4.38873,27.68702,4.63082,0.65921,0.06814,0.15416,0.4751,-6.22578,-7.47872
"47","2022_Q2",271.185806451613,"Down",186057000,-47756000,138301000,-50197000,-5248000,-15174000,-29775000,88104000,90419000,90419000,-25650000,64769000,64769000,64769000,64769000,400442000,364567000,35875000,796647000,796647000,79496000,1276585000,95302000,95302000,335598000,111620000,430900000,1707485000,597553000,70297000,527256000,86391000,683944000,683944000,318242000,-271512000,995192000,-18381000,1023541000,1023541000,1707485000,64769000,15174000,7823000,-111496000,-23730000,-1396000,-9425000,-10821000,-27425000,-38750000,50000,-20292000,-86467000,-121018000,-121018000,-4356000,-125374000,103278000,0,16036000,0.74333,0.47353,0.34811,0.06328,0.03793,0.24759,1.86651,0.66821,0,1.72593,1.70239,4.95795,27.27479,0.42732,0.73081,0.09007,0.01567,0.42343,-3.87732,-4.54511
"48","2022_Q3",255.1421875,"Down",182229000,-45435000,136794000,-52006000,-7393000,-15240000,-29373000,84788000,89578000,89578000,-22656000,66922000,66922000,66922000,66922000,324841000,290544000,34297000,705292000,705292000,115324000,1145457000,93255000,93255000,328998000,105607000,422253000,1567710000,481353000,42797000,438556000,85555000,566908000,566908000,325170000,-320252000,1035723000,-39839000,1000802000,1000802000,1567710000,66922000,15240000,6546000,4928999.99999994,93637000,-1285000,-9136000,-44821000,-26102000,-48654000,85999.9999999999,-25825000,-100581000,-51765000,-51765000,-19538000,-71303000,100028000,0,126328000,0.75067,0.46528,0.36724,0.06687,0.04269,1.88769,2.02053,0.56645,0,1.78321,1.77946,4.85568,26.66743,3.36614,0.69552,0.09295,0.12623,0.39004,-3.2475,-3.83121
