"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",32.9053968253968,"Down",8357700000,-5972675000,2385025000,-1483648000,-1483648000,901377000,-9677000,-9677000,891700000,891700000,-338743000,552957000,552957000,552957000,552957000,2952062000,2449305000,305401000,305401000,3864454000,445864000,427428000,7567781000,4744690000,623144000,425622000,5367834000,12935615000,4656533000,2346548000,2309985000,4656533000,2229103000,1509175000,392651000,1116524000,3738278000,8394811000,636274000,4465260000,-560730000,4540804000,4540804000,12935615000,552957000,175645000,100816000,-174806000,654612000,-248347000,-2711999.99999999,-251059000,-200890000,-525899000,-842000,-727631000,-324078000,-324078000,103888000,-220190000,1077022000,2229103000,992612000,0.28537,0.10785,0.06616,0.12178,0.04275,1.7951,1.6252,1.84875,0.17232,0.43259,0.42602,6.53837,3.55235,0.77654,0.15716,5,0.09105,0.11989,0.3633,-0.67126,-0.80206
"31","2017_Q4",33.6431746031746,"Up",8762220000,-6150020000,2612200000,-1584219000,-1584219000,1027981000,-7981000,-7981000,1.02e+09,1.02e+09,-378564000,641436000,641436000,641436000,641436000,2875862000,2364244000,345866000,345866000,4725850000,442456000,422719000,8390034000,4858284000,629377000,433012000,5487661000,13877695000,5467981000,2986374000,2481607000,5467981000,2229855000,1534251000,374276000,1159975000,3764106000,9232087000,1264605000,3983922000,-602919000,4645608000,4645608000,13877695000,641436000,184294000,-11216000,11863000,826377000,-320667000,-25900000,-346567000,-197493000,-325919000,-711000,-524123000,-44313000,-44313000,-40748000,-85061000,1212275000,2229855000,1282035000,0.29812,0.11732,0.0732,0.13807,0.04622,1.9987,1.53439,1.98727,0.16068,0.50585,0.49938,6.91004,3.66361,1.01104,0.15575,7,0.09976,0.15245,0.30789,-0.53289,-0.62842
"32","2018_Q1",36.8408196721311,"Up",10960720000,-7849400000,3111320000,-1895601000,-1895601000,1215719000,-4089000,-4089000,1211630000,1112380000,-235104000,877276000,877276000,877276000,877276000,3264642000,2758477000,327166000,327166000,4187243000,706676000,706676000,8485727000,5006053000,566235000,466166000,5572288000,14058015000,5125537000,2488373000,2637164000,5125537000,2230607000,1553562000,233057000,1320505000,3784169000,8909706000,1256018000,4334150000,-441859000,5148309000,5148309000,14058015000,877276000,193533000,-40910000,66302000,1096201000,-230088000,16735000,-213353000,-197091000,-361110000,-139000,-561478000,321370000,321370000,72863000,394233000,1409252000,2230607000,1480570000,0.28386,0.11092,0.08004,0.1704,0.0624,1.68769,1.65558,1.73061,0.15867,0.69654,0.68709,8.70264,4.08768,1.17555,0.15649,9,0.12028,0.16575,0.22466,-0.73375,-0.85055
"33","2018_Q2",41.0746875,"Up",8688720000,-6178239000,2510481000,-1550775000,-1550775000,959706000,-4148000,-4148000,955558000,955558000,-239177000,716381000,716381000,716381000,716381000,3117008000,2681105000,368314000,368314000,4369893000,567060000,567060000,8422275000,5026092000,558757000,456965000,5584849000,14007124000,4976864000,2509089000,2467775000,4976864000,2231360000,1536492000,260649000,1275843000,3767852000,8744716000,625203000,5192735000,-555530000,5262408000,5262408000,14007124000,716381000,192295000,6495000,-190286000,724885000,-264943000,44451000,-220492000,-197296000,-310838000,-17873000,-526007000,-21614000,-21614000,-55758000,-77372000,1152001000,2231360000,935949000,0.28894,0.11045,0.08245,0.13613,0.05114,1.3065,1.69229,1.66173,0.1593,0.57163,0.56458,6.93309,4.1991,0.74683,0.15743,8,0.10118,0.10365,0.27541,-0.76879,-0.92283
"34","2018_Q3",48.271746031746,"Up",9331115000,-6635815000,2695300000,-1699714000,-1699714000,995586000,-3029000,-3029000,992557000,992557000,-252931000,739626000,739626000,739626000,739626000,2872717000,2872717000,356180000,356180000,4498523000,712552000,583348000,8439972000,5100454000,571002000,472888000,5671456000,14111428000,5137817000,2683285000,2454532000,5137817000,2232112000,1514426000,225073000,1289353000,3746538000,8884355000,620767000,5204704000,-598398000,5227073000,5227073000,14111428000,739626000,204020000,-10334000,-97532000,835780000,-308957000,431736000,149431000,-243578000,-515676000,-368000.000000004,-759622000,225589000,225589000,-33977000,191612000,1199606000,2232112000,1046048000,0.28885,0.1067,0.07926,0.1415,0.05241,1.41429,1.64272,1.69968,0.15818,0.59319,0.58426,7.48374,4.19222,0.83895,0.19535,9,0.10957,0.11657,0.32933,-0.53401,-0.64345
"35","2018_Q4",47.6463492063492,"Down",9825759000,-6983483000,2842276000,-1756448000,-1756448000,1085828000,-3188000,-3188000,1082640000,1046518000,-284265000,762253000,762253000,762253000,762253000,2711767000,2711767000,419790000,419790000,5543413000,642043000,544427000,9317013000,5165875000,542354000,445006000,5708229000,15025242000,6013825000,3340596000,2673229000,6013825000,2232864000,1521680000,236769000,1284911000,3754544000,9768369000,1233145000,4615575000,-591847000,5256873000,5256873000,15025242000,762253000,204912000,110883000,-160956000,917092000,-299063000,903000,-298159000,-241448000,-525270000,-3182000,-769900000,-150967000,-150967000,-9983000,-160950000,1290740000,2232864000,1114986000,0.28927,0.11051,0.07758,0.145,0.05073,1.46275,1.54927,1.85821,0.14861,0.61629,0.60614,7.94423,4.25024,0.90148,0.19521,8,0.11138,0.12373,0.31676,-0.37103,-0.44105
"36","2019_Q1",47.2154098360656,"Down",11127340000,-8033640000,3093700000,-1916627000,-1916627000,1177073000,1505000,1505000,1178578000,1178578000,-337040000,841538000,841538000,841538000,841538000,3030229000,3030229000,346298000,346298000,4579033000,513662000,513662000,8469222000,5255208000,601599000,497580000,5856807000,14326029000,5531374000,2644143000,2887231000,5531374000,2233616000,1512433000,158191000,1354242000,3746049000,9277423000,1217183000,4461744000,-630321000,5048606000,5048606000,14326029000,841538000,218428000,-54014000,604750000,1610702000,-252176000,-2155000,-254332000,-240274000,-799972000,-1706000,-1041952000,314418000,314418000,4044000,318462000,1395501000,2233616000,2085115000,0.27803,0.10578,0.07563,0.16669,0.05874,2.47774,1.53112,1.83762,0.15591,0.68546,0.67612,9.06361,4.11227,1.6984,0.19571,5,0.12301,0.23709,0.28552,-0.57084,-0.67677
"37","2019_Q2",50.5344444444444,"Up",9277585000,-6637885000,2639700000,-1702401000,-1702401000,937299000,-817000,-817000,936482000,936482000,-236304000,700178000,700178000,700178000,700178000,2235056000,2235056000,393276000,393276000,5057202000,381678000,381678000,8067212000,5018598000,9403254000,9300768000,14421852000,22489064000,5237776000,2578370000,2659406000,6581019000,2234368000,8541782000,167283000,8374499000,10776150000,17357169000,1212668000,4552509000,-633282000,5131895000,5131895000,22489064000,700178000,212201000,48005000,-811145000,149239000,-316909000,-9800000,-326709000,-238758000,59772000,-23305000,-599585000,-777055000,-777055000,-18118000,-795173000,1149500000,2234368000,257750000,0.28452,0.10103,0.07547,0.13644,0.03113,0.36812,1.22583,3.38221,0.09935,0.5765,0.56768,7.63882,4.22541,0.21222,0.19658,4,0.05902,0.0162,0.341,-6e-04,-0.00073
"38","2019_Q3",52.02,"Up",9781596000,-7026057000,2755539000,-1731335000,-1731335000,1024204000,-2897000,-2897000,1021307000,1021307000,-262345000,758962000,758962000,758962000,758962000,2186382000,2186382000,377057000,377057000,5087046000,618119000,618119000,8268604000,5041878000,9544497000,9442917000,14586375000,22854979000,5247020000,2607651000,2639369000,6600741000,2235121000,8716505000,196985000,8519520000,10951626000,17552367000,1208933000,4806504000,-712825000,5302612000,5302612000,22854979000,758962000,215633000,37684000,-262274000,750005000,-261109000,180000,-253510000,-278690000,42703000.0000001,8000,-538436000,-41940999.9999998,-41940999.9999998,-6733000,-48673999.9999999,1239837000,2235121000,978799000,0.28171,0.10471,0.07759,0.14313,0.03321,1.28965,1.25268,3.31014,0.0978,0.62697,0.61754,8.08046,4.38042,0.80857,0.23022,4,0.06384,0.06022,0.3672,0.0393099999999999,0.04759
"39","2019_Q4",56.70140625,"Up",10451334000,-7440033000,3011301000,-1885923000,-1885923000,1125378000,-3259000,-3259000,1122119000,1122119000,-293856000,828263000,828263000,828263000,828263000,2060176000,2060176000,442883000,442883000,6274778000,596778000,414376000,9374615000,5250971000,9663118000,9561321000,14914089000,24288704000,6274882000,3447443000,2827439000,7687144000,2235873000,8823155000,203515000,8619640000,11059028000,18746172000,1203184000,4976762000,-637414000,5542532000,5542532000,24288704000,828263000,219555000,46221000,-119755000,974284000,-414694000,-2842000,-417536000,-277644000,72810000,0,-695473000,-138725000,-138725000,12519000,-126206000,1344933000,2235873000,1104340000,0.28813,0.10768,0.07925,0.14944,0.0341,1.33332,1.21952,3.38224,0.09205,0.68658,0.67653,8.66346,4.59439,0.91542,0.23015,5,0.06661,0.06652,0.33521,0.13064,0.15612
"40","2020_Q1",55.3964516129032,"Down",12206462000,-8741805000,3464657000,-2135329000,-2135329000,1329328000,-3053000,-3053000,1326275000,1326275000,-341485000,984790000,984790000,984790000,984790000,3216752000,3216752000,386261000,386261000,4872592000,415017000,368048000,8890622000,5325048000,9929333000,9821655000,15254381000,24145003000,5739031000,2672557000,3066474000,7150247000,2236625000,8809919000,142170000,8667749000,11046544000,18196791000,1199100000,5422283000,-673171000,5948212000,5948212000,24145003000,984790000,219914000,2868000,985440000,2193012000,-230404000,-3656000,-464216000,-276470000,-1495171000,-126000.000000002,-581377000,1147419000,1147419000,9157000,1156576000,1549242000,2236625000,2645763000,0.28384,0.1089,0.08068,0.16556,0.04079,2.68663,1.2434,3.0592,0.09263,0.81982,0.80762,10.16166,4.95178,2.20255,0.23016,6,0.07421,0.15568,0.28074,-0.63265,-0.73731
"41","2020_Q2",48.4269841269841,"Down",4408888000,-4414465000,-5577000,-1313920000,-1313920000,-1319497000,-23351000,-23351000,-1342848000,-1342848000,455359000,-887489000,-887489000,-887489000,-887489000,4287835000,4287835000,172463000,172463000,4945720000,890230000,408587000,10296248000,5201697000,9917295000,9786084000,15118992000,25415240000,3270257000,1071190000,2199067000,4669547000,7192413000,8814062000,113229000,8700833000,16006475000,20676022000,1205981000,4330561000,-797324000,4739218000,4739218000,25415240000,-887489000,219460000,895000,-2493349000,-3160483000,-210525000,-10578000,-221103000,-278250000,-164056000,-21765000,4490509000,1108923000,1108923000,-37840000,1071083000,-1100037000,7192413000,-4259270000,-0.00126,-0.29928,-0.2013,-0.18726,-0.03492,4.79924,2.20498,4.36275,0.283,-0.74093,-0.74093,3.68079,3.95657,-3.55588,0.2323,2,-0.02937,-0.20531,-0.31353,-2.64044,-2.20128
"42","2020_Q3",51.9709375,"Up",6667575000,-5174490000,1493085000,-1527768000,-1527768000,-34683000,-57336000,-57336000,-92019000,-92019000,-122201000,-214220000,-214220000,-214220000,-214220000,6620411000,6620411000,444229000,444229000,3744062000,709245000,403621000,11517947000,5100411000,9950044000,9804313000,15050455000,26568402000,5306966000,2422140000,2884826000,7647251000,5445325000,8815257000,91770000,8723487000,14260582000,21907833000,1267593000,4115917000,-722941000,4660569000,4660569000,26568402000,-214220000,220065000,4217000,3347196000,3357258000,-99385000,1670000,-97715000,0,22088000,-77999.9999999963,-977990000,2281553000,2281553000,51023000,2332576000,185382000,6194534000,3555394000,0.22393,-0.00519999999999998,-0.03213,-0.0459599999999999,-0.00805999999999998,-16.59693,1.50616,4.70068,0.23315,-0.17872,-0.17872,5.56264,3.88823,2.9662,0,4,-0.01089,0.18075,0,-2.29729,12.27913
"43","2020_Q4",58.64546875,"Up",10117289000,-7062285000,3055004000,-1986128000,-1986128000,1068876000,-52884000,-52884000,1015992000,1015992000,-149336000,866656000,866656000,866656000,866656000,10581993000,10581993000,463732000,463732000,4997506000,610675000,425027000,16653906000,5004774000,9906820000,9753955000,14911594000,31565500000,9417594000,6142547000,3275047000,11817194000,5447208000,8734342000,78007000,8656335000,14181550000,25998744000,1327044000,4982573000,-742861000,5566756000,5566756000,31565500000,866656000,218972000,-20198000,3014555000,4079985000,-123694000,-1666000,-125360000,0,28189000,0,28189000,3982814000,3982814000,-21232000,3961582000,1287848000,6196654000,4328045000,0.30196,0.10565,0.08566,0.15568,0.02746,4.99396,1.40929,4.67036,0.19631,0.72224,0.72224,8.43143,4.63916,3.60685,0,6,0.04228,0.21115,0,-3.40517,-4.10276
"44","2021_Q1",64.676393442623,"Up",10943210000,-7882575000,3060635000,-2193101000,-2193101000,867534000,-47163000,-47163000,820371000,508138000,-182615000,325523000,325523000,325523000,325523000,10469570000,10469570000,461139000,461139000,4337389000,471239000,434977000,15739337000,5036096000,10038122000,9811933000,15074218000,30813555000,8376379000,4823397000,3552982000,10803668000,5332921000,8844282000,37164000,8807118000,14177203000,24980871000,1465213000,4973542000,-606071000,5832684000,5832684000,30813555000,325523000,212261000,238942000,-491597000,285129000,-134417000,-2000,-134419000,-6000,123468000,-7466000,-312446000,-161736000,-161736000,49313000,-112423000,1079795000,6082605000,636396000,0.27968,0.07928,0.02975,0.05581,0.01056,1.955,1.45685,4.28291,0.1974,0.27052,0.25786,9.09423,4.84718,0.52887,-1.38777878078145e-17,3,0.01568,0.03066,1.99999999999922e-05,-4.06278,-5.05682
"45","2021_Q2",66.1244444444444,"Up",10086661000,-7255635000,2831026000,-2064992000,-2064992000,766034000,-44688000,-44688000,721346000,721346000,-187416000,533930000,533930000,533930000,533930000,8775485000,8775485000,621177000,621177000,5114643000,504744000,440533000,15016049000,5067824000,10217561000,9982472000,15285385000,30301434000,8256387000,4433295000,3823092000,9906961000,5334864000,8920395000,33930000,8886465000,14255259000,24162220000,1527862000,5192536000,-581184000,6139214000,6139214000,30301434000,533930000,215379000,35286000,-1217322000,-432727000,-225293000,388000,-224905000,-315215000,36539000,-24426000,-1053102000,-1710734000,-1710734000,16649000,-1694085000,981413000,5334864000,-273786000,0.28067,0.07595,0.05293,0.08697,0.01762,-0.51278,1.51571,3.93572,0.17606,0.44497,0.43956,8.40606,5.11632,-0.22817,0.2627,5,0.04164,-0.01342,0.59037,-3.50578,-4.49147
"46","2021_Q3",67.9715625,"Up",12077063000,-8528130000,3548933000,-2223692000,-2223692000,1325241000,-28661000,-28661000,1296580000,1054332000,-268651000,785681000,785681000,785681000,785681000,7106016000,7106016000,615634000,615634000,5086631000,580749000,459046000,13389030000,5107346000,10287070000,10061615000,15394416000,28783446000,8429455000,4413316000,4016139000,10042058000,3352892000,8982112000,3451000,8978661000,12335004000,22377062000,1320584000,5663492000,-577692000,6406384000,6406384000,28783446000,785681000,215182000,282307000,96436000,1379606000,-219651000,1795000,-217856000,-313644000,-271128000,-52000,-2810342000,-1648592000,-1648592000,-20877000,-1669469000,1540423000,3352892000,1685859000,0.29386,0.10973,0.06506,0.12264,0.0273,2.14573,1.3333,3.49293,0.11649,0.65188,0.64347,10.0204,5.31541,1.39877,0.26023,7,0.05866,0.08995,0.3992,-2.43642,-2.83203
"47","2021_Q4",67.79046875,"Down",12531890000,-8835532000,3696358000,-2296649000,-2296649000,1399709000,-20674000,-20674000,1379035000,1379035000,-356035000,1.023e+09,1.023e+09,1.023e+09,1.023e+09,6791596000,6791596000,615119000,615119000,6633328000,536067000,449377000,14576110000,5165250000,10329626000,10037439000,15494876000,30070986000,9722253000,5443007000,4279246000,11328733000,3353866000,8943613000,69053000,8874560000,12297479000,23626212000,1194261000,5831720000,-581207000,6444774000,6444774000,30070986000,1.023e+09,217049000,37471000,-277466000,1000054000,-270598000,-2266000,-272864000,-312672000,-712417000,0,-1025089000,-297899000,-297899000,-16521000,-314420000,1616758000,3353866000,1424729000,0.29496,0.11169,0.08163,0.15873,0.03402,1.3927,1.28665,3.66595,0.11153,0.84879,0.83783,10.39778,5.34726,1.18211,0.25943,5,0.07127,0.07602,0.30564,-2.12631,-2.45603
"48","2022_Q1",65.666935483871,"Down",13854368000,-10094515000,3759853000,-2495905000,-2495905000,1263948000,-21053000,-21053000,1242895000,1242895000,-302691000,940204000,940204000,940204000,940204000,6226765000,6226765000,517623000,517623000,5961573000,552636000,438099000,13258597000,5270827000,9932034000,9650401000,15202861000,28461458000,8891579000,4465427000,4426152000,10468140000,3354841000,8635485000,44175000,8591310000,11990326000,22458466000,1181189000,5508953000,-687150000,6002992000,6002992000,28461458000,940204000,220392000,40383000,-90427000,1110552000,-329252000,-1509000,-330761000,-310302000,-999853000,-1070000,-1311225000,-531434000,-531434000,-33397000,-564831000,1484340000,3354841000,1367352000,0.27138,0.09123,0.06786,0.15662,0.03303,1.45431,1.26657,3.74121,0.11787,0.78045,0.77402,11.50028,4.98298,1.13502,0.25758,7,0.0695,0.07599,0.33004,-1.93482,-2.27219
"49","2022_Q2",59.6320967741935,"Down",11406474000,-8223213000,3183261000,-2094582000,-2094582000,1088679000,-18785000,-18785000,1069894000,852275000,-264802000,587473000,587473000,587473000,587473000,4295068000,4295068000,576300000,576300000,6989788000,619066000,565351000,12480222000,5289164000,9940518000,9666183000,15229682000,27709904000,8442937000,4370563000,4072374000,10018519000,3355815000,8740130000,54063000,8686067000,12095945000,22114464000,1172711000,5163713000,-740984000,5595440000,5595440000,27709904000,587473000,219605000,260339000,-1701893000,-634476000,-314351000,-10121000,-324472000,-309485000,-589146000,-32459000,-931090000,-1890038000,-1890038000,-41659000,-1931697000,1308284000,3355815000,-443158000,0.27907,0.09544,0.0515,0.10499,0.0212,-0.75435,1.24572,3.95223,0.12111,0.50022,0.49398,9.71232,4.76437,-0.37734,0.26352,5,0.0507,-0.02505,0.52681,-0.71793,-0.86275
"50","2022_Q3",62.20015625,"Up",11843008000,-8571550000,3271458000,-2174861000,-2174861000,1096597000,-11007000,-11007000,1085590000,1085590000,-276250000,809340000,809340000,809340000,809340000,3531212000,3531212000,555691000,555691000,7083260000,664602000,552480000,11834765000,5389735000,9866106000,9597735000,15255841000,27090606000,8075965000,4085478000,3990487000,10147119000,2857143000,8689695000,67030000,8622665000,11546838000,21693957000,1161887000,5002903000,-768141000,5396649000,5396649000,27090606000,809340000,218128000,46565000,-433320000,640713000,-379144000,233000,-378911000,-345728000,-668074000,5000,-1013797000,-751995000,-751995000,-11861000,-763856000,1314725000,3356789000,778511000,0.27624,0.09259,0.06834,0.14997,0.02988,0.96191,1.16632,4.01989,0.12391,0.69297,0.68696,10.14024,4.62073,0.66658,0.29602,5,0.06622,0.04463,0.42717,-0.13267,-0.15906
