"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",33.1441935483871,"Up",125179000,-74946000,50233000,-25605000,-25605000,24628000,1351000,1351000,25979000,25979000,-8187000,17792000,17792000,17841000,17841000,186658000,119145000,67513000,42964000,42964000,57531000,12147000,5702000,3681000,299300000,180905000,511827000,-330922000,164665000,275231000,175024000,73237000,326000,26644000,620801000,920101000,62193000,10320000,5573000,46300000,63561000,7730000,137272000,11615000,11615000,46060000,79597000,145002000,208563000,689769000,-1992000,43833000,-20246000,711364000,711538000,920101000,17792000,4976000,785000,27965000,51518000,-3023000,-13877000,-717000,-17617000,-5572000,-2800000,-2800000,-8217000,25684000,25684000,24906000,29604000,8066000,62733000,0.40129,0.19674,0.14252,0.02507,0.01939,3.51623,4.70886,0.29312,0.00877,0.26384,0.26384,1.85121,10.52,0.92773,0.0824,7,0.02732,0.07321,0.31231,-6.0327,-7.25158
"29","2017_Q2",32.1852380952381,"Down",104455000,-65804000,38651000,-26725000,-26725000,11926000,2228000,2228000,14154000,14154000,-4143000,10011000,10011000,10051000,10051000,145557000,78555000,67002000,38665000,38665000,67781000,8007000,4022000,3985000,260010000,180762000,516836000,-336074000,195312000,274647000,175024000,73237000,360800.433955157,26386000,650721000,910731000,56615000,12093000,162000,42337000,57261000,7697000,138974000,11726000,11726000,44330000,82918000,146671000,203932000,724546000,-1992000,3405000,-19294000,706665000,706799000,910731000,10011000,4714000,363000,-3226000,11862000,-4845000,-25468000,-2149000,-32462000,-11128000,-9985000,-9985000,-21359000,-41959000,-41959000,-40583000,16640000,7830000,12712000,0.37003,0.11417,0.09622,0.01422,0.01104,1.26475,4.54079,0.28853,0.0086,0.14895,0.14895,1.54797,10.47244,0.18839,0.16491,8,0.02481,0.01489,1.10715,-8.27686,-11.54847
"30","2017_Q3",32.7536507936508,"Up",105796000,-65632000,40164000,-26555000,-26555000,13609000,2713000,2713000,16322000,16322000,-4472000,11850000,11850000,11895000,11895000,129744000,57804000,71940000,31254000,31254000,94586000,12232000,5207000,7025000,267816000,178790000,518661000,-339871000,196308000,274343000,175024000,73237000,377362.249969273,26082000,649441000,917257000,63777000,13819000,5692000,44266000,64624000,7500000,141611000,11832000,11832000,44257000,85522000,149111000,213735000,714391000,-1992000,9615000,-18581000,703433000,703522000,917257000,11850000,4624000,874000,-20831000,-3483000,-2582000,-4169000,-423000,-7174000,-153999.999999998,-10155000,-10155000,-10304000,-20961000,-20961000,-20725000,18233000,7834000,-708000,0.37964,0.12863,0.11243,0.01691,0.01297,-0.0595199999999996,4.14422,0.30381,0.00854,0.1772,0.1772,1.57607,10.47924,-0.01055,0.00228999999999996,7,0.01413,-0.000830000000000004,0.0129499999999998,-6.68623,-8.95804
"31","2017_Q4",32.5595238095238,"Down",183015000,-115210000,67805000,-33222000,-33222000,34583000,4370000,4370000,38953000,38953000,-12066000,26887000,26887000,26933000,26933000,123784000,49512000,74272000,95341000,95341000,68040000,9294000,2489000,6805000,296459000,178049000,522858000,-344809000,193991000,274337000,175024000,73237000,392742.940998753,26076000,646377000,942836000,77892000,14037000,5667000,50552000,78809000,7500000,142004000,11941000,11941000,44316000,85747000,149504000,228313000,704504000,-1992000,30890000,-18921000,714481000,714523000,942836000,26887000,5026000,756000,-22628000,10041000,-4272000,-970000,2729000,-2513000,-5683000,-9887000,-9887000,-15492000,-7964000,-7964000,-8307000,39609000,7904000,24775000,0.37049,0.18896,0.14716,0.03769,0.02857,0.91988,3.76174,0.31953,0.00838,0.4031,0.4031,2.73911,10.69334,0.3708,0.08506,5,0.03773,0.02866,0.21101,-2.9256,-3.35078
"32","2018_Q1",30.0314754098361,"Down",126023000,-80250000,45773000,-34475000,-34475000,11298000,3834000,3834000,15132000,15132000,16774000,31906000,31906000,31985000,31985000,137920000,96314000,41606000,47354000,47354000,54827000,30819000,12014000,5831000,270920000,178972000,526984000,-348012000,190510000,290544000,175024000,73237000,424000,41859000,660026000,930946000,62745000,11928000,5660000,45157000,63788000,7500000,125854000,12894000,12894000,41457000,71503000,133354000,197142000,700398000,-1992000,57225000,-21791000,733840000,733804000,930946000,31906000,4627000,427000,-12407000,24553000,-4974000,20653000,17127000,32806000,-5656000,-4106000,-4106000,-9726000,47633000,47633000,46784000,15925000,7940000,-18230000,0.36321,0.08965,0.2538,0.04359,0.03436,-0.56995,4.24719,0.26866,0.00853,0.47964,0.47964,1.8898,11.0044,-0.27337,0.08482,5,0.04339,-0.02101,0.17683,-8.16201,-11.50469
"33","2018_Q2",26.21015625,"Down",101800000,-66101000,35699000,-25857000,-25857000,9842000,521000,521000,10363000,10363000,-2262000,8101000,8101000,8125000,8125000,110188000,49867000,60321000,42039000,42039000,67994000,27608000,9077000,8274000,247829000,181739000,534336000,-352597000,195911000,289491000,175024000,73237000,457000,40773000,667141000,914970000,52883000,15100000,161000,37622000,53911000,7500000,127099000,12992000,12992000,41431000,72676000,134599000,188510000,747889000,-1992000,2306000,-21683000,726520000,726460000,914970000,8101000,4578000,41000,-3053000,9667000,-7722000,-22391000,-3019000,-33132000,-11282000,-12498000,-12498000,-23800000,-47265000,-47265000,-46436000,14420000,7925000,5907000,0.35068,0.09668,0.07981,0.01118,0.00888,0.72702,4.597,0.25949,0.00866,0.11886,0.11886,1.48922,10.62816,0.08641,0.16504,5,0.02253,0.00686,1.38855,-7.09175,-10.39047
"34","2018_Q3",26.6185714285714,"Up",106809000,-67689000,39120000,-28752000,-28752000,10368000,3363000,3363000,13731000,13731000,-3261000,10470000,10470000,10489000,10489000,103545000,38334000,65211000,37222000,37222000,91577000,27821000,7132000,6816000,260165000,182775000,538927000,-356152000,192181000,288594000,175024000,73237000,421000,39912000,663550000,923715000,60291000,16700000,5783000,37808000,61314000,7500000,128870000,13062000,13062000,41241000,74567000,136370000,197684000,744583000,-1992000,7019999.99999999,-23501000,726110000,726031000,923715000,10470000,4576000,375000,-18693000,-3272000,-3940000,-294000.000000007,273999.999999998,-3960000,-152999.999999998,-3305000,-3305000,-3429000,-10661000,-10661000,-11554000,14944000,7920000,-4428000,0.36626,0.09707,0.0982,0.01445,0.01136,-0.422159999999999,4.24316,0.27228,0.00857,0.154,0.154,1.56814,10.66055,-0.06501,0.00225,4,0.01233,-0.00513,0.0145899999999999,-6.39889,-9.22309
"35","2018_Q4",29.154126984127,"Up",182303000,-115457000,66846000,-36620000,-36620000,30226000,2987000,2987000,33213000,33213000,-7134000,26079000,26079000,26104000,26104000,132706000,64333000,68373000,93616000,93616000,63320000,12634000,6439000,6195000,302276000,182098000,543177000,-361079000,188393000,287997000,175024000,73237000,445000,39291000,658488000,960764000,73717000,18637000,5777000,45787000,74510000,7500000,132018000,13167000,13167000,41382000,77469000,139518000,214028000,743737000,-1992000,27356000,-22261000,746840000,746736000,960764000,26079000,4779000,492000,3235000,34585000,-5150000,2966000,-245000,-2429000,-5773000,-847000,-847000,-6871000,25285000,25285000,25996000,35005000,7690000,40224000,0.36668,0.1658,0.14319,0.03496,0.02717,1.54091,4.05685,0.28662,0.008,0.38345,0.38345,2.67794,10.97071,0.59087,0.0848,5,0.03596,0.04538,0.22115,-3.57138,-4.13604
"36","2019_Q1",31.9616393442623,"Up",128008000,-81500000,46508000,-26462000,-26462000,20046000,-4147000,-4147000,15899000,15899000,-3744000,12155000,12155000,12175000,12175000,186039000,110899000,75140000,49777000,49777000,54524000,13706000,10377000,3329000,304046000,186101000,547951000,-361850000,170409000,286805000,175024000,73237000,522000,38022000,643315000,947361000,60438000,11817000,5772000,42849000,72889000,7873000,116102000,12549220.374562,12549220.0679529,43941000,72161000,123975000,196864000,741069000,-1992000,33767000,-22222000,750622000,750497000,947361000,12155000,4736000,4036000,39022000,59949000,-10800000,5944000,-133000,-4989000,-5770000,-2667000,-2667000,-8253000,46707000,46707000,46561000,24782000,7873000,56748000,0.36332,0.1566,0.09511,0.01622,0.01285,4.66103,4.17136,0.26231,0.00831,0.17915,0.17915,1.88354,11.04485,0.83501,0.0849,5,0.02052,0.06489,0.47392,-7.18933,-8.88786
"37","2019_Q2",34.9346031746032,"Up",101977000,-65111000,36866000,-31108000,-31108000,5758000,6017000,6017000,11775000,11775000,-2864000,8911000,8911000,8955000,8955000,159656000,77670000,81986000,43868000,43868000,65679000,10773000,7111000,3662000,279976000,187008000,553609000,-366601000,187218000,286302000,175024000,73237000,530000,37511000,660528000,940504000,50998000,13520000,176000,37302000,53049000,7500000,135295000,11954000,11954000,44553000,78788000,142795000,195844000,764879000,-1992000,2459000,-20518000,744828000,744660000,940504000,8911000,4666000,502000,-3523000,10556000,-4683000,-15540000,-1998000,-22221000,-11530000,-10519000,-10519000,-21652000,-33317000,-33317000,-33237000,10424000,7500000,5082000,0.36151,0.05646,0.08781,0.01203,0.00952,0.5675,5.27769,0.263,0.00797,0.12814,0.12814,1.45924,10.65812,0.07272,0.16499,7,0.02308,0.00573,1.28755,-14.5967,-26.42515
"38","2019_Q3",33.67046875,"Down",106952000,-66221000,40731000,-28216000,-28216000,12515000,3053000,3053000,15568000,15568000,-4024000,11544000,11544000,11556000,11556000,140560000,57857000,82703000,36824000,36824000,92344000,11361000,7752000,3609000,281089000,186730000,557349000,-370619000,195359000,285346000,175024000,73237000,536000,36549000,667435000,948524000,58304000,14326000,5901000,38077000,60287000,7500000,138112000,12030000,12030000,45001000,81081000,145612000,205899000,756212000,-1992000,8121000,-19537000,742804000,742625000,948524000,11544000,4668000,585000,-16332000,465000,-5262000,-5898000,-281000,-11441000,-168999.999999998,-8667000,-8667000,-8916000,-19892000,-19892000,-19808000,17183000,7500000,-387000,0.38083,0.11702,0.10805,0.01556,0.01218,-0.0334899999999999,4.66251,0.27726,0.00791,0.16612,0.16612,1.53743,10.67779,-0.00556000000000001,0.00243000000000002,6,0.0132,-0.000440000000000002,0.0146199999999999,-7.7437,-10.63204
"39","2019_Q4",31.64015625,"Down",182724000,-113108000,69616000,-33578000,-33578000,36038000,1846000,1846000,37884000,37884000,-8038000,29846000,29846000,29854000,29854000,164166000,87400000,76766000,88241000,88241000,70410000,9489000,5504000,3985000,332306000,186742000,561666000,-374924000,178808000,284236000,175024000,73237000,522000,35453000,649786000,982092000,7.5e+07,18020000,5876000,44982000,77409000,7500000,139043000,12129000,12129000,44867000,82047000,146543000,223952000,748166000,-1992000,32107000,-19952000,758329000,758140000,982092000,29846000,4778000,168000,-9637000,25155000,-4206000,23019000,-194000,18619000,-5893000,-8046000,-8046000,-13827000,29947000,29947000,29527000,40816000,7500000,35011000,0.38099,0.19723,0.16338,0.03938,0.0304,1.17274,4.29286,0.2954,0.00764,0.43061,0.43061,2.63558,10.93799,0.50499,0.085,6,0.03951,0.0387,0.19739,-3.83835,-4.34724
"40","2020_Q1",31.3533870967742,"Down",135460000,-85657000,49803000,-34900000,-34900000,14903000,5274000,5274000,20177000,20177000,-5639000,14538000,14538000,14555000,14555000,239404000,138960000,100444000,45044000,45044000,59088000,9794000,5996000,3798000,353330000,188455000,567215000,-378760000,153031000,283048000,175024000,73237000,689000,34098000,624534000,977864000,60192000,12720000,5861000,41611000,79544000,7500000,131171000,13145000,13145000,47295000,70731000,138671000,218215000,741282000,-1992000,40809000,-20245000,759854000,759649000,977864000,14538000,4667000,3236000,41604000,64045000,-6107000,3668000,2473000,34000.0000000075,-5868000,-6884000,-6884000,-12792000,51287000,51287000,51571000,19570000,7500000,60706000,0.36766,0.11002,0.10745,0.01916,0.01488,4.1708,4.44194,0.28726,0.00767,0.21074,0.21074,1.96129,11.00174,0.87895,0.08496,8,0.02273,0.06758,0.40316,-11.84997,-15.56089
"41","2020_Q2",32.4449206349206,"Up",103761000,-66745000,37016000,-16272000,-16272000,20744000,-5494000,-5494000,15250000,15250000,-3274000,11976000,11976000,11982000,11982000,216577000,139067000,77510000,36006000,36006000,71657000,10050000,6231000,3819000,334290000,185958000,567808000,-381850000,153287000,282392000,175024000,73237000,534000,33597000,621637000,955927000,57993000,15991000,160000,38424000,77186000,7500000,119720000,13206000,13206000,45755000,60759000,127220000,204406000,776066000,-1992000,3197000,-25539000,751732000,751521000,955927000,11976000,4647000,-796000,-1246000,14581000,-3737000,11618000,380000,8261000,-11703000,-8809000,-8809000,-20464000,2378000,2378000,1e+05,25391000,7500000,23682000,0.35674,0.19992,0.11548,0.01594,0.01253,1.97646,4.33097,0.27199,0.00785,0.16888,0.16888,1.4625,10.59558,0.3338,0.16495,5,0.02695,0.02695,0.97672,-8.2343,-10.07891
"42","2020_Q3",29.25515625,"Down",80641000,-50589000,30052000,-29559000,-29559000,493000.000000004,9727000,9727000,10220000,10220000,-2838000,7382000,7382000,7388000,7388000,186385000,106289000,80096000,30010000,30010000,94854000,11460000,6341000,5119000,322709000,184221000,570895000,-386674000,186057000,281514000,175024000,73237000,561000,32692000,651792000,974501000,64528000,12935000,6005000,40235000,84192000,7500000,130418000,13247000,13247000,47174000,69997000,137918000,222110000,771916000,-1992000,4588000,-21904000,752608000,752391000,974501000,7382000,4572000,785000,-16440000,-3701000.00000001,-2673000,-22859000,-4.65661287307739e-10,-25532000,-150000,-4150000,-4150000,-4234000,-33467000,-33467000,-32771000,5065000,7500000,-11210000,0.37266,0.00611,0.09162,0.00982,0.00758,-1.51733,3.83301,0.29521,0.0077,0.10443,0.10443,1.13983,10.63783,-0.15845,0.00211999999999998,2,0.00847,-0.01259,0.0203,-35.31787,-362.8499
"43","2020_Q4",28.29859375,"Down",157797000,-99400000,58397000,-32868000,-32868000,25529000,5863000,5863000,31392000,31392000,-6729000,24663000,24663000,24673000,24673000,166529000,108264000,58265000,67377000,67377000,71181000,9705000,5720000,3985000,314792000,184918000,576250000,-391332000,201698000,280627000,175024000,73237000,580000,31786000,667243000,982035000,75595000,15880000,5970000,47051000,78074000,7500000,135723000,13312000,13312000,47382000,75029000,143223000,221297000,761370000,-1992000,23299000,-21712000,760965000,760738000,982035000,24663000,4558000,657000,-16670000,13208000,-5015000,10549000,-380000,5154000,-5997000,-10546000,-10546000,-16509000,1853000,1853000,1992000,30087000,7500000,15131000,0.37008,0.16178,0.15636,0.03243,0.02512,0.61326,4.03197,0.2909,0.00764,0.3502,0.3502,2.23974,10.80098,0.21477,0.08512,2,0.03393,0.01674,0.24306,-5.28564,-6.22935
"44","2021_Q1",30.314262295082,"Up",128864000,-83968000,44896000,-33418000,-33418000,11478000,7922000,7922000,19400000,19400000,-4447000,14953000,14953000,14952000,14952000,208931000,166841000,42090000,41209000,41209000,59579000,11153000,6844000,4309000,320872000,187328000,583332000,-396004000,220020000,256338000,175024000,73237000,1038000,7039000,663686000,984558000,67865000,13025000,5948000,45099000,70021000,7500000,143937000,12943000,12943000,47900000,83094000,151437000,221458000,752822000,-1992000,32312000,-19815000,763327000,763100000,984558000,14953000,4407000,479000,30783000,50622000,-6545000,4636000,23527000,21618000,-5960000,-8550000,-8550000,-14639000,57601000,57601000,58595000,15885000,7500000,44570000,0.3484,0.08907,0.11603,0.01959,0.01519,2.98087,4.58251,0.29021,0.00762,0.21329,0.21329,1.83826,10.88895,0.6358,0.08502,6,0.02287,0.04874,0.39861,-12.68058,-17.54931
"45","2021_Q2",31.1655555555556,"Up",103229000,-66010000,37219000,-26809000,-26809000,10410000,3816000,3816000,14226000,14226000,-3463000,10763000,10763000,10767000,10767000,178687000,136291000,42396000,34620000,34620000,68277000,10748000,7166000,3582000,292332000,187573000,587139000,-399566000,243749000,255337000,175024000,73237000,1005000,6071000,686659000,978991000,63821000,14275000,168000,43421000,65941000,7500000,146964000,12947000,12947000,47636000,86381000,154464000,220405000,779264000,-1992000,3121000,-21577000,758816000,758586000,978991000,10763000,4365000,913000,-704000,15337000,-3787000,-22741000,29655508.4679078,-26528000,-11874000,-7423000,-7423000,-19123000,-30314000,-30314000,-30566000,14775000,7500000,13747000,0.36055,0.10084,0.1043,0.01419,0.011,1.27677,4.43324,0.29055,0.00766,0.15406,0.15406,1.47707,10.85767,0.1967,0.1699,7,0.0248,0.01506,1.10281,-11.58626,-16.44448
"46","2021_Q3",31.24546875,"Up",115458000,-76176000,39282000,-32378000,-32378000,6904000,6244000,6244000,13148000,13148000,-3356000,9792000,9792000,9794000,9794000,139201000,96617000,42584000,36133000,36133000,88284000,13848000,9794000,4054000,277466000,198208000,602204000,-403996000,264693000,254591000,175024000,73237000,1045000,5285000,717492000,994958000,73251000,20317000,6077000,46389000,75599000,7500000,159273000,12956000,12956000,47664000,98653000,166773000,242372000,769506000,-1992000,6846000,-21541000,752819000,752586000,994958000,9792000,4392000,1109000,-19852000,-4559000,-8540000,-16992000,17381005.3886686,-25532000,-160000,-9758000,-9758000,-9907000,-39998000,-39998000,-39671000,11296000,7500000,-13740000,0.34023,0.0598,0.08483,0.01301,0.00984,-1.4029,3.67023,0.32205,0.00754,0.14014,0.14141,1.65205,10.77186,-0.1966,0.00229000000000001,5,0.01083,-0.01495,0.0163400000000002,-11.65908,-19.07604
"47","2021_Q4",32.17921875,"Up",184165000,-118778000,65387000,-35743000,-35743000,29644000,1750000,1750000,31394000,31394000,-6675000,24719000,24719000,24733000,24733000,115701000,76210000,39491000,80877000,80877000,71835000,9491000,5706000,3785000,277904000,198709000,606474000,-407765000,280326000,258502000,175024000,73237000,1010000,9231000,737537000,1015441000,92035000,24512000,6042000,57597000,94637000,7500000,156788000,12971000,12860056.1932686,45441000,98376000,164288000,258925000,756503000,-1992000,25546000,-23295000,756762000,756516000,1015441000,24719000,4036000,-821000,-6559000,21375000,-10603000,-14343000,2514000,-22432000,-6066000,-13003000,-13003000,-19082000,-20139000,-20139000,-20416000,33680000,7500000,23193000,0.35505,0.16096,0.1343,0.03269,0.02436,0.93774,2.93653,0.34226,0.00739,0.35548,0.3571,2.64698,10.87685,0.33335,0.08719,5,0.03345,0.02519,0.24526,-3.21262,-3.65001
"48","2022_Q1",33.2735483870968,"Up",167924000,-110571000,57353000,-37178000,-37178000,20175000,6786000,6786000,26961000,26961000,-6927000,20034000,20034000,20032000,20032000,145808000,105840000,39968000,54921000,54921000,55505000,12067000,7761000,4306000,268301000,201487000,613983000,-412496000,291175000,257655000,175024000,73237000,1372000,8022000,750317000,1018618000,77341000,14969000,6042000,53896000,79968000,7500000,162353000,12619000,12725208.4866255,45461000,104273000,169853000,249821000,756502000,-1992000,39545000,-25013000,769042000,768797000,1018618000,20034000,4777000,1373000,26961000,53145000,-8496000,-8911000,0,-17407000,-6036000,0,0,-6034000,29704000,29704000,29623000,24952000,7500000,50344000,0.34154,0.12014,0.11929,0.02606,0.01967,2.51318,3.3551,0.32495,0.00736,0.29321,0.29321,2.45794,11.25666,0.7369,0.08835,7,0.02777,0.05363,0.30132,-5.54296,-6.85542
"49","2022_Q2",33.7698387096774,"Up",140637000,-92729000,47908000,-27073000,-27073000,20835000,-5016000,-5016000,15819000,15819000,-3800000,12019000,12019000,12027000,12027000,145527000,86800000,58727000,51954000,51954000,67719000,10461000,5947000,4514000,275661000,210133000,626972000,-416839000,276780000,250280000,175024000,73237000,1417000,602000,737193000,1012854000,77531000,21676000,171000,51134000,80259000,7500000,155589000,12617000,12617000,44225000,98747000,163089000,243348000,797814000,-1992000,2904000,-28967000,769759000,769506000,1012854000,12019000,4216000,1542000,-970000,16807000,-5948000,-17156000,21324506.9282882,-23104000,-12075000,-1152000,-1152000,-13065000,-19362000,-19362000,-19049000,25051000,7500000,21933000,0.34065,0.14815,0.08552,0.01563,0.01187,1.82365,3.43464,0.31624,0.0074,0.17417,0.17417,2.03668,11.14749,0.31763,0.17487,7,0.02584,0.02352,1.00399,-5.50984,-6.62477
"50","2022_Q3",34.96359375,"Up",143440000,-95788000,47652000,-20674000,-20674000,26978000,-11137000,-11137000,15841000,15841000,-3860000,11981000,11981000,11989000,11989000,123090000,46628000,76462000,44706000,44706000,101088000,11873000,7213000,4660000,280757000,212130000,632128000,-419998000,258075000,250152000,175024000,73237000,1397000,494000,720357000,1001114000,79838000,21618000,6210000,52010000,82474000,7500000,142125000,12601000,12601000,43051000,86473000,149625000,232099000,793944000,-1992000,8692000,-31368000,769276000,769015000,1001114000,11981000,4235000,1017000,-33423000,-16190000,-4246000,-15489000,77108020.7848646,-19735000,-162000,-3871000,-3871000,-4031000,-39956000,-39956000,-40194000,31213000,7500000,-2596000,0.33221,0.18808,0.08358,0.01559,0.01198,-0.21653,3.40419,0.30181,0.00749,0.17389,0.17389,2.0805,11.15782,-0.0376500000000001,0.00234999999999999,5,0.01323,-0.00283,0.01351,-3.70326,-4.2846
