"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q3",60.4674603174603,"Up",201116000,-67627000,133489000,-133484000,-34089000,-19185000,-80210000,5000,-5430000,-5425000,-5425000,-566000.000000002,-5991000,-5991000,-5526000,-5526000,134032000,134032000,64164000,64164000,22721000,22721000,220917000,40397000,893862000,313743000,526955000,53164000,934259000,1155176000,130670000,21133000,109537000,26446000,25739000,707000,157116000,45061000,34978000,496922000,654038000,624669000,-61437000,-62059000,500434000,501138000,1155176000,-5991000,19185000,15120000,13393000,41707000,-10604000,-20366000,-4962000,137000,67189000,88530000,88530000,88067000,19190000,451861000,22545000,0.66374,1.99999999999966e-05,-0.02748,-0.01103,-0.00478,-4.0798,1.40608,1.30511,0.39116,-0.12241,-0.11716,4.45494,11.08516,0.4994,-0.00554,0.02259,16.56222,63565.8
"33","2018_Q4",53.587619047619,"Down",203156000,-64964000,138192000,-134797000,-34810000,-19563000,-80424000,3395000,-6118000,-2723000,-2723000,5234000,2511000,2511000,2954000,2954000,153542000,153542000,64635000,64635000,23965000,23965000,242142000,44713000,896160000,318267000,519923000,57970000,940873000,1183015000,144941000,20577000,124364000,25142000,24423000,719000,170083000,44936000,35710000,501017000,671100000,637932000,-64926000,-59105000,512054000,511915000,1183015000,2511000,19563000,12463000,7823000,42360000,-14508000,-21122000,-829000,2660000,-1323000,19915000,19915000,19440000,22958000,456081000,11039000,0.68023,0.01671,0.01454,0.00577,0.0025,3.73697,1.42367,1.31096,0.38552,0.06516,0.06219,4.48109,11.29456,0.24349,0.00292,0.0109,13.17793,89.11311
"34","2019_Q1",57.563606557377,"Up",210080000,-67875000,142205000,-130702000,-38356000,-19332000,-73014000,11503000,-6525000,4978000,4978000,-5490000,-512000,-512000,223000.000000002,223000.000000002,289345000,289345000,68004000,68004000,23557000,23557000,380906000,44991000,887850000,305241000,519102000,63507000,932841000,1313747000,152865000,19567000,133298000,24720000,23988000,732000,343296000,43124000,35574000,337849000,681145000,761434000,-67858000,-58882000,633700000,632602000,1313747000,-512000,19332000,11836000,3415000,34071000,-9893000,-12021000,140690000,122806000,113318000,135368000,135368000,135823000,30835000,460436000,29847000,0.67691,0.05476,0.00106,0.000349999999999999,0.00017,133.84305,1.10956,1.07674,0.35048,0.00486999999999999,0.00466999999999999,4.58608,13.83376,0.65156,2e-04,0.02627,5.5486,14.8736000000006
"35","2019_Q2",68.6549206349206,"Up",199666000,-61645000,138021000,-146758000,-40524000,-19517000,-86717000,-8737000,-5763000,-14500000,-14500000,-3768000,-18268000,-18268000,-18185000,-18185000,245735000,245735000,66365000,66365000,36916000,36916000,349016000,46794000,974781000,296813000,540524000,137444000,1021575000,1370591000,126592000,25135000,101457000,44692000,31639000,13053000,338726000,112935000,105546000,410327000,749053000,778235000,-77677000,-77067000,622719000,621538000,1370591000,-18268000,19517000,20807000,-34631000,-12575000,-12432000,-24493000,-6654000,3165000,-6654000,-43722000,-43722000,-43610000,10780000,464834000,-32515000,0.69126,-0.04376,-0.09108,-0.02926,-0.01327,1.78801,1.03038,1.20516,0.33915,-0.37699,-0.37699,4.13925,12.9095,-0.67406,-0.01516,-0.02711,20.32458,-25.07714
"36","2019_Q3",63.1415625,"Down",224445000,-72080000,152365000,-172622000,-42421000,-26915000,-103286000,-20257000,-7512000,-27769000,-27769000,28382000,613000,613000,893000,893000,77717000,77717000,71632000,71632000,40046000,40046000,189395000,51016000,1571929000,509159000,908686000,154084000,1622945000,1812340000,133773000,15165000,118608000,50519000,37601000,12918000,353474000,159998000,122047000,605076000,958550000,1015905000,-83820000,-76174000,855251000,853790000,1812340000,613000,26915000,-10623000,-1939000.00000001,14966000,-11966000,-323476000,-4391000.00000001,1751999.99999999,140438000,-168072000,-168072000,-168018000,6658000,614260000,-35629000,0.67885,-0.09025,0.00398000000000003,0.00105,0.000489999999999999,-39.8981,0.53581,1.1227,0.33893,0.01757,0.01757,4.41679,16.83025,-0.70113,0.000550000000000002,-0.02188,80.58621,-26.4867900000005
"37","2019_Q4",65.004375,"Up",236080000,-71870000,164210000,-164338000,-42016000,-26735000,-95587000,-128000,-9813000,-9941000,-9941000,6977000,-2964000,-2964000,-3080000,-3080000,71632000,71632000,64402000,64402000,30976000,30976000,167010000,53565000,1566561000,489918000,907995000,168648000,1620126000,1787136000,146401000,13231000,133170000,48950000,35989000,12961000,366317000,157116000,128897000,559901000,926218000,1031190000,-87555000,-79254000,862263000,860918000,1787136000,-2964000,26735000,15964000,19719000,59454000,-15349000,-16549000,18074000,2112000,-48722000,-5817000,-5817000,-6161000,26607000,573751000,2.4e+07,0.69557,-0.00054,-0.01305,-0.00358,-0.00172,-7.79221,0.45592,1.07585,0.32104,-0.05902,-0.05902,4.5235,16.5217,0.45986,-0.00193,0.01508,18.87169,-3922.80469
"38","2020_Q1",71.6462903225806,"Up",239936000,-456770000,-216834000,229883000,-27603000,-28104000,285590000,13049000,-8934000,4115000,4115000,-697999.999999996,3417000,3417000,3590000,3590000,82505000,82505000,67815000,67815000,32183000,32183000,182503000,53756000,1565625000,505589000,879850000,180186000,1619381000,1801884000,155221000,17277000,137944000,48569000,34753000,13816000,203790000,165005000,129770000,730518000,934308000,1037472000,-90965000,-75664000,869094000,867576000,1801884000,3417000,28104000,7196000,8164000,46881000,19900000,-11190000,3563000,3563000,-24597000,11094000,11094000,10873000,41153000,565513000,69915000,-0.90372,0.05439,0.01496,0.00414,0.00199,19.47493,0.89554,1.07692,0.31385,0.06837,0.06837,4.56948,16.55152,1.3315,0.00225,0.04375,11.73688,37.01494
"39","2020_Q2",65.3419047619048,"Down",246539000,-74933000,171606000,-179223000,-41110000,-27683000,-110430000,-7617000,-1537000,-9154000,-9154000,1964000,-7190000,-7190000,-7336000,-7336000,68601000,68601000,81133000,81133000,37699000,37699000,187433000,53190000,1589835000,489840000,906501000,193494000,1643025000,1830458000,146436000,14294000,132142000,56482000,40177000,16305000,202918000,165081000,132124000,763343000,966261000,1054647000,-100164000,-84141000,865569000,864197000,1830458000,-7190000,27683000,18286000,-29791000,8988000,-2160000,-45689000,3408000,3408000,24211000,-12490000,-12490000,-13986000,20066000,598262000,-13849000,0.69606,-0.0309,-0.02976,-0.00849,-0.00401,1.88781,0.92369,1.1181,0.32684,-0.13837,-0.13837,4.65023,16.3264,-0.26122,-0.00451,-0.00851,26.39594,-69.53669
"40","2020_Q3",79.85671875,"Up",235313000,-68849000,166464000,-162456000,-38448000,-28443000,-95565000,4007999.99999999,-8173000,-4165000,-4165000,-1306000,-5471000,-5471000,-4924000,-4924000,92244000,92244000,74871000,74871000,38665000,38665000,205780000,49752000,1575873000,471091000,906499000,198283000,1625625000,1831405000,150895000,16132000,134763000,58390000,42861000,15529000,209285000,162352000,130015000,748383000,957668000,1071839000,-103781000,-89065000,875795000,873737000,1831405000,-5471000,28443000,17373000,15690000,56035000,-2169000,-17225000,3275000,3275000,-15341000,23469000,23469000,23623000,32451000,586031000,47278000,0.70742,0.01703,-0.02093,-0.00564,-0.00269,-9.60154,0.98325,1.09606,0.31999,-0.09193,-0.09193,4.39337,16.35137,0.88269,-0.00304,0.02915,15.21639,123.20035
"41","2020_Q4",80.5903125,"Up",252559000,-78545000,174014000,-162358000,-38979000,-28951000,-94428000,11656000,-8836000,2820000,2820000,-497000,2323000,2323000,1910000,1910000,362918000,362918000,76328000,76328000,41966000,41966000,481212000,48983000,1571066000,452583000,906697000,211786000,1620049000,2101261000,170899000,29609000,141290000,55421000,40037000,15384000,226320000,171656000,133261000,921574000,1147894000,1150535000,-107248000,-87155000,954673000,953367000,2101261000,2323000,28951000,26003000,9379000,66656000,-4495000,-20299000,1370000,1370000,223984000,270341000,270341000,270674000,40607000,749918000,45988000,0.689,0.04615,0.00756,0.002,0.00091,24.07749,2.12625,1.20404,0.35689,0.03549,0.03549,4.69311,17.73996,0.85456,0.00102,0.02453,9.53038,33.20178
"42","2021_Q1",77.7568852459016,"Down",263819000,-482572000,-218753000,230147000,-41692000,-28584000,300423000,11394000,-8940000,2454000,2454000,5240000,7694000,7694000,7240000,7240000,384565000,384565000,80064000,80064000,40570000,40570000,505199000,47969000,1591122000,435041000,906773000,249308000,1639091000,2144290000,176551000,18003000,158548000,59818000,34918000,24900000,236369000,175600000,140860000,932103000,1168472000,1167113000,-110466000,-79912000,976337000,975818000,2144290000,7694000,28584000,12006000,-10127000,38157000,-3264000,-16783000,2707000,2707000,96000,21470000,21470000,21648000,39978000,756503000,21347000,-0.82918,0.04319,0.02744,0.00742,0.00338,2.94848,2.13733,1.19743,0.3528,0.13416,0.13416,4.88874,18.09217,0.39557,0.00379,0.01119,9.30357,32.64332
"43","2021_Q2",73.5560317460317,"Down",275105000,-92869000,182236000,-165421000,-36315000,-28392000,-100714000,16815000,-7468000,9347000,9347000,5588000,14935000,14935000,14946000,14946000,371977000,371977000,79293000,79293000,37751000,37751000,489021000,51077000,1602890000,443023000,906756000,253111000,1653967000,2142988000,160984000,24567000,136417000,67937000,42921000,25016000,228921000,155143000,132101000,1000338000,1229259000,1073180000,-121679000,-36338000,914141000,913729000,2142988000,14935000,28392000,16570000,-10088000,49809000,-7062000,-50175000,-1150000,522000,-12170000,-12536000,-12536000,-12588000,45207000,845195000,22469000,0.66242,0.06112,0.05433,0.01636,0.00697,1.50335,2.1362,1.34532,0.3944,0.27571,0.24944,5.07495,16.86344,0.41449,0.00781,0.01174,10.4678,28.14261
"44","2021_Q3",76.40078125,"Up",288738000,-100494000,188244000,-177313000,-41755000,-30010000,-105548000,10931000,-3784000,7147000,7147000,-15516000,-8369000,-8369000,-8281000,-8281000,369524000,369524000,81037000,81037000,40619000,40619000,491180000,50008000,1629508000,435023000,928493000,265992000,1679516000,2170696000,195380000,20423000,174957000,52434000,38645000,13789000,247814000,159005000,125429000,1005416000,1253230000,1089605000,-125583000,-44619000,917117000,917466000,2170696000,-8369000,30010000,29104000,18605000,69350000,-4295000,-59193000,-374000,51000.0000000002,-12138000,-1981000,-1981000,-2453000,40941000,846411000,70767000,0.65195,0.03786,-0.02868,-0.00903,-0.00381,-8.54571,1.98205,1.36597,0.38993,-0.15276,-0.13821,5.32644,16.91833,1.30546,-0.00431,0.0368,11.64815,43.62702
"45","2021_Q4",81.40578125,"Up",303053000,-109836000,193217000,-179082000,-39393000,-29850000,-109839000,14135000,-3551000,10584000,10584000,854000,11438000,11438000,11740000,11740000,393799000,393799000,116137000,116137000,39585000,39585000,549521000,48158000,1619666000,417644000,924504000,277518000,1667824000,2217345000,221969000,21763000,200206000,47436000,34609000,12827000,269405000,153232000,125478000,1000865000,1270270000,1109207000,-129877000,-32879000,944435000,947075000,2217345000,11438000,29850000,21255000,-11728000,50815000,-4422000,-25672000,347000,347000,-848000,24295000,24295000,24275000,43985000,847633000,26981000,0.63757,0.04664,0.03874,0.0124,0.00529,2.29821,2.03976,1.34126,0.38227,0.21581,0.21234,5.5708,17.36086,0.49597,0.00603,0.01385,10.31793,32.10711
"46","2022_Q1",73.2246774193548,"Down",319621000,-553353000,-233732000,232392000,-54194000,-29515000,316101000,-1340000,-5377000,-6717000,-6717000,1407000,-5310000,-5310000,-5109000,-5109000,429279000,429279000,95291000,95291000,42706000,42706000,567276000,50215000,1623691000,400396000,925154000,298141000,1673906000,2241182000,244251000,19092000,225159000,44472000,33473000,10999000,288723000,144055000,123034000,992917000,1281640000,1131972000,-134996000,-37988000,957089000,959542000,2241182000,-5310000,29515000,12602000,43796000,80603000,-7952000,-41098000,-734000,1170000,-4014000,35491000,35491000,35480000,28175000,848862000,62612000,-0.73128,-0.00419000000000001,-0.01598,-0.00532,-0.00228,-12.25524,1.96478,1.33568,0.37876,-0.09291,-0.09174,5.81227,17.40456,1.13859,-0.00262,0.03207,14.89203,-313.12164
"47","2022_Q2",68.3858064516129,"Down",321363000,-125282000,196081000,-202802000,-44335000,-31618000,-126849000,-6721000,-5967000,-12688000,-12688000,-2020000,-14708000,-14708000,-13859000,-13859000,359614000,359614000,88377000,88377000,53488000,53488000,501479000,62848000,1635443000,400876000,925003000,309564000,1698291000,2199770000,219941000,18854000,201087000,54866000,44427000,10439000,274807000,121711000,119603000,971808000,1246615000,1154239000,-147566000,-51847000,951449000,953155000,2199770000,-14708000,31618000,5197000,-18846000,3261000,-3896000,-46067000,658000,658000,-26232000,-69038000,-69038000,-69665000,24897000,850097000,4175000,0.61015,-0.02091,-0.04313,-0.01454,-0.0063,-0.30125,1.82484,1.30788,0.38645,-0.25346,-0.25346,5.87735,17.40089,0.07636,-0.0072,0.00217,19.70049,-72.97768
"48","2022_Q3",53.35765625,"Down",318852000,-126482000,192370000,-224093000,-66144000,-32182000,-125767000,-31723000,1622000,-30101000,-30101000,5833000,-24268000,-24268000,-23285000,-23285000,338115000,338115000,82878000,82878000,46627000,46627000,467620000,61392000,1658388000,386231000,936054000,336103000,1719780000,2187400000,218674000,20444000,198230000,48305000,37453000,10852000,610036000,135090000,122178000,643372000,1253408000,1177111000,-162344000,-75132000,933165000,933992000,2187400000,-24268000,32182000,43897000,-2430000,49381000,-5245000,-51941000,-9151000,84000,-17509000,-20069000,-20069000,-21499000,459000,851339000,-13049000,0.60332,-0.09949,-0.07303,-0.02493,-0.01065,0.560400000000001,0.76654,1.34199,0.3892,-0.42181,-0.42181,5.77598,16.90421,-0.23638,-0.01212,-0.00679,1118.13508,-16.17829
