"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"37","2019_Q4",9.1909375,"Up",10244000,-1684000,-1631000,-53000,6047000,-131000,-187000,5916000,-2316000,3600000,-972000,2628000,2628000,2628000,2628000,23757000,23748000,9000,524000,524000,28092000,394000,80123000,80123000,80517000,108609000,5170000,4617000,129000,129000,9533000,10166000,10166000,24394000,33927000,17614000,57068000,74682000,74682000,108609000,2657000,56000,766000,1277000,4756000,-88000,-88000,-825000,-1172000,-5992000,-1324000,-1324000,-1324000,6103000,18462000,8264000,0.5903,0.25654,0.03519,0.0242,3.1446,2.94682,0.45429,0.16999,0.341,0.34033,1.32924,9.69059,1.07232,0.10705,0.03342,0.07999,0.31393,-0.86761,-0.87564
"38","2020_Q1",8.06854838709677,"Down",10371000,-1659000,-1596000,-63000,11225000,-168000,-288000,11057000,-7498000,3559000,-1123000,2436000,2436000,2436000,2436000,24696000,24687000,9000,633000,633000,29012000,361000,80835000,80835000,81196000,110208000,6920000,6248000,116000,116000,20084000,10269000,10269000,14596000,34680000,17673000,57855000,75528000,75528000,110208000,2407000,60000,660000,1045000,4172000,-28000,-28000.0000000001,-972000,-1099000,-3205000,939000,939000,939000,11285000,17375000,13425000,1.08235,0.23489,0.03225,0.0221,5.51108,1.44453,0.45917,0.15766,0.32513,0.32354,1.38421,10.08066,1.79182,0.12973,0.03303,0.13012,0.39901,-0.64874,-0.6522
"39","2020_Q2",6.7547619047619,"Down",10244000,-1684000,-1631000,-53000,8560000,-131000,-187000,8429000,-4829000,3600000,-972000,2628000,2628000,2628000,2628000,22464000,22455000,9000,528000,528000,26925000,342000,81393000,81393000,81735000,108660000,4110000,2742000,439000,439000,8876000,10893000,10672000,22860000,31736000,18030000,58894000,76924000,76924000,108660000,2628000,53000,849000,-2245000,1285000,-34000,-744000,-1032000,-1094000,-2773000,-2232000,-2232000,-2232000,8613000,16294000,7306000,0.83561,0.25654,0.03416,0.02419,2.78006,3.03346,0.41256,0.14995,0.35035,0.34865,1.36566,10.25497,0.97398,0.13758,0.03515,0.07018,0.39269,-0.71636,-0.72079
"40","2020_Q3",7.33921875,"Up",8879000,-1464000,-1403000,-61000,2488000,-228000,-260000,2260000,505000,2765000,-795000,1970000,1970000,1970000,1970000,7005000,6997000,8000,493000,493000,10290000,316000,81298000,81298000,81614000,91904000,3813000,3102000,439000,439000,4252000,11332000,11219000,11332000,15584000,18089000,58231000,76320000,76320000,91904000,1970000,61000,1094000,879000,4004000,-35000,-35000,-975000,-16406000,-19427000,-15458000,-15458000,-15458000,2549000,0,4188000,0.28021,0.22187,0.02581,0.02144,2.12589,2.42004,0.20419,0,0.26749,0.26641,1.20562,10.36296,0.56866,0.13239,0.0336,0.04778,0.49492,-2.74814,-2.81551
"41","2020_Q4",7.66234375,"Up",6895000,-1246000,-1183000,-63000,3852000,1000,0,3853000,-1569000,2284000,-509000,1775000,1775000,1775000,1775000,8717000,8708000,9000,421000,421000,11818000,288000,81204000,81204000,81492000,93310000,4028000,3213000,441000,441000,4469000,11276000,11276000,11276000,15745000,18557000,59008000,77565000,77565000,93310000,1775000,63000,486000,399000,2723000,-35000,-35000,-979000,0,-977000,1711000,1711000,1711000,3915000,0,4788000,0.55867,0.25743,0.02288,0.01902,2.69746,2.64444,0.20299,0,0.2444,0.24377,0.94938,10.67996,0.65926,0.1348,0.031,0.05389,0.55155,-2.22656,-2.26298
"42","2021_Q1",7.76377049180328,"Up",7371000,-1283000,-1221000,-62000,3992000,0,2.91038304567337e-11,3992000,-1680000,2312000,-844000,1468000,1468000,1468000,1468000,9964000,9955000,9000,3418000,637000,13382000,294000,81110000,81110000,81404000,94786000,4762000,3813000,330000,330000,5092000,11516000,11516000,11516000,16608000,18705000,59473000,78178000,78178000,94786000,1468000,62000,663000,418000,2611000,-68000,-68000,-981000,-314000,-1296000,1247000,1247000,1247000,4054000,-4.65661287307739e-10,5248000,0.54158,0.19916,0.01878,0.01549,3.57493,2.62804,0.21244,0,0.20161,0.20106,1.01229,10.73656,0.72073,0.13473,0.0273,0.05851,0.66826,-2.45782,-2.49599
"43","2021_Q2",8.33746031746032,"Up",7789000,-1491000,-1429000,-62000,4194000,1000,-117155.048929692,4195000,-1785000,2410000,-637000,1773000,1773000,1773000,1773000,9963000,9954000,9000,3439000,427000,13402000,303584.606373354,81316000,81316000,81316000,94718000,3352000,2080000,220000,220000,3572000,11829000,11829000,11829000,15401000,19082000,60235000,79317000,79317000,94718000,1773000,62000,648000,-1432000,1051000,-66000,-66000,-992000,-14011942.3691066,-986000,-1000,-1000,-1000,4256000,0,3395000,0.53845,0.22763,0.02235,0.01872,1.91483,3.75196,0.19417,0,0.24097,0.24066,1.05859,10.77987,0.46141,0.13482,0.03034,0.03725,0.5595,-2.34093,-2.37554
"44","2021_Q3",8.940625,"Up",7934000,-1315000,-1252000,-63000,4367000,0,-244149.479391727,4367000,-1804000,2563000,-677000,1886000,1886000,1886000,1886000,11486000,11476000,10000,3592000,534000,15078000,302000,82033000,82033000,82335000,97413000,3489000,2642000,384000,384000,3873000,12969000,12143000,12969000,16842000,19462000,61109000,80571000,80571000,97413000,1886000,63000,639000,-16000,2572000,-67000,-67000,-993000,-26439905.4717396,-983000,1522000,1522000,1522000,4430000,0,5024000,0.55042,0.23771,0.02341,0.01936,2.66384,3.89311,0.20903,1.73472347597681e-18,0.25622,0.25561,1.07786,10.94582,0.68253,0.1349,0.03078,0.05371,0.52651,-2.59278,-2.63018
"45","2021_Q4",9.98625,"Up",8527000,-1298000,-1242000,-56000,4899000,1000,-363166.385388917,4900000,-1863000,3037000,-793000,2244000,2244000,2244000,2244000,14048000,14038000,10000,3509000,328000,17557000,295000,81951000,81951000,82246000,99803000,4125000,3378000,357000,357000,4482000,13135000,12398000,13135000,17617000,19846000,62340000,82186000,82186000,99803000,2244000,56000,581000,710000,3591000,-49000,-49000,-993000,-25806915.8385028,-980000,2562000,2562000,2562000,4955000,0,6409000,0.57453,0.26316,0.0273,0.02248,2.85606,3.91722,0.21436,0,0.30492,0.30437,1.15866,11.1675,0.87086,0.13493,0.03396,0.06724,0.44251,-2.83512,-2.86752
"46","2022_Q1",9.72838709677419,"Down",8510000,-1367000,-1316000,-51000,4751000,1.45519152283669e-11,-456388.86092407,4751000,-1880000,2871000,-872000,1999000,1999000,1999000,1999000,15846000,15836000,10000,3860000,788000,19706000,311000,81888000,81888000,82199000,101905000,5201000,3083043.28632468,359000,359000,5560000,13083000,12437000,13083000,18643000,19964000,63298000,83262000,83262000,101905000,1999000,51000,420000,702000,3172000,-67000,-67000,-994000,-321999.999999993,-1307000,1798000,1798000,1798000,4802000,-9.31322574615479e-10,6309000,0.55828,0.2349,0.02401,0.01962,3.15608,3.54424,0.22391,6.93889390390723e-18,0.27143,0.26897,1.15551,11.30553,0.85665,0.13497,0.03107,0.06548,0.49725,-3.29988,-3.3353
"47","2022_Q2",9.68274193548387,"Down",8534000,-1608000,-1400000,-53000,4664000,-506000,-506000,4158000,-1877000,2281000,-368000,1913000,1913000,1913000,1913000,54512000,54502000,10000,3777000,563000,58289000,315000,81809000,81809000,82124000,140413000,3312000,2464000,361000,361000,3673000,13561000,13007000,52223000,55896000,20339000,64178000,84517000,84517000,140413000,1913000,53000,1010000,-1817000,1159000,-57000,-57000,-1008000,38570000,37564000,38666000,38666000,38666000,4717000,38662000,3211000,0.54652,0.22416,0.02263,0.01362,1.67852,15.86959,0.66136,0.27534,0.25975,0.2574,1.15877,11.47593,0.436,0.13687,0.02136,0.02348,0.52692,-3.36019,-3.39837
"48","2022_Q3",9.349375,"Down",7745000,-1391000,-1496000,-50000,4243000,-489000,-492000,3754000,-1570000,2184000,-582000,1602000,1602000,1602000,1602000,55845000,55835000,10000,3538000,636000,59383000,309000,81625000,81625000,81934000,141317000,2898000,2473000,363000,363000,3261000,13934000,13471000,52662000,55923000,20642000,64752000,85394000,85394000,141317000,1602000,50000,813000,-81000,2384000,-43000,-43000,-1009000,0,-1008000,1333000,1333000,1333000,4293000,38728000,4751000,0.54784,0.20684,0.01876,0.01134,2.96567,18.21006,0.65488,0.27405,0.21438,0.21296,1.03644,11.42749,0.63578,0.13503,0.01891,0.03441,0.62984,-3.98719,-4.03417
