"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_income","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2017_Q3",2.51984126984127,"Up",81016000,-57344000,23672000,-37640000,-23304000,-14336000,-13968000,-3685000,-3786000,-4285000,-34000,135000,-17653000,-18415000,-124000,-18539000,-18539000,731000,-17808000,-17808000,201218000,63872000,63872000,29949000,27808000,12239000,15569000,322847000,423333000,22440000,103826000,36764000,67062000,549599000,872446000,51164000,15424000,35740000,4319000,6359000,6359000,61842000,250509000,5230000,5230000,255739000,317581000,1107824000,-561082000,-15633000,531109000,23756000,554865000,872446000,-18539000,14336000,6651000,-8906000,-6458000,-6386000,126086000,19063000,-855000,-8605000,3.72529029846191e-09,-10039000,2566000,2566000,268000,2834000,368000,254828000,-14800000,0.29219,-0.17241,-0.21981,-0.03209,-0.02041,0.83109,5.22051,0.57236,0.29208,-0.11826,-0.11826,0.538,3.52694,-0.09828,-0.02185,-0.01816,145.67935,-3.83806
"29","2017_Q4",2.20936507936508,"Down",81792000,-60167000,21625000,-38902000,-24798000,-14104000,-17277000,-3831000,-3805000,-4270000,-30000,4000,-21108000,-94932000,44000,-94888000,-94888000,747000,-94141000,-94141000,196833000,61001000,61001000,44624000,28554000,10838000,17716000,331012000,363773000,28161000,75573000,7491000,68082000,467507000,798519000,58205000,16215000,41990000,29247000,6487000,6487000,93939000,225597000,13416000,13416000,239013000,332952000,1110173000,-655223000,-12392000,442558000,23009000,465567000,798519000,-94888000,14104000,75968000,6469000,1653000,-13564000,8668000,-5225000,-151000,0,0,-164000,-3736000,-3736000,299000,-3437000,-3173000,254844000,-10312000,0.26439,-0.21123,-1.15098,-0.20221,-0.11789,0.10954,3.52369,0.71515,0.31915,-0.62375,-0.62375,0.54193,2.93225,-0.06832,-0.12829,-0.01405,-18.2827,-3.3577
"30","2018_Q1",1.64245901639344,"Down",89300000,-64299000,25001000,-36651000,-23794000,-12857000,-11650000,-3808000,-3944000,-4285000,-31000,167000,-15458000,-28419000,-269000,-28688000,-28688000,341000,-28347000,-28347000,178670000,63961000,63961000,35238000,27028000,7793000,19235000,304897000,367305000,51792000,67918000,3590000,64328000,487015000,791912000,60169000,17901000,42268000,139699000,3432000,3432000,203300000,120388000,18566000,18566000,138954000,342254000,1111447000,-683570000,-887000,426990000,22668000,449658000,791912000,-28688000,12857000,8107000,-3566000,-11290000,-8778000,7662000,6675000,1023000,-245000.000000002,9.31322574615479e-10,778000,-3837000,-3837000,139000,-3698000,1207000,260087000,-10868000,0.27997,-0.13046,-0.31744,-0.06304,-0.0358,0.38339,1.49974,0.76114,0.32843,-0.18728,-0.19253,0.58999,2.82104,-0.0718,-0.03892,-0.01492,67.45402,-6.98858
"31","2018_Q2",2.356875,"Up",102403000,-54796000,47607000,-31638000,-18837000,-12801000,15969000,-5408000,-3928000,-4503000,-1468000,-12000,10561000,10561000,-88000,10473000,10473000,1749000,12222000,12222000,175225000,65687000,65687000,37792000,63086000,9425000,53661000,341790000,363903000,45517000,67545000,3217000,64328000,476965000,818755000,65656000,20266000,45390000,140735000,9671000,9671000,216062000,125491000,16381000,16381000,141872000,357934000,1113455000,-672641000,-911999.999999999,439902000,20919000,460821000,818755000,10473000,12801000,3791000,-29414000,-2349000,-7131000,955000,7282000,5027000,0,0,5027000,9960000,9960000,-72000,9888000,28770000,266226000,-7687000,0.4649,0.15594,0.11935,0.02652,0.01493,-0.62895,1.58191,0.77673,0.32516,0.08031,0.07802,0.67284,2.89039,-0.05051,0.01644,-0.01034,3.16305,5.6986
"32","2018_Q3",2.78349206349206,"Up",70467000,-45651000,24816000,-33200000,-19868000,-13332000,-8384000,-4688000,-4038000,-4527000,-729000,79000,-13072000,-13072000,-89000,-13161000,-13161000,1186000,-11975000,-11975000,254623000,67824000,67824000,37127000,26374000,9547000,16827000,385948000,352617000,44672000,67172000,2844000,64328000,464461000,850409000,55187000,11585000,43602000,115780000,10044000,10044000,181011000,124072000,15176000,15176000,139248000,320259000,1195421000,-684616000,-388000,510417000,19733000,530150000,850409000,-13161000,13332000,3558000,21544000,25273000,-2699000,128999.999999993,-85378000,-26490000,83419000,83419000,56474000,-3631000.00000001,-3631000.00000001,-58000,-3689000.00000001,4948000,239852000,23882000,0.35216,-0.11898,-0.16994,-0.02259,-0.01408,-1.99432,2.13218,0.60409,0.28204,-0.07364,-0.07364,0.43334,3.13884,0.14686,-0.01525,0.03042,-2.98525000000001,1.76181
"33","2018_Q4",2.21428571428571,"Down",77320000,-52806000,24514000,-31759000,-18396000,-13363000,-7245000,-3702000,-2967000,-4096000,-542000,-193000,-10947000,-12110000,-89000,-12199000,-12199000,1300000,-10899000,-10899000,255984000,69822000,69822000,37103000,25986000,8096000,17890000,388895000,344077000,43652000,66806000,2478000,64328000,454535000,843430000,61171000,12849000,48322000,115879000,8830000,8830000,185880000,122817000,15348000,15348000,138165000,324045000,1196740000,-695515000,-273000,500952000,18433000,519385000,843430000,-12199000,13363000,2261000,1492000,4917000,-3849000,1338000,113524000,-1360000,14000,14000,-1884000,116557000,116557000,56000,116613000,6118000,238696000,3850000,0.31705,-0.0937,-0.14096,-0.02098,-0.01292,-0.35324,2.09218,0.6239,0.28301,-0.05357,-0.05357,0.38001,2.46205,0.01892,-0.01409,0.00498,-2.82576,2.3862
"34","2019_Q1",2.22360655737705,"Up",96229000,-59671000,36558000,-32460000,-20106000,-12354000,4098000,-2558000,-2134000,-2798000,16000,-440000,1540000,5779000,-75000,5704000,5704000,1158000,6862000,6862000,65646000,68865000,68865000,34975000,56120000,8444000,46168000,225606000,350568000,43549000,79359000,2207000,64328000,473476000,699082000,67493000,19024000,48469000,5405000,7361000,7361000,80259000,78779000,15035000,15035000,93814000,174073000,1198789000,-688653000,-2138000,507998000,17011000,525009000,699082000,5704000,12354000,-11796000,3879000,10141000,-11054000,424771000,18941000,-154820000,-904000.000000015,-904000,-154826000,-125744000,-125744000,348000,-125396000,16452000,84184000,9352000,0.37991,0.04259,0.07131,0.01307,0.00982,1.36287,2.81097,0.33156,0.12042,0.03358,0.03433,0.47092,2.48599,0.04577,0.01099,0.01498,1.12679,4.52367
"35","2019_Q2",2.90650793650794,"Up",77698000,-58828000,18870000,-30913000,-18434000,-12479000,-12043000,892000,-1311000,-1891000,-467000,2670000,-11151000,-12765000,-60000,-12825000,-12825000,1879000,-10946000,-10946000,66164000,70341000,70341000,32653000,47458000,8769000,37961000,216616000,338192000,42790000,99562000,1951000,64328000,480544000,697160000,52167000,15413000,36754000,9584000,6858000,6858000,68609000,101840000,12732000,12732000,114572000,183181000,1200438000,-699599000,-1764000,499075000,14904000,513979000,697160000,-12825000,12479000,5767000,-13650000,-8229000,72000,5255000,5064000,1904000,175000,175000,2079000,-1086000,-1086000,72999.9999999999,-1013000,436000,111424000,-13082000,0.24286,-0.155,-0.14088,-0.0213,-0.0157,1.19514,3.15725,0.3564,0.15983,-0.05361,-0.05361,0.38051,2.44409,-0.06407,-0.01715,-0.0205,103.80734,-3.7582
"36","2019_Q3",2.324375,"Down",72318000,-47610000,24708000,-30539000,-17934000,-12605000,-5831000,-1214000,-1275000,-1842000,-33000,94000,-7045000,-7028000,-66000,-7094000,-7094000,1711000,-5383000,-5383000,66584000,60567000,60567000,33870000,60772000,9043000,51074000,221793000,328630000,44040000,100411000,1704000,64328000,473081000,694874000,56225000,16462000,39763000,59786000,7438000,7438000,123449000,50393000,12901000,12901000,63294000,186743000,1201360000,-704982000,-1440000,494938000,13193000,508131000,694874000,-7094000,12605000,833999.999999998,10667000,17012000,-1478000,-520000.00000006,-2098000,-2043000,4000,4000.00000000047,-2068000.00000001,12846000,12846000,57000,12903000,6774000,110179000,16029000,0.34166,-0.08063,-0.07444,-0.01059,-0.00775000000000001,-2.97771,1.79664,0.36751,0.15856,-0.0263,-0.0263,0.35336,2.41839,0.07832,-0.00853,0.02539,6.43564000000001,-7.47642
"37","2019_Q4",2.1215625,"Down",74434000,-49932000,24502000,-29886000,-17639000,-12247000,-5384000,-603000,-1144000,-1704000,377000,164000,-5987000,-5977000,-68000,-6045000,-6045000,1711000,-4334000,-4334000,66755000,65349000,65349000,31040000,52434000,9538000,41965000,215578000,322870000,46976000,100422000,1461000,64328000,470268000,685846000,55371000,13972000,41399000,59215000,6855000,6855000,121441000,49085000,12853000,12853000,61938000,183379000,1202359000,-709316000,-2058000,490985000,11482000,502467000,685846000,-6045000,12247000,292000,-10674000,-4180000,-4277000,794000,-3484000,-1262000,107000,107000,-1126000,-8790000,-8790000,-21000,-8811000,6863000,108300000,-8020000,0.32918,-0.07233,-0.05823,-0.00863,-0.00632,1.85048,1.77517,0.36496,0.15791,-0.02117,-0.02117,0.3636,2.39837,-0.03918,-0.00695,-0.01286,6.05348,-7.71638
"38","2020_Q1",2.25612903225806,"Up",119615000,-55737000,63878000,-31731000,-19437000,-12294000,32147000,-2341000,-1407000,-2137000,4000,-938000,29806000,39887000,-664000,39223000,39223000,1861000,41084000,41084000,56929000,61760000,61760000,29874000,145229000,11109000,134120000,293792000,323912000,26305000,133076000,1229000,64328000,483293000,777085000,95073000,27376000,67697000,59987000,7502000,7338000,162562000,61793000,9701000,9701000,71494000,234056000,1203206000,-668232000,-1566000,533408000,9621000,543029000,777085000,39223000,12294000,-1510000,-42331000,7676000,-13633000,12285000,-984000,8900000,22999.9999999999,23000,8800000,15492000,15492000,27000,15519000,44441000,121780000,-10859000,0.53403,0.26875,0.34347,0.07566,0.05287,-0.264309999999999,1.80726,0.43102,0.15671,0.20068,0.19528,0.58427,2.6055,-0.05304,0.06091,-0.0161,1.45926,2.01733
"39","2020_Q2",2.01888888888889,"Down",86006000,-52932000,33074000,-30183000,-18259000,-11924000,2891000,-1509000,-1829000,-2210000,145000,175000,1382000,977000,-78000,899000,899000,805000,1704000,1704000,29830000,58685000,58685000,29725000,165981000,10950000,151248000,284221000,315892000,58289000,106043000,1002000,64328000,480224000,764445000,87882000,21351000,66531000,60256000,7839000,7839000,155977000,59651000,9800000,9800000,69451000,225428000,1198822000,-666528000,-3481000,528813000,10204000,539017000,764445000,899000,11924000,-3721000,-13360000,-4258000,-2973000,33413000,30440000,-1700000,-4050000,194000,-5550000,20632000,20632000,-328000,20304000,14815000,119907000,-1440000,0.38455,0.03361,0.01981,0.00316,0.00223,-0.84507,1.8222,0.41822,0.15685,0.00831,0.00827,0.41956,2.57967,-0.00702,0.00255,-0.00215,6.08012,31.15773
"40","2020_Q3",2.603125,"Up",59874000,-38553000,21321000,-28942000,-16892000,-12050000,-7621000,217000,-1568000,-1841000,-502000,2287000,-7404000,-6959000,-78000,-7037000,-7037000,301000,-6736000,-6736000,16529000,48141000,48141000,29503000,111257000,11862000,96534000,205430000,306179000,54169000,103259000,795000,64328000,463607000,669037000,63907000,15759000,48148000,10388000,4890000,4890000,79185000,57768000,4703000,4703000,62471000,141656000,1193217000,-673264000,-2475000,517478000,9903000,527381000,669037000,-7037000,12050000,1599000,47405000,54017000,-157000,58574000,13124000,-51260000,-6365000,41000.0000000001,-57625000,9516000,9516000,129000,9645000,4429000,68156000,51755000,0.3561,-0.12728,-0.1125,-0.01277,-0.01007,-7.68334,2.5943,0.2686,0.10187,-0.03357,-0.03374,0.29837,2.57875,0.25791,-0.01122,0.08622,11.65658,-6.77431
"41","2020_Q4",3.90046875,"Up",70886000,-45289000,25597000,-28383000,-16639000,-11744000,-2786000,326000,-582000,-1009000,-11000,919000,-2460000,-2460000,-79000,-2539000,-2539000,268000,-2271000,-2271000,530000,52904000,52904000,28830000,126518000,8492000,114757000,208782000,298088000,54438000,102092000,627000,64328000,454618000,663400000,67283000,17081000,50202000,10279000,1720000,1720000,79282000,55782000,4867000,4867000,60649000,139931000,1191160000,-675535000,-1791000,513834000,9635000,523469000,663400000,-2539000,11744000,969000,-6811000,3363000,-2240000,-29348000,13705000,-1749000,-2765000,248000,-4714000,12354000,12354000,80000,12434000,8958000,66061000,-14000,0.3611,-0.0393,-0.03204,-0.00434,-0.00342,0.00616,2.63341,0.26731,0.09958,-0.01143,-0.01143,0.35665,2.58525,-7e-05,-0.00382,-2e-05,7.31536,-23.52154
"42","2021_Q1",12.8155737704918,"Up",74958000,-48636000,26322000,-28690000,-16726000,-11964000,-2368000,-2173000,-2024000,-2288000,207000,-356000,-4541000,-2778000,-74000,-2852000,-2852000,291000,-2561000,-2561000,138505000,61784000,61784000,28100000,34650000,9404000,23655000,263039000,290911000,27962000,133115000,464000,64328000,451988000,715027000,69947000,17310000,52637000,7254000,2642000,2642000,79843000,108338000,3996000,3996000,112334000,192177000,1191811000,-678096000,-209000,513506000,9344000,522850000,715027000,-2852000,11964000,4199000,-5392000.00000001,7919000.00000001,-3230000,-29869000,-33099000,50170000,216000,1200000,49232000,24052000,24052000,320000,24372000,9596000,115592000,1048000,0.351160000000001,-0.0315899999999988,-0.0341699999999975,-0.0049,-0.00358,-0.409219999999999,3.29445,0.36756,0.16166,-0.01292,-0.01292,0.37817,2.59068,0.00529000000000003,-0.00399,0.00163000000000001,-2.38777,9.6761
"43","2021_Q2",10.3187301587302,"Down",77143000,-50401000,26742000,-33176000,-21441000,-11735000,-6434000,-930000,-1182000,-1436000,-426000,678000,-7364000,-7364000,-83000,-7447000,-7447000,278000,-7169000,-7169000,146225000,64175000,64175000,27523000,39438000,13384000,25669000,277361000,283364000,26608000,140423000,317000,64328000,450395000,727756000,70623000,17461000,53162000,10704000,4499000,4499000,85826000,115095000,5729000,5729000,120824000,206650000,1198394000,-685265000,-1089000,512040000,9066000,521106000,727756000,-7447000,11735000,7050000,-8081000,3257000,-3321000,-2811000,-6132000,792000,3216000,3216000,6528000,3653000,3653000,69000,3722000,5301000,125799000,-6018000,0.34665,-0.0834,-0.09293,-0.01376,-0.00985,0.83945,3.23167,0.39656,0.17286,-0.03603,-0.03603,0.38766,2.57312,-0.03024,-0.01098,-0.00922,-3.85324,3.1747
"44","2021_Q3",7.9584375,"Down",480000,-46911000,-46431000,-32987000,-21606000,-11381000,-79418000,-475000,-762000,-1002000,121000,166000,-79893000,-79893000,-56000,-79949000,-79949000,282000,-79667000,-79667000,254249000,66497000,66497000,27968000,34832000,19973000,14859000,383546000,274686000,78007000,176303000,171000,64328000,528996000,912542000,68382000,18031000,50351000,12650000,3798000,3089000,84830000,63866000,8603000,7619000,72469000,157299000,1511764000,-764932000,-373000,746459000,8784000,755243000,912542000,-79949000,11381000,82917000,-4689000,9660000,-2990000,-141255000,-144245000,-44476000,200707000,200707000,151833000,17248000,17248000,98000,17346000,-68037000,76516000,-75660000,-96.73125,-165.45417,-165.97292,-0.10549,-0.0873,0.9497,4.52135,0.20828,0.08385,-0.40035,-0.40035,0.00240999999999997,3.75114,-0.38021,-0.0948,-0.09003,2.6123,2.23794
"45","2021_Q4",7.8434375,"Down",86095000,-55801000,30294000,-33395000,-22303000,-11092000,-3101000,-997000,-704000,-1892352.08420639,-355000,62000,-4098000,-4098000,-60000,-4158000,-4158000,224000,-3934000,-3934000,260096000,71176000,71176000,29332000,37152000,23749000,12901000,397756000,271540000,76953000,171202000,24000,64328000,519695000,917451000,78257000,17403000,60854000,15133000,2034000,2034000,95424000,59503000,7593000,7593000,67096000,162520000,1516474000,-768866000,-1237000,746371000,8560000,754931000,917451000,-4158000,11092000,8378000,4614000,19926000,-11569000,143000,-11426000,-1518000,251000,251000,-2486000,6014000,6014000,-147000,5867000,7991000,74636000,1096000,0.35187,-0.03602,-0.04569,-0.00521,-0.00429,-0.2786,4.1683,0.21528,0.08135,-0.01875,-0.01875,0.41042,3.55802,0.00522,-0.0047,0.00131,-23.20861,59.80651
"46","2022_Q1",6.73709677419355,"Down",91928000,-62491000,29437000,-35532000,-24556000,-10976000,-6095000,-471000,-7e+05,-3026051.32631316,230000,-1000,-6566000,-2681000,80000,-2600999.99999999,-2600999.99999999,225000,-2376000,-2376000,229170000,87433000,87433000,31302000,62031000,37584000,24447000,409936000,261761000,109811000,175562000,5500000,64328000,547134000,957070000,99511000,24352000,75159000,17242000,9151000,7251000,125904000,67556000,8199000,8199000,75755000,201659000,1519940000,-771242000,-1622000,747076000,8335000,755411000,957070000,-2600999.99999999,10976000,6020000,-5940000,8455000,-2254000,-43602000,-45856000,-1135000,-2635000,281000.00000003,-3043000,-40444000,-40444000,-12000,-40456000,4881000,84798000,-3393000,0.320220000000001,-0.0663000000000047,-0.0258500000000121,-0.00314999999999999,-0.00247999999999998,1.42803,3.25594,0.26695,0.0886,-0.00904,-0.00904,0.34991,2.84364,-0.01291,-0.00279999999999999,-0.00400000000000001,-29.57837,23.68696
"47","2022_Q2",5.78903225806452,"Down",83497000,-64237000,19260000,-39317000,-27927000,-11390000,-20057000,-4470000,-2813000,-3077000,-1677000,20000,-24527000,-24527000,-49000,-24576000,-24576000,385000,-24191000,-24191000,228535000,83024000,83024000,32322000,68694000,57247000,11447000,412575000,256509000,108274000,155373000,5500000,64328000,520156000,932731000,87955000,25603000,62352000,14498000,12431000,8052000,114884000,71379000,8138000,8138000,79517000,194401000,1527186000,-795433000,-1373000,730380000,7950000,738330000,932731000,-24576000,11390000,18134000,-109000,4839000,-7323000,8685000,1362000,152000,-2728000,273000,-4807000,1394000,1394000,120000,1514000,-8667000,85877000,-16050000,0.23067,-0.24021,-0.28972,-0.03276,-0.02594,0.66347,3.59123,0.2633,0.09207,-0.10869,-0.10869,0.37517,3.28173,-0.07212,-0.02906,-0.01928,16.45991,7.11263
"48","2022_Q3",6.2653125,"Up",97224000,-72060000,25164000,-37037000,-26481000,-10556000,-11873000,-1421000,-242000,-732000,-1193000,14000,-13294000,-13294000,-68000,-13362000,-13362000,127000,-13235000,-13235000,187513000,83356000,83356000,34931000,72251000,67501000,4750000,378051000,253583000,157588000,145031000,5915000,64328000,556202000,934253000,101092000,31753000,69339000,11898000,13042000,5926000,126032000,70202000,8513000,8513000,78715000,204747000,1533140000,-808668000,-2789000,721683000,7823000,729506000,934253000,-13362000,10556000,14755000,15450000,27399000,-10044000,-61716000,-71760000,-3467000,-2821000,3e+05,-5928000,-50289000,-50289000,-186000,-50475000,-1317000,82100000,4157000,0.25882,-0.12212,-0.136130000000001,-0.01814,-0.01417,-0.31409,2.99964,0.28067,0.08788,-0.0595,-0.0595,0.43709,3.24448,0.01869,-0.01614,0.00507,80.04024,8.87838
