"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"38","2020_Q1",13.7332258064516,"Down",8296000,8296000,-3050000,5246000,-5555000,-3855000,-1086000,-309000,89000,89000,-220000,1662000,1442000,2983000,2983000,2983000,2983000,6448000,6448000,5345000,5345000,10972000,1348000,1348000,24113000,5572000,60631000,5012000,68703000,92816000,6488000,3119000,3369000,1181000,7669000,41693000,41693000,41693000,49362000,143506000,-100052000,43454000,43454000,92816000,2983000,959000,-2590000,-2355000,-1003000,-319000,-13702000,-14021000,267000,-14757000,-14757000,-14757000,650000,0,0.63235,-0.03725,0.35957,0.06865,0.03214,3.14422,1.13596,6.7762635780344e-21,0.14462,0.80082,0.40221,2.10676,0.03503,-9.92000000000013,20.86731
"39","2020_Q2",13.785873015873,"Up",12162000,12162000,-4568000,7594000,-7062000,-4711000,-1663000,532000,24000,28000,556000,21752000,22308000,22308000,22308000,22308000,22308000,6400000,6400000,8205000,8205000,10829000,1016000,1016000,26450000,5407000,60630000,5830000,68537000,94987000,6602000,3522000,3080000,18858000,25460000,1818000,1818000,1818000,27278000,145453000,-77744000,67709000,67709000,94987000,22308000,1101000,-20716000,-2006000,687000,-1227000,-20343590.4119466,-1227000,492000,-48000,-48000,-48000,1633000,0,0.6244,0.04374,1.83424,0.32947,0.23485,1.03888,0.40287,0,1.06174,1.06174,0.57884,3.22258,0.32085,-3.91917,-12.03008
"40","2020_Q3",21.5978125,"Up",9920000,9920000,-4499000,5421000,-6827000,-4644000,-1477000,-1406000,18000,18000,-1388000,-14992000,-16380000,-16380000,-16380000,-16380000,-16380000,29879000,29879000,4351000,4351000,10890000,1134000,1134000,46254000,5347000,59869000,5775000,67716000,113970000,5683000,3077000,2606000,1807000,7490000,636999.999999996,637000,637000.000000004,8127000,199967000,-94124000,105843000,105843000,113970000,-16380000,1266000,16276000,3041000,4203000,-456000,-18831614.4629184,-456000.000000002,19732000,23479000,23479000,23479000,-140000,2.91038304567337e-11,0.54647,-0.14173,-1.65121,-0.15476,-0.14372,6.17543,0.0767800000000001,-5.42101086242752e-20,-0.70323,-0.49612,0.42589,4.54405,-0.15383,213.42143,21.25107
"41","2020_Q4",34.09953125,"Up",11279000,11279000,-4826000,6453000,-7522000,-5091000,-1725000,-1069000,8000,13000,-1061000,-72000,-1133000,-1133000,-1133000,-1133000,-1133000,93984000,93984000,6095000,6095000,11037000,16668000,1668000,127784000,5300000,59193000,5805000,68103000,195887000,5719000,2355000,3364000,2643000,8362000,674000,674000,674000,9036000,282108000,-95257000,186851000,186851000,195887000,-1133000,1187000,1647000,-2203000,-502000,-475000,-12621831.282431,-975000,80582000,79105000,79105000,79105000,118000,0,0.57213,-0.09478,-0.10045,-0.00606,-0.00578,15.28151,0.04836,0,-0.03546,-0.03312,0.353,5.84793,-0.00604,-796.47458,87.91768
"42","2021_Q1",39.5406557377049,"Up",14726000,14726000,-6753000,7973000,-9362000,-6574000,-1855000,-1389000,8000,-1000,-1381000,-4011000,-5392000.00000001,-2128000,-2128000,-2128000,-2128000,90403000,90403000,8006000,8006000,11602000,4701000,4648000,114712000,10120000,104125000,14627000,120117000,234829000,8215000,3672000,4543000,6744000,15573000,13355000,13355000,14010000,29583000,302631000,-97385000,205246000,205246000,234829000,-2128000,1514000,3484000,-613000,2257000,-2440000,-5170000,-22057000,1272000.00000001,-18528000,-18528000,-18528000,125000,1269000,0.54142,-0.09432,-0.14451,-0.01037,-0.00906000000000003,7.36608,0.14413,0.0054,-0.06454,-0.10139,0.44665,6.22525,-0.00968,-713.072,64.17135
"43","2021_Q2",35.2322222222222,"Down",16847000,16847000,-7550000,9297000,-9771000,-6851000,-1987000,-474000,-16000,-16000,-490000,-628000,-1118000,-1118000,-1118000,-1118000,-1118000,89012000,89012000,10669000,10669000,11666000,5196000,5143000,116543000,11231000,106378000,17813000,123481000,240024000,12422000,4276000,8146000,3959000,16381000,14866000,14866000,14866000,31247000,307280000,-98503000,208777000,208777000,240024000,-1118000,1710000,1611000,-383000,1820000,-2389000,-986000,-3375000,164000,-1391000,-1391000,-1391000,1236000,0,0.55185,-0.02814,-0.06636,-0.00535,-0.00466,7.11452,0.14967,0,-0.04094,-0.04094,0.61696,7.64576,-0.005,-72.01618,187.78903
"44","2021_Q3",48.15734375,"Up",31204000,31204000,-18554000,12650000,-15214000,-10287000,-3045000,-2564000,-122000,-121000,-2686000,-1990000,-4676000,7876000,7876000,7876000,7876000,76246000,76246000,15306762.9298127,15306762.9298127,25866000,25302000,4156000,127414000,16450000,371233000,26855000,393555000,520969000,19758000,9847000,9911000,5221000,31275000,32394000,21421000,37413000,68688000,542905000,-90627000,452281000,452281000,520969000,7876000,3e+06,-7468000,-11130000,-7722000,-2017000,-3294000,-5268000,221000,-12769000,-12769000,-12766000,436000,11315000,0.4054,-0.08217,0.2524,0.01741,0.01512,4.07399,0.15187,0.02172,0.22081,0.20577,0.87484,12.68026,0.01588,-148.92431,25.3241
"45","2021_Q4",42.91609375,"Down",33800000,38383218.771809,-24864000,8936000,-19890000,-14146000,-3219000,-10954000,-201000,-194000,-11155000,6246000,-4909000,79000,79000,79000,79000,75098000,75098000,20232000,20232000,29696000,5479000,5426000,130505000,17462000,407052000,28105000,428886000,559391000,26353000,14296000,12057000,5508000,35793000,28217000,20948000,34339000,70132000,579970000,-90548000,489259000,489259000,559391000,79000,3665000,-5404000,3743000,2083000,-2391000,-1132000,-2007000,-1058000,-982000,-982000,-985000,-7289000,10054000,0.26438,-0.32408,0.00234,0.00016,0.00014,3.6461,0.14334,0.01797,0.00193,0.00182,0.82501,11.94205,0.00015,8.92358,5.93792
"46","2022_Q1",26.3264516129032,"Down",37305000,37711911.9456966,-31140000,6165000,-21602000,-15170000,-3570000,-15437000,196000,-101000,-15241000,-1809000,-17050000,-14472000,-14472000,-14472000,-14472000,69860000,69860000,23217000,23217000,28345000,4437000,4427000,125859000,17657000,406169000,29279000,428198000,554057000,22087000,14945000,7142000,17432000,40381000,27186000,21699000,33539000,73920000,585439000,-105020000,480137000,480137000,554057000,-14472000,4490000,5253000,3955000,-774000,-1583000,-959000,-2542000,-2105000,-5421000,-5421000,-5444000,-10947000,7215000,0.16526,-0.41381,-0.38794,-0.03014,-0.02612,3.11679,0.15396,0.01302,-0.52999,-0.52999,1.36617,17.58341,-0.02813,5.72256999999997,4.05811
"47","2022_Q2",14.6733870967742,"Down",36220000,36220000,-24446000,11774000,-22731000,-16087000,-3781000,-10957000,-32000,-163000,-10989000,3324000,-7665000,-7066000,-7066000,-7066000,-7066000,59463000,59463000,24271000,24271000,30200000,4767000,4757000,118701000,18259000,402680000,28653000,425311000,544012000,18677000,11711000,6966000,15806000,35040000,24139000,19251000,30452000,65492000,591044000,-112086000,478520000,478520000,544012000,-7066000,4516000,1894000,-7268000,-7924000,-1456000,-814000,-2270000,-181000,-10375000,-10375000,-10397000,-6441000,6870000,0.32507,-0.30251,-0.19509,-0.01477,-0.01299,3.38759,0.13686,0.01263,-0.16955,-0.16955,0.8691,11.48211,-0.01387,8.16535,4.79995
"48","2022_Q3",21.3978125,"Up",40532000,40532000,-26194000,14338000,-23055000,-16765000,-3428000,-8717000,-31000,-10000,-8748000,-67545000,-76293000,-72554000,-72554000,-72554000,-72554000,46547000,24001000,31257000,31257000,33335000,6918000,6890000,118057000,19117000,328344000,27079000,352322000,470379000,18724000,11537000,7187000,13211000,33298000,18580000,17431000,24768000,58066000,597853000,-184640000,412313000,412313000,470379000,-72554000,4466000,70624000,-12453000,-9917000,-2035000,40000,-25070000,-289000,-35276000,-35276000,-35444000,-4251000,7551000,0.35375,-0.21506,-1.79004,-0.17597,-0.15425,3.54547,0.14083,0.01605,-1.74094,-1.74094,0.97257,9.89347,-0.16548,9.17337,4.47356
