"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",281.12671875,"Up",2176689000,-1049510000,1127179000,-702118000,-702118000,425061000,-16267000,-17508000,-18701000,1193000,1241000,408794000,408794000,-1.51e+08,257794000,257794000,257794000,257794000,398259000,398259000,265016000,186192000,2741030000,33828000,33828000,3438133000,2979240000,4587944000,-1608704000,793267000,757130000,36137000,3772507000,7210640000,2985818000,2914641000,71177000,380857000,380857000,3366675000,1886324000,267631000,72961000,194670000,2153955000,5520630000,1310390000,1309441000,379620000,1690010000,1690010000,7210640000,257794000,53652000,2987000,4675000,-3489000,1801000,11180000,-9631000,-39270000,132032000,-71951000,325613000,-115335000,1107000,1107000,-116442000,-116442000,-9.31322574615479e-10,-115335000,-527967000,16222000,-544189000,-60000,-528027000,-317749000,-317749000,-317749000,478713000,1886324000,525558000,0.51784,0.19528,0.11843,0.15254,0.03575,2.03867,1.02123,3.26663,0.2616,2.68628,2.64997,22.68164,17.61032,5.47645,0.06706,0.13672,3.10847,3.50083
"27","2016_Q4",273.982222222222,"Down",2220955000,-1050929000,1170026000,-722217000,-722217000,447809000,-15916000,-17479000,-18706000,1227000,1563000,431893000,431893000,-153400000,278493000,278493000,278493000,278493000,560320000,560320000,287523000,190908000,2789892000,32029000,32029000,3669764000,3058684000,4720225000,-1661541000,793892000,757251000,36641000,3852576000,7522340000,3071453000,2999080000,72373000,393975000,393975000,3465428000,1886501000,269648000,84211000,185437000,2156149000,5621577000,1340459000,1339512000,560304000,1900763000,1900763000,7522340000,278493000,55017000,17925000,4518000,11250000,2157000,34090000,-6475000,-48862000,84439000,4988000,385525000,-135300000,518000,518000,-135818000,-135818000,0,-135300000,-87821000,15123000,-102944000,-343000,-88164000,162061000,162061000,162061000,502826000,1886501000,555016000,0.52681,0.20163,0.12539,0.14652,0.03702,1.99293,1.05896,2.95754,0.25079,2.93487,2.89735,23.40533,20.03101,5.84898,0.06865,0.13681,2.63746,2.96149
"28","2017_Q1",270.93,"Down",2099302000,-985075000,1114227000,-706517000,-706517000,407710000,-16780000,-17651000,-18703000,1052000,871000,390930000,390930000,-144900000,246030000,246030000,246030000,246030000,146598000,146598000,279379000,197274000,2778976000,53022000,53022000,3257975000,3123431000,4832342000,-1708911000,822783000,785399000,37384000,3946214000,7204189000,3004577000,2936656000,67921000,396072000,396072000,3400649000,1887019000,289385000,90166000,199219000,2176404000,5577053000,1337636000,1336707000,289500000,1627136000,1627136000,7204189000,246030000,56419000,-42651000,4488000,5955000,-53094000,-19890000,-3236000,39607000,-68422000,12161000,239908000,-117480000,2630000,2630000,-120110000,-120110000,-58918000,-176398000,-533433000,12215000,-545648000,56201000,-477232000,-413722000,-413722000,-413722000,464129000,1887019000,471659000,0.53076,0.19421,0.1172,0.1512,0.03415,1.91708,0.95805,3.42753,0.26193,2.6232,2.5914,22.383,17.34872,5.02888,0.06468,0.12401,3.74986,4.26877
"29","2017_Q2",244.929523809524,"Down",2156259000,-1025112000,1131147000,-727990000,-727990000,403157000,-17933000,-18698000,-19404000,706000,765000,385224000,385224000,-120290000,264934000,264934000,264934000,264934000,27539000,27539000,266808000,195651000,2872646000,38540000,38540000,3205533000,3174650000,4935126000,-1760476000,823541000,785568000,37973000,3998191000,7203724000,3058475000,2987996000,70479000,447288000,357648000,3505763000,1977539000,297826000,92610000,205216000,2275365000,5781128000,1332329000,1331416000,90267000,1422596000,1422596000,7203724000,264934000,57008000,10491000,5428000,2611000,2452000,44267000,219000,-93167000,51230000,85985000,376700000,-110387000,245000,245000,-110632000,-110632000,-636000,-111023000,-474580000,15750000,-490330000,-392156000,-384736000,-119059000,-119059000,-119059000,460165000,1977539000,514335000,0.52459,0.18697,0.12287,0.18623,0.03678,1.94137,0.91436,4.06379,0.27452,2.87969,2.83367,23.43734,15.46283,5.59054,0.07164,0.13909,4.23761,4.83683
"30","2017_Q3",197.995238095238,"Down",2290829000,-1090767000,1200062000,-742617000,-742617000,457445000,-21119000,-20357000,-20827000,470000,-762000,436326000,436326000,-153505000,282821000,282821000,282821000,282821000,26528000,26528000,265549000,203673000,2959315000,38197000,38197000,3289589000,3229398000,5035242000,-1805844000,826711000,786938000,39773000,4056109000,7345698000,3162086000,3091888000,70198000,404047000,372244000,3566133000,2604062000,306191000,98048000,208143000,2910253000,6476386000,1297554000,1296674000,-428242000,869312000,869312000,7345698000,282821000,57951000,15292000,4925000,5438000,4929000,-22257000,-11016000,-86699000,103894000,-28436000,333807000,-116367000,507000,507000,-116874000,-116874000,-1331000,-117698000,-841293000,10968000,-852261000,-675827000,-217120000,-1011000,-1011000,-1011000,515396000,2604062000,530277000,0.52385,0.19969,0.12346,0.32534,0.0385,1.87496,0.92245,7.45001,0.3545,3.14141,3.09774,25.44517,9.6558,5.89,0.07483,0.1403,5.00107,5.63463
"31","2017_Q4",223.324444444444,"Up",2339830000,-1109536000,1230294000,-768331000,-768331000,461963000,-22433000,-23732000,-24324000,592000,1299000,439530000,439530000,-155796000,283734000,283734000,283734000,283734000,37287000,37287000,299122000,219631000,2987592000,34480000,34480000,3358481000,3292681000,5114804000,-1822123000,828166000,787210000,40956000,4120847000,7479328000,3226473000,3154250000,72223000,402027000,395852000,3628500000,2900816000,335833000,131847000,203986000,3236649000,6865149000,1268663000,1267810000,-654484000,614179000,614179000,7479328000,283734000,58541000,41152000,4482000,33799000,2871000,-6515000,-17964000,-28472000,62362000,-22441000,376912000,-119096000,1154000,1154000,-120250000,-120250000,-105000,-119201000,-543089000,7468000,-550557000,-1157663000,-246952000,10759000,10759000,10759000,520504000,2900816000,550689000,0.5258,0.19743,0.12126,0.46197,0.03794,1.94086,0.92558,11.17777,0.38784,3.2633,3.22333,26.91099,7.06383,6.33362,0.07368,0.14301,5.50145,6.19861
"32","2018_Q1",253.711967213115,"Up",2190808000,-1031628000,1159180000,-756345000,-756345000,402835000,-26111000,-26215000,-26794000,579000,104000,376724000,376724000,-74409000,302315000,302315000,302315000,302315000,46348000,46348000,292487000,216251000,3009800000,49037000,49037000,3397672000,3343806000,5191135000,-1847329000,830407000,789058000,41349000,4174213000,7571885000,3261724000,3190029000,71695000,385642000,385642000,3647366000,2978390000,293083000,85406000,207677000,3271473000,6918839000,1265886000,1265043000,-612840000,653046000,653046000,7571885000,302315000,60345000,-37466000,4566000,-46441000,4409000,-8926000,1019000,-23464000,35779000,-22260000,316268000,-115626000,2558000,2558000,-118184000,-118184000,-675000,-116301000,-267806000,11576000,-279382000,2217900000,-190906000,9061000,9061000,9061000,463180000,2978390000,413037000,0.52911,0.18388,0.13799,0.46293,0.03993,1.36625,0.93154,10.59472,0.39335,3.56815,3.54876,25.85756,7.70774,4.87497,0.07703,0.10525,6.33024,7.27852
"33","2018_Q2",261.1084375,"Up",2282681000,-1081423000,1201258000,-778412000,-778412000,422846000,-27440000,-27645000,-28217000,572000,205000,395406000,395406000,-90500000,304906000,304906000,304906000,304906000,38525000,38525000,302618000,224386000,3052748000,52520000,52520000,3446411000,3389763000,5292431000,-1902668000,830483000,789104000,41379000,4220246000,7666657000,3297611000,3222785000,74826000,450570000,383952000,3748181000,3193066000,301582000,89776000,211806000,3494648000,7242829000,1248189000,1247366000,-824361000,423828000,423828000,7666657000,304906000,69920000,12585000,5176000,4370000,3039000,44866000,-10421000,-42643000,32756000,65174000,432277000,-114091000,752000,752000,-114843000,-114843000,-375000,-114466000,-537478000,11972000,-549450000,-543156000,-325634000,-7823000,-7823000,-7823000,492766000,3193066000,514041000,0.52625,0.18524,0.13357,0.71941,0.03977,1.6859,0.91949,17.08908,0.41649,3.65026,3.60737,27.32768,5.07396,6.15397,0.07781,0.13118,6.4017,7.46026
"34","2018_Q3",318.799523809524,"Up",2456073000,-1167435000,1288638000,-809488000,-809488000,479150000,-29277000,-30265000,-30862000,597000,988000,449873000,449873000,-96800000,353073000,353073000,353073000,353073000,36868000,36868000,320092000,241142000,3091719000,52038000,52038000,3500717000,3434884000,5384634000,-1949750000,831139000,789104000,42035000,4266023000,7766740000,3388689000,3314671000,74018000,430229000,416553000,3818918000,3253538000,309294000,94430000,214864000,3562832000,7381750000,1248647000,1247837000,-863657000,384990000,384990000,7766740000,353073000,60872000,12893000,4976000,4654000,3263000,16118000,-19129000,-38971000,91886000,-17668000,442956000,-107090000,2184000,2184000,-109274000,-109274000,-49000,-107139000,-397211000,19206000,-416417000,-1112923000,-337474000,-1657000,-1657000,-1657000,540022000,3253538000,545850000,0.52467,0.19509,0.14376,0.9171,0.04546,1.546,0.91668,19.17387,0.41891,4.31983,4.27781,30.04996,4.71034,6.67845,0.08943,0.13827,5.95655,6.71328
"35","2018_Q4",341.442380952381,"Up",2482717000,-1166962000,1315755000,-830607000,-830607000,485148000,-29497000,-30913000,-31582000,669000,1416000,455651000,455651000,-89500000,366151000,366151000,366151000,366151000,40019000,40019000,325929000,242692000,3139621000,54462000,54462000,3560031000,3501933000,5512325000,-2010392000,832750000,789178000,43572000,4334683000,7894714000,3459538000,3384098000,75440000,445543000,445543000,3905081000,3174327000,316927000,102640000,214287000,3491254000,7396335000,1266630000,1265827000,-768251000,498379000,498379000,7894714000,366151000,62526000,15761000,4992000,8210000,2559000,22348000,-3249000,-47600000,69427000,3770000,466786000,-125927000,417000,417000,-126344000,-126344000,-292000,-126219000,-257416000,27777000,-285193000,-3.96e+08,-337416000,3151000,3151000,3151000,547674000,3174327000,533595000,0.52997,0.19541,0.14748,0.73468,0.04638,1.45731,0.91164,14.84078,0.40208,4.54321,4.49762,30.80562,6.1839,6.62086,0.09178,0.13375,5.72294,6.46052
"36","2019_Q1",362.878852459016,"Up",2314957000,-1080642000,1234315000,-806275000,-806275000,428040000,-34883000,-30785000,-31468000,683000,-4098000,393157000,393157000,-92800000,300357000,300357000,300357000,300357000,31315000,31315000,270181000,192026000,3193344000,48262000,48262000,3543102000,3587002000,5645552000,-2058550000,850685000,807260000,43425000.0000001,4437687000,7980789000,3453415000,3376403000,77012000,440605000,429592000,3894020000,3417122000,315980000,105566000,210414000,3733102000,7627122000,1262853000,1262063000,-909186000,353667000,353667000,7980789000,300357000,65619000,12462000,5032000,2926000,4504000,7098000,50937000,-34153000,-16393000,6707000,385536000,-152376000,1431000,1431000,-153807000,-153807000,716000,-186478000,-449762000,13191000,-462953000,2.046e+09,-207762000,-8704000,-8704000,-8704000,493659000,3417122000,441181000,0.53319,0.1849,0.12975,0.84926,0.03764,1.46886,0.90988,21.56583,0.42817,3.76538,3.72416,29.02112,4.4337,5.5308,0.07349,0.10795,6.85859,7.91002
"37","2019_Q2",379.960952380952,"Up",2410608000,-1131318000,1279290000,-834504000,-834504000,444786000,-30634000,-33737000,-34291000,554000,3103000,414152000,414152000,-9.3e+07,321152000,321152000,321152000,321152000,56717000,56717000,317132000,250680000,3228901000,46896000,46896000,3649646000,3676710000,5761729000,-2085019000,2735206000,808717000,1926489000,6411916000,10061562000,3516038000,3438679000,77359000,810294000,717478000,4326332000,3460921000,1901944000,109480000,1792464000,5362865000,9689197000,1268815000,1268032000,-896450000,372365000,372365000,10061562000,321152000,63964000,12899000,5424000,4312000,3163000,42607000,-60914000,-35405000,60918000,78008000,440622000,-151103000,1811000,1811000,-152914000,-152914000,-295000,-151398000,-306632000,15224000,-321856000,-190000,-263822000,25402000,25402000,25402000,508750000,3460921000,493254000,0.53069,0.18451,0.13322,0.86247,0.03192,1.53589,0.84359,26.0207,0.34397,4.09194,4.04999,30.71464,4.74447,6.28477,0.056,0.086,6.69131,7.65358
"38","2019_Q3",387.45953125,"Up",2589874000,-1221587000,1368287000,-870213000,-870213000,498074000,-33103000,-33935000,-34538000,603000,832000.000000001,464971000,464971000,-111290000,353681000,353681000,353681000,353681000,55809000,55809000,339977000,262227000,3262426000,42361000,42361000,3700573000,3754351000,5885507000,-2131156000,2747019000,808391000,1938628000,6501370000,10201943000,3593270000,3516150000,77120000,767122000,757615000,4360392000,3783738000,1913131000,113533000,1799598000,5696869000,10057261000,1259697000,1258930000,-1115015000,144682000,144682000,10201943000,353681000,68311000,12644000,5591000,4052000,3001000,-28254000,-14064000,-33698000,77604000,-58096000,406382000,-141367000,1327000,1327000,-142694000,-142694000,-583000,-141950000,-587307000,11554000,-598861000,-3987999.99999976,-265340000,-908000,-908000,-907999.999999993,566385000,3783738000,508054000,0.52832,0.19232,0.13656,2.44454,0.03467,1.43648,0.84868,69.51287,0.37088,4.55716,4.5106,33.37036,1.86422,6.54624,0.06055,0.08697,6.58197,7.48469
"39","2019_Q4",429.13796875,"Up",2666528000,-1243998000,1422530000,-886167000,-886167000,536363000,-34470000,-35202000,-35858000,656000,732000,501893000,501893000,-110600000,391293000,391293000,391293000,391293000,42804000,42804000,300140000,224033000,3348631000,32914000,32914000,3724489000,3870707000,6053306000,-2182599000,2777528000,808259000,1969269000,6648235000,10372724000,3681729000,3606571000,75158000,899125000,798653000,4580854000,3703628000,1922023000,117551000,1804472000,5625651000,10206505000,1260301000,1259544000,-1094082000,166219000,166219000,10372724000,391293000,68107000,66347000,5563000,4019000,56765000,116925000,36086000,-85883000,90421000,76301000,642672000,-183258000,2341000,2341000,-185599000,-185599000,-16449000,-199707000,-374967000,12299000,-387266000,-3000,-455970000,-13005000,-13005000,-13005000,604470000,3703628000,648737000,0.53348,0.20115,0.14674,2.35408,0.03772,1.65793,0.81306,61.40396,0.35705,5.13838,5.0849,35.01632,2.18276,8.51909,0.06756,0.11201,6.05625,6.82527
"40","2020_Q1",383.345,"Down",2482975000,-1158391000,1324584000,-883081000,-883081000,441503000,-32190000,-34556000,-35288000,732000,2366000,409313000,409313000,-84397000,324916000,324916000,324916000,324916000,40406000,40406000,294407000,214915000,3454092000,44757000,44757000,3833662000,3948203000,6191427000,-2243224000,2935295000,936814000,1998481000,6883498000,10717160000,3804077000,3604722000,199355000,665350000,665350000,4469427000,3890527000,1960622000,133280000,1827342000,5851149000,10320576000,1280760000,1280760000,-889066000,396584000,396584000,10717160000,324916000,70493000,-37366000,5343000,8774999.99999999,-51484000,-139240000,23315000,-84926000,-15520000,-62109000,218803000,-145211000,1639000,1639000,-146850000,-146850000,-158480000,-303691000,-103679000,21129000,-124808000,0,82320999.9999999,-2566999.99999999,-2566999.99999999,-2398000.00000001,511996000,3890527000,311942000,0.53347,0.17781,0.13086,0.81929,0.03032,0.96007,0.85775,26.02368,0.36302,4.29244,4.24771,32.80236,5.23924,4.12104,0.05201,0.04993,7.51983,8.72049
"41","2020_Q2",392.052380952381,"Up",2476487000,-1180581000,1295906000,-872345000,-872345000,423561000,-43901000,-38711000,-39386000,675000,-5190000,379660000,379660000,-79222000,300438000,300438000,300438000,300438000,287067000,287067000,304613000,221167000,3556723000,53397000,53397000,4201800000,4008644000,6314339000,-2305695000,2898418000,910141000,1988277000,6907062000,11108862000,3841461000,3758199000,83262000,783471000,770587000,4624932000,4471248000,1903838000,73212000,1830626000,6375086000,11000018000,1271992000,1271250000,-1137392000,108844000,108844000,11108862000,300438000,73963000,-50083000,5875000,-58732000,2774000,134775000,-12208000,-106937000,156584000,97336000,459093000,-131383000,1901000,1901000,-133284000,-133284000,-95259000,-226642000,-564252000,9800000,-574052000,-3243000,15300000,247751000,247751000,246661000,497524000,4471248000,580138000,0.52328,0.17103,0.12132,2.76026,0.02704,1.93097,0.90851,101.06224,0.40249,4.00467,3.97074,33.01014,1.45083,7.73291,0.04634,0.08947,8.41001,9.87858
"42","2020_Q3",455.82140625,"Up",3091595000,-1454415000,1637180000,-900690000,-900690000,736490000,-36080000,-41088000,-41723000,635000,5008000,700410000,700410000,-168743000,531667000,531667000,531667000,531667000,872423000,872423000,330173000,243660000,3528683000,53206000,53206000,4784485000,4038483000,6403936000,-2365453000,2905567000,872997000,2032570000,6944050000,11728535000,4027290000,3936400000,90890000,994846000,903049000,5022136000,4127397000,1989902000,155530000,1834372000,6117299000,11139435000,1290717000,1289976000,-679506000,589100000,589100000,11728535000,531667000,77910000,80608000,5605000,73719000,1283999.99999999,409800000,-22758000,28851000,177919000,225788000,1099985000,-108242000,2945000,2945000,-111187000,-111187000,-344000,-108586000,-61182000,15793000,-76975000,-850000.000000002,-406032000,585367000,585367000,585356000,814400000,4127397000,1284701000,0.52956,0.23822,0.17197,0.90251,0.04533,2.41636,0.95268,18.90924,0.35191,7.16532,7.10509,41.6657,7.93935,17.31403,0.07928,0.19156,3.99678,4.41958
"43","2020_Q4",452.7865625,"Down",3207638000,-1527170000,1680468000,-955455000,-955455000,725013000,-38607000,-41086000,-41668000,582000,2479000,686406000,686406000,-159154000,527252000,527252000,527252000,527252000,1627098000,1627098000,333533000,243192000,3527495000,45315000,45315000,5533441000,4072897000,6497065000,-2424168000,2897613000,873717000,2023896000,6970510000,12503951000,4174923000,4083805000,91118000,994678000,990125000,5669384000,4122424000,2003651000,174177000,1829474000,6126075000,11795459000,1303699000,1303699000,-578172000,708492000,708492000,12503951000,527252000,79637000,24662000,5582000,17262000,1818000,158500000,-4000,1847000,146928000,9729000,790051000,-112110000,6844000,6844000,-118954000,-118954000,-1000,-112111000,-417392000,25581000,-442973000,-3939000,76389000,754329000,754329000,754675000,804650000,4622207000,1010194000,0.5239,0.22603,0.16437,0.74419,0.04217,1.91596,0.97602,16.64868,0.36966,7.1338,7.06905,43.39983,9.586,13.66808,0.07189,0.13773,3.72225,4.13111
"44","2021_Q1",464.680983606557,"Up",2828773000,-1356635000,1472138000,-937866000,-937866000,534272000,-34343000,-37750000,-38349000,599000,3407000,499929000,499929000,-106984000,392945000,392945000,392945000,392945000,465640000,465640000,229679000,229679000,3653195000,151273000,151273000,4499787000,4094918000,6559911000,-2464993000,3001937000,881030000,2120907000,7096855000,11596642000,4533047000,4184662000,331599000,729370000,729370000,5262417000,4123217000,2071461000,155899000,1915562000,6194678000,11457095000,1280841000,1280841000,-1139139000,139547000,139547000,11596642000,392945000,83125000,-10793000,5685000,-19868000,3390000,22197000,14455000,-122625000,99177000,31190000,487474000,-98074000,4080000,4080000,-102154000,-102154000,-69482000,-167556000,-982084000,11110000,-993194000,-150000,-1482234000,-1162316000,-1162316000,-1161458000,617397000,4123217000,648504000,0.52042,0.18887,0.13891,2.81586,0.03388,1.65037,0.85508,82.1020500000001,0.35555,5.4472,5.39982,39.2139,1.93447,8.98989,0.06204,0.10238,5.92419,6.84591
"45","2021_Q2",538.116666666667,"Up",3090899000,-1450104000,1640795000,-949690000,-949690000,691105000,-35278000,-36969000,-37506000,537000,1691000,655827000,655827000,-154218000,501609000,501609000,501609000,501609000,610880000,610880000,265914000,265914000,3622201000,188644000,188644000,4687639000,4112897000,6651068000,-2538171000,3050351000,879466000,2170885000,7163248000,11850887000,4801443000,4318462000,327490000,801755000,801755000,5903078000,3824288000,2131195000,165396000,1965799000,5955483000,11858561000,1274033000,1274033000,-1275409000,-7674000,-7674000,11850887000,501609000,79757000,18833000,6292000,10551000,1990000,290473000,-37917000,30915000,134091000,163384000,890672000,-92782000,2097000,2097000,-94879000,-94879000,-975000,-93757000,-650991000,13557000,-664548000,-313000,-651304000,145611000,145611000,145240000,770862000,4124168000,1122771000,0.53085,0.22359,0.16229,-65.36474,0.04233,2.23834,0.7941,-1545.29072,0.34801,7.12685,7.06342,43.91542,-0.10903,15.9523,0.08029,0.17971,4.55761,5.08358
"46","2021_Q3",600.39453125,"Up",3465601000,-1639223000,1826378000,-1030795000,-1030795000,795583000,-34249000,-37201000,-37657000,456000,2952000,761334000,761334000,-175883000,585451000,585451000,585451000,585451000,631618000,631618000,273148000,273148000,3647413000,186168000,186168000,4738347000,4164154000,6767596000,-2603442000,3046832000,881207000,2165625000,7210986000,11949333000,4963753000,4583570000,350407000,807859000,807859000,5771612000,3825177000,2135541000,177118000,1958423000,5960718000,11732330000,1295363000,1295363000,-1075769000,217003000,217003000,11949333000,585451000,79160000,19253000,6283000,11371000,1599000,138296000,-7442000.00000001,-24558000,264694000,-94398000,822160000,-125259000,2469000,2469000,-127728000,-127728000,-1876000.00000001,-127135000,-371277000,28364000,-399641000,-3299000,-674576000,20449000.0000002,20449000.0000002,20738000,874743000,3825177000,1063663000,0.527,0.22957,0.16893,2.69789000000002,0.04899,1.81683,0.82097,54.06529,0.32012,8.31807,8.24405,49.23918,3.08317,15.1125,0.09477,0.17218,3.65085,4.01411
"47","2021_Q4",649.1790625,"Up",3479570000,-1661330000,1818240000,-1063641000,-1063641000,754599000,-34070000,-34388000,-36556095.716322,412296.287094487,318000,720529000,720529000,-161877000,558652000,558652000,558652000,558652000,449302000,449302000,282883000,282883000,3646988000,183036000,183036000,4562209000,4201685000,6874639000,-2672954000,3025491000,878872000,2146619000,7227176000,11789385000,5144259000,4608549000,377229000,845495000,845495000,5989754000,3826073000,2115088000,172807000,1942281000,5941161000,11930915000,1296358000,1296358000,-1430060000,-141530000,-141530000,11789385000,558652000,78737000,3608000,6333314.12924369,2917646.00753492,1993533.35153798,211498000,5511674.13862894,-108179678.172823,304269715.91846,-159944485.310591,852495000,-116003000,2077000,2077000,-118080000,-118080000,-841000,-116844000,-917532000,25440000,-942972000,-105000,-917637000,-181986000,-181986000,-182316000,833336000,3826073000,1090708000,0.52255,0.21687,0.16055,-3.94723,0.04739,1.95239,0.76167,-84.29955,0.32454,8.14267,8.06834,50.71668,-2.06288,15.89768,0.09633,0.18807,4.05211,4.47492
"48","2022_Q1",669.977903225806,"Up",3291493000,-1556957000,1734536000,-1058655000,-1058655000,675881000,-31657000,-34239000,-35084951.8194776,425234.00087831,2582000,644224000,644224000,-125251000,518973000,518973000,518973000,518973000,362113000,362113000,272562000,272562000,3686383000,183204000,183204000,4504262000,4213515000,6948038000,-2734523000,3000930000,879340000,2121590000,7214445000,11718707000,5037772000,4695312000,342460000,836843000,836843000,5874615000,3826978000,2083537000,175212000,1908325000,5910515000,11785130000,1306178000,1304168162.26729,-1365802000,-66422999.9999999,-66422999.9999999,11718707000,518973000,90563000,9861000,6505081.71860962,-379134.358841412,2398575.76916053,22586000,-13446371.0026907,-146064877.019069,270377010.129929,-31682017.9249215,641983000,-99315000,2851000,2851000,-102166000,-102166000,-178569000,-277884000,-451333000,17554000,-468887000,-8000,-451341000,-87242000,-87242000,-87189000,766444000,3826978000,814966000,0.52698,0.20534,0.15767,-7.81315,0.04429,1.57034,0.76673,-177.42544,0.32657,7.56432,7.49528,47.97535,-0.96815,11.87859,0.0888,0.13945,4.5207,5.12644
"49","2022_Q2",645.332258064516,"Down",3296011000,-1587939000,1708072000,-1038542000,-1038542000,669530000,-36269000,-34331000,-34841000,510000,-1938000,633261000,633261000,-151381000,481880000,481880000,481880000,481880000,191546000,191546000,305358000,305358000,3845881000,180596000,180596000,4523381000,4236627000,7046707000,-2810080000,3000381000,881773000,2118608000,7237008000,11760389000,5304600000,4943283000,233015000,866273000,866273000,6170873000,3827891000,2090557000,180612000,1909945000,5918448000,12089321000,1309071000,1309071000,-1636267000,-328932000,-328932000,11760389000,481880000,82923000,13673000,6533000,5031000,2109000,111410000,-33678000,-158387000,247280000,56195000,689886000,-100833000,3157000,3157000,-103990000,-103990000,-4148000,-104981000,-755269000,19939000,-775208000,-350000,-755619000,-170714000,-170714000,-170567000,752453000,3827891000,914411000,0.51822,0.20313,0.1462,-1.46498,0.04097,1.89759,0.73302,-36.75325,0.32549,7.23848,7.1719,49.51047,-4.941,13.73567,0.08621,0.16359,4.83265,5.43119
"50","2022_Q3",699.4359375,"Up",3670737000,-1786019000,1884718000,-1086168000,-1086168000,798550000,-41252000,-36702000,-37384000,682000,-4550000,757298000,757298000,-180538000,576760000,576760000,576760000,576760000,253904000,253904000,330672000,330672000,4005384000,209912000,209912000,4799872000,4282413000,7160583000,-2878170000,2985404000,881299000,2104105000,7267817000,12067689000,5516411000,5258712000,255619000,896778000,896778000,6413189000,4669833000,2092735000,203744000,1888991000,6762568000,13175757000,1286651000,1286651000,-2391108000,-1108068000,-1108068000,12067689000,576760000,85122000,29856000,6169000,23271000,416000,10349000,-26915000,-160369000,315732000,-118099000,702087000,-119866000,5065000,5065000,-124931000,-124931000,-18000,-119884000,-1360861000,15173000,-1376034000,-6323000,-519870000,62333000,62333000,62358000,883672000,4669833000,954693000,0.51344,0.21754,0.15712,-0.52051,0.04779,1.65527,0.74844,-11.89075,0.38697,8.85742,8.85742,56.37227,-17.01683,14.66142,0.102,0.16884,4.99725,5.52993
