"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_receivables","other_long_term_assets","prepaid_expense","investments_in_affiliates","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",104.72253968254,"Up",208049000,-37128000,170921000,-87831000,-8643000,-52666000,-26522000,83090000,-23953000,-23839000,-114000,59137000,78133000,78133000,78133000,-1842000,76291000,-136000,76155000,96326000,96326000,168996000,265322000,5283101000,7091427000,-1808326000,30429000,30429000,224651000,210678000,13973000,5538181000,5803503000,541489000,190459000,71714000,279316000,2792099000,2792099000,3333588000,71573000,159620000,159620000,231193000,3564781000,9997000,2742528000,725000,2741803000,-760158000,1992367000,246355000,2238722000,5803503000,78133000,52666000,-18904000,2832000,114727000,-151213000,44102000,-107423000,130053000,31000.0000000149,-62930000,67154000,74458000,74458000,74458000,135756000,2863672000,0.82154,0.39938,0.36604,0.03402,0.01312,0.07959,1.59233,0.49344,1.05769,1.05589,2.88953,27.53253,0.01447,20.3847,33.3054
"31","2017_Q4",105.826666666667,"Up",217953000,-41250000,176703000,-92206000,-9103000,-55611000,-27492000,84497000,-26390000,-26208000,-182000,58107000,108882000,108882000,108882000,-2105000,106777000,-177000,106600000,22850000,22850000,200878000,223728000,5699765000,7528610000,-1828845000,30429000,30429000,267215000,243290000,23925000,5997409000,6221137000,600625000,206441000,73466000,320718000,2871179000,2871179000,3471804000,71565000,192162000,192162000,263727000,3735531000,159997000,2774618000,728000,2773890000,-725661000,2208954000,276652000,2485606000,6221137000,108882000,55611000,-54014000,-9668000,100811000,-398428000,75799000,-322701000,40624000,179255000,-72863000,147016000,-74874000,-74874000,-74874000,140108000,2942744000,0.81074,0.38768,0.4891,0.04289,0.01714,0.06444,1.50287,0.47302,1.47869,1.47633,3.0233,28.42181,0.01897,20.84031,34.55619
"32","2018_Q1",97.6954098360656,"Down",223957000,-45403000,178554000,-95397000,-10268000,-56394000,-28735000,83157000,-26072000,-25951000,-121000,57085000,52785000,52785000,52785000,-2129000,50656000,-2010000,48646000,15188000,15188000,209877000,225065000,5758517000,7635061000,-1876544000,30429000,30429000,261744000,237803000,23941000,6050690000,6275755000,592528000,196332000,75931000,320265000,2892945000,2892945000,3485473000,71556000,186055000,186055000,257611000,3743084000,159997000,2856054000,733000,2855321000,-749345000,2266706000,265965000,2532671000,6275755000,52785000,56394000,6928999.99999999,3249000,119357000,-130395000,2066999.99999999,-128522000,8766000,66929000,-74374000,1321000,-7844000.00000003,-7844000.00000003,-7844000.00000003,139551000,2964501000,0.79727,0.37131,0.21721,0.01921,0.00775,0.06457,1.47792,0.47237,0.67085,0.67008,3.08847,29.05245,0.00856,21.1343,35.4668
"33","2018_Q2",98.43546875,"Up",225405000,-44773000,180632000,-94487000,-7929000,-58110000,-28448000,86145000,-26530000,-26005000,-525000,59615000,62931000,62931000,62931000,-1684000,61247000,-2010000,59237000,64407000,64407000,143148000,207555000,5799847000,7721957000,-1922110000,30429000,30429000,255794000,232281000,23513000,6086070000,6293625000,639424000,181361000,75667000,382396000,2881471000,2881471000,3520895000,71547000,186532000,186532000,258079000,3778974000,159997000,2860452000,735000,2859717000,-768822000,2251627000,263024000,2514651000,6293625000,62931000,58110000,-1054000,4193000,124180000,-89313000,43315000,-46178000,50022000,1336000,-80860000,-29502000,48500000,48500000,48500000,144255000,2953018000,0.80137,0.38218,0.2628,0.02356,0.00941,0.05895,1.50278,0.46921,0.81252,0.81182,3.09176,28.6898,0.01048,20.02434,33.53196
"34","2018_Q3",106.76873015873,"Up",224902000,-39905000,184997000,-95101000,-8413000,-58381000,-28307000,89896000,-28335000,-27607000,-728000,61561000,65533000,65533000,65533000,-1938000,63595000,-2011000,61584000,56116000,56116000,149861000,205977000,5774937000,7745110000,-1970173000,30429000,30429000,291360000,268747000,22613000,6096726000,6302703000,622811000,178665000,75757000,368389000,2880557000,2880557000,3503368000,71538000,198788000,198788000,270326000,3773694000,159997000,2885508000,737000,2884771000,-780561000,2264944000,264065000,2529009000,6302703000,65533000,58381000,10197000,4820000,138931000,-98196000,65619000,-32517000,-15430000,21156000,-76878000,-71152000,35262000,35262000,35262000,148277000,2952095000,0.82257,0.39971,0.27383,0.02435,0.00977,0.05879,1.49216,0.46839,0.84373,0.84333,3.08127,28.83884,0.01084,19.53087,32.21477
"35","2018_Q4",106.347777777778,"Down",229753000,-41909000,187844000,-97502000,-7638000,-60778000,-29086000,90342000,-29287000,-27847000,-1440000,61055000,64180000,64180000,64180000,-1622000,62558000,-2010000,60548000,41872000,41872000,151403000,193275000,5742233000,7760860000,-2018627000,30429000,30429000,319727000,292080000,27647000,6092389000,6285664000,567975000,184683000,77809000,305483000,2879622000,2879622000,3447597000,71529000,191651000,191651000,263180000,3710777000,159997000,2947296000,741000,2946555000,-795522000,2311771000,263116000,2574887000,6285664000,64180000,60778000,-1259000,-22094000,101605000,-84296000,51714000,-33078000,-64229000,59136000,-77595000,-82688000,-14161000,-14161000,-14161000,151120000,2951151000,0.81759,0.39321,0.26354,0.02351,0.00963,0.05606,1.44114,0.46951,0.8249,0.82481,3.13015,29.31572,0.01059,19.25145,32.20295
"36","2019_Q1",111.986721311475,"Up",235376000,-46507000,188869000,-105531000,-9620000,-66976000,-28935000,83338000,-28458000,-27753000,-705000,54880000,56382000,56382000,56382000,-1875000,54507000,-2011000,52496000,64087000,64087000,142237000,206324000,5760329000,7819472000,-2059143000,30429000,30429000,292562000,265703000,26859000,6083320000,6289644000,535156000,177922000,78207000,279027000,2878658000,2878658000,3413814000,71519000,200773000,200773000,272292000,3686106000,159997000,3005187000,745000,3004442000,-819293000,2345891000,257647000,2603538000,6289644000,56382000,66976000,99000,28515000,151972000,67819000,-148909000,-80474000,-27983000,49290000,-79274000,-57967000,13531000,13531000,13531000,150314000,2950177000,0.80241,0.35406,0.22303,0.02016,0.00835,0.06044,1.41581,0.46905,0.71132,0.71126,3.18933,29.61876,0.00912,19.20041,34.63114
"37","2019_Q2",114.255714285714,"Up",232227000,-44260000,187967000,-96874000,-9565000,-59622000,-27687000,91093000,-29290000,-27856000,-1434000,61803000,61803000,61803000,61803000,-1659000,60144000,-2010000,58134000,43003000,43003000,137779000,180782000,5739009000,7844168000,-2105159000,30429000,30429000,401146000,221849000,30530000,6170584000,6351366000,533682000,156029000,78547000,299106000,2857453000,2857453000,3391135000,0,323960000,323960000,323960000,3715095000,159997000,3072733000,752000,3071981000,-844572000,2388158000,248113000,2636271000,6351366000,61803000,59622000,3664000,-20170000,104919000,-102617000,-1120000,-104037000,-1718000,59427000,-84711000,-27002000,-26120000,-26120000,-26120000,150715000,2857453000,0.80941,0.39226,0.25033,0.02205,0.00915,0.05331,1.40922,0.4499,0.78348,0.78348,3.12974,30.02912,0.00999,18.67399,30.89645
"38","2019_Q3",114.40375,"Up",230465000,-41438000,189027000,-95645000,-11422000,-59057000,-25166000,93382000,-26912000,-27293000,381000,66470000,82667000,82667000,82667000,-1765000,80902000,-2011000,78891000,105903000,105903000,138870000,244773000,5726369000,7874379000,-2148010000,30429000,30429000,382170000,203498000,30800000,6138968000,6383741000,260049000,177078000,78808000,4163000,3153620000,3153620000,3413669000,0,324716000,324716000,324716000,3738385000,159997000,3089698000,752000,3088946000,-842529000,2407166000,238190000,2645356000,6383741000,82667000,59057000,-16670000,12314000,137368000,-92798000,84074000,-9330999.99999999,693999.999999993,9034000,-79708000,-69980000,58057000,58057000,58057000,152439000,3153620000,0.8202,0.40519,0.34231,0.02982,0.01236,0.0717,1.41319,0.49401,1.05588,1.05588,3.08455,30.07614,0.01288,19.99303,32.63709
"39","2019_Q4",116.1290625,"Up",233947000,-54484000,179463000,-99738000,-11060000,-59648000,-29030000,79725000,-26912000,-26663000,-249000,52813000,67106000,67106000,67106000,-1641000,65465000,-2010000,63455000,162543000,162543000,143855000,306398000,5854250000,8044736000,-2190486000,30429000,30429000,416488000,239477000,30017000,6301167000,6607565000,307147000,221781000,81477000,3889000.00000006,3273022000,3273022000,3580169000,0,331993000,331993000,331993000,3912162000,159997000,3168218000,758000,3167460000,-858287000,2469928000,225475000,2695403000,6607565000,67106000,59648000,-16639000,-8096000,102019000,-129829000,16004000,-113898000,97633000,71268000,-90375000,78526000,66647000,66647000,66647000,139373000,3273022000,0.76711,0.34078,0.27124,0.02354,0.0096,0.08558,1.45142,0.49534,0.84792,0.84792,3.12613,30.86657,0.01007,22.31766,39.0151
"40","2020_Q1",101.547580645161,"Down",239149000,-47649000,191500000,-101182000,-10707000,-61431000,-29044000,90318000,-27255000,-26545000,-710000,63063000,148966000,148966000,148966000,-1611000,147355000,-2011000,145344000,127432000,127432000,152572000,280004000,6082719000,8298132000,-2215413000,30429000,30429000,401840000,227060000,28604000,6514988000,6794992000,340960000,255503000,81676000,3781000,3352813000,3352813000,3693773000,434590089.010018,325329000,325329000,325329000,4019102000,159997000,3167281000,759000,3166522000,-791937000,2535341000,240549000,2775890000,6794992000,148966000,61431000,-84567000,-8217000,117613000,32815000,-122009000,-89266000,-1737000.00000006,3297999.99999999,-83210000,-81649000,-53302000.0000001,-53302000.0000001,-53302000.0000001,151749000,3352813000,0.80076,0.37766,0.60775,0.05236,0.02139,0.0758,1.44786,0.49342,1.92989,1.92989,3.17544,31.54005,0.02252,21.25471,35.71139
"41","2020_Q2",71.9474603174603,"Down",231557000,-44312000,187245000,-101503000,-10251000,-62188000,-29064000,85742000,-29301000,-28137000,-1164000,56441000,56441000,56441000,56441000,-1678000,54763000,-2010000,52753000,994688000,994688000,153243000,1147931000,6192773000,8451767000,-2258994000,30332000,30332000,388878000,216692000,25960000,6611983000,7759914000,1321619000,245968000,81899000,993752000,3360661000,3360661000,4682280000,1236167698.72756,318492000,318492000,318492000,5000772000,159997000,3167659000,760000,3166899000,-825549000,2502107000,257035000,2759142000,7759914000,56441000,62188000,1054000,-934000,118749000,-129473000,-22359000,-151832000,988476000,19000,-89600000,898895000,865812000,865812000,865812000,147930000,3360661000,0.80863,0.37028,0.22782,0.01912,0.0068,0.24516,1.81244,0.43308,0.70001,0.70001,3.07268,31.07895,0.00819,15.99387,27.5941
"42","2020_Q3",71.1275,"Down",176227000,-36417000,139810000,-103197000,-9814000,-62784000,-30599000,36613000,-37436000,-33564000,-3872000,-823000.000000007,10859000,10859000,10859000,-352000,10507000,-2011000,8496000,980039000,980039000,167641000,1147680000,6237494000,8545897000,-2308403000,30332000,30332000,374424000,206293000,22879000,6642250000,7789930000,728874000,244482000,81915000,402477000,4059495000,4059495000,4788369000,2160899063.94009,310877000,310877000,310877000,5099246000,159997000,3171240000,760000,3170480000,-896953000,2434284000,256400000,2690684000,7789930000,10859000,62784000,-2460000.00000001,-8550000,62633000,-106490000,1124000,-105366000,106439000,78000,-81973000,24544000.0000001,-18189000.0000001,-18189000.0000001,-18189000.0000001,99397000,4059495000,0.79335,0.20776,0.0482100000000001,0.00316,0.00109,0.23968,1.89515,0.52112,0.11269,0.11269,2.33741,30.16536,0.0012,30.98138,84.10827
"43","2020_Q4",76.03546875,"Up",208197000,-41832000,166365000,-105459000,-9308000,-65631000,-30520000,60906000,-37311000,-35690000,-1621000,23595000,-33623000,-33623000,-33623000,5334000,-28289000,-2010000,-30299000,863279000,863279000,164882000,1028161000,6247823000,8587487000,-2339664000,39905000,39905000,395404000,229037000,22093000,6683132000,7711293000,761664000,276396000,82688000,402580000,4058269000,4058269000,4819933000,2964950419.43508,313555000,313555000,313555000,5133488000,159997000,3174826000,760000,3174066000,-1006964000,2327859000,249946000,2577805000,7711293000,-33623000,65631000,58757000,-3725000,87040000,-104726000,-10041000,-116374000,-1588000,73000,-81949000,-83464000,-112798000,-112798000,-112798000,126537000,4058269000,0.79907,0.29254,-0.14553,-0.01175,-0.00393,0.21331,1.99142,0.52628,-0.40182,-0.40182,2.76109,28.74996,-0.00436,25.24945,52.45772
"44","2021_Q1",89.4177049180328,"Up",219513000,-48359000,171154000,-105790000,-12307000,-64424000,-29059000,65364000,-38409000,-37004000,6657000,26955000,102211000,102211000,102211000,-7486000,94725000,-2011000,92714000,798329000,798329000,159780000,958109000,6225178000,8582870000,-2357692000,39892000,39892000,384445000,218953000,22128000,6649515000,7607624000,715256000,228641000,83839000,402776000,484111000,484111000,1199367000,3404488000,317302000,317302000,3721790000,4921157000,159997000,3298076000,771000,3297305000,-993916000,2464157000,222310000,2686467000,7607624000,102211000,64424000,-68375000,3247000,101507000,12625000,-5695000,5189000,-181557000,99007000,228907000,-178239000,-71543000,-71543000,-71543000,129788000,3888599000,0.7797,0.29777,0.42236,0.03451,0.01219,0.79885,1.83183,0.51115,1.2215,1.2215,2.89206,30.35704,0.06055,23.81014,47.27786
"45","2021_Q2",106.150158730159,"Up",218161000,-49238000,168923000,-103552000,-10258000,-63874000,-29420000,65371000,-33060000,-31722000,-1338000,32311000,49739000,49739000,49739000,-1503000,48236000,-2010000,46226000,779901000,779901000,161249000,941150000,6315477000,8708857000,-2393380000,39879000,39879000,373095000,227431000,12148000,6728451000,7669601000,742468000,254515000,84872000,403081000,466950000,466950000,1209418000,3404879000,312162000,312162000,3717041000,4926459000,159997000,3387698000,781000,3386917000,-1026717000,2520978000,222164000,2743142000,7669601000,49739000,63874000,-14845000,16338000,115106000,-69514000,-2670000,-74841000,-48845000,87329000,-87203000,-48719000,-8454000,-8454000,-8454000,129245000,3871829000,0.7743,0.29965,0.21189,0.01685,0.00603,0.77818,1.79592,0.50483,0.60157,0.60157,2.83909,30.72514,0.00667000000000002,23.923,47.29816
"46","2021_Q3",111.8165625,"Up",231625000,-42918000,188707000,-109844000,-12846000,-67675000,-29323000,78863000,-30804000,-30927000,122999.999999999,48059000,48059000,48059000,48059000,-1855000,46204000,-2011000,44193000,304268000,304268000,153293000,457561000,6826296000,9270625000,-2444329000,9534000,9534000,385485000,230994000,11560000,7221315000,7678876000,639598000,253092000,84881000,301625000,466026000,466026000,1105624000,3405282000,379508000,379508000,3784790000,4890414000,159997000,3395971000,782000,3395189000,-1065879000,2490089000,298373000,2788462000,7678876000,48059000,67675000,6948000.00000001,9421000,132103000,-460791000,25658000,-435133000,-102465000,-43000,-85968000,-188476000,-491506000,-491506000,-491506000,146538000,3871308000,0.81471,0.34048,0.1908,0.01585,0.00576,0.41385,1.7538,0.50415,0.57512,0.57512,3.0143,30.32316,0.00628,24.34208,45.23084
"47","2021_Q4",120.63453125,"Up",247284000,-78847000,168437000,-82864000,-12253000,-70611000,-50861180.8297169,85573000,-31032000,-32161000,1129000,54541000,54541000,54541000,54541000,-2419000,52122000,-2010000,50112000,177591000,177591000,159840000,337431000,6891100000,9392722000,-2501622000,9521000,9521000,396390000,242322000,12079000,7297011000,7634442000,631414000,244272000,85680000,301462000,457203000,457203000,1088617000,3405685000,381008000,381008000,3786693000,4875310000,159997000,3399633000,782000,3398851000,-1098467000,2461163000,297969000,2759132000,7634442000,54541000,70611000,-5985000,-340000,118827000,-147791000,-4077000,-151868000,-8997000,-7000,163863000,-95990000,-129031000,-129031000,-129031000,156184000,3862888000,0.68115,0.34605,0.20265,0.01816,0.00656,0.30996,1.76697,0.50598,0.64854,0.64839,3.2003,29.78123,0.04298,23.59587,43.06612
"48","2022_Q1",118.251935483871,"Down",254154000,-27118000,227036000,-152068000,-14499000,-77816000,-59753000,74968000,-30748000,-32079000,86000,44220000,116742000,116742000,116742000,-1806000,114936000,-2011000,112925000,162132000,162132000,169007000,331139000,6890967000,9422062000,-2531095000,11672568.2195185,11672568.2195185,400214000,237069000,13027000,7291181000,7622320000,321706000,235168000,86538000,308934740.067352,641459000,420448433.525892,1035826000,3406088000,303550000,303550000,3709638000,4745464000,154963000,2427686000,789742.464513455,3478845445.40305,-2047000,2580602000,296254000,2876856000,7622320000,116742000,77816000,-67527000,-21715000,105316000,8983999.99999994,-6801999.99999999,1724000,-117336000,85702000,-3341000,-119782000,-12742000,-12742000,-12742000,152784000,4047547000,0.8933,0.29497,0.44432,0.03925,0.01482,0.31969,1.64953,0.53101,1.44529,1.43965,3.25284,31.045,0.02736,25.43077,51.82765
"49","2022_Q2",108.709193548387,"Down",256771000,-56211000,200560000,-114576000,-12342000,-71674000,-30560000,85984000,-31256000,-31453000,197000,54728000,54728000,54728000,54728000,-2744000,51984000,-2010000,49974000,157944000,157944000,183479000,341423000,6918927000,9506048000,-2587121000,9519000,9519000,398506000,245581000,13183000,7326952000,7668375000,621930000,233773000,86617000,301540000,339236000,339236000,1033483000,3406491000,299781000,299781000,3706272000,4739755000,159997000,3573390000,813227.393540365,3711902336.20915,-1099629000,2633758000,294862000,2928620000,7668375000,54728000,71674000,-1833000,-21500000,103069000,-84145000,-4049000,-88194000,-869000,82819000,-93799000,-11849000,3026000,3026000,3026000,157658000,3745727000,0.78109,0.33487,0.19462,0.01706,0.00652,0.33036,1.61843,0.48846,0.64453,0.63616,3.31164,31.90468,0.00717,22.75675,41.72617
"50","2022_Q3",99.5034375,"Down",264099000,-51169000,212930000,-119330000,-13604000,-74461000,-31265000,93600000,-29133000,-31941000,2808000,64467000,64467000,64467000,64467000,-2791000,61676000,-2008000,59668000,176559000,176559000,187370000,363929000,7058087000,9706561000,-2648474000,9499000,9499000,378926000,226608000,13515000,7446512000,7810441000,615537000,226660000,87397000,301480000,321975000,321975000,1009339000,3406895000,308468000,308468000,3715363000,4724702000,159822000,3758974000,860454.78708073,4174751672.4183,-1122913000,2795883000,289856000,3085739000,7810441000,64467000,74461000,-6433000.00000001,24957000,157452000,-209551000,-1897000,-211865000,-16929000,176778000,-89068000,70781000,16368000,16368000,16368000,168061000,3728870000,0.80625,0.35441,0.22593,0.01934,0.00764,0.36056,1.53114,0.47742,0.76955,0.75956,3.40615,33.9979,0.00838,21.13703,37.95204
