"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",13.5437096774194,"Up",1.2512e+10,-1.027e+10,-1.027e+10,2.242e+09,-1.393e+09,-1.075e+09,-3.18e+08,0,8.49e+08,3.47e+08,1.196e+09,-1.86e+08,1.01e+09,-4.97e+08,5.13e+08,4.92e+08,4.92e+08,4.92e+08,6.288e+09,6.288e+09,4.114e+09,4.114e+09,4.484e+09,3.582e+09,3.582e+09,1.8468e+10,1.736e+09,8.783e+09,5.622e+09,1.0519e+10,2.8987e+10,1.1334e+10,1.1103e+10,7.8e+07,7.396e+09,6.477e+09,1.8808e+10,6.735e+09,7.333e+09,7.333e+09,1.4068e+10,3.2876e+10,1.047e+09,-3.498e+09,-1.438e+09,-3.889e+09,-3.889e+09,2.8987e+10,4.92e+08,8.3e+07,-2.77e+08,4.2e+07,-5.77e+08,2.58e+08,4.06e+08,-1.63e+08,-5.42e+08,6.9e+08,4.21e+08,7.04e+08,-1.4e+08,-1.46e+08,-1.46e+08,-4000000.00000003,0,1.64e+08,-2.12e+08,-5e+06,2.5e+07,-30000000.0000001,-3e+07,0,-2e+06,-1999999.99999999,3e+06,-2.16e+08,651999999.999999,651999999.999999,651999999.999999,9.32e+08,6.813e+09,1.695e+09,0.17919,0.06785,0.03932,-0.12651,0.01697,3.44512,0.98192,-8.45359,0.23504,0.28722,0.28423,7.30414,-2.27029,0.98949,0.12376,6,0.06864,0.16525,0.43089,0.5633,0.61837
"29","2017_Q2",15.4726984126984,"Up",1.2684e+10,-1.0499e+10,-1.0499e+10,2.185e+09,-1.313e+09,-1.017e+09,-2.96e+08,0,8.72e+08,-8.1e+07,7.91e+08,-1.6e+07,7.75e+08,-1.64e+08,6.11e+08,6.11e+08,6.11e+08,6.11e+08,6.331e+09,6.331e+09,3.478e+09,3.478e+09,4.555e+09,3.411e+09,3.411e+09,1.7775e+10,1.73e+09,8.687e+09,5.622e+09,1.0417e+10,2.8192e+10,1.1218e+10,1.0951e+10,1e+08,7.269e+09,6.317e+09,1.8587e+10,6.688e+09,7.244e+09,7.244e+09,1.3932e+10,3.2519e+10,6.81e+08,-3.339e+09,-1.669e+09,-4.327e+09,-4.327e+09,2.8192e+10,6.11e+08,8.4e+07,1.61e+08,7.5e+07,6.7e+07,1.9e+07,-8.9e+07,6.14e+08,-6.9e+07,-1.16e+08,-5.18e+08,7.67e+08,-3.2e+07,-1.01e+08,-1.01e+08,-5.4e+07,2e+06,-8.6e+07,-2.27e+08,1.3e+07,3.5e+07,-2.2e+07,-2.7e+07,5e+06,-3.86e+08,-3.86e+08,-37999999.9999999,-6.38e+08,4.3e+07,4.3e+07,4.3e+07,9.56e+08,6.788e+09,9.99e+08,0.17226,0.06875,0.04817,-0.14121,0.02167,1.63502,0.95631,-7.51537,0.24078,0.35857,0.35503,7.44366,-2.53932,0.58627,0.13322,7,0.08635,0.10294,0.37152,0.47803,0.52408
"30","2017_Q3",16.1611111111111,"Up",1.2385e+10,-1.0142e+10,-1.0142e+10,2.243e+09,-1.405e+09,-1.09e+09,-3.14e+08,-1e+06,8.38e+08,-64000000.0000001,7.74e+08,-2e+07,7.54e+08,-1.95e+08,5.59e+08,5.59e+08,5.59e+08,5.59e+08,6.223e+09,6.223e+09,3.771e+09,3.771e+09,4.756e+09,3.552e+09,3.552e+09,1.8302e+10,1.661e+09,8.723e+09,5.622e+09,1.0384e+10,2.8686e+10,1.13e+10,1.1079e+10,1.1e+08,7.194e+09,6.214e+09,1.8604e+10,6.71e+09,7.327e+09,7.327e+09,1.4037e+10,3.2641e+10,5.38e+08,-2.779e+09,-1.714e+09,-3.955e+09,-3.955e+09,2.8686e+10,5.59e+08,8.9e+07,1.88e+08,4.8e+07,1.38e+08,1999999.99999997,-3.81e+08,-3.25e+08,-2.03e+08,1.42e+08,5e+06,4.55e+08,-7.5e+07,-7.5e+07,-7.5e+07,53000000.0000001,0,-1.55e+08,-2.24e+08,2.2e+07,36000000.0000001,-1.4e+07,-1.4e+07,3.72529029846191e-09,-2.23e+08,-2.23e+08,1.7e+07,-4.08e+08,-1.08e+08,-1.08e+08,-1.08e+08,9.27e+08,6.82e+09,6.66e+08,0.18111,0.06766,0.04514,-0.14134,0.01949,1.19141,0.98377,-8.2531,0.23775,0.33116,0.32709,7.33709,-2.34301,0.39455,0.1327,6,0.07682,0.06535,0.40072,0.64401,0.71241
"31","2017_Q4",18.1765079365079,"Up",1.306e+10,-1.0679e+10,-1.0679e+10,2.381e+09,-1.386e+09,-1.097e+09,-2.89e+08,0,9.95e+08,-5.6e+07,9.39e+08,-4e+07,8.99e+08,-2.03e+08,6.96e+08,6.96e+08,6.96e+08,6.96e+08,6.967e+09,6.967e+09,4.233e+09,4.233e+09,5.184e+09,5.059e+09,5.059e+09,2.1443e+10,1.707e+09,8.784e+09,5.622e+09,1.0491e+10,3.1934e+10,1.3003e+10,1.2804e+10,1.062e+09,7.995e+09,6.998e+09,2.206e+10,6.744e+09,7.469e+09,7.469e+09,1.4213e+10,3.6273e+10,3.05e+08,-2.526e+09,-2.118e+09,-4.339e+09,-4.339e+09,3.1934e+10,6.96e+08,9e+07,3.01e+08,4.6e+07,2.07e+08,4.8e+07,6.88e+08,-5.04e+08,-4.59e+08,1.712e+09,-6.1e+07,1.775e+09,-6.1e+07,-6.1e+07,-6.1e+07,-1.035e+09,-7.45058059692383e-09,-1.482e+09,-2.22e+08,9.51e+08,9.72e+08,-2.1e+07,-2.1e+07,0,-3.02e+08,-3.02e+08,2.4e+07,4.51e+08,7.44e+08,7.44e+08,7.44e+08,1.085e+09,7.806e+09,1.915e+09,0.18231,0.07619,0.05329,-0.16041,0.02179,2.75144,0.97203,-8.35976,0.24444,0.41404,0.41062,7.76919,-2.5812,1.1392,0.13206,8,0.08394,0.17511,0.31897,0.77327,0.84322
"32","2018_Q1",19.4255737704918,"Up",1.3927e+10,-1.152e+10,-1.152e+10,2.407e+09,-1.463e+09,-1.172e+09,-2.91e+08,-9.31322574615479e-10,9.44e+08,-4.2e+07,9.02e+08,-5.4e+07,8.48e+08,-1.88e+08,6.6e+08,6.6e+08,6.6e+08,6.6e+08,6.997e+09,6.997e+09,4.414e+09,4.414e+09,5.786e+09,5.121e+09,5.121e+09,2.2318e+10,1.878e+09,8.717e+09,5.622e+09,1.0595e+10,3.2913e+10,1.3493e+10,1.3279e+10,1.072e+09,7.847e+09,7.847e+09,2.2412e+10,6.747e+09,7.162e+09,7.162e+09,1.3909e+10,3.6321e+10,3.96e+08,-2.386e+09,-1.418e+09,-3.408e+09,-3.408e+09,3.2913e+10,6.6e+08,9.1e+07,-5.4e+07,5.5e+07,-1.74e+08,6.5e+07,-17000000.0000002,-2.38e+08,-6.15e+08,4.23e+08,4.13e+08,6.8e+08,-1.65e+08,-1.65e+08,-1.65e+08,-1.33e+08,2.29e+08,5999999.99999976,-2.21e+08,20999999.9999999,42999999.9999999,-2.2e+07,-2.2e+07,0,-5.01e+08,-5.01e+08,4.5e+07,-6.56e+08,3e+07,3e+07,3e+07,1.035e+09,7.819e+09,1.041e+09,0.17283,0.06778,0.04739,-0.19366,0.02005,1.57727,0.99581,-10.65757,0.23757,0.39309,0.39216,8.29482,-2.02978,0.62001,0.13163,8,0.07613,0.08995,0.33485,0.7942,0.87076
"33","2018_Q2",19.29375,"Down",1.4517e+10,-1.1966e+10,-1.1966e+10,2.551e+09,-1.536e+09,-1.169e+09,-3.47e+08,-2e+07,1.015e+09,-6.8e+07,9.47e+08,-4.2e+07,9.05e+08,1.033e+09,1.938e+09,1.938e+09,1.938e+09,1.938e+09,5.475e+09,5.475e+09,4.396e+09,4.396e+09,5.655e+09,5.691e+09,5.691e+09,2.1217e+10,2.026e+09,1.2002e+10,5.935e+09,1.4028e+10,3.5245e+10,1.3061e+10,1.2848e+10,1.529e+09,8.759e+09,7.72e+09,2.3349e+10,6.34e+09,8.298e+09,8.298e+09,1.4638e+10,3.7987e+10,4.33e+08,-1.346e+09,-1.829e+09,-2.742e+09,-2.742e+09,3.5245e+10,1.938e+09,1.29e+08,-3.615e+09,8.5e+07,-3.713e+09,1.3e+07,2.544e+09,2.72e+08,3.64e+08,-4.78e+08,2.386e+09,9.96e+08,-1.9e+07,-1.29e+08,-1.29e+08,-1.29e+08,1.39e+08,-1.723e+09,-2.3e+08,-6.5e+07,-2.4e+07,-4.1e+07,-4.1e+07,0,-4.62e+08,-4.62e+08,-3.8e+07,-7.95e+08,-1.522e+09,-1.522e+09,-1.522e+09,1.144e+09,7.869e+09,2.636e+09,0.17573,0.06992,0.1335,-0.70678,0.05499,1.36017,0.90869,-13.85376,0.22327,1.17455,1.16117,8.79818,-1.66182,1.59758,0.13939,6,0.16149,0.19635,0.11868,2.09266,2.35862
"34","2018_Q3",21.0288888888889,"Up",1.4003e+10,-1.1358e+10,-1.1358e+10,2.645e+09,-1.636e+09,-1.26e+09,-3.56e+08,-2e+07,1.009e+09,-8.81e+08,1.28e+08,-4.5e+07,8.3e+07,9.75e+08,1.058e+09,1.058e+09,1.058e+09,1.058e+09,4.247e+09,4.247e+09,4.605e+09,4.605e+09,5.557e+09,5.024e+09,5.024e+09,1.9433e+10,2.061e+09,1.0593e+10,5.941e+09,1.2654e+10,3.2087e+10,1.3354e+10,1.3054e+10,1.617e+09,8.156e+09,7.094e+09,2.3127e+10,4.494e+09,6.329e+09,6.329e+09,1.0823e+10,3.395e+10,5.26e+08,-1.075e+09,-1.314e+09,-1.863e+09,-1.863e+09,3.2087e+10,1.058e+09,1.27e+08,6.45e+08,6.3e+07,3.97e+08,1.85e+08,-7.8e+08,-2.34e+08,85999999.9999999,2.01e+08,-8.33e+08,1.05e+09,-1.13e+08,-1.13e+08,-1.13e+08,1.7e+08,2.06e+08,6.21e+08,-2.27e+08,-1.911e+09,74000000.0000001,-1.985e+09,-1.985e+09,-1.16415321826935e-10,-8.01e+08,-8.01e+08,4e+07,-2.899e+09,-1.228e+09,-1.228e+09,-1.228e+09,1.136e+09,6.111e+09,-7.32e+08,0.18889,0.07206,0.07556,-0.5679,0.03297,-0.691869999999999,0.84027,-18.2233,0.19045,0.64908,0.64277,8.5908,-1.14294,-0.44908,0.13926,7,0.12149,-0.06921,0.21456,1.64085,1.84737
"35","2018_Q4",20.417619047619,"Down",1.4586e+10,-1.1902e+10,-1.1902e+10,2.684e+09,-1.594e+09,-1.227e+09,-3.47e+08,-2e+07,1.09e+09,-6.2e+07,1.028e+09,-1e+07,1.018e+09,-1.38e+08,8.8e+08,8.8e+08,8.8e+08,8.8e+08,6.195e+09,6.195e+09,4.615e+09,4.615e+09,6.091e+09,4.875e+09,4.875e+09,2.1776e+10,2.112e+09,1.0366e+10,5.93e+09,1.2478e+10,3.4254e+10,1.451e+10,1.4245e+10,2.681e+09,8.315e+09,7.216e+09,2.5506e+10,4.503e+09,6.012e+09,6.012e+09,1.0515e+10,3.6021e+10,6.02e+08,-1.039e+09,-1.33e+09,-1.767e+09,-1.767e+09,3.4254e+10,8.8e+08,1.32e+08,2.4e+08,5.5e+07,1.49e+08,3.6e+07,2.62e+08,-1.5e+07,-5.71e+08,1.187e+09,-3.39e+08,1.514e+09,-1.17e+08,-1.17e+08,-1.17e+08,2.27e+08,2.43e+08,2.99e+08,-2.23e+08,1.022e+09,1.055e+09,-3.3e+07,-3.3e+07,0,-6.96e+08,-6.96e+08,3.2e+07,1.35e+08,1.948e+09,1.948e+09,1.948e+09,1.222e+09,7.184e+09,1.505e+09,0.18401,0.07473,0.06033,-0.49802,0.02569,1.71023,0.85376,-20.3854,0.20973,0.54966,0.54388,9.11056,-1.10369,0.94004,0.13929,7,0.09651,0.13168,0.25341,0.80933,0.90734
"36","2019_Q1",18.6926229508197,"Down",1.5366e+10,-1.2577e+10,-1.2577e+10,2.789e+09,-1.817e+09,-1.443e+09,-3.54e+08,-2e+07,9.72e+08,1.93e+08,1.165e+09,-1.58e+08,1.007e+09,4.44e+08,1.451e+09,1.451e+09,1.451e+09,1.451e+09,5.166e+09,5.166e+09,5.113e+09,5.113e+09,6.062e+09,5.046e+09,5.046e+09,2.1387e+10,2.198e+09,1.1037e+10,5.968e+09,1.3235e+10,3.4622e+10,1.5156e+10,1.4816e+10,1.463e+09,8.512e+09,8.512e+09,2.5131e+10,4.524e+09,5.606e+09,5.606e+09,1.013e+10,3.5261e+10,6.79e+08,-4.73e+08,-8.45e+08,-6.39e+08,-6.39e+08,3.4622e+10,1.451e+09,1.4e+08,-2.04e+08,6.5e+07,-4.86e+08,2.17e+08,-4.19e+08,-5.14e+08,-1.5e+07,5.19e+08,-4.09e+08,9.68e+08,-1.25e+08,-1.87e+08,-1.87e+08,2.12e+08,2.59e+08,8.7e+07,-2.19e+08,-1.285e+09,-1.246e+09,-39000000.0000002,-38999999.9999998,-1.86264514923096e-09,-5.98e+08,-5.98e+08,1.8e+07,-2.084e+09,-1.029e+09,-1.029e+09,-1.029e+09,1.112e+09,5.987e+09,1.24e+08,0.1815,0.06326,0.09443,-2.27074,0.04191,0.0854600000000005,0.85102,-55.18153,0.17292,0.91894,0.90518,9.73148,-0.40469,0.0785300000000002,0.1387,7,0.15246,0.0113199999999999,0.15093,0.73831,0.84465
"37","2019_Q2",17.5931746031746,"Down",1.471e+10,-1.2153e+10,-1.2153e+10,2.557e+09,-1.621e+09,-1.248e+09,-3.44e+08,-2.9e+07,9.36e+08,-2.6e+07,9.1e+08,-9999999.99999994,9e+08,-9.7e+07,8.03e+08,8.03e+08,8.03e+08,8.03e+08,3.367e+09,3.367e+09,5.113e+09,5.113e+09,5.649e+09,4.807e+09,4.807e+09,1.8936e+10,2.312e+09,1.1242e+10,6.343e+09,1.3554e+10,3.249e+10,1.484e+10,1.4572e+10,2.97e+08,9.062e+09,9.062e+09,2.4199e+10,4.706e+09,5.422e+09,5.422e+09,1.0128e+10,3.4327e+10,6.81e+08,-1.431e+09,-1.087e+09,-1.837e+09,-1.837e+09,3.249e+10,8.03e+08,1.68e+08,2.05e+08,1.07e+08,1.03e+08,-5e+06,-3.14e+08,2.11e+08,1.91e+08,-1.84e+08,-5.32e+08,8.62e+08,-1.89e+08,-1.89e+08,-1.89e+08,2.75e+08,3.44e+08,-3.18e+08,-2.49e+08,-1.291e+09,-8.55e+08,-4.36e+08,-4.76e+08,4e+07,-7.2e+08,-7.2e+08,-8.3e+07,-2.343e+09,-1.799e+09,-1.799e+09,-1.799e+09,1.104e+09,5.003e+09,6.98e+08,0.17383,0.06363,0.05459,-0.43713,0.02472,0.86924,0.78251,-18.68645,0.15399,0.51607,0.51244,9.45373,-1.18059,0.44859,0.16003,5,0.1225,0.08128,0.31009,1.48188,1.74786
"38","2019_Q3",17.61125,"Up",1.4036e+10,-1.1376e+10,-1.1376e+10,2.66e+09,-1.721e+09,-1.339e+09,-3.53e+08,-2.9e+07,9.39e+08,-4.5e+07,8.94e+08,-1.1e+07,8.83e+08,-1.01e+08,7.82e+08,7.82e+08,7.82e+08,7.82e+08,3.556e+09,3.556e+09,5.414e+09,5.414e+09,5.394e+09,3.921e+09,3.921e+09,1.8285e+10,2.412e+09,1.1249e+10,6.349e+09,1.3661e+10,3.1946e+10,1.4045e+10,1.3839e+10,2.9e+08,8.868e+09,8.868e+09,2.3203e+10,4.749e+09,5.481e+09,5.481e+09,1.023e+10,3.3433e+10,7.38e+08,-1.325e+09,-9e+08,-1.487e+09,-1.487e+09,3.1946e+10,7.82e+08,1.81e+08,1.99e+08,6.6e+07,1.5e+07,1.18e+08,-3.01e+08,-3.14e+08,1.71e+08,-7.79e+08,6.21e+08,8.61e+08,-1.14e+08,-1.14e+08,-1.14e+08,4.1e+08,4.1e+08,2.96e+08,-2.45e+08,-3.9e+07,-1e+06,-37999999.9999999,-6.2e+07,2.4e+07,-6.91e+08,-6.91e+08,7e+06,-9.68e+08,1.89e+08,1.89e+08,1.89e+08,1.12e+09,5.039e+09,8.06e+08,0.18951,0.0669,0.05571,-0.52589,0.02448,1.03069,0.78804,-22.48352,0.15773,0.51111,0.50945,9.17386,-0.9719,0.5268,0.16013,5,0.11369,0.08923,0.3133,1.32411,1.57934
"39","2019_Q4",17.1378125,"Down",1.4603e+10,-1.1715e+10,-1.1715e+10,2.888e+09,-1.818e+09,-1.376e+09,-4.13e+08,-2.9e+07,1.07e+09,-8.31e+08,2.39e+08,9e+06,2.48e+08,9.31e+08,1.179e+09,1.179e+09,1.179e+09,1.179e+09,4.919e+09,4.919e+09,5.295e+09,5.295e+09,5.716e+09,3.753e+09,3.753e+09,1.9683e+10,2.462e+09,1.026e+10,6.33e+09,1.2722e+10,3.2405e+10,1.4792e+10,1.4648e+10,3.28e+08,9.459e+09,9.459e+09,2.4579e+10,4.73e+09,4.227e+09,4.227e+09,8.957e+09,3.3536e+10,8e+08,-1.068e+09,-8.63e+08,-1.131e+09,-1.131e+09,3.2405e+10,1.179e+09,1.9e+08,3.3e+08,6e+07,2.07e+08,6.3e+07,6.44e+08,8.1e+07,-3.86e+08,8.25e+08,1.24e+08,2.343e+09,-1.72e+08,-1.72e+08,-1.72e+08,6e+06,17000000.0000001,-1.89e+08,-2.4e+08,-3.6e+07,0,-3.6e+07,-6.6e+07,3e+07,-5.33e+08,-5.33e+08,1.8e+07,-7.91e+08,1.363e+09,1.363e+09,1.363e+09,1.26e+09,5.058e+09,8.01e+08,0.19777,0.07327,0.08074,-1.04244,0.03638,0.67939,0.80081,-29.65164,0.15609,0.78705,0.78131,9.74833,-0.75501,0.53471,0.16021,6,0.17403,0.09823,0.20356,0.11032,0.12991
"40","2020_Q1",18.4559677419355,"Up",1.5407e+10,-1.2342e+10,-1.2342e+10,3.065e+09,-1.823e+09,-1.405e+09,-3.89e+08,-2.9e+07,1.242e+09,-4.52e+08,7.9e+08,-2.98e+08,4.92e+08,-1.04e+08,3.88e+08,3.88e+08,3.88e+08,3.88e+08,4.537e+09,4.537e+09,6.031e+09,6.031e+09,5.734e+09,3.875e+09,3.875e+09,2.0177e+10,2.794e+09,1.0496e+10,6.372e+09,1.329e+10,3.3467e+10,1.4793e+10,1.4793e+10,3.57e+08,1.0143e+10,1.0143e+10,2.5293e+10,4.78e+09,4.587e+09,4.587e+09,9.367e+09,3.466e+10,8.5e+08,-8.18e+08,-1.225e+09,-1.193e+09,-1.193e+09,3.3467e+10,3.88e+08,2.05e+08,2.25e+08,6.4e+07,-1.92e+08,3.53e+08,-2.3e+08,-8.93e+08,-4.4e+07,8.5e+07,6.22e+08,5.88e+08,-1.96e+08,-1.96e+08,-1.96e+08,-2.98023223876953e-08,0,-2.27e+08,-2.36e+08,-4.3e+07,2.98023223876953e-08,-4.3e+07,-7.6e+07,3.3e+07,-4.61e+08,-4.61e+08,-3e+06,-7.43e+08,-3.82e+08,-3.82e+08,-3.82e+08,1.447e+09,5.137e+09,1.125e+09,0.19894,0.08061,0.02518,-0.32523,0.01159,2.89948,0.79773,-29.05281,0.15349,0.26287,0.26128,10.43835,-0.80827,0.7622,0.15989,5,0.07315,0.13187,0.60825,0.41465,0.48309
"41","2020_Q2",14.6320634920635,"Down",1.4618e+10,-1.1746e+10,-1.1746e+10,2.872e+09,-1.716e+09,-1.29e+09,-4e+08,-2.6e+07,1.156e+09,1.3e+07,1.169e+09,-2.91e+08,8.78e+08,-2e+08,6.78e+08,6.78e+08,6.78e+08,6.78e+08,4.205e+09,4.205e+09,4.857e+09,4.857e+09,4.946e+09,3.469e+09,3.469e+09,1.7477e+10,2.756e+09,1.1423e+10,6.387e+09,1.4179e+10,3.1656e+10,1.2808e+10,1.2808e+10,9.23e+08,1.0136e+10,1.0136e+10,2.3867e+10,3.932e+09,5.491e+09,5.491e+09,9.423e+09,3.329e+10,8.8e+08,-1.306e+09,-1.208e+09,-1.634e+09,-1.634e+09,3.1656e+10,6.78e+08,1.98e+08,5.37e+08,1.09e+08,1.17e+08,3.11e+08,-1.28e+08,1.167e+09,7.61e+08,-1.919e+09,-1.37e+08,1.285e+09,-1.98e+08,-1.98e+08,-1.98e+08,-3e+08,1.1e+07,-4.98e+08,-2.56e+08,-5.6e+07,2e+06,-5.8e+07,-6.7e+07,9e+06,-6.91e+08,-6.91e+08,-1.16e+08,-1.119e+09,-3.32e+08,-3.32e+08,-3.32e+08,1.354e+09,4.855e+09,1.228e+09,0.19647,0.07908,0.04638,-0.41493,0.02142,1.81121,0.73227,-20.37332,0.15337,0.4663,0.46438,10.05365,-1.1238,0.84457,0.17607,7,0.10721,0.14096,0.37758,0.48006,0.56228
"42","2020_Q3",16.97078125,"Up",1.2469e+10,-9.976e+09,-9.976e+09,2.493e+09,-1.583e+09,-1.216e+09,-3.38e+08,-2.9e+07,9.1e+08,-2.98023223876953e-08,9.1e+08,-8.4e+07,8.26e+08,-6.2e+07,7.64e+08,7.64e+08,7.64e+08,7.64e+08,4.054e+09,4.054e+09,5.146e+09,5.146e+09,6.354e+09,4.106e+09,4.106e+09,1.966e+10,2.714e+09,1.1399e+10,6.37e+09,1.4113e+10,3.3773e+10,1.4195e+10,1.4195e+10,1.551e+09,9.53e+09,9.53e+09,2.5276e+10,3.941e+09,5.299e+09,5.299e+09,9.24e+09,3.4516e+10,9.4e+08,-6.33e+08,-1.05e+09,-7.43e+08,-7.43e+08,3.3773e+10,7.64e+08,1.98e+08,1.89e+08,6.3e+07,-2999999.99999994,1.29e+08,-1.661e+09,-3.11e+08,-1.406e+09,1.401e+09,-1.345e+09,-5.1e+08,-1.46e+08,-1.49e+08,-1.49e+08,3e+08,2.92e+08,1.18e+08,-2.52e+08,6.12e+08,6.22e+08,-1e+07,-59000000.0000001,49000000.0000001,-1.23e+08,-1.23e+08,4e+06,2.41e+08,-1.51e+08,-1.51e+08,-1.51e+08,1.108e+09,5.492e+09,-6.37e+08,0.19994,0.07298,0.06127,-1.02826,0.02262,-0.83377,0.77781,-46.45491,0.16262,0.53278,0.53056,8.69526,-0.51813,-0.44421,0.17573,4,0.10111,-0.0634,0.32984,1.29783,1.58022
"43","2020_Q4",19.69796875,"Up",1.4294e+10,-1.1901e+10,-1.1901e+10,2.393e+09,-1.544e+09,-1.156e+09,-3.59e+08,-2.9e+07,8.49e+08,-2.8e+07,8.21e+08,-7e+07,7.51e+08,-1.7e+07,7.34e+08,7.34e+08,7.34e+08,7.34e+08,4.679e+09,4.679e+09,5.269e+09,5.269e+09,5.896e+09,4.425e+09,4.425e+09,2.0269e+10,2.658e+09,1.1317e+10,6.386e+09,1.3975e+10,3.4244e+10,1.4276e+10,1.4276e+10,2.76e+08,1.0474e+10,1.0474e+10,2.5026e+10,5.981e+09,5.223e+09,5.223e+09,1.1204e+10,3.623e+10,9.72e+08,-1.353e+09,-1.605e+09,-1.986e+09,-1.986e+09,3.4244e+10,7.34e+08,1.97e+08,2.41e+08,4.9e+07,3.2e+07,1.6e+08,4.95e+08,-5.69e+08,3.98e+08,8.5e+07,5.81e+08,1.667e+09,-1.17e+08,-1.17e+08,-1.17e+08,-2.3e+08,-1.19209289550781e-07,-5.51e+08,-2.51e+08,7.26e+08,-6.05e+08,1.331e+09,-1.662e+09,2.993e+09,-9.53e+08,-9.53e+08,-1.3e+07,-4.91e+08,6.25e+08,6.25e+08,6.25e+08,1.046e+09,6.257e+09,1.441e+09,0.16741,0.0594,0.05135,-0.36959,0.02143,1.96322,0.80992,-18.2427,0.18272,0.518,0.51581,10.08751,-1.40155,1.01694,0.17713,5,0.10375,0.15178,0.34196,1.5086,1.85866
"44","2021_Q1",26.0991803278689,"Up",1.5258e+10,-1.2579e+10,-12617476679.2656,2.679e+09,-1.654e+09,-1.244e+09,-3.81e+08,-2.9e+07,1.025e+09,-2.16e+08,8.09e+08,-3.3e+07,7.76e+08,-1.08e+08,6.68e+08,6.68e+08,6.68e+08,6.68e+08,4.864e+09,4.864e+09,5.381e+09,5.381e+09,5.963e+09,4.44e+09,4.44e+09,2.0648e+10,2.627e+09,1.1406e+10,6.38e+09,1.4033e+10,3.4681e+10,1.4704e+10,1.4704e+10,6.74e+08,1.0842e+10,1.0842e+10,2.622e+10,5.543e+09,5.146e+09,5.146e+09,1.0689e+10,3.6909e+10,9.76e+08,-1.961e+09,-1.243e+09,-2.228e+09,-2.228e+09,3.4681e+10,6.68e+08,1.96e+08,2.3e+08,91794581.4931142,92309983.8609856,206573967.188271,7.8e+08,-177439509.47596,450034252.724385,-337926076.077458,559928013.960831,1.874e+09,-1.16e+08,-1.16e+08,-1.16e+08,-4.6e+07,92858825.8342671,-8.5e+07,-2.38e+08,-2.3e+07,-652366849.492198,951284543.160008,-1270290955.77846,2221575498.93847,-1.34e+09,-1.34e+09,-3e+06,-1.604e+09,1.85e+08,1.85e+08,1.85e+08,1.221e+09,6.217e+09,1.993e+09,0.17558,0.06718,0.04378,-0.29982,0.01926,2.98353,0.78749,-16.56598,0.17926,0.49592,0.49226,11.32739,-1.65405,1.47958,0.17669,5,0.09918,0.21817,0.35629,1.10811,1.32
