"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","short_term_debt","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","increase_in_investments","decrease_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",43.495,"Up",1.316e+09,1.111e+09,1.4e+08,6.5e+07,3e+06,6e+07,2e+06,-7.12e+08,-3.4e+08,-3e+06,2.61e+08,-1.3e+07,-1.3e+07,2.48e+08,2.48e+08,-7.2e+07,1.76e+08,1.76e+08,1.76e+08,1.76e+08,1.4551e+10,9.675e+09,4.734e+09,1.42e+08,4.87e+08,1.509e+09,6e+08,1.741e+09,1.8888e+10,9.425e+09,4.9e+07,7.17e+08,8.23e+08,1.377e+09,1.2391e+10,1.613e+09,3.97e+08,1.216e+09,-1.288e+09,4.658e+09,1.514e+09,6.497e+09,6.497e+09,1.8888e+10,1.76e+08,1.3e+07,4.4e+07,4e+06,2e+06,3.8e+07,2.2e+07,2.55e+08,-2.43e+08,-6.57e+08,4.14e+08,-5.8e+07,-3.01e+08,-7.4e+07,-1.6e+07,-1.3e+07,-4e+06,-1.07e+08,-1.53e+08,-1.53e+08,-1.53e+08,2.74e+08,8.72e+08,0.19833,0.13374,0.02709,0.00932,1.90719,0.04617,1.07252,1.06344,8.0195,39.59171,0.45094,0.01376,0.42045,1.40511,1.4751
"23","2015_Q4",48.45484375,"Up",1.278e+09,1.127e+09,1.43e+08,8e+06,4e+06,3e+06,1e+06,-6.7e+08,-3.48e+08,-3e+06,2.57e+08,-1.4e+07,-1.4e+07,2.43e+08,2.43e+08,-6.9e+07,1.74e+08,1.74e+08,1.74e+08,1.74e+08,1.4426e+10,9.756e+09,4.526e+09,1.44e+08,4.19e+08,1.494e+09,6.09e+08,1.803e+09,1.8751e+10,9.479e+09,3.5e+07,5.96e+08,8.26e+08,1.465e+09,1.2401e+10,1.62e+09,3.97e+08,1.223e+09,-1.306e+09,4.756e+09,1.28e+09,6.35e+09,6.35e+09,1.8751e+10,1.74e+08,1.2e+07,3.6e+07,5e+06,5e+06,2.6e+07,6.3e+07,2.85e+08,-1e+08,-3.92e+08,2.92e+08,-1.31e+08,-2.31e+08,-7.3e+07,-1.8e+07,-1.3e+07,-4e+06,-1.22e+08,-6.8e+07,-6.8e+07,-6.8e+07,2.69e+08,8.61e+08,0.2011,0.13615,0.0274,0.00928,1.95291,0.04592,1.06098,1.05136,7.79268,38.71951,0.44512,0.01361,0.41954,1.64312,1.71984
"24","2016_Q1",50.4190163934426,"Up",1.263e+09,1.148e+09,1.5e+08,-3.5e+07,3e+06,-4e+07,2e+06,-6.77e+08,-3.54e+08,-3e+06,2.29e+08,-1.3e+07,-1.3e+07,2.16e+08,2.16e+08,-6e+07,1.56e+08,1.56e+08,1.56e+08,1.56e+08,1.4423e+10,9.65e+09,4.706e+09,6.7e+07,5.44e+08,1.431e+09,6.16e+08,1.874e+09,1.8888e+10,9.502e+09,3.5e+07,6.38e+08,8.21e+08,1.465e+09,1.2461e+10,1.629e+09,3.97e+08,1.232e+09,-1.308e+09,4.762e+09,1.344e+09,6.427e+09,6.427e+09,1.8888e+10,1.56e+08,1.3e+07,1.24e+08,4e+06,9e+06,1.11e+08,2.7e+07,3.2e+08,-6.9e+07,-3.25e+08,2.56e+08,6.5e+07,-4000000.00000003,-1.48e+08,-2e+06,-2.6e+07,-1.5e+07,-1.91e+08,1.25e+08,1.25e+08,1.25e+08,2.42e+08,8.56e+08,0.18131,0.12352,0.02427,0.00826,1.93885,0.04532,0.9518,0.94089,7.70592,39.21293,0.90299,0.01666,0.94872,1.28926,1.36245
"25","2016_Q2",56.5925,"Up",1.364e+09,1.154e+09,1.45e+08,6.5e+07,3e+06,6.1e+07,1e+06,-7.24e+08,-3.6e+08,-2e+06,2.78e+08,-1.3e+07,-1.3e+07,2.65e+08,2.65e+08,-7.7e+07,1.88e+08,1.88e+08,1.88e+08,1.88e+08,1.4889e+10,9.884e+09,4.941e+09,6.4e+07,6.13e+08,1.468e+09,6.18e+08,1.859e+09,1.9447e+10,9.653e+09,3.5e+07,7.51e+08,8.25e+08,1.448e+09,1.2712e+10,1.627e+09,3.97e+08,1.23e+09,-1.294e+09,4.871e+09,1.531e+09,6.735e+09,6.735e+09,1.9447e+10,1.88e+08,1.2e+07,1.67e+08,7e+06,1.2e+07,1.48e+08,-1.02e+08,2.65e+08,-1.14e+08,-4.96e+08,3.82e+08,6e+06,-1.08e+08,-7.4e+07,9e+06,-1.3e+07,-1e+07,-8.8e+07,6.9e+07,6.9e+07,6.9e+07,2.9e+08,8.6e+08,0.20381,0.13783,0.02791,0.00967,1.88745,0.04422,1.14495,1.13253,8.30694,41.01705,0.45067,0.01401,0.39362,0.85172,0.88849
"26","2016_Q3",63.6103125,"Up",1.371e+09,1.173e+09,1.49e+08,4.9e+07,3e+06,4.4e+07,2e+06,-8.21e+08,-3.66e+08,-5e+06,1.79e+08,-1.3e+07,-1.3e+07,1.66e+08,1.66e+08,-4.3e+07,1.23e+08,1.23e+08,1.23e+08,1.23e+08,1.5459e+10,1.0138e+10,5.242e+09,7.9e+07,5.47e+08,1.529e+09,6.24e+08,1.992e+09,2.0151e+10,9.943e+09,2.8e+07,8.44e+08,8.25e+08,1.54e+09,1.318e+10,1.634e+09,3.97e+08,1.237e+09,-1.292e+09,4.915e+09,1.714e+09,6.971e+09,6.971e+09,2.0151e+10,1.23e+08,1.2e+07,6.9e+07,6e+06,-5e+06,6.8e+07,3e+07,2.34e+08,-2.6e+07,-4.79e+08,4.53e+08,-1.73e+08,-1.99e+08,-7.7e+07,2e+06,-1.4e+07,-5e+06,-1.01e+08,-6.6e+07,-6.6e+07,-6.6e+07,1.91e+08,8.53e+08,0.13056,0.08972,0.01764,0.0061,1.89069,0.04233,0.74772,0.73874,8.33435,42.3769,0.46809,0.01036,0.62602,1.60209,1.7095
"27","2016_Q4",62.888253968254,"Down",1.402e+09,1.191e+09,1.48e+08,6.3e+07,5e+06,5.6e+07,2e+06,-7.53e+08,-3.8e+08,-3e+06,2.66e+08,-1.3e+07,-1.3e+07,2.53e+08,2.53e+08,-7.3e+07,1.8e+08,1.8e+08,1.8e+08,1.8e+08,1.5642e+10,1.0257e+10,5.304e+09,8.1e+07,7e+08,1.518e+09,6.27e+08,1.968e+09,2.0455e+10,1.002e+10,2e+07,8.79e+08,8.27e+08,1.588e+09,1.3334e+10,1.641e+09,3.97e+08,1.244e+09,-1.288e+09,5.016e+09,1.752e+09,7.121e+09,7.121e+09,2.0455e+10,1.8e+08,1e+07,9.5e+07,5e+06,1.3e+07,7.7e+07,5.1e+07,3.36e+08,-1.5e+08,-4.9e+08,3.4e+08,7.1e+07,-7.9e+07,-7.8e+07,4e+06,-2e+07,-2e+06,-1.04e+08,1.53e+08,1.53e+08,1.53e+08,2.76e+08,8.47e+08,0.18973,0.12839,0.02528,0.0088,1.87249,0.04141,1.09356,1.07914,8.51762,43.26245,0.47388,0.01318,0.43333,0.53261,0.55263
"28","2017_Q1",61.6808064516129,"Down",1.312e+09,1.192e+09,1.53e+08,-3.3e+07,4e+06,-3.7e+07,2.3283064365387e-10,-8.09e+08,-3.59e+08,-2e+06,1.42e+08,-1.4e+07,-1.4e+07,1.28e+08,1.28e+08,-2.8e+07,1e+08,1e+08,1e+08,1e+08,1.55e+10,1.0085e+10,5.334e+09,8.1e+07,7.77e+08,1.533e+09,6.37e+08,1.939e+09,2.0386e+10,1.0063e+10,2e+07,8.65e+08,8.26e+08,1.552e+09,1.3326e+10,1.649e+09,3.97e+08,1.252e+09,-1.319e+09,5.037e+09,1.693e+09,7.06e+09,7.06e+09,2.0386e+10,1e+08,1.4e+07,5e+07,5e+06,1.8e+07,2.7e+07,1.16e+08,2.8e+08,-1.78e+08,-5.29e+08,3.51e+08,1.08e+08,-7e+07,-7.7e+07,-3.3e+07,-1.3e+07,-1e+07,-1.33e+08,7.7e+07,7.7e+07,7.7e+07,1.56e+08,8.46e+08,0.10823,0.07622,0.01416,0.00491,1.88754,0.0415,0.60716,0.59988,7.966,42.86582,0.46752,0.00907,0.77,0.44231,0.48592
"29","2017_Q2",60.7665079365079,"Down",1.523e+09,1.208e+09,1.49e+08,1.66e+08,5e+06,1.6e+08,1e+06,-8.53e+08,-3.77e+08,-4e+06,2.89e+08,-1.3e+07,-1.3e+07,2.76e+08,2.76e+08,-7.5e+07,2.01e+08,2.01e+08,2.01e+08,2.01e+08,1.6067e+10,1.0301e+10,5.676e+09,9e+07,5.43e+08,1.588e+09,6.6e+08,1.895e+09,2.0753e+10,1.0243e+10,1.7e+07,9.46e+08,8.25e+08,1.466e+09,1.3497e+10,1.64e+09,3.97e+08,1.243e+09,-1.32e+09,5.156e+09,1.78e+09,7.256e+09,7.256e+09,2.0753e+10,2.01e+08,1.4e+07,6.5e+07,8e+06,3.5e+07,2.2e+07,-1.44e+08,1.36e+08,-1.42e+08,-4.03e+08,2.61e+08,-1.04e+08,-2.46e+08,-7.7e+07,-9e+06,-2e+07,-1.5e+07,-1.24e+08,-2.34e+08,-2.34e+08,-2.34e+08,3.03e+08,8.42e+08,0.18976,0.13198,0.0277,0.00969,1.86012,0.04057,1.22114,1.20721,9.25273,44.08262,0.4678,0.01404,0.38308,0.9868,1.0346
"30","2017_Q3",65.5507936507937,"Up",1.386e+09,1.241e+09,1.51e+08,-6e+06,4e+06,-1.1e+07,1e+06,-8.54e+08,-3.87e+08,-4e+06,1.41e+08,-1.3e+07,-1.3e+07,1.28e+08,1.28e+08,-2.8e+07,1e+08,1e+08,1e+08,1e+08,1.6394e+10,1.0502e+10,5.799e+09,9.3e+07,6.06e+08,1.651e+09,6.78e+08,1.909e+09,2.1238e+10,1.0444e+10,1.7e+07,1.021e+09,8.26e+08,1.557e+09,1.3865e+10,1.646e+09,3.97e+08,1.249e+09,-1.372e+09,5.174e+09,1.925e+09,7.373e+09,7.373e+09,2.1238e+10,1e+08,1.3e+07,1.71e+08,6e+06,-3000000.00000001,1.68e+08,2.5e+07,3.09e+08,-1.08e+08,-3.99e+08,2.91e+08,2.1e+07,-8.7e+07,-8.1e+07,-5.3e+07,-2.1e+07,-4e+06,-1.59e+08,6.3e+07,6.3e+07,6.3e+07,1.54e+08,8.43e+08,0.10173,0.07215,0.01356,0.00471,1.88051,0.03969,0.60864,0.60241,8.43579,44.87523,0.493,0.00895,0.81,1.53896,1.68085
"31","2017_Q4",64.7550793650794,"Down",1.412e+09,1251164673.12587,151317776.043048,-220829722.761881,3404042.58293211,-225072330.73653,-2e+06,-8.74e+08,-3.93e+08,-3e+06,1.42e+08,-1.3e+07,-1.3e+07,1.29e+08,1.29e+08,-2.7e+07,1.02e+08,1.02e+08,1.02e+08,1.02e+08,1.6664e+10,1.054e+10,6.025e+09,9.9e+07,6.74e+08,1.64e+09,6.76e+08,1.938e+09,2.1592e+10,1.0541e+10,1.7e+07,1.087e+09,8.26e+08,1.598e+09,1.4069e+10,1.653e+09,3.97e+08,1.256e+09,-1.37e+09,5.193e+09,2.047e+09,7.523e+09,7.523e+09,2.1592e+10,1.02e+08,1.3e+07,1.47e+08,5e+06,0,1.42e+08,3.9e+07,3.01e+08,-7e+07,-3.53e+08,2.83e+08,-5.6e+07,-1.26e+08,-8.1e+07,2e+06,-1.8e+07,-1e+07,-1.07e+08,6.8e+07,6.8e+07,6.8e+07,1.55e+08,8.43e+08,0.10057,0.07224,0.01356,0.00472,1.87013,0.03904,0.62195,0.61483,8.60976,45.87195,0.4939,0.00892,0.79412,1.09032,1.19014
"32","2018_Q1",65.7959016393443,"Up",1.411e+09,1248836369.36528,149635509.728968,-296601745.606034,3660996.59940822,-301185759.0901,-1420570.00088447,-8.09e+08,-3.89e+08,-2e+06,2.11e+08,-1.4e+07,-1.4e+07,1.97e+08,1.97e+08,4.45e+08,6.42e+08,6.42e+08,6.42e+08,6.42e+08,1.7051e+10,1.0699e+10,6.249e+09,1.03e+08,6.57e+08,1.589e+09,6.7e+08,1.876e+09,2.1843e+10,1.0406e+10,2.4e+07,7.45e+08,8.27e+08,1.598e+09,1.36e+10,1.662e+09,3.97e+08,1.265e+09,-1.387e+09,5.18e+09,2.788e+09,8.243e+09,8.243e+09,2.1843e+10,6.42e+08,1.5e+07,-4.12e+08,7e+06,-4.76e+08,5.7e+07,6.1e+07,3.06e+08,-2.08e+08,-5.68e+08,3.6e+08,1.09e+08,-9.9e+07,-1.61e+08,-1.9e+07,-2.6e+07,-2.5e+07,-2.24e+08,-1.7e+07,-1.7e+07,-1.7e+07,2.26e+08,8.51e+08,0.14954,0.455,0.07788,0.02939,1.64988,0.03896,3.91702,3.87681,8.60891,50.29286,0.98231,0.03806,0.25078,0.85841,0.91943
"33","2018_Q2",62.958125,"Down",1.224e+09,1.26e+09,1.5e+08,-1.86e+08,4e+06,-1.91e+08,1e+06,-8.54e+08,-4.03e+08,-4e+06,-3.7e+07,-1.3e+07,-1.3e+07,-5e+07,-5e+07,1.9e+07,-3.1e+07,-3.1e+07,-3.1e+07,-3.1e+07,1.6721e+10,1.0528e+10,6.086e+09,1.07e+08,6.04e+08,1.626e+09,6.91e+08,1.828e+09,2.147e+10,1.0544e+10,2.4e+07,6.52e+08,8.29e+08,1.475e+09,1.3524e+10,1.655e+09,3.97e+08,1.258e+09,-1.389e+09,7.565e+09,1.15e+08,7.946e+09,7.946e+09,2.147e+10,-3.1e+07,1.8e+07,3.12e+08,9e+06,-4.7e+07,3.5e+08,-1.45e+08,1.54e+08,-4e+07,-4.38e+08,3.98e+08,-1.4e+07,-5.4e+07,-8e+07,-1.1e+07,-2.5e+07,-3.7e+07,-1.53e+08,-5.3e+07,-5.3e+07,-5.3e+07,-1.9e+07,8.53e+08,-0.03023,-0.02533,-0.0039,-0.00144,1.70199,0.03973,-0.18902,-0.18902,7.46341,48.45122,0.4878,0.00235,-2.58065,-13.10526,-6.72973
"34","2018_Q3",66.5161904761905,"Up",1.558e+09,1.294e+09,1.54e+08,1.1e+08,4e+06,1.05e+08,1e+06,-8.83e+08,-3.95e+08,-3e+06,2.77e+08,-1.3e+07,-1.3e+07,2.64e+08,2.64e+08,-4.7e+07,2.17e+08,2.17e+08,2.17e+08,2.17e+08,1.6944e+10,1.0636e+10,6.2e+09,1.08e+08,5.21e+08,1.733e+09,7.28e+08,1.834e+09,2.176e+10,1.0806e+10,6.1e+07,6.5e+08,8.28e+08,1.499e+09,1.3844e+10,1.663e+09,3.97e+08,1.266e+09,-1.498e+09,7.696e+09,5.5e+07,7.916e+09,7.916e+09,2.176e+10,2.17e+08,1.4e+07,32999999.9999999,7e+06,1.4e+07,1.2e+07,4.6e+07,3.1e+08,-1.86e+08,-4.67e+08,2.81e+08,-2.5e+07,-2.11e+08,-8.6e+07,-1.09e+08,-2e+07,-4e+06,-1.82e+08,-8.3e+07,-8.3e+07,-8.3e+07,2.91e+08,8.89e+08,0.17779,0.13928,0.02741,0.00997,1.74886,0.04085,1.32966,1.31915,9.54657,48.5049,0.52696,0.01435,0.39631,1.2646,1.32852
"35","2018_Q4",69.8993650793651,"Up",1.915e+09,1309867728.41501,155668132.468788,422930308.060819,4300400.8959142,417260746.147678,-2e+06,-8.79e+08,-4.01e+08,-3e+06,6.32e+08,-1.4e+07,-1.4e+07,6.18e+08,6.18e+08,-6.5e+07,5.53e+08,5.53e+08,5.53e+08,5.53e+08,1.7433e+10,1.066e+10,6.663e+09,1.1e+08,6.16e+08,1.709e+09,7.43e+08,1.979e+09,2.248e+10,1.0939e+10,3e+07,7.97e+08,8.3e+08,1.55e+09,1.4146e+10,1.67e+09,3.97e+08,1.273e+09,-1.496e+09,8.164e+09,-4e+06,8.334e+09,8.334e+09,2.248e+10,5.53e+08,1.6e+07,-2.47e+08,6e+06,1.63e+08,-4.16e+08,4e+07,3.62e+08,-9.8e+07,-3.45e+08,2.47e+08,-1.7e+07,-1.15e+08,-8.5e+07,2e+06,-2.6e+07,-1.2e+07,-1.52e+08,9.5e+07,9.5e+07,9.5e+07,6.48e+08,8.6e+08,0.33003,0.28877,0.06635,0.0246,1.69738,0.03826,3.39889,3.37195,11.77013,51.22311,0.52243,0.02942,0.15371,0.376540000000002,0.38608
"36","2019_Q1",74.6865573770492,"Up",7.1e+08,1314989385.29078,155683185.505807,638726987.571781,4535296.33828883,632333024.684153,-619210.102261777,-8.74e+08,-3.98e+08,-6e+06,-5.68e+08,-1.3e+07,-1.3e+07,-5.81e+08,-5.81e+08,1.29e+08,-4.52e+08,-4.52e+08,-4.52e+08,-4.52e+08,1.6732e+10,1.0689e+10,5.92e+09,1.23e+08,7.84e+08,1.644e+09,7.38e+08,2.037e+09,2.1935e+10,1.1002e+10,3.2e+07,6.27e+08,8.34e+08,1.607e+09,1.4102e+10,1.678e+09,3.97e+08,1.281e+09,-1.492e+09,7.625e+09,2.2e+07,7.833e+09,7.833e+09,2.1935e+10,-4.52e+08,1.5e+07,7.34e+08,6e+06,-1.77e+08,9.05e+08,5.8e+07,3.55e+08,-2.3e+07,-2.6e+08,2.37e+08,-4.8e+07,-7.1e+07,-8.5e+07,2000000.00000001,-2.8e+07,-7e+06,-1.16e+08,1.68e+08,1.68e+08,1.68e+08,-5.53e+08,8.66e+08,-0.8,-0.63662,-0.0577,-0.02061,1.80033,0.03948,-2.77471,-2.73112,4.3585,48.08471,0.52179,-0.01722,-0.18805,-0.14828,-0.14437
"37","2019_Q2",87.4225396825397,"Up",2.159e+09,1.333e+09,1.57e+08,6.69e+08,4e+06,6.63e+08,2e+06,-8.6e+08,-4.11e+08,-8e+06,8.8e+08,-1.3e+07,-1.3e+07,8.67e+08,8.67e+08,-1.72e+08,6.95e+08,6.95e+08,6.95e+08,6.95e+08,1.7864e+10,1.1022e+10,6.571e+09,2.71e+08,8.02e+08,1.785e+09,7.51e+08,2.15e+09,2.3352e+10,1.1445e+10,3.2e+07,8.17e+08,8.45e+08,1.583e+09,1.4722e+10,1.674e+09,3.97e+08,1.277e+09,-1.483e+09,8.229e+09,2.1e+08,8.63e+09,8.63e+09,2.3352e+10,6.95e+08,1.9e+07,-3.96e+08,9e+06,1.44e+08,-5.49e+08,-1.18e+08,2e+08,-1.9e+07,-2.89e+08,2.7e+08,-3.7e+07,-5.6e+07,-8.5e+07,3e+06,-2.5e+07,-1.9e+07,-1.26e+08,1.8e+07,1.8e+07,1.8e+07,8.99e+08,8.77e+08,0.4076,0.32191,0.08053,0.02976,1.70591,0.03756,4.2638,4.22236,13.2454,52.94479,0.52147,0.03461,0.1223,0.08343,0.08523
"38","2019_Q3",100.6978125,"Up",1.913e+09,1.384e+09,1.6e+08,3.69e+08,3e+06,3.64e+08,2e+06,-9.36e+08,-4.3e+08,-4e+06,5.43e+08,-1.3e+07,-1.3e+07,5.3e+08,5.3e+08,-1.02e+08,4.28e+08,4.28e+08,4.28e+08,4.28e+08,1.8603e+10,1.132e+10,7.012e+09,2.71e+08,8.03e+08,1.913e+09,7.86e+08,2.232e+09,2.4337e+10,1.1703e+10,3.7e+07,9.32e+08,8.47e+08,1.687e+09,1.5206e+10,1.683e+09,3.97e+08,1.286e+09,-1.482e+09,8.566e+09,3.64e+08,9.131e+09,9.131e+09,2.4337e+10,4.28e+08,1.7e+07,-2.32e+08,7e+06,7.4e+07,-3.13e+08,6.3e+07,2.76e+08,-6.9e+07,-4.76e+08,4.07e+08,-9.1e+07,-1.6e+08,-9e+07,4e+06,-2.4e+07,-1e+07,-1.15e+08,1e+06,1e+06,1e+06,5.6e+08,8.84e+08,0.28385,0.22373,0.04687,0.01759,1.66532,0.03632,2.62255,2.5908,11.72181,55.94975,0.55147,0.02213,0.21028,0.14464,0.14917
"39","2019_Q4",100.61453125,"Down",1.7e+09,1.446e+09,1.61e+08,9.3e+07,4e+06,8.6e+07,3e+06,-9.32e+08,-4.55e+08,-5e+06,3.08e+08,-1.4e+07,-1.4e+07,2.94e+08,2.94e+08,-4.6e+07,2.48e+08,2.48e+08,2.48e+08,2.48e+08,1.9059e+10,1.16e+10,7.176e+09,2.83e+08,7.87e+08,1.839e+09,7.83e+08,2.274e+09,2.4742e+10,1.1731e+10,3.8e+07,9.72e+08,8.47e+08,1.783e+09,1.5371e+10,1.692e+09,3.97e+08,1.295e+09,-1.485e+09,8.722e+09,4.42e+08,9.371e+09,9.371e+09,2.4742e+10,2.48e+08,1.8e+07,8e+07,7e+06,1.8e+07,5.5e+07,5.8e+07,4.04e+08,-2.08e+08,-5.8e+08,3.72e+08,-1.02e+08,-3.1e+08,-9e+07,-3e+06,-1.7e+07,-1e+06,-1.1e+08,-1.6e+07,-1.6e+07,-1.6e+07,3.26e+08,8.85e+08,0.18118,0.14588,0.02646,0.01002,1.64027,0.03577,1.51775,1.49849,10.40392,57.35006,0.5508,0.01422,0.3629,0.30061,0.31818
"40","2020_Q1",92.2177419354839,"Down",2.152e+09,1.441e+09,1.68e+08,5.43e+08,4e+06,5.37e+08,2e+06,-9.1e+08,-4.42e+08,-6e+06,7.94e+08,-1.3e+07,-1.3e+07,7.81e+08,7.81e+08,-1.55e+08,6.26e+08,6.26e+08,6.26e+08,6.26e+08,1.9746e+10,1.1698e+10,7.752e+09,2.96e+08,7.67e+08,1.777e+09,7.74e+08,2.344e+09,2.5408e+10,1.177e+10,3.9e+07,1.079e+09,8.46e+08,1.81e+09,1.5544e+10,1.703e+09,3.97e+08,1.306e+09,-1.544e+09,9.257e+09,4.48e+08,9.864e+09,9.864e+09,2.5408e+10,6.26e+08,1.8e+07,-5.73e+08,7e+06,1.07e+08,-6.87e+08,2.57e+08,3.28e+08,-1.344e+09,-3.97e+08,-9.47e+08,1.191e+09,-1.53e+08,-9e+07,-6e+07,-2.2e+07,-2.4e+07,-1.95e+08,-2e+07,-2e+07,-2e+07,8.12e+08,8.85e+08,0.36896,0.29089,0.06346,0.02464,1.57583,0.03483,3.83578,3.79164,13.18627,60.44118,0.55147,0.02943,0.14377,0.14532,0.14861
"41","2020_Q2",61.5734920634921,"Down",-9.9e+07,1.456e+09,1.65e+08,-1.72e+09,3e+06,-1.725e+09,2e+06,-1.003e+09,-4.56e+08,-5e+06,-1.563e+09,-1.3e+07,-1.3e+07,-1.576e+09,-1.576e+09,3.5e+08,-1.226e+09,-1.226e+09,-1.226e+09,-1.226e+09,1.7876e+10,1.134e+10,6.225e+09,3.11e+08,4.86e+08,1.9e+09,8.27e+08,2.278e+09,2.3367e+10,1.1989e+10,1.14e+08,6.6e+08,8.46e+08,1.716e+09,1.5325e+10,1.697e+09,3.97e+08,1.3e+09,-1.791e+09,7.932e+09,2.04e+08,8.042e+09,8.042e+09,2.3367e+10,-1.226e+09,2.2e+07,1.589e+09,9e+06,-3.53e+08,1.933e+09,-2.18e+08,1.67e+08,6e+06,-3.36e+08,3.42e+08,-1.42e+08,-1.36e+08,-9e+07,-2.52e+08,-1.9e+07,-2.6e+07,-3.12e+08,-2.81e+08,-2.81e+08,-2.81e+08,-1.541e+09,9.6e+08,15.78788,12.38384,-0.15245,-0.05247,1.90562,0.04108,-7.55857,-7.55857,-0.61036,49.58076,0.55487,-0.05003,-0.07341,-0.30759,-0.30326
"42","2020_Q3",72.918125,"Up",2.714e+09,1.482e+09,1.66e+08,1.066e+09,3e+06,1.06e+09,3e+06,-1.086e+09,-4.64e+08,-5e+06,1.159e+09,-1.4e+07,-1.4e+07,1.145e+09,1.145e+09,-2.36e+08,9.09e+08,9.09e+08,9.09e+08,9.09e+08,1.9487e+10,1.1911e+10,7.317e+09,2.59e+08,7.06e+08,2.051e+09,8.34e+08,2.372e+09,2.545e+10,1.2451e+10,1.22e+08,9.79e+08,8.45e+08,1.795e+09,1.6192e+10,1.706e+09,3.97e+08,1.309e+09,-1.79e+09,8.745e+09,5.97e+08,9.258e+09,9.258e+09,2.545e+10,9.09e+08,2e+07,-3.86e+08,7e+06,2.13e+08,-6.06e+08,-9.6e+07,4.47e+08,-1.13e+08,-4.21e+08,3.08e+08,6999999.99999976,-1.06e+08,-9.5e+07,0,-2e+07,-1.4e+07,-1.21e+08,2.2e+08,2.2e+08,2.2e+08,1.179e+09,9.67e+08,0.427039999999996,0.33493,0.09819,0.03572,1.74897,0.038,5.65299,5.65299,16.87811,57.57463,0.5908,0.04103,0.10451,0.22137,0.22519
"43","2020_Q4",75.71921875,"Up",2.227e+09,1.522e+09,1.67e+08,5.38e+08,2e+06,5.33e+08,3e+06,-1.143e+09,-4.52e+08,-5e+06,6.27e+08,-1.3e+07,-1.3e+07,6.14e+08,6.14e+08,-1.3e+08,4.84e+08,4.84e+08,4.84e+08,4.84e+08,2.0299e+10,1.2157e+10,7.867e+09,2.75e+08,9.14e+08,1.925e+09,8.17e+08,2.415e+09,2.637e+10,1.2671e+10,1.23e+08,1.077e+09,8.44e+08,1.91e+09,1.6625e+10,1.715e+09,3.97e+08,1.318e+09,-1.788e+09,9.132e+09,6.86e+08,9.745e+09,9.745e+09,2.637e+10,4.84e+08,2e+07,-5.2e+08,8e+06,7.5e+07,-6.03e+08,5.21e+08,5.05e+08,-8.85e+08,-3.35e+08,-5.5e+08,7.15e+08,-1.7e+08,-9.5e+07,1e+06,-2e+07,-1.4e+07,-1.27e+08,2.08e+08,2.08e+08,2.08e+08,6.47e+08,9.67e+08,0.28154,0.21733,0.04967,0.01835,1.706,0.03667,3.00808,2.94225,13.84089,60.56557,0.59043,0.02289,0.19628,0.08192,0.0845299999999999
