"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",60.66296875,"Up",547748000,-71416000,476332000,-448216000,-98744000,-72559000,-276913000,28116000,-15751000,-18221000,2470000,12365000,12365000,-3266000,9098999.99999999,9098999.99999999,-156000,8942999.99999999,8942999.99999999,12126000,12126000,263855000,263855000,155781000,85826000,37455000,32500000,431762000,4000136000,6134797000,-2134661000,934942000,752000,790104000,4935078000,5366840000,187386000,132200000,55186000,49567000,345768000,219462000,582721000,1427805000,1699002000,817855000,881147000,3126807000,3709528000,949992000,741148000,-47195000,1643945000,13367000,1657312000,5366840000,9098999.99999999,72559000,16276000,4693000,102627000,-152311000,1491000,-167820000,-21363000,38599000,85999.9999999995,85999.9999999995,16464000,-48729000,-48729000,-48683000,100675000,1477372000,-43677000,0.86962,0.05133,0.01633,0.0054,0.00167,-4.88393,0.74094,2.23828,0.27528,0.18838,0.18705,11.5381,34.62905,-0.92004,0.45,0.00627,-0.00904,2.3888,14.55422,52.11431
"27","2016_Q4",59.7626984126984,"Down",539969000,-39056000,500913000,-485374000,-102438000,-69845000,-313091000,15539000,-15593000,-18158000,2565000,-54000,-54000,2961000,2907000,2907000,-435000,2472000,2472000,85154000,85154000,286696000,286696000,172450000,101081000,38369000,3.3e+07,544300000,4066882000,6224981000,-2158099000,921614000,783000,778392000,4988496000,5532796000,205285000,138810000,66475000,49480000,358279000,234661000,613044000,1592946000,1686511000,814978000,871533000,3279457000,3892501000,951078000,720401000,-46300000,1625179000,15116000,1640295000,5532796000,2907000,69845000,3171000,-15179000,60744000,-139516000,7132000,-132384000,-21367000,166933000,43000,43000,144687000,73047000,73047000,73028000,85384000,1642426000,-72272000,0.92767,0.02878,0.00458,0.00151,0.000449999999999998,-29.23625,0.88786,2.37305,0.29685,0.05206,0.05168,11.37208,34.22727,-1.52209,0.45,0.0048,-0.01454,8.64361,18.23845,100.217
"28","2017_Q1",67.9153225806452,"Up",641525000,-73049000,568476000,-450513000,-99745000,-71368000,-279400000,117963000,-16847000,-19560000,2713000,101116000,101116000,-35422000,65694000,65694000,-514000,65180000,65180000,28066000,28066000,285145000,285145000,220096000,136833000,4455000,78808000,533307000,4131971000,6304937000,-2172966000,915848000,1288000,774577000,5047819000,5581126000,245529000,184669000,60860000,50101000,332745000,240360000,628375000,1549983000,1718905000,840653000,878252000,3268888000,3897263000,952235000,759263000,-48008000,1663490000,20373000,1683863000,5581126000,65694000,71368000,-63801000,47206000,120467000,-125143000,7529000,-117614000,-21367000,-38922000,-58000,-58000,-59761000,-56908000,-56908000,-57088000,189331000,1600084000,146816000,0.88613,0.18388,0.1016,0.03871,0.01168,2.25247,0.84871,2.31448,0.2867,1.37267,1.36217,13.51034,35.03264,3.0919,0.44998,0.0173,0.02935,0.327820000000001,8.30301,13.32637
"29","2017_Q2",66.982380952381,"Down",654737000,-146879000,507858000,-388366000,-109150000,-72478000,-206738000,119492000,-14849000,-18714000,3865000,104643000,104643000,-35638000,69005000,69005000,303000,69308000,69308000,43401000,43401000,247179000,247179000,163824000,104270000,4512000,55042000,454404000,4177580000,6372240000,-2194660000,919929000,1323000,777632000,5097509000,5551913000,221904000,134238000,87666000,26064000,248860000,221756000,496828000,1564132000,1754309000,879631000,874678000,3318441000,3815269000,958541000,803522000,-46682000,1715381000,21263000,1736644000,5551913000,69005000,72478000,44907000,-24547000,161843000,-115790000,5778000,-110012000,-21397000,-11483000,-1141724.38583761,-1141724.38583761,-36612000,15219000,15219000,15335000,191970000,1590196000,87271000,0.77567,0.1825,0.10586,0.03991,0.01248,1.25918,0.91461,2.19692,0.28642,1.45819,1.44802,13.77524,36.09049,1.83612,0.45018,0.01785,0.01718,0.30872,8.05748,12.94476
"30","2017_Q3",66.6914285714286,"Down",560469000,-69421000,491048000,-437928000,-93348000,-58082000,-286498000,53120000,-26320000,-18655000,-7665000,26800000,26800000,-8679000,18121000,18121000,-257000,17864000,17864000,29702000,29702000,281882000,281882000,172001000,126192000,6253000,39556000,483585000,4257554000,6460463000,-2202909000,924100000,1365000,779152000,5181654000,5665239000,193433000,135738000,57695000,29736000,266866000,246238000,490035000,1685698000,1755101000,891217000,863884000,3440799000,3930834000,960308000,801222000,-44962000,1716568000,17837000,1734405000,5665239000,18121000,58082000,-7073000,-32781000,36349000,-146444000,-303000,-146747000,-23552000,121521000,-96000.0000000005,-96000.0000000005,96672000,-13726000,-13726000,-13699000,111202000,1715434000,-59344000,0.87614,0.09478,0.03187,0.0103,0.00315,-3.32199,0.98684,2.26639,0.3028,0.37553,0.37307,11.78198,36.0851,-1.24751,0.4951,0.00796,-0.0114,1.31841,15.15919,31.73441
"31","2017_Q4",68.8074603174603,"Up",593153000,-45539000,547614000,-512626000,-97422000,-58529000,-356675000,34988000,-21474000,-19494000,-1980000,13514000,13514000,-3094000,10420000,10420000,-216000,10204000,10204000,59152000,59152000,301792000,301792000,177974000,132182000,5462000,40330000,538918000,4385862000,6604658000,-2218796000,930290000,1467000,780958000,5316152000,5855070000,232923000,159382000,73541000,138953000,284530000,268016000,656406000,1731981000,1753287000,894011000,859276000,3485268000,4141674000,973575000,784934000,-42818000,1715691000,-2295000,1713396000,5855070000,10420000,58529000,30028000,2075000,101052000,-187764000,1734000,-186030000,-23554000,149530000,11659000,11659000,114288000,29310000,29310000,29450000,93517000,1870934000,-89078000,0.92323,0.05899,0.0172,0.00596,0.00174,-8.72971,0.82101,2.41723,0.31954,0.21423,0.21264,12.45309,36.02047,-1.87017,0.49451,0.00632,-0.01669,2.30831,19.37383,51.78295
"32","2018_Q1",60.6118032786885,"Down",740433000,-93206000,647227000,-531127000,-112267000,-61862000,-356998000,116100000,-2027000,-21201000,19174000,114073000,114073000,-17677000,96396000,96396000,69000,96465000,96465000,43622000,43622000,347375000,347375000,266035000,165294000,7960000,92781000,657032000,4523650000,6754892000,-2231242000,1056384000,1480000,875590000,5580034000,6237066000,290064000,228315000,61749000,239846000,285971000,273184000,815881000,1798576000,1810206000,476960000,1333246000,3608782000,4424663000,1005052000,857398000,-47682000,1814768000,-2365000,1812403000,6237066000,96396000,61862000,-101480000,13933000,70711000,-173651000,9759000,-258096000,-23627000,168026000,29592000,29592000,171837000,-15548000,-15548000,-15530000,177962000,2038422000,35921000,0.87412,0.1568,0.13028,0.05322,0.01547,0.37237,0.8053,2.44132,0.32682,1.9635,2.00019,15.0712,36.93883,0.73116,0.48092,0.02121,0.00635,0.244930000000001,11.20913,17.18174
"33","2018_Q2",62.75578125,"Up",754330000,-185732000,568598000,-439038000,-102351000,-62478000,-274209000,129560000,-26965000,-22631000,-4334000,102595000,102595000,-24301000,78294000,78294000,797000,79091000,79091000,65115000,65115000,335982000,335982000,262836000,181248000,15549000,66039000,663933000,4604391000,6852698000,-2248307000,1059309000,1371000,881453000,5663700000,6327633000,264118000,175905000,88213000,47367000,291366000,278089000,602851000,1998127000,1850279000,500289000,1349990000,3848406000,4451257000,1015447000,920454000,-56363000,1879538000,-3162000,1876376000,6327633000,78294000,62478000,63264000,-23469000,180567000,-154542000,4543000,-154208000,-23839000,11280000,11220000,11220000,-4795000,21564000,21564000,21493000,192038000,2045494000,38328000,0.75378,0.17176,0.10485,0.04215,0.0125,0.48461,1.10132,2.37226,0.32326,1.63357,1.63212,15.58018,38.8206,0.79164,0.49238,0.01783,0.00664,0.30141,10.31243,15.28542
"34","2018_Q3",68.3871428571429,"Up",670883000,-83466000,587417000,-534079000,-105435000,-61307000,-367337000,53338000,-26358000,-23652000,-2706000,26980000,26980000,-5429000,21551000,21551000,0,21551000,21551000,34730000,34730000,357881000,357881000,303448000,250992000,18256000,34200000,696059000,4717058000,6977851000,-2260793000,1063276000,1252000,887791000,5780334000,6476393000,251494000,188156000,63338000,54428000,357725000,331360000,663647000,2037743000,1842436000,510536000,1331900000,3880179000,4543826000,1072264000,916275000,-55520000,1933019000,-452000,1932567000,6476393000,21551000,61307000,17053000,-33456000,66455000,-184469000,6179000,-178290000,-25146000,49342000,57919000,57919000,81503000,-30332000,-30332000,-30385000,114645000,2092171000,-97851000,0.87559,0.0795,0.03212,0.01115,0.00333,-4.54044,1.04884,2.35119,0.32305,0.44137,0.44087,13.73972,39.58833,-2.00399,0.51499,0.00796,-0.01668,1.16681,17.94619,38.57364
"35","2018_Q4",69.8998412698413,"Up",668146000,-49903000,618243000,-578562000,-105508000,-62156000,-410898000,39681000,-23659000,-24548000,889000,16022000,16022000,-3691000,12331000,12331000,0,12331000,12331000,69170000,69170000,347571000,347571000,304452000,220249000,49603000,34600000,721193000,4869830000,7145206000,-2275376000,1063573000,1185000,886329000,5933403000,6654596000,254565000,172237000,82328000,64929000,393216000,297621000,712710000,2123641000,1872464000,519146000,1353318000,3996105000,4708815000,1096893000,902730000,-53390000,1946233000,-452000,1945781000,6654596000,12331000,62156000,95350000,-9466000,160371000,-221154000,4156000,-216998000,-25550000,93614000,23095000,23095000,90804000,34177000,34177000,34440000,101837000,2188570000,-125092000,0.92531,0.05939,0.01846,0.00634,0.00185,-10.14451,1.0119,2.42001,0.32888,0.24915,0.24884,13.49981,39.3234,-2.52747,0.51623,0.00631,-0.02083,2.07201,20.81169,53.41095
"36","2019_Q1",70.0816393442623,"Up",786654000,-100287000,686367000,-551513000,-93099000,-63271000,-395143000,134854000,-37115000,-25840000,-11275000,97739000,97739000,-28263000,69476000,69476000,-172000,69304000,69304000,85361000,85361000,413926000,413926000,340482000,243701000,14653000,82128000,839769000,5093238000,7327267000,-2234029000,1424722000,1264000,1064413000,6517960000,7357729000,313922000,248993000,64929000,185060000,439663000,358818000,938645000,2107258000,1978405000,529201000,1449204000,4085663000,5024308000,1360425000,944285000,-52668000,2252042000,81379000,2333421000,7357729000,69476000,63271000,-48599000,37315000,121463000,-205749000,2926000,-449987000,-25705000,110678000,262168000,262168000,345062000,16538000,16538000,16191000,198125000,2292318000,57954000,0.87251,0.17143,0.0881,0.0297,0.00942,0.83623,0.89466,2.15319,0.31155,1.36053,1.35866,15.44306,44.21057,1.13771,0.50462,0.01439,0.00878,0.3709,11.13922,16.36553
"37","2019_Q2",74.95,"Up",833539000,-192604000,640935000,-500455000,-106245000,-77539000,-316671000,140480000,-19558000,-26397000,6839000,120922000,120922000,-25538000,95384000,95384000,-575000,94809000,94809000,97037000,97037000,429248000,429248000,304095000,177784000,14069000,112242000,830380000,5215608000,7472625000,-2257017000,1523444000,1074000,1157888000,6739052000,7569432000,332205000,231343000,100862000,222915000,419358000,347145000,974478000,2106274000,2059726000,556063000,1503663000,4.166e+09,5140478000,1387814000,1009809000,-50623000,2.347e+09,81954000,2428954000,7569432000,95384000,77539000,63463000,-48275000,188111000,-210662000,3340000,-207322000,-27602000,34506000,25879000,25879000,30822000,11611000,11611000,11676000,218019000,2329189000,-15380000,0.76893,0.16853,0.11374,0.03903,0.01253,-0.16222,0.85213,2.11633,0.30771,1.77648,1.77465,15.61841,43.97684,-0.28818,0.51719,0.01795,-0.00226,0.29113,10.23834,15.88946
"38","2019_Q3",79.79359375,"Up",713011000,-65182000,647829000,-592960000,-105293000,-70342000,-417325000,54869000,-25685000,-26831000,1146000,29184000,29184000,-6352000,22832000,22832000,-776000,22056000,22056000,38446000,38446000,417639000,417639000,295996000,187666000,15190000,93140000,752081000,5370224000,7652994000,-2282770000,1544580000,1021000,1197687000,6914804000,7666885000,261124000,196915000,64209000,36807000,428573000,338839000,726504000,2373003000,2064833000,563478000,1501355000,4437836000,5164340000,1465874000,1002070000,-48581000,2419363000,83182000,2502545000,7666885000,22832000,70342000,23914000,-26783000,90305000,-260916000,7302000,-273147000,-29136000,77484000,76864000,76864000,124244000,-58598000,-58598000,-58591000,125211000,2409810000,-156136000,0.90858,0.07695,0.03093,0.00881,0.00288,-7.07907,1.03521,2.06364,0.31431,0.40891,0.40838,13.21884,44.85369,-2.89468,0.54017,0.00734,-0.02238,1.321,18.93894,43.21865
"39","2019_Q4",72.6525,"Down",725230000,-35068000,690162000,-651904000,-109652000,-75370000,-466882000,38258000,-28592000,-27434000,-1158000,9666000,9666000,-3141000,6525000,6525000,-1172000,5353000,5353000,28480000,28480000,434153000,434153000,302769000,190554000,26611000,85604000,765402000,5535564000,7839428000,-2303864000,1539245000,896000,1198401000,7074809000,7840211000,276002000,188896000,87106000,68165000,438177000,348828000,782344000,2462116000,2087687000,577928000,1509759000,4549803000,5332147000,1493987000,977498000,-47775000,2423710000,84354000,2508064000,7840211000,6525000,75370000,37631000,-19456000,100070000,-247808000,17269000,-230539000,-29607000,121449000,26598000,26598000,120517000,-9952000,-9952000,-9966000,113628000,2530281000,-150495000,0.95165,0.05275,0.00738,0.00213,0.00068,-28.11414,0.97834,2.126,0.32273,0.0979,0.09776,13.26317,44.32535,-2.75229,0.54146,0.00491,-0.02112,5.53092,22.01747,65.39289
"40","2020_Q1",64.6703225806452,"Down",848137000,-92310000,755827000,-617623000,-102960000,-79986000,-434677000,138204000,-25306000,-28564000,3258000,112898000,112898000,-20992000,91906000,91906000,-188000,91718000,91718000,49539000,49539000,474097000,474097000,336220000,180957000,31751000,123512000,859856000,5685197000,7998247000,-2313050000,1624995000,856000,1281116000,7310192000,8170048000,310479000,238921000,69489000,374512000,394870000,334115000,1079861000,2300482000,2199249000,599840000,1599409000,4499731000,5579592000,1523574000,1039072000,-56732000,2505914000,84542000,2590456000,8170048000,91906000,79986000,-129814000,79808000,121886000,-218762000,6243000,-240624000,-29782000,143368000,28605000,28605000,139697000,20959000,20959000,21059000,218190000,2674994000,100228000,0.89116,0.16295,0.10814,0.03541,0.01123,1.09278,0.79627,2.1539,0.32741,1.66784,1.66581,15.42292,45.5687,1.82259,0.54157,0.01628,0.01343,0.324709999999999,12.03288,18.99695
"41","2020_Q2",65.9642857142857,"Up",836320000,-160821000,675499000,-527126000,-103781000,-87653000,-335692000,148373000,-49150000,-28380000,-20770000,99223000,99223000,-26218000,73005000,73005000,-463000,72542000,72542000,60965000,60965000,423013000,423013000,188941000,133338000,7503000,48100000,672919000,5810657000,8152218000,-2341561000,1609649000,765000,1274941000,7420306000,8093225000,290042000,182182000,107860000,326574000,363199000,336701000,979815000,2310084000,2170426000,624888000,1545538000,4480510000,5460325000,1527167000,1079801000,-59073000,2547895000,85005000,2632900000,8093225000,73005000,87653000,69252000,41656000,271566000,-210655000,9864000,-200791000,-30006000,-29190000,3148000,3148000,-59034000,11741000,11741000,11426000,236026000,2636658000,93245000,0.8077,0.17741,0.08674,0.02755,0.00896,1.28539,0.68678,2.07388,0.32579,1.31155,1.3103,15.12059,46.06572,1.68586,0.54251,0.01378,0.01253,0.41364,10.91275,17.35958
"42","2020_Q3",61.1028125,"Down",757247000,-67473000,689774000,-622202000,-99419000,-77217000,-445566000,67572000,-18525000,-26450000,7925000,49047000,49047000,-9166000,39881000,39881000,-1916000,37965000,37965000,199591000,199591000,480077000,480077000,187532000,147655000,4077000,35800000,867200000,5936377000,8304213000,-2367836000,1622458000,632000,1283848000,7558835000,8426035000,259118000,189373000,69745000,229668000,429231000,359293000,918017000,2639317000,2170485000,631388000,1539097000,4809802000,5727819000,1581170000,1085742000,-55617000,2611295000,86921000,2698216000,8426035000,39881000,77217000,62787000,-76311000,103574000,-212780000,-971000,-213751000,-31439000,228957000,52350000,52350000,248658000,138481000,138481000,138626000,144789000,2868985000,-135136000,0.9109,0.08923,0.05014,0.01407,0.00451,-3.55949,0.94464,2.12282,0.34049,0.68452,0.68365,13.65344,47.0826,-2.43655,0.56686,0.00897,-0.01746,0.8281,18.43644,39.50444
"43","2020_Q4",60.72015625,"Down",791226000,-36321000,754905000,-700641000,-101764000,-80139000,-518738000,54264000,-26512000,-28311000,1799000,27752000,27752000,-6689000,21063000,21063000,-2790000,18273000,18273000,23945000,23945000,513017000,513017000,195866000,151432000,7934000,36500000,732828000,6055685000,8450415000,-2394730000,1641144000,841000,1300106000,7696829000,8429657000,270943000,175507000,95436000,98903000,469376000,392050000,839222000,2685722000,2178191000,639002000,1539189000,4863913000,5703135000,1617903000,1054118000,-52783000,2619238000,107284000,2726522000,8429657000,21063000,80139000,13420000,-1944000,112678000,-209039000,5318000,-203971000,-31872000,-87443000,35137000,35137000,-84314000,-175607000,-175607000,-175646000,134403000,2784625000,-69891000,0.9541,0.06858,0.02309,0.0067,0.00217,-3.82482,0.87322,2.09173,0.33034,0.3247,0.3242,14.05949,46.54189,-1.24191,0.56634,0.00652,-0.00909,1.74421,20.54032,50.87498
"44","2021_Q1",58.9381967213115,"Down",914080000,-78222000,835858000,-683063000,-103152000,-87018000,-492893000,152795000,-24079000,-28336000,4257000,128716000,128716000,-23680000,105036000,105036000,-1492000,103544000,103544000,83352000,83352000,522172000,522172000,265489000,170152000,10884000,84453000,871013000,6176081000,8595429000,-2419348000,1688759000,455000,1343120000,7864840000,8735853000,313033000,231301000,69176000,147433000,451501000,396865000,911967000,2732200000,2251017000,647453000,1603564000,4983217000,5895184000,1667978000,1067978000,-61003000,2674953000,165716000,2840669000,8735853000,105036000,87018000,-56537000,2744999.99999999,138262000,-192631000,8825000,-183556000,-32187000,89647000,48610000,48610000,104264000,58970000.0000001,58970000.0000001,59407000,239813000,2879633000,73607000,0.91443,0.16716,0.11328,0.03645,0.01185,0.71088,0.95509,2.07528,0.32963,1.81838,1.81513,16.05254,46.97598,1.29264,0.56525,0.01703,0.00923,0.31085,11.66026,18.30087
"45","2021_Q2",63.9977777777778,"Up",885907000,-156021000,729886000,-556433000,-106690000,-93442000,-356301000,173453000,-23516000,-23964000,448000,149937000,149937000,-31092000,118845000,118845000,-1552000,117293000,117293000,92345000,92345000,479184000,479184000,429375000,133466000,6523000,289386000,1000904000,6240766000,8694690000,-2453924000,1686975000,563000,1339859000,7927741000,8928645000,308835000,182805000,106674000,377334000,349866000,349866000,1036035000,2696570000,2217032000,671574000,1545458000,4913602000,5949637000,1719733000,1112377000,-58388000,2773722000,205286000,2979008000,8928645000,118845000,93442000,-234094000,-30650000,-52457000,-152709000,7849000,-144860000,-32619000,192431000,48990000,48990000,206207000,8890000,8890000,8993000,266895000,3073904000,114628000,0.82389,0.19579,0.1324,0.03937,0.01314,0.97728,0.96609,1.99719,0.34427,2.03634,2.03355,15.38033,48.1549,1.99007,0.5663,0.01813,0.01386,0.2781,11.17128,17.18943
"46","2021_Q3",66.0078125,"Up",821421000,-76496000,744925000,-685659000,-104833000,-82848000,-497978000,59266000,-27250000,-25939000,-1311000,32016000,32016000,-5542000,26474000,26474000,-1355000,25119000,25119000,47565000,47565000,512385000,512385000,446845000,149402000,23839000,273604000,1006795000,6334966000,8815982000,-2481016000,1697261000,345000,1348743000,8032227000,9039022000,272928000,182304000,71365000,637417000,362058000,362058000,1272403000,2478823000,2240386000,694719000,1545667000,4719209000,5991612000,1794290000,1108279000,-55688000,2846881000,200529000,3047410000,9039022000,26474000,82848000,36188000,-91696000,53814000,-185340000,8817000,-176523000,-34511000,40314000,72312000,72312000,77844000,-44865000,-44865000,-44780000,142114000,3116240000,-129380000,0.90687,0.07215,0.03058,0.00824,0.00278,-5.15068,0.79125,1.96613,0.34475,0.43609,0.4355,14.26078,49.42502,-2.24618,0.59915,0.0071,-0.01539,1.3739,21.59305,51.778
"47","2021_Q4",65.736875,"Down",888696000,-63710000,824986000,-801686000,-122927000,-91380000,-587379000,23300000,-34410000,-31298000,-3112000,-11110000,-11110000,1816000,-9294000,-9294000,-2282000,-11576000,-11576000,186690000,186690000,692135000,692135000,513781000,200700000,32554000,280527000,1392606000,6396418000,8895906000,-2499488000,2580611000,268000,1788441000,8977029000,10369635000,349705000,222959000,99256000,569271000,436258000,436258000,1355234000,3573783000,2347255000,789141000,1558114000,5921038000,7276272000,1885898000,1079869000,-55951000,2909816000,183547000,3093363000,10369635000,-9294000,91380000,-5119000,-26803000,50164000,-168688000,6029000,-993054000,-35162000,1030400000,89510000,89510000,1082005000,139115000,139115000,139125000,114680000,4143054000,-82627000,0.92831,0.02622,-0.01303,-0.00374,-0.00112,7.13779,1.02758,2.35222,0.39954,-0.19088,-0.19041,14.65359,47.97955,-1.36243,0.57978,0.00246,-0.00862,-3.03749,34.49916,169.80103
"48","2022_Q1",67.4391935483871,"Up",914080000,-78222000,835858000,-683063000,-103152000,-87018000,-492893000,152795000,-24079000,-28336000,4257000,128716000,128716000,-23680000,105036000,105036000,-1492000,103544000,103544000,222697000,222697000,707127000,707127000,684943000,292082000,16816000,376045000,1614767000,7594022000,10991758000,-3397736000,3556468000,121000,1775015000,11150490000,12765257000,444536000,353365000,84437000,2206324000,461189000,461189000,3112049000,4115684000,2386987000,768868000,1618119000,6502671000,9614720000,1886268000,1114313000,-46761000,2953820000,196717000,3150537000,12765257000,71177000,103371000,-79603000,-35083000,59862000,-208889000,11535000,-1721219000,-35930000,1726887000,2829000,2829000,1697402000,36044999.9999999,36044999.9999999,36007000,256166000,6322008000,35874000,0.91443,0.16716,0.11328,0.03287,0.00811,0.346459999999998,0.51888,3.05177,0.49525,1.70732,1.70317,15.07214,48.70513,0.59152,0.59244,0.01176,0.00302,0.347000000000001,23.80999,39.91826
"49","2022_Q2",85.6066129032258,"Up",1267409000,-298918000,968491000,-799997000,-149303000,-122646000,-528048000,168494000,-47119000,-48363000,1244000,121375000,121375000,-24125000,97250000,97250000,-1072000,96178000,96178000,624666000,624666000,755947000,755947000,665963000,229072000,16937000,419954000,2046576000,7665119000,11108172000,-3443053000,3537792000,44000,1764077000,11202911000,13249487000,393340000,256606000,126318000,1765069000,471789000,471492000,2630198000,4559758000,2434465000,803771000,1630694000,6994223000,9624421000,2342316000,1190738000,-43972000,3489082000,135984000,3625066000,13249487000,97250000,122646000,-14738000,-18538000,186620000,-162796000,8586000,-154210000,-35970000,1474000,453495000,453495000,369474000,401884000,401884000,401969000,291140000,6324827000,133931000,0.76415,0.13294,0.07589,0.02653,0.00726,1.39253,0.77811,2.65496,0.47736,1.58587,1.58201,20.89813,57.53099,2.20837,0.5931,0.01067,0.01081,0.37399,19.57876,33.83005
"50","2022_Q3",79.2621875,"Down",1146120000,-147860000,998260000,-952600000,-175791000,-108010000,-668799000,45660000,-56041000,-53206000,-2835000,-10381000,-10381000,4300000,-6081000,-6081000,-494000,-6575000,-6575000,215963000,215963000,750794000,750794000,677081000,263363000,19147000,394571000,1643838000,7771497000,11267688000,-3496191000,3507673000,168000,1757033000,11279170000,12923008000,400058000,306753000,91580000,1504023000,446336000,446336000,2350417000,4588454000,2402629000,785258000,1617371000,6991083000,9341500000,2348127000,1156253000,-45528000,3458852000,122656000,3581508000,12923008000,-6081000,108010000,29186000,-54117000,76998000,-205136000,12370000,-211575000,-41449000,-230388000,2785000,2785000,-274076000,-408653000,-408653000,-408703000,153670000,6092477000,-109883000,0.87099,0.03984,-0.00574,-0.00184,-0.00051,16.71224,0.69938,2.60826,0.47144,-0.10841,-0.10815,18.89821,57.03253,-1.81185,0.68345,0.00289,-0.0091,-6.30403,38.24113,128.70158
