"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"35","2018_Q4",170.889206349206,"Down",45663000,-1460000,44203000,-20841000,-9633000,-5483000,23362000,55864000,-5726000,-808000,79226000,-693646898.413702,79226000,-11864000,67362000,67362000,67362000,67362000,1006688000,115560000,891128000,46976000,46976000,8136000,639779000,25339000,1701579000,4407000,399756000,216276000,65079000,404163000,2105742000,10914000,1647000,9267000,569286000,3678000,580200000,10039000,10039000,826022000,1406222000,883498000,-183914000,699520000,699520000,2105742000,67362000,5408000,-37215000,-8473000,27082000,-462000,-78252000,7011000,7011000,58917000,7747000,7747000,7747000,28770000,815983000,0.96803,0.51162,1.4752,0.0963,0.03199,2.93275,2.01027,0.3875,3.18557,2.80068,2.15942,33.08049,0.04416,-6.62861,-8.16304
"36","2019_Q1",121.448852459016,"Down",59590000,-2955000,56635000,-23486000,-11163000,-8840000,33149000,-140315000,-15255000,-854000,-107166000,50377000.0000005,-56788999.9999999,14307000,-42482000,-42482000,-42482000,-42482000,718381000,117164000,601217000,55850000,55850000,7124000,89185000,11019000,870540000,5372000,384891000,219793000,31931000,390263000,1260803000,23383000,4183000,19200000,32432999.9999999,5717000,55816000.0000001,644073000,644073000,644073000,699889000,791135000,-229197000,560914000,560914000,1260803000,-42482000,1363000,85680000.0000001,-11989000,32572000,-396777000,297087000,-98912000,1323000,-368870000,-39211000,-39211000,-39426000,34512000,0,0.95041,0.55628,-0.712900000000002,-0.07574,-0.03369,15.5966,1.24777,0,-2.01594,-1.84881,2.82779,26.61766,-0.03526,-20.8154,-21.67127
"37","2019_Q2",118.067142857143,"Down",43484000,-3858000,39626000,-25880000,-11088000,-11289000,13746000,16170000,-2997000,1874000,29916000,812797000,842713000,-176376000,666337000,666337000,666337000,666337000,1428688000,105113000,1323575000,26615000,26615000,11905000,100687000,9228000,1567895000,5575000,340518000,216290000,37419000,346093000,1913988000,133829000,5061000,14771000,26192000,4666000,160021000,673993000,664379000,673993000,834014000,643337000,437140000,1079974000,1079974000,1913988000,666337000,3841000,-759172000,134252000,45258000,-3241000,94777000,-149681000,1904000,-152576000,-12541000,-12541000,-12411000,17587000,0,0.91128,0.31612,15.32373,0.61699,0.34814,9.79806,0.77225,0,32.5885,31.31724,2.12667,52.81821,0.3799,-81.23546,-103.93482
"38","2019_Q3",100.63890625,"Down",24987000,-2405000,22582000,-26712000,-10994000,-12213000,-4130000,-18386000,273000,-1366000,-22516000,4488000,-18028000.0000001,3609000,-14419000,-14419000,-14419000,-14419000,1332049000,273047000,1059002000,20259000,20259000,9638000,80361000,5672000,1442307000,6268000,353261000,212609000,52652000,359529000,1801836000,61883000,2888000,11540000,20015000,4763000,81898000,678485000,677791000,678485000,760383000,619274000,422721000,1041453000,1041453000,1801836000,-14419000.0000001,3858000,20448999.9999998,-70946000,-61058000,-2431999.99999994,265803000,-37593000,739000,-37591000,167154000,167154000,167031000,-272000,0,0.90375,-0.16529,-0.57706,-0.0138499999999999,-0.00800000000000001,17.61102,0.73012,0,-0.73724,-0.737240000000003,1.27758,53.24946,-0.00838,4897.23897,322.53002
"39","2019_Q4",107.12484375,"Up",24808000,-3147000,21661000,-26819000,-9525000,-13742000,-5158000,-1701000,-1597000,-104000,-6859000,-13012000,-19871000,4620000,-15251000,-15251000,-15251000,-15251000,1099685000,225302000,874383000,21958000,21958000,6565000,54895000,5039000,1183103000,6411000,357962000,216268000,48181000,364373000,1547476000,31671000,2040000,13060000,4024000,1794000,35695000,661200000,657439000,661200000,696895000,444604000,407470000,850581000,850581000,1547476000,-15251000,3949000,32072000,-26967000,-6197000,-28957000,142194000,-180976000,213000,-183989000,-47992000,-47992000,-48087000,-1209000,0,0.87315,-0.20792,-0.61476,-0.01793,-0.00986,33.14478,0.81932,0,-0.81252,-0.81252,1.32168,45.31598,-0.01009,909.5823,213.19988
"40","2020_Q1",90.8562903225806,"Down",27003000,-1937000,25066000,-35245000,-10277000,-18664000,-10179000,-7569000,-2994000,-4575000,-17748000,9573000,-8174999.99999997,810000.000000007,-7365000,-7365000.00000003,-7365000,-7365000,1069867000,71543000,998324000,30387000,30387000,7296000,16095000,4734000,1123645000,7185000,364085000,210448000,32800000,371270000,1494915000,11001000,2420000,8581000,6001000,3862000,17002000,710681000,677744000,710681000,727683000,367343000,400105000,767232000,767232000,1494915000,-7365000,6713000,33705000,-40392000,-7338999.99999999,-292187000,-31187000,-82181000,141000,-115685000,-154211000,-154211000,-154040000,-3466000,0,0.92827,-0.37696,-0.27275,-0.0096,-0.00493,66.08899,0.94845,0,-0.42807,-0.37919,1.56949,44.59355,-0.00498,308.67484,105.10531
"41","2020_Q2",101.623333333333,"Up",33161000,-4683000,28478000,-24690000,-9264000,-11891000,3788000,-3462000,-3818000,356000,326000,-30741000,-30415000,6284000,-24131000,-24131000,-24131000,-24131000,738811000,117527000,621284000,39506000,39506000,7320000,45090000,4940000,830727000,6690000,348500000,206520000,21281000,355190000,1185917000,15213000,3365000,11848000,5225000,871000,20438000,503583000,481814000,503583000,524021000,295956000,370807000,661896000,661896000,1185917000,-24131000,3422000,36318000,1313000,16922000,-203736000,105326000,-72866000,421000,-76095000,46153000,46153000,45984000,7210000,0,0.85878,0.11423,-0.72769,-0.03646,-0.02035,40.6462,0.7917,0,-1.45992,-1.45992,2.00623,40.04453,-0.0207,-102.47032,-195.03986
"42","2020_Q3",109.3771875,"Up",41420000,-7644000,33776000,-26676000,-10069000,-12732000,7100000,-2441000,-4244000,1803000,4659000,23460000,28119000,-6033000,22086000,22086000,22086000,22086000,809880000,115156000,694724000,41874000,41874000,3702000,8168000,5489000,863624000,7883000,371429000,215295000,26354000,379312000,1242936000,18931000,6103000,12828000,10333000,1416000,29264000,518669000,495329000,518669000,547933000,304420000,392893000,695003000,695003000,1242936000,22086000,4447000,-11071000,8920000,24382000,501446000,176453000,1129000,1129000,-203215000,-2380000,-2380000,-2371000.00000003,11547000,-3.72529029846191e-09,0.81545,0.17141,0.53322,0.03178,0.01777,29.51148,0.78839,3.46944695195361e-18,1.37565,1.32299,2.57988,43.28888,0.0182,-70.1377,-114.06761
"43","2020_Q4",91.38875,"Down",41848000,-6353000,35495000,-31748000,-15020000,-12853000,3747000,-5497000,-5278000,-219000,-1750000,-9862000,-11612000,4911000,-6701000,-6701000,-6701000,-6701000,795070000,456916000,338154000,32907000,32907000,13430000,16334000,3191000,857741000,7157000,382551000,224582000,28807000,389708000,1247449000,25341000,10169000,14498000,16959000,11555000,42300000,507325000,493817000,507325000,549625000,313073000,386192000,697824000,697824000,1247449000,-6701000,4776000,12511000,2159000,12745000,345825000,332071000,909000,909000,-3706000,341110000,341110000,341220000,8523000,0,0.84819,0.08954,-0.16013,-0.0096,-0.00537,20.27757,0.78763,0,-0.41668,-0.41668,2.60216,43.39162,-0.00556,-93.28523,-212.18842
"44","2021_Q1",151.534590163934,"Up",69990000,-11739000,58251000,-64155000,-30082000,-21916000,-5904000,-8050000,-6002000,-2048000,-13954000,17324000,3370000,2391000,5761000,5761000,5761000,5761000,411186000,47619000,363567000,56847000,56847000,26487000,6039000,3822000,500559000,14434000,847292000,595330000,37980000,861726000,1362285000,22314000,3784000,18530000,77797000,48362000,100111000,110356000,45758000,552649000,652760000,318358000,391952000,709525000,709525000,1362285000,5761000,13046000,4186000,-22456000,537000,-26506000,-384102000,-4153000,558000,-25629000,-409194000,-409194000,-409144000,7142000,442293000,0.83228,-0.08435,0.08231,0.00812,0.00423,5.00004,0.92,0.32467,0.3584,0.37324,4.35424,44.14016,0.00456,4.35550000000001,-5.26880000000003
"45","2021_Q2",133.343015873016,"Down",55150000,-8153000,46997000,-42282000,-12617000,-17879000,4715000,-12012000,-5535000,-6477000,-7297000,13061000,5764000,12342000,18106000,18106000,18106000,18106000,339207000,31853000,307354000,54436000,54436000,36932000,6853000,5708000,437428000,16896000,840797000,583785000,39065000,857693000,1295121000,21579000,9469000,12110000,74226000,49119000,95805000,453476000,396664000,453476000,549281000,336638000,410058000,745840000,745840000,1295121000,18106000,12565000,-4737000,-15180000,10754000,68519000,65115000,26493000,26493000,-91635000,-15766000,-15766000,-15766000,17280000,0,0.85217,0.08549,0.3283,0.02428,0.01398,4.56582,0.73646,0,1.10167,1.04974,3.35564,45.3812,0.0151,-19.63003,-71.9421
"46","2021_Q3",123.98171875,"Down",84675000,-30593000,54082000,-8343000,-14411000,-15953000,45739000,-5574000,-4650000,-924000,40165000,-6864000,33301000,-2576000,30725000,30725000,30725000,30725000,301835000,21863000,279972000,58156000,58156000,39946000,10964000,6270000,410901000,17628000,827754000,572006000,37349000,845382000,1256283000,27380000,17273000,10107000,25117000,7970000,52497000,101951000,41898000,417269000,469766000,346578000,440783000,786517000,786517000,1256283000,30725000,12614000,-6836000,-16126000,20377000,20728000,19338000.0000001,1090999.99999999,1091000,-49905000,-10189999.9999999,-10189999.9999999,-10189999.9999999,58353000,315318000,0.6387,0.54017,0.36286,0.03906,0.02446,7.82713,0.59727,0.25099,1.86949,1.78137,5.15211,47.85519,0.02552,0.231059999999999,0.294780000000003
"47","2021_Q4",148.09,"Up",64835000,-11446000,53389000,-37683000,-12718000,-16938000,15706000,-2384000,-4270000,1886000,13322000,1937000,15259000,-1536000,13723000,13723000,13723000,13723000,323211000,23430000,299781000,64336000,64336000,32996000,11539000,5161000,432082000,18702000,822872000,562372000,43589000,841574000,1273656000,19470000,7233000,12237000,16827000,4820000,36297000,108404000,45378000,425293000,461590000,358418000,454506000,812066000,812066000,1273656000,13723000,12723000,8621000,-15042000,20025000,-16445000,-18217000,1900000,1900000,-385000,1423000,1423000,1423000,28429000,316889000,0.82346,0.24225,0.21166,0.0169,0.01077,11.90407,0.56841,0.2488,0.82694,0.79845,3.9069,48.93335,0.01109,-0.22238,-0.40252
"48","2022_Q1",116.304838709677,"Down",72473000,-11984000,60489000,-47754000,-17737000,-18242000,12735000,-7630000,-4285000,-3345000,5105000,-12131000,-7026000,1610000,-5416000,-5416000,-5416000,-5416000,341108000,19522000,321586000,85453000,85453000,27326000,10864000,4671000,464751000,20511000,812328000,551040000,45600000,832839000,1297590000,25982000,8403000,17579000,15683000,4687000,41665000,114049000,45684000,434766000,476431000,372986000,449090000,821159000,821159000,1297590000,-5416000,13169000,25705000,-5816000,27642000,-32298000,-34493000,-14167000,4279000,2944000,-3907000,-3907000,-3907000,25904000,320717000,0.83464,0.17572,-0.07473,-0.0066,-0.00417,11.15447,0.58019,0.24716,-0.31921,-0.31846,4.27141,48.39742,-0.00431,-0.78718,-1.60118
"49","2022_Q2",90.9648387096774,"Down",45693000,-4699000,40994000,-50300000,-18180000,-20307000,-9306000,2043000,-655000,2698000,-7263000,-12877000,-20140000,4755000,-15385000,-15385000,-15385000,-15385000,203999000,14993000,189006000,41797000,41797000,25614000,4656000,4656000,276066000,24584000,804534000,539707000,47966000,829118000,1105184000,28649000,6972000,15877000,13929000,3426000,42578000,92874000,53394000,269414000,311992000,325385000,468838000,793192000,793192000,1105184000,-15385000,13655000,3460000,50281000,52011000,118756000,113881000,347000,347000,-170421000,-4529000,-4529000,-4529000,4349000,176540000,0.89716,-0.20366,-0.3367,-0.0194,-0.01392,6.48377,0.39334,0.15974,-0.91944,-0.91944,2.73071,47.40286,-0.01448,-6.31387,2.95068
"50","2022_Q3",94.23125,"Up",57419000,-12361000,45058000,-45527000,-14585000,-19118000,-469000,1742000,-140000,1882000,1273000,-1909000,-636000,-259000,-894999.999999998,-895000.000000002,-895000,-895000,147935000,5280000,142655000,62308000,62308000,24773000,8768000,7804000,243784000,30954000,801550000,528364000,56326000,832504000,1076288000,37486000,19153000,14551000,15393000,4809000,52879000,106070000,55973000,221044000,273923000,335488000,467943000,802365000,802365000,1076288000,-895000,13266000,15694000,-16187000,11878000,44439000,37851000,663999.999999996,664000,-59442000,-9713000,-9713000,-9713000,12797000,114974000,0.78472,-0.00817000000000001,-0.01559,-0.00112,-0.000829999999999999,4.61022,0.34139,0.10682,-0.0534899999999999,-0.05349,3.43148,47.95105,-0.000869999999999999,-2.57568,70.27932
