"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",80.9291935483871,"Up",3780065000,-2648982000,1131083000,-873713000,-869748000,-39240000,257370000,236286000,236286000,-83766000,152520000,152520000,152520000,152520000,242879000,242879000,1938562000,1938562000,3210320000,556670000,556670000,5948431000,728124000,2182845000,618510000,132652000,475530000,2910969000,8859400000,3185049000,3081111000,97584000,734101000,734101000,4244150000,5.5e+08,857894000,341510000,468058000,1407894000,5652044000,205015000,4001734000,-1013021000,3193728000,13628000,3207356000,8859400000,152520000,152520000,39240000,20800000,-7834000.00000003,204726000,-45182000,-73993000,-96622000,-141804000,-97954000,-37607000,-2659000,-38220000,24702000,24702000,-7e+06,17702000,296610000,8.75e+08,327360000,0.29922,0.06809,0.04035,0.04755,0.01722,2.14634,1.40156,1.76221,0.09877,1.02727,1.02281,25.45996,21.51079,2.20488,0.65975,5,0.0507,0.06626,0.64224,2.13115,2.45608
"29","2017_Q2",77.8950793650794,"Down",3905641000,-2749920000,1155721000,-905167000,-877356000,-38132000,250554000,243775000,243775000,-83615000,160160000,160160000,160160000,160160000,177917000,177917000,2084871000,2084871000,3287042000,644232000,644232000,6194062000,737206000,2235558000,623111000,129539000,497553000,2972764000,9166826000,3396079000,3230985000,99824000,708754000,708754000,4579833000,5.5e+08,804649000,287589000,467732000,1354649000,5934482000,205058000,3964184000,-950269000,3218973000,13371000,3232344000,9166826000,160160000,160160000,38132000,1171000,-97643000,101820000,-24806000,-24806000,-106236000,-131042000,-97584000,-91984000,-1624000,-41192000,-70414000,-70414000,5452000,-64962000,288686000,1.025e+09,249852000,0.29591,0.06415,0.04101,0.04955,0.01747,1.56001,1.35246,1.83597,0.11182,1.08104,1.07643,26.36204,21.72721,1.68643,0.65867,3,0.05092,0.04936,0.60929,2.93427,3.38084
"30","2017_Q3",72.6873015873016,"Down",4100178000,-2860466000,1239712000,-935129000,-906943000,-39232000,304583000,297137000,297137000,-107165000,189972000,189972000,189972000,189972000,203145000,203145000,2169970000,2169970000,3330189000,598112000,598112000,6301416000,740776000,2369952000,647089000,126299000,565905000,3110728000,9412144000,3430378000,3302969000,99109000,790789000,790789000,4801167000,5.5e+08,759634000,272394000,438984000,1309634000,6110801000,208440000,4001073000,-921389000,3288124000,13219000,3301343000,9412144000,189972000,189972000,39232000,4670000,9590000.00000001,243464000,-29289000,-29289000,-133980000,-163269000,-99824000,-61524000,-1390000,-57738000,22457000,22457000,2771000,25228000,343815000,1.13e+09,431281000,0.30236,0.07429,0.04633,0.05754,0.02018,2.27023,1.31248,1.851,0.12006,1.29163,1.28664,27.87739,22.35618,2.93231,0.67871,5,0.05583,0.08308,0.52547,2.6958,3.04303
"31","2017_Q4",78.5988888888889,"Up",4095906000,-2869016000,1226890000,-971497000,-931500000,-40276000,255393000,246355000,246355000,-87913000,158442000,158442000,158442000,158442000,210082000,210082000,2155948000,2155948000,3354178000,596400000,596400000,6316608000,760213000,2417413000,653932000,122797000,581047000,3177626000,9494234000,3400780000,3275155000,98959000,806887000,806887000,4802667000,5.5e+08,751439000,260243000,441090000,1301439000,6104106000,212765000,4042404000,-876934000,3378235000,11893000,3390128000,9494234000,158442000,158442000,40276000,4567000,-6212000,197073000,-43086000,-43086000,-49137000,-92223000,-99109000,-18376000,-275000,-102760000,2090000,2090000,4847000,6937000,295669000,1.145e+09,334284000,0.29954,0.06235,0.03868,0.04674,0.01669,2.10982,1.31523,1.80055,0.1206,1.07989,1.07621,27.91648,23.02505,2.27838,0.6755,4,0.04872,0.06323,0.62552,3.16204,3.6607
"32","2018_Q1",83.7603278688525,"Up",4207076000,-2923001000,1284075000,-1043851000,-1010434000,-50051000,240224000,222001000,222001000,-113818000,108183000,108183000,108183000,108183000,314899000,314899000,2421563000,2421563000,3771089000,805342000,805342000,7312893000,936702000,4162786000,1400392000,40158000,568248000,5099488000,12412381000,3733859000,3634859000,9.9e+07,1045177000,1045177000,5474025000,2550020000,924180000,229868000,501004000,3474200000,8948225000,214779000,4049965000,-852592000,3412152000,52004000,3464156000,12412381000,108183000,108183000,50051000,51300000,63152000,272686000,-38304000,-59579000,-1205442000,-1243746000,-98958000,-1640000,-1950000,1073749000,102689000,102689000,2128000,104817000,290275000,3245009000,428941000,0.30522,0.0571,0.02571,0.03123,0.00872,3.96496,1.33593,2.58309,0.26143,0.73791,0.73522,28.69628,23.27414,2.92579,0.67499,5,0.02714,0.05619,0.91473,10.09426,12.19741
"33","2018_Q2",79.72,"Down",4586294000,-3150487000,1435807000,-1182379000,-1133771000,-58363000,253428000,229319000,229319000,-52743000,176576000,176576000,176576000,176576000,325973000,325973000,2641151000,2641151000,3772919000,841569000,841569000,7581612000,931288000,4246494000,1415792000,39830000,588238000,5177782000,12759394000,3906942000,3773149000,105649000,1098916000,1098916000,5757472000,2564111000,876430000,200253000,491794000,3440541000,9198013000,214865000,4114472000,-819258000,3510079000,51302000,3561381000,12759394000,176576000,176576000,58363000,1169000,-97741000,138367000,-31633000,-31633000,-38588000,-70221000,-9.9e+07,0,-4176000,-55485000,12661000,12661000,-1587000,11074000,311791000,3315725000,235160000,0.31306,0.05526,0.0385,0.04958,0.01384,1.33178,1.31683,2.58271,0.25987,1.20343,1.19857,31.25733,23.92252,1.6027,0.67472,4,0.03554,0.03033,0.56067,9.58896,11.79724
"34","2018_Q3",86.2919047619048,"Up",4822065000,-3300479000,1521586000,-1194839000,-1148217000,-58451000,326747000,300271000,300271000,-73299000,226972000,226972000,226972000,226972000,355141000,355141000,2669649000,2669649000,3484949000,1013630000,1013630000,7523369000,918578000,4124575000,1356149000,25480000,600124000,5043153000,12566522000,3954717000,3831274000,105661000,1015762000,1015762000,5656894000,2490552000,856749000,200137000,482048000,3347301000,9004195000,218964000,4236359000,-943351000,3511972000,50355000,3562327000,12566522000,226972000,226972000,58451000,5267000.00000001,26018000,316708000,-33513000,-33513000,-43957000,-77470000,-105649000,0,-675000,-200393000,38845000,38845000,-9677000,29168000,385198000,3176967000,451002000,0.31555,0.06776,0.04707,0.06371,0.01806,1.98704,1.32995,2.52762,0.25281,1.54668,1.5413,32.85949,23.93199,3.07331,0.71993,6,0.04379,0.05937,0.46547,7.32565,8.63612
"35","2018_Q4",87.73,"Up",4722922000,-3238687000,1484235000,-1167416000,-1119266000,-61082000,316819000,291735000,291735000,-71508000,220227000,220227000,220227000,220227000,359105000,359105000,2655888000,2655888000,3536503000,998999000,998999000,7550495000,937740000,4168884000,1420480000,22898000,627516000,5106624000,12657119000,4165643000,4036006000,105673000,1045053000,1045053000,5661189000,2463452000,869399000,200558000,480374000,3332851000,8994040000,224317000,4349014000,-962277000,3611054000,52025000,3663079000,12657119000,220227000,220227000,61082000,5902000,183240000,470451000,-26796000,-26796000,-71443000,-98239000,-105661000,-1918000,-1009000,-366169000,6043000,6043000,-2079000,3964000,377901000,2913945000,605853000,0.31426,0.06708,0.04663,0.06012,0.0174,2.75104,1.33373,2.45532,0.23022,1.50056,1.49354,32.1806,24.60466,4.1281,0.71994,6,0.04376,0.08136,0.47978,6.76061,8.06404
"36","2019_Q1",92.3977049180328,"Up",2700324000,-1622197000,1078127000,-878687000,-839949000,-49688000,199440000,173313000,173313000,-47554000,125759000,186699000,186699000,186699000,333547000,333547000,2493636000,2493636000,3609389000,1139118000,1139118000,7575690000,1027231000,4080119000,1411642000,29509000,510192000,5107350000,12683040000,4101158000,3995789000,105369000,1088428000,1088428000,5900733000,2432133000,878183000,235228000,446112000,3310316000,9211049000,224317000,4341212000,-1115078000,3450451000,21540000,3471991000,12683040000,125759000,186699000,49688000,4408000,-48659000,131196000,-120173000,-134564000,-103835000,-224008000,-105673000,-90065000,-35030000,13217000,-79595000,-17339000,-8219000,-25558000,249128000,3143280000,127850000,0.39926,0.07386,0.06914,0.05377,0.01472,0.68479,1.28386,2.65296,0.24783,1.27535,1.27067,18.4461,23.57026,0.873349999999999,0.72186,6,0.03902,0.01706,0.56601,11.27827,14.08811
"37","2019_Q2",93.1496825396825,"Up",4736833000,-3228665000,1508168000,-1272773000,-1203905000,-61977000,235395000,211512000,211512000,-51262000,160250000,160250000,160250000,160250000,356925000,356925000,2741916000,2741916000,3684580000,1102970000,1102970000,7886391000,1044788000,5139351000,1449852000,21178000,1476178000,6184139000,14070530000,4169566000,4058211000,111355000,1343386000,1343386000,6545334000,2389244000,1563120000,222415000,1146527000,3952364000,10497698000,223488000,4517430000,-1189987000,3550931000,21901000,3572832000,14070530000,160250000,160250000,61977000,29235000,-189732000,61730000,-45621000,-45621000,-138417000,-184038000,-105369000,-151712694.322115,-6839000,145679000,23371000,23371000,7000,23378000,297372000,3421626000,113281000,0.31839,0.04969,0.03383,0.04485,0.01139,0.7069,1.20489,2.9382,0.24318,1.09775,1.09241,32.44828,24.32461,0.776,0.7218,5,0.03104,0.01324,0.65753,10.30595,13.0194
"38","2019_Q3",86.99703125,"Down",3980227000,-2612893000,1367334000,-1081399000,-1034810000,-59324000,285935000,262702000,262702000,-67749000,194953000,224430000,224430000,224430000,562551000,562551000,2836875000,2836875000,3750778000,1034466000,1034466000,8184670000,1089763000,5365039000,1517842000,27698000,1490174000,6454802000,14639472000,4175927000,4064547000,111380000,1310967000,1310967000,6498228000,2871106000,1582163000,208008000,1161847000,4453269000,10951497000,230027000,4630480000,-1195179000,3665328000,22647000,3687975000,14639472000,224430000,224430000,66154000,6897000,-57836000,239645000,-61091000,-61091000,-218869000,-279960000,-111355000,-147412839.9316,-532000,243487000,203172000,203172000,2454000,205626000,352089000,3882440000,300911000,0.34353,0.07184,0.05639,0.06085,0.01533,1.34078,1.25952,2.96951,0.2652,1.53638,1.52952,27.24746,25.09175,2.05995,0.7623,6,0.03669,0.03288,0.49617,9.42912,11.61064
"39","2019_Q4",93.9440625,"Up",4525284000,-3020051000,1505233000,-1194903000,-1175699000,-65667000,310330000,283879000,283879000,-71623000,212256000,227487000,227487000,227487000,451275000,451275000,2739971000,2739971000,3718307000,1149118000,1149118000,8058671000,1118912000,5335607000,1523656000,30301000,1503584000,6454519000,14513190000,4306653000,4195869000,110784000,1444028000,1444028000,6372813000,2795878000,1679762000,202188000,1241510000,4475640000,10848453000,235853000,4674918000,-1268580000,3642191000,22546000,3664737000,14513190000,182779000,227487000,58837000,7972000,126895000,376483000,-59328000,-69609000,137933000,78605000,-111382000,-73052000,-124000,-618612000,-163524000,-102170000,-9106000,-111276000,369167000,3418010000,508357000,0.33263,0.06858,0.05027,0.06207,0.01567,2.23466,1.26454,2.96023,0.23551,1.56276,1.55641,31.08729,25.02072,3.49225,0.76516,6,0.03867,0.05802,0.48962,8.0363,9.55994
"40","2020_Q1",81.9493548387097,"Down",4279890000,-2800942000,1478948000,-1217140000,-1163196000,-70295000,261808000,243970000,101190000,-22174000,79016000,8918000,8918000,8918000,276992000,276992000,2440252000,2440252000,3443876000,1777496000,1063245000,7938616000,1173688000,5533325000,1492097000,45921000,1453017000,6707013000,14645629000,4058851000,3.948e+09,110851000,1711226000,1493109000,6394120000,2802056000,1753953000,249832000,1202171000,4556009000,10950129000,244155000,4571860000,-1141308000,3674707000,20793000,3695500000,14645629000,79016000,8917999.99999997,70295000,-97811000,103161000,154661000,-87446000,-101552000,-70756000.0000001,-158202000,-110784000,-1135000,-4789000,-156516000,-160057000,-181531000,7248000,-174283000,332103000,3426099000,369992000,0.34556,0.06117,0.00208000000000001,0.00240999999999999,0.000609999999999998,41.48823,1.24155,2.9631,0.23393,0.0613700000000001,0.06105,29.45169,25.28718,2.54607,0.76235,6,0.01349,0.04169,12.42252,9.48232,12.02831
"41","2020_Q2",73.4095238095238,"Down",4092526000,-2704348000,1388178000,-1203638000,-1142697000,-67254000,184540000,163575000,160593000,-38247000,122346000,136535000,136535000,136535000,354469000,354469000,2705192000,2705192000,3698928000,1234461000,1234461000,7993050000,1180205000,5278100000,1468948000,61572000,1540930000,6458305000,14451355000,4181876000,4067400000,114476000,1490479000,1490479000,6581220000,2726391000,1720713000,249887000,1259666000,4447104000,11028324000,248127000,4487904000,-1333329000,3402702000,20329000,3423031000,14451355000,122346000,136535000,67254000,4274000,-166014000,27860000,-35587000,-38914000,6609000,-28978000,-110851000,-95719000,-1212000,53456000,52338000,92043000,-14566000,77477000,251794000,3635256000,88440000,0.3392,0.04509,0.03336,0.03989,0.00945,0.64775,1.21452,3.2218,0.25155,0.94128,0.93759,28.2142,23.4585,0.60971,0.76422,5,0.02818,0.01007,0.81189,13.02965,17.77819
"42","2020_Q3",87.23828125,"Up",3823227000,-2532740000,1290487000,-1037678000,-971589000,-66733000,252809000,227344000,-304436000,-59065000,-363501000,-564372000,-564372000,-564372000,983759000,983759000,1823357000,1823357000,3351751000,1132461000,1132461000,7291328000,1133990000,4838644000,1422680000,76154000,1567975000,5972634000,13263962000,3858999000,3745031000,113968000,1620703000,1620703000,5968730000,2727929000,1696415000,249649000,1236763000,4424344000,10393074000,252083000,3809564000,-1212372000,2849275000,21613000,2870888000,13263962000,-363501000,-564372000,66733000,523819000,665809000,892860000,-31933000,-35444000,360735000,328802000,-114476000,0,-7935000,-580811000,640851000,621683000,7607000,629290000,319542000,3216957000,1012483000,0.33754,0.06612,-0.14762,-0.19658,-0.04255,-1.79400000000001,1.22159,3.62016,0.24253,-3.91213,-3.92768,26.50197,19.7507,7.01836,0.79353,3,-0.0578,0.13007,-0.20284,6.98875,8.83354
"43","2020_Q4",92.43875,"Up",4370086000,-2842020000,1528066000,-1193645000,-1140156000,-69097000,334421000,308633000,297665000,-64747000,232918000,227531000,227531000,227531000,900123000,900123000,1952225000,1952225000,3419383000,1103554000,1103554000,7375285000,1141419000,4958757000,1449446000,67594000,1611771000,6100176000,13475461000,4144302000,4030319000,113983000,1626061000,1626061000,5976698000,2700616000,1763374000,248488000,1300148000,4463990000,10440688000,257539000,3923113000,-1166572000,3014080000,20693000,3034773000,13475461000,232918000,227531000,69097000,6633000,197816000,506464000,-26233000,-31070000,-43669000,-69902000,-113967000,0,-7639000,-501853000,-65291000,-83636000,0,-83636000,403518000,2906951000,639848000,0.34966,0.07653,0.05207,0.07497,0.01688,2.81214,1.23401,3.44035,0.21572,1.57712,1.57712,30.29102,20.89194,4.43507,0.78996,6,0.04432,0.08304,0.50089,4.97333,6.0009
"44","2021_Q1",101.453442622951,"Up",4251594000,-2803484000,1448110000,-1192724000,-1132297000,-69758000,255386000,236556000,225546000,-53914000,171632000,171204000,171204000,171204000,990166000,990166000,1556966000,1556966000,3506271000,1060360000,1060360000,7113763000,1162043000,5164409000,1498257000,65658000,1683017000,6326452000,13440215000,4242127000,4128084000,114043000,1491426000,1491426000,5894084000,2516614000,1811514000,265687000,1332917000,4328128000,10222212000,261519000,3979779000,-1036502000,3204796000,13207000,3218003000,13440215000,171632000,171204000,69758000,-9857999.99999994,355806000,587338000,-41685000,-48074000,-5469000,-47154000.0000001,-113983000,-496000,-52484000,-484557000,55627000,47343000,42700000,90043000,325144000,2677145000,693179000,0.3406,0.06007,0.04027,0.0532,0.01274,4.04885,1.20693,3.17657,0.19919,1.18635,1.16564,29.46113,22.20741,4.80334,0.78984,5,0.03701,0.08995,0.66577,5.18841,6.6056
"45","2021_Q2",120.746507936508,"Up",4464714000,-2923899000,1540815000,-1236632000,-1195164000,-72296000,304183000,285859000,285859000,-68149000,217710000,217710000,217710000,217710000,1117988000,1117988000,1809637000,1809637000,3600658000,1149877000,1149877000,7678160000,1165236000,5100147000,1455333000,51907000,1707460000,6265383000,13943543000,4597112000,4479398000,117714000,1578866000,1578866000,6336351000,2458020000,1813063000,254558000,1351875000,4271083000,10607434000,262325000,4085998000,-1023760000,3324563000,11546000,3336109000,13943543000,217710000,217710000,72296000,4471000,6465000,300942000,-31528000,-48391000,-9144000,-40672000,-114043000,-107553514.958709,-6783000,-115994000,144276000,144276000,-16454000,127822000,376479000,2618393000,419565000,0.34511,0.06813,0.04876,0.06526,0.01561,1.92717,1.21176,3.17958,0.18779,1.50755,1.49835,30.91629,23.02122,2.90531,0.7897,8,0.04271,0.05401,0.52383,3.98536,4.93257
"46","2021_Q3",120.42484375,"Down",4783738000,-3094633000,1689105000,-1404136000,-1349309000,-73960000,284969000,269607000,269607000,-73111000,196496000,196496000,196496000,196496000,987389000,987389000,1899978000,1899978000,3679113000,1155114000,1155114000,7721594000,1175953000,5188435000,1461886000,52380000,1751625000,6364388000,14085982000,4846776000,4729240000,117536000,1626325000,1626325000,6521195000,2472980000,1846662000,255175000,1361024000,4319642000,10840837000,255274000,3982159000,-1003554000,3233879000,11266000,3245145000,14085982000,196496000,196496000,73960000,3423000,129609000,403488000,-36400000,-41602000,-74319000,-110719000,-117584000,-184365000,-14706000,-432183000,-139414000,-139414000,8815000,-130599000,358929000,2521074000,525249000,0.35309,0.05957,0.04108,0.06055,0.01395,2.67308,1.18408,3.34063,0.17898,1.36065,1.35235,33.1254,22.39327,3.63713,0.81422,7,0.04126,0.06899,0.5984,4.27295,5.38194
"47","2021_Q4",128.6465625,"Up",4818849000,-3108082000,1710767000,-1415173000,-1338768000,-72121000,295594000,298974000,298974000,-70389000,228585000,228585000,228585000,228585000,919097000,919097000,1888253000,1888253000,3748418000,1226416000,1226416000,7782184000,1107374000,5085380000,1409886000,43726000,1740947000,6192754000,13974938000,4935440000,4819084000,116356000,1601883000,1601883000,6537323000,2432539000,1808518000,254727000,1331324000,4241057000,10778380000,260726000,3995537000,-1073086000,3183177000,13381000,3196558000,13974938000,228585000,162124779.323072,72121000,67343000,-64283000,303766000,-46094000,-49187160.6563364,-42417000,-88511000,-117666000,-99521000,-3262000,-270547000,-55292000,-55292000,-1.3e+07,-68292000,367715000,2432539000,327727000,0.35502,0.06134,0.04744,0.07151,0.01636,1.43372,1.19042,3.37187,0.17406,1.58932,1.58057,33.50471,22.13214,2.27864,0.81811,6,0.04655,0.04406,0.51476,4.1158,5.12
"48","2022_Q1",126.557580645161,"Down",4803209000,-3109760000,1693449000,-1315699000,-1279265000,-72594000,377750000,345906000,345906000,-89907000,255999000,255999000,255999000,255999000,714701000,714701000,1797955000,1797955000,3889919000,1353847000,1353847000,7756422000,1234399000,5361281000,1406401000,-1137933.54746728,2039573000,6595680000,14352102000,4920815000,4804939000,115876000,1660768000,1660768000,6581583000,2409363000,1857866000,265134000,1311954000,4267229000,10848812000,262156000,4086325000,-857739000,3490742000,12548000,3503290000,14352102000,255999000,177667123.205591,72594000,4611000.00000001,-83115000,250089000,-125565000,-65457874.9631232,-140697000,-266262000,-116356000,-49713000,-4804000,-170808000,-186981000,-186981000,-17415000,-204396000,450344000,2409363000,331571000,0.35257,0.07865,0.0533,0.07307,0.01784,1.2952,1.1785,3.09675,0.16788,1.82849,1.82219,34.30717,24.9328,2.36826,0.83108,7,0.04792,0.04267,0.45452,3.76304,4.4862
"49","2022_Q2",131.138709677419,"Up",5294635000,-3468688000,1825947000,-1480381000,-1403979000,-87369000,345566000,325716000,325716000,-79878000,245838000,245838000,245838000,245838000,610776000,610776000,2137806000,2137806000,4211496000,1467356000,1467356000,8427434000,1239046000,6606831000,1935153000,-105562800.642402,2137157000,7845877000,16273311000,5341431000,5214540000,126891000,1788101000,1788101000,7249532000,3387851000,2028052000,263257000,1363815000,5415903000,12665435000,267692000,4132925000,-804877000,3595740000,12136000,3607876000,16273311000,245838000,245838000,87369000,6457000,59144000,398808000,-72150000,-78045000,-1348795000,-1420945000,-115876000,-72919000,-2656000,913964000,-108173000,-108173000,4248000,-103925000,432935000,3507851000,499807000,0.34487,0.06527,0.04643,0.06814,0.01511,2.03307,1.16248,3.5105,0.21556,1.72791,1.71851,37.21409,25.27317,3.51296,0.81445,5,0.03956,0.05466,0.47135,6.69171,8.38356
"50","2022_Q3",149.756875,"Up",5602414000,-3641615000,1960799000,-1448984000,-1364015000,-85890000,511815000,491567000,491567000,-119038000,372529000,372529000,372529000,372529000,519131000,519131000,2235453000,2235453000,4296191000,1475493000,1475493000,8526268000,1236859000,6475060000,1853222000,-292899601.284804,2083598000,7711919000,16238187000,5536303000,5409587000,126716000,1743439000,1743439000,7293860000,3304223000,1986541000,263314000,1315464000,5290764000,12584624000,264669000,4329115000,-953228000,3640556000,13007000,3653563000,16238187000,372529000,372529000,85890000,-77454000,11212000,392177000,60015000,-74931000,-182523000,-122508000,-126891000,-5e+07,-25665000,-329453000,-59784000,-59784000,-31861000,-91645000,597705000,3318341000,787970000,0.34999,0.09136,0.06649,0.10196,0.02294,2.11519,1.16897,3.44448,0.20435,2.625,2.60798,39.47697,25.65289,5.55237,0.89413,6,0.05575,0.08796,0.34062,4.68326,5.46918
