"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",52.7598412698413,"Down",608123000,-435667000,172456000,-134600000,-134600000,37856000,-2089000,-2100000,10999.9999999999,35767000,35767000,-11682000,24085000,24085000,24085000,24085000,62857000,62857000,336716000,336716000,349020000,33839000,33839000,782432000,105279000,406805000,173460000,203963000,16958000,512084000,1294516000,181926000,137499000,52048000,52048000,237222000,51945000,31342000,375885000,613107000,172639000,-378905000,985297000,-97622000,681409000,681409000,1294516000,24085000,9931000,-134999.999999996,-30087000,3794000,-2810000,0,-2810000,-10950000,22143000,-2343000,-3719000,5131000,6115000,6115000,-1280000,4835000,47787000,327188000,26572000,0.28359,0.06225,0.03961,0.03535,0.01861,1.10326,3.29831,0.89976,0.25275,0.6178,0.61174,15.5989,17.47875,0.6816,0.28088,0.03303,0.02506,0.45464,5.53144,6.98254
"31","2017_Q4",58.1036507936508,"Up",679304000,-488502000,190802000,-145134000,-145134000,45668000,-2319000,-2165000,-154000,43349000,43349000,-13855000,29494000,29494000,29494000,29494000,67313000,67313000,390874000,390874000,344743000,33181000,33181000,836111000,106773000,403807000,168404000,205341000,17410000,510580000,1346691000,207870000,150255000,58683000,58683000,270565000,52874000,32648000,370256000,640821000,173448000,-381646000,1003480000,-89412000,705870000,705870000,1346691000,29494000,9933000,2544000,-9123000,32848000,-5001000,-2778000,-7779000,-11343000,-5819000,-2653000,-1917000,-21732000,3337000,3337000,1119000,4456000,55601000,321394000,55332000,0.28088,0.06723,0.04342,0.04178,0.0219,1.87604,3.09024,0.90785,0.23865,0.75628,0.7474,17.4185,18.09969,1.41881,0.29085,0.03781,0.05123,0.38459,4.56972,5.56366
"32","2018_Q1",65.8068852459016,"Up",681471000,-485364000,196107000,-147664000,-147664000,48443000,-2063000,-2130000,67000,46380000,46380000,6580000,52960000,52960000,52960000,52960000,105057000,105057000,390931000,390931000,345145000,41409000,41409000,882542000,108068000,396985000,163562000,206135000,27288000,505053000,1387595000,239399000,180614000,65540000,65540000,309753000,45817000,29102000,332586000,642339000,174655000,-381448000,1033751000,-81702000,745256000,745256000,1387595000,52960000,9926000,-1212000,24439000,86113000,-5058000,5000,-5053000,-11383000,-29839000,350000,-3724000,-44596000,36464000,36464000,1280000,37744000,58369000,291583000,71170000,0.28777,0.07109,0.07771,0.07106,0.03817,1.34384,2.84918,0.8619,0.21014,1.35711,1.34413,17.46287,19.09738,1.82375,0.29169,0.05943,0.06574,0.21494,3.19563,3.85042
"33","2018_Q2",65.32671875,"Down",680701000,-488277000,192424000,-140587000,-140587000,51837000,-1455000,-2166000,711000,50382000,50382000,-16661000,33721000,33721000,33721000,33721000,77769000,77769000,405572000,405572000,364979000,28559000,28559000,876879000,111313000,396715000,159848000,209834000,17791000,508028000,1384907000,215007000,165233000,59658000,59658000,280260000,45804000,30201000,330979000,611239000,174998000,-395253000,1067473000,-73550000,773668000,773668000,1384907000,33721000,9758000,986000,-35025000,9440000,-6053000,-5013999.99999999,-11067000,-11327000,-839000,-13761000,-1375000,-27302000,-28929000,-28929000,1641000,-27288000,61595000,290770000,37178000,0.28269,0.07615,0.04954,0.04359,0.02435,1.10252,3.12881,0.79005,0.20996,0.86615,0.85726,17.48436,19.87229,0.95495,0.29094,0.04057,0.03349,0.3359,3.45809,4.10905
"34","2018_Q3",70.0290476190476,"Up",667187000,-478827000,188360000,-141645000,-141645000,46715000,-2119000,-2139000,20000,44596000,44596000,-13646000,30950000,30950000,30950000,30950000,85324000,85324000,393706000,393706000,386943000,37538000,37538000,903511000,111962000,390409000,153432000,209001000,18433000,502371000,1405882000,214360000,165634000,50889000,50889000,271627000,48414000,34392000,354993000,626620000,176008000,-404288000,1087156000,-79614000,779262000,779262000,1405882000,30950000,9776000,1e+06,-29982000,11744000,-4811000,0,-4810999.99999994,-11244000,22160000,-9017000,-242000,1657000.00000003,8589999.99999999,8589999.99999999,-1035000,7555000,56491000,312957000,35344000,0.28232,0.07002,0.04639,0.03972,0.02201,1.14197,3.32629,0.80412,0.22261,0.79941,0.78942,17.23285,20.12765,0.9129,0.29042,0.03699,0.03099,0.3633,4.02954,4.8728
"35","2018_Q4",60.688253968254,"Down",827665000,-588141000,239524000,-183080000,-183080000,56444000,-6925000,-8216000,1291000,49519000,49519000,-12927000,36592000,36592000,36592000,36592000,43523000,43523000,533533000,533533000,432449000,41735000,41735000,1051240000,121858000,1099225000,448089000,629783000,21353000,1221083000,2272323000,285846000,217852000,64936000,64936000,369964000,79004000,65769000,1096331000,1466295000,177848000,-403956000,1112136000,-8e+07,806028000,806028000,2272323000,36592000,14513000,2224000,-26635000,26694000,-6320000,-773135000,-779455000,-11619000,725691000,5000,-3497000,710580000,-42181000,-42181000,380000,-41801000,70957000,1036509000,50929000,0.2894,0.0682,0.04421,0.0454,0.0161,1.39181,2.84147,1.81916,0.45615,0.94617,0.93143,21.40107,20.8416,1.31688,0.30043,0.02509,0.0265,0.31753,13.99419,17.59241
"36","2019_Q1",54.1426229508197,"Down",897721000,-634034000,263687000,-192856000,-192856000,70831000,-10610000,-10964000,354000,60221000,60221000,-19859000,40362000,40362000,40362000,40362000,54150000,54150000,548811000,548811000,422069000,32990000,32990000,1058020000,121343000,1106378000,435947000,646643000,23788000,1227721000,2285741000,330256000,256886000,83112000,83112000,432551000,93705000,81720000,1038227000,1470778000,179383000,-403875000,1129678000,-90223000,814963000,814963000,2285741000,40362000,15816000,5833000,37415000,99426000,-5068000,2495000,-2573000,-11668000,-72932000.0000001,97000,-148000,-84650999.9999998,12202000,12202000,-1575000,10627000,86647000,963705000,138853000,0.29373,0.0789,0.04496,0.04953,0.01766,3.44019,2.446,1.80472,0.42162,1.04332,1.02713,23.20532,21.0661,3.58923,0.30161,0.02779,0.07416,0.28908,10.49725,12.8412
"37","2019_Q2",54.8526984126984,"Up",864515000,-612662000,251853000,-185514000,-185514000,66339000,-10237000,-10476000,239000,56102000,56102000,-7164000,48938000,48938000,48938000,48938000,56408000,56408000,565462000,565462000,431658000,35555000,35555000,1089083000,119781000,1096824000,425801000,647529000,23494000,1216605000,2305688000,304880000,241885000,70109000,70109000,394173000,87493000,78281000,1040709000,1434882000,178618000,-404619000,1181683000,-84876000,870806000,870806000,2305688000,48938000,15902000,141000,-53184000,11797000,-3096000,1.19209289550781e-07,-3096000,-11334000,8566000,0,-4107000,-6875000,1826000,1826000,432000,2258000,82241000,972400000,33125000,0.29132,0.07674,0.05661,0.0562,0.02122,0.67688,2.76296,1.64776,0.42174,1.26409,1.24322,22.33081,22.49331,0.85563,0.29276,0.03122,0.01716,0.2316,11.1379,13.80775
"38","2019_Q3",53.13171875,"Down",840038000,-597178000,242860000,-181895000,-181895000,60965000,-10524000,-9578000,-946000,50441000,50441000,-11724000,38717000,38717000,38717000,38717000,79827000,79827000,512034000,512034000,445881000,44041000,44041000,1081783000,122005000,1086200000,413093000,651206000,21901000,1208205000,2289988000,289440000,232558000,60164000,60164000,393788000,82875000,73675000,1006285000,1400073000,180385000,-404586000,1208748000,-94632000,889915000,889915000,2289988000,38717000,16029000,1775000,-2738000,53783000,-3756000,-6900000,-10265000,-11941000,-4934000,4.65661287307739e-10,-2171000,-19046000,24472000,24472000,-1053000,23419000,76994000,967594000,82224000,0.28911,0.07257,0.04609,0.04351,0.01691,2.12372,2.74712,1.57327,0.42253,0.99933,0.9865,21.68232,22.9697,2.12229,0.30821,0.02611,0.04238,0.30842,11.53034,14.56191
"39","2019_Q4",58.23828125,"Up",885443000,-629884000,255559000,-189456000,-189456000,66103000,-8691000,-9947000,1256000,57412000,25818000,-9283000,16535000,16535000,16535000,16535000,47367000,47367000,574468000,574468000,454555000,49380000,49380000,1125770000,123240000,1073800000,378844000,661195000,33761000,1197040000,2322810000,309663000,240339000,62731000,62731000,416557000,85869000,77497000,1023405000,1439962000,181734000,-415206000,1213314000,-96994000,882848000,882848000,2322810000,16535000,14937000,-75808000,55922000,11586000,-4210000,-30626000,-34836000,-11979000,13290000,-11158000,298000,-9549000,-32799000,-32799000,339000,-32460000,81040000,981699000,142035000,0.28862,0.07466,0.01867,0.01873,0.00712,8.58996,2.70256,1.63104,0.42263,0.42786,0.42338,22.91163,22.84449,3.67528,0.30997,0.01462,0.07282,0.72446,11.52927,14.13449
"40","2020_Q1",56.413064516129,"Down",882743000,-625392000,257351000,-185376000,-185376000,71975000,-9855000,-10187000,332000,62120000,62120000,-22317000,39803000,39803000,39803000,39803000,108219000,108219000,540902000,540902000,447555000,51462000,51462000,1148138000,124303000,1059256000,368866000,661991000,28399000,1183559000,2331697000,305267000,237289000,69491000,69491000,423794000,102019000,102019000,1010869000,1434663000,182931000,-415159000,1229148000,-99886000,897034000,897034000,2331697000,39803000,15251000,118602000,-70221000,103435000,-6905000,0,-6905000,-12012000,-23160000,0,-897000,-36069000,60461000,60461000,391000,60852000,87226000,957886000,32417000,0.29154,0.08154,0.04509,0.04437,0.01707,0.814439999999998,2.70919,1.59934,0.41081,1.03178,1.02127,22.88262,23.25308,0.84032,0.31138,0.02648,0.01657,0.30179,9.74098,11.80503
"41","2020_Q2",52.3266666666667,"Down",856404000,-604944000,251460000,-190294000,-190294000,61166000,-10059000,-10059000,-425282.080138099,51107000,51107000,-12308000,38799000,38799000,38799000,38799000,98204000,98204000,529330000,529330000,465165000,52224000,52224000,1144923000,125094000,1159715000,374871000,671476000,113368000,1284809000,2429732000,293341000,229368000,91469000,91469000,478722000,164613000,164613000,1023785000,1502507000,182223000,-414513000,1264648000,-105133000,927225000,927225000,2429732000,38799000,15597000,-4378000,-75699132.2436165,50018000,-4858000,-35703000,-40561000,-11985000,-4934000,3755655.57894215,-1955000,-18874000,-9417000,-9417000,-598000,-10015000,76763000,953084000,22760911.1834282,0.29362,0.07142,0.0453,0.04184,0.01597,-0.0416748919845278,2.39162,1.62043,0.39226,1.00487,0.99584,22.18031,24.01453,0.589841930485398,0.3104,0.02483,0.00999565033564515,0.3089,11.13662,13.97639
"42","2020_Q3",58.89328125,"Up",833375000,-592141000,241234000,-182489000,-182489000,58745000,-9368000,-9583000,215000,49377000,49377000,-11346000,38031000,38031000,38031000,38031000,128149000,128149000,502894000,502894000,463609000,47903000,47903000,1142555000,126248000,1150194000,364519000,673175000,112500000,1276442000,2418997000,269084000,212312000,77846000,77846000,420701000,161632000,161632000,1036055000,1456756000,183677000,-414561000,1290685000,-97560000,962241000,962241000,2418997000,38031000,15589000,12921000,-11659999.9999999,54881000,-6782000,-687000,-7469000,-12017000,-4934000,330000.000000004,-826000,-17447000,29965000,29965000,-20000.0000000005,29945000,74334000,948194000,67238000,0.28947,0.07049,0.04563,0.03952,0.01572,1.76798,2.71584,1.51392,0.39198,0.98401,0.97418,21.56265,24.89692,1.73971,0.31093,0.02415,0.03245,0.31598,11.0319,13.9594
"43","2020_Q4",68.20421875,"Up",830797000,-594045000,236752000,-183702000,-183702000,53050000,-7377000,-8805000,1428000,45673000,-85327000,2550000,-82777000,-82777000,-82777000,-82777000,165464000,165464000,524081000,524081000,421201000,51773000,51773000,1162519000,123770000,1003240000,352864000,539495000,110881000,1127010000,2289529000,283304000,214253000,85915000,85915000,447861000,146350000,146350000,1011108000,1458969000,184830000,-414174000,1195411000,-135507000,830560000,830560000,2289529000,-82777000,16482000,117954000,13066000,64725000,-2774000,-847000,-3621000,-12418000,-4935000,0,-2285000,-19638000,41466000,41466000,-4151000,37315000,69532000,943400000,77274000,0.28497,0.06385,-0.09964,-0.09966,-0.03615,-0.93352,2.59571,1.75661,0.41205,-2.13999,-2.18173,21.47817,21.47204,1.99772,0.32104,-0.03664,0.04024,-0.15002,11.18817,14.6642
"44","2021_Q1",82.6032786885246,"Up",725076000,-516786000,208290000,-161262000,-161262000,47028000,-6949000,-8088000,1139000,40079000,40079000,-10090000,29989000,29989000,29989000,29989000,268551000,268551000,449998000,449998000,389150000,52070000,52070000,1159769000,121901000,1001881000,343215000,540594000,118072000,1123782000,2283551000,186270000,186270000,161167000,161167000,426083000,158783000,158783000,1013926000,1440009000,186492000,-414090000,1200570000,-129430000,843542000,843542000,2283551000,29989000,15081000,9705999.99999999,72314000,127090000,-3753000,0,-3753000,-12453000,-9750000,-330000,254000,-22279000,101058000,101058000,2029000,103087000,62109000,933789000,140760000,0.28727,0.06486,0.04136,0.03555,0.01313,4.69372,2.72193,1.7071,0.40892,0.77509,0.7487,18.74017,21.80202,3.63806,0.32186,0.02192,0.0727,0.41525,10.71081,14.14557
"45","2021_Q2",93.2693650793651,"Up",747807000,-532026000,215781000,-163473000,-163473000,52308000,-7476000,-7653000,177000,44832000,44832000,-10048000,34784000,34784000,34784000,34784000,271060000,271060000,447032000,447032000,365355000,52887000,52887000,1136334000,120285000,992634000,333613000,541357000,117664000,1112919000,2249253000,246795000,181627000,88605000,88605000,414051000,156969000,156969000,949796000,1363847000,186007000,-414031000,1235351000,-121921000,885406000,885406000,2249253000,34784000,15078000,7421000,24559000,81842000,-3404000,-22340197.7480466,-3404000,-12415000,-62450000,-3299406.71416431,-2318000,-77183000,1255000,1255000,1254000,2509000,67386000,871478000,98589000,0.28855,0.06995,0.04651,0.03929,0.01546,2.83432,2.74443,1.54036,0.38745,0.8983,0.88989,19.3122,22.86571,2.54607,0.32062,0.02466,0.05151,0.35692,8.91013,11.47851
"46","2021_Q3",86.26,"Down",751287000,-541753000,209534000,-162428000,-162428000,47106000,-7746000,-7658000,-88000,39360000,-10168000,4834000,-5334000,-5334000,-5334000,-5334000,288775000,288775000,444200000,444200000,363757000,54864000,54864000,1151596000,120530000,968891000,294581000,557257000,117053000,1089421000,2241017000,196468000,196468000,150761000,150761000,425867000,151367000,151367000,934443000,1360310000,185016000,-414527000,1217582000,-107364000,880707000,880707000,2241017000,-5334000,13485000,41917000,27446000,77514000,-4753000,-31078000,-35831000,-12484000,-10359000,163000.000000001,-4391000,-27071000,14612000,14612000,3103000,17715000,60591000,861714000,78450000,0.2789,0.0627,-0.0071,-0.00606,-0.00238,-14.70754,2.70412,1.54457,0.38452,-0.13755,-0.13593,19.37305,22.71034,2.02295,0.32192,0.00378,0.04142,-2.34046,9.45584,12.16276
"47","2021_Q4",98.469375,"Up",840937000,-593712000,247225000,-172758000,-172758000,74467000,-5951000,-7608000,1657000,68516000,68516000,-12453000,56063000,56063000,56063000,56063000,304016000,304016000,510080000,510080000,358237000,54023000,54023000,1226356000,116951000,962081000,287686000,559196000,115199000,1079032000,2305388000,217252000,217252000,169850000,169850000,465746000,131331000,131331000,904735000,1370481000,187231000,-414214000,1260761000,-98871000,934907000,934907000,2305388000,56063000,13316000,-6895000,-18431000,44053000,-3329000,1055000,-2274000,-12873000,-11383000,0,-2024000,-26280000,15499000,15499000,-258000,15241000,87783000,852048000,78476000,0.29399,0.08855,0.06667,0.05997,0.02432,1.39978,2.6331,1.4659,0.36959,1.44362,1.42101,21.6541,24.07383,2.02075,0.33148,0.03594,0.04091,0.22962,6.24303,7.35939
"48","2022_Q1",98.2972580645161,"Down",895888000,-632904000,262984000,-181883000,-181883000,81101000,-7219000,-7673000,454000,73882000,73882000,-14638000,59244000,59244000,59244000,59244000,257745000,257745000,516322000,516322000,362547000,59961000,59961000,1196575000,115589000,959643000,279628000,560077000,119938000,1075232000,2271807000,208162000,208162000,176013000,176013000,427700000,126706000,126706000,911561000,1339261000,187014000,-455789000,1294413000,-93092000,932546000,932546000,2271807000,59244000,13266000,-7029000,-27193000,38288000,-3214000,-207000.000000004,-3421000,-12892000,-25428000,-40252000,-3931000,-82503000,-47636000,-47636000,1365000,-46271000,94367000,828380000,78598000,0.29355,0.09053,0.06613,0.06353,0.02608,1.32668,2.7977,1.43613,0.36463,1.52773,1.50898,23.1024,24.04771,2.02682,0.33245,0.03822,0.04164,0.21761,6.04698,7.0361
"49","2022_Q2",99.9932258064516,"Up",891681000,-636341000,255340000,-180726000,-180726000,74614000,-7078000,-7390000,312000,67536000,67536000,-14567000,52969000,52969000,52969000,52969000,247313000,247313000,530824000,530824000,377978000,54452000,54452000,1210567000,113813000,978800000,274410000,562791000,141599000,1092613000,2303180000,210987000,210987000,167439000,167439000,466827000,129476000,129476000,859783000,1326610000,189574000,-462556000,1347375000,-97823000,976570000,976570000,2303180000,52969000,13548000,2529000,-20404000,48642000,-3573000,-7094000,-25502000,-12712000,-9811000,-6537000,-2920000,-31980000,-8840000,-8840000,-1592000,-10432000,88162000,818708000,78752000,0.28636,0.08368,0.0594,0.05424,0.023,1.48676,2.59318,1.35844,0.35547,1.37575,1.35526,23.15934,25.36414,2.0454,0.33016,0.03412,0.04092,0.23999,6.48119,7.65801
"50","2022_Q3",102.01015625,"Up",876874000,-619249000,257625000,-179448000,-179448000,78177000,-6138000,-7007000,869000,72039000,72039000,-15013000,57026000,57026000,57026000,57026000,154843000,154843000,520134000,520134000,399763000,68878000,68878000,1143618000,112113000,969978000,266314000,562811000,140853000,1082091000,2225709000,203563000,203563000,156110000,156110000,399855000,122899000,122899000,804165000,1204020000,190248000,-467279000,1391655000,-92935000,1021689000,1021689000,2225709000,57026000,13520000,2738000,-40662000,32622000,-3495000,120000.000000002,-3375000,-12753000,-97968000,-3527000,-7215000,-121463000,-92216000,-92216000,-254000,-92470000,91697000,721448000,62553000,0.2938,0.08915,0.06503,0.05582,0.02562,1.09692,2.86008,1.17846,0.32414,1.48289,1.45765,22.80201,26.56774,1.62661,0.33163,0.03739,0.03352,0.22363,6.1791,7.24772
