"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",113.518412698413,"Up",546441000,-392820000,153621000,-122623000,-122623000,30998000,-3647000,27351000,27351000,-5119000,22270000,22270000,22281000,22281000,13409000,13409000,61264000,61264000,647884000,244495000,15740000,967052000,97140000,1174000,215503000,185062000,13172000,17269000,313817000,1280869000,514910000,465928000,48982000,9775000,524685000,480442000,50664000,29234000,21430000,531106000,1055791000,412355000,-177157000,-12544000,222654000,225078000,1280869000,22270000,5922000,2965000,-63581000,-32424000,-19121000,0,-19119000,-12799000,43370000,3424000,6149000,-2725000,8471000,42466000,-9077000,-9077000,530000,-8547000,36920000,490217000,-40663000,0.28113,0.05673,0.04077,0.09899,0.0174,-1.82501,1.84311,4.69078,0.38272,0.54091,0.51965,13.26571,5.40527,-0.98716,0.31072,5,0.0458,-0.05309,0.57444,12.91463,15.3819
"30","2017_Q3",102.591587301587,"Down",988162000,-698498000,289664000,-135478000,-135478000,154186000,-3952000,150234000,150234000,-55653000,94621000,94621000,94904000,94904000,26666000,26666000,112802000,112802000,542805000,272997000,15514000,955270000,106787000,1158000,215921000,186124000,13430000,16367000,323866000,1279136000,371534000,273309000,98225000,14901000,386435000,538579000,50863000,28445000,22418000,589442000,975877000,416644000,-103511000,-9874000,303259000,303259000,1279136000,94621000,6438000,3256000,-113236000,-8921000,-15374000,-3296000,-18669000,-15309000,58001000,-4594000,1353000,-5947000.00000001,2553000,40651000,13061000,13061000,196000,13257000,160624000,553480000,87667000,0.29313,0.15603,0.09604,0.31295,0.07419,0.923740000000001,2.47201,3.21797,0.4327,2.29519,2.20784,23.89809,7.33413,2.12017,0.37024,5,0.12143,0.09659,0.16131,3.2798,3.41674
"31","2017_Q4",115.606507936508,"Up",743402000,-526796000,216606000,-134678000,-134678000,81928000,-4009000,77919000,77919000,-29179000,48783000,48783000,48783000,48783000,36398000,36398000,90142000,90142000,484287000,187486000,14832000,798313000,103880000,1168000,218563000,189024000,13206000,16333000,323611000,1121924000,296949000,209062000,87887000,8609000,305558000,555964000,49858000,27244000,22614000,605822000,911380000,420986000,-202693000,-7749000,210544000,210544000,1121924000,48783000,6719000,3154000,94709000,153365000,-3214000,-3583000,-6796000,-15057000,18158000,-131763000,1145000,-132908000,-7201000,-135863000,10706000,10706000,-974000,9732000,88647000,564573000,209321000,0.29137,0.11021,0.06562,0.2317,0.04348,4.29086,2.61264,4.32869,0.50322,1.19981,1.1558,18.28382,5.17829,5.14821,0.37032,7,0.07738,0.25373,0.30865,5.95818,6.44682
"32","2018_Q1",131.241147540984,"Up",510183000,-364785000,145398000,-128139000,-128139000,17259000,-3581000,13678000,13678000,11969000,25665000,25665000,25665000,25665000,29940000,29940000,76597000,76597000,536474000,139237000,19569000,782248000,100939000,1127000,216748000,189435000,13223000,14090000,318814000,1101062000,310731000,245249000,65482000,10835000,321566000,508815000,47535000,24585000,22950000,556350000,877916000,426790000,-196316000,-7328000,223146000,223146000,1101062000,25665000,6646000,-1345000,32325000,63291000,-1681000,-5955000,-7636000,-14864000,-47138000,-1607000,2819000,-4426000.00000003,1906000,-61703000,-6048000,-6048000,-410000,-6458000,23905000,519650000,42580000,0.28499,0.03383,0.05031,0.11501,0.02331,1.65907,2.43262,3.93427,0.47195,0.6392,0.61507,12.70629,5.55753,1.06047,0.37019,7,0.05128,0.05388,0.57915,20.48567,28.37418
"33","2018_Q2",140.400625,"Up",585900000,-419827000,166073000,-132532000,-132532000,33541000,-3527000,30014000,30014000,1279000,31339000,31339000,31339000,31339000,8803000,8803000,75889000,75889000,703793000,262421000,23714000,1050906000,109310000,1150000,218300000,189759000,12926000,15615000,328760000,1379666000,513299000,467795000,45504000,20786000,534085000,547324000,48472000,24947000,23525000,595796000,1129881000,437919000,-182580000,-5554000,249785000,249785000,1379666000,31339000,6769000,3275000,-85532000,-44149000,-14639000,-578000,-15217000,-15011000,38323000,5216000,7808000,-2592000,9677000,38205000,-21161000,-21161000,24000,-21137000,40310000,568110000,-61140000,0.28345,0.05725,0.05349,0.12546,0.02271,-1.95092,1.96768,4.52341,0.41177,0.77629,0.74863,14.51325,6.18739,-1.51449,0.37184,5,0.0535,-0.07057,0.47899,13.87514,16.67532
"34","2018_Q3",155.395238095238,"Up",1057804000,-749149000,308655000,-146613000,-146613000,162042000,-5991000,156051000,156051000,-39062000,117049000,117049000,117049000,117049000,42167000,42167000,135104000,135104000,606583000,286480000,17169000,1070334000,113048000,1130000,219769000,189066000,12608000,18095000,333947000,1404281000,383503000,300232000,83271000,21462000,404965000,635658000,49857000,24729000,25128000,685515000,1090480000,442654000,-119998000,-8855000,313801000,313801000,1404281000,117049000,7057000,3100000,-119866000,7340000,-9981000,0,-9981000,-18183000,88139000,-34709000,1575000,-36284000,677000,35924000,33283000,33283000,80999.9999999999,33364000,169099000,657120000,78314000,0.29179,0.15319,0.11065,0.373,0.08335,0.66907,2.64303,3.47507,0.46794,2.89346,2.79928,26.14896,7.75717,1.93593,0.44948,5,0.13248,0.07672,0.15535,3.63664,3.79502
"35","2018_Q4",144.038571428571,"Down",811311000,-576307000,235004000,-142667000,-142667000,92337000,-4931000,87406000,87406000,-18206000,69261000,69261000,69261000,69261000,35693000,35693000,90775000,90775000,609983000,216455000,19457000,952906000,109942000,1163000,219747000,189029000,12305000,18413000,330852000,1283758000,280345000,204706000,75639000,9343000,289688000,571360000,49972000,24802000,25170000,621332000,911020000,449316000,-68943000,-7635000,372738000,372738000,1283758000,69261000,7081000,3251000,8476000,88069000,-3356000,0,-3356000,-18177000,-64491000,3319000,3349000,-30000,-12119000,-91468000,-6755000,-6755000,281000,-6474000,99418000,580703000,122744000,0.28966,0.11381,0.08537,0.18582,0.05395,1.7722,3.28942,2.44413,0.45235,1.71345,1.65708,20.07103,9.22117,3.03656,0.44968,7,0.08714,0.12233,0.26244,5.48201,5.9024
"36","2019_Q1",149.695081967213,"Up",543082000,-382641000,160441000,-134472000,-134472000,25969000,-6447000,19522000,19522000,-2785000,16812000,16812000,16812000,16812000,16358000,16358000,69493000,69493000,672579000,156814000,18506000,915244000,106964000,1213000,217450000,188472000,12004000,16974000,325627000,1240871000,296442000,237835000,58607000,9168000,305610000,657593000,54078000,29399000,24679000,711671000,1017281000,453233000,-218646000,-10997000,223590000,223590000,1240871000,16812000,7008000,12494000,31082000,67396000,-3604000,-2e+06,-5604000,-18059000,84555000,-147726000,837000,-148563000,997999.999999998,-80232000,-18440000,-18440000,-895000,-19335000,32977000,666761000,63240000,0.29543,0.04782,0.03096,0.07519,0.01355,3.7616,2.99481,4.54976,0.53733,0.42031,0.40708,13.57739,5.58989,1.58104,0.45149,6,0.03692,0.06696,1.07417,19.72293,25.04536
"37","2019_Q2",174.742380952381,"Up",597456000,-422825000,174631000,-136245000,-136245000,38386000,-6616000,31770000,31770000,802000,32637000,32637000,32637000,32637000,28581000,28581000,72352000,72352000,815742000,256891000,16116000,1173566000,107690000,1200000,395894000,188478000,11744000,195672000,504784000,1678350000,520145000,472487000,47658000,21734000,597623000,677243000,178607000,29368000,149239000,855850000,1453473000,463562000,-227633000,-11052000,224877000,224877000,1678350000,32637000,7024000,3194000,-14051000,28804000,-6739000,-9370000,-16109000,-17819000,19541000,-16026000,7071000,-23097000,12254000,-2050000,10645000,10645000,1578000,12223000,45410000,698977000,23818000,0.29229,0.06425,0.05463,0.14513,0.01945,0.72979,1.96372,6.46341,0.41647,0.82669,0.80197,15.13351,5.69612,0.60331,0.45135,4,0.04577,0.0216,0.54598,14.76318,17.4646
"38","2019_Q3",187.14078125,"Up",1121328000,-791014000,330314000,-157791000,-157791000,172523000,-6424000,166099000,166099000,-34778000,131390000,131390000,131390000,131390000,60694000,60694000,127260000,127260000,694447000,300788000,10922000,1183189000,113360000,1213000,392820000,188665000,11502000,192653000,507393000,1690582000,423961000,342335000,81626000,23974000,503627000,668363000,175423000,28852000,146571000,843786000,1347413000,472430000,-118177000,-11084000,343169000,343169000,1690582000,131390000,7247000,3266000,-73266000,68637000,-12454000,25000,-12429000,-21934000,-8987000,5532000.00000001,5532000,0,2241000,-23148000,33060000,33060000,-947000,32113000,179770000,692337000,128828000,0.29457,0.15386,0.11717,0.38287,0.07772,0.9805,2.34934,3.92638,0.40953,3.29885,3.2164,28.15356,8.61606,3.23453,0.5507,5,0.12662,0.10639,0.16694,3.51362,3.66121
"39","2019_Q4",200.9921875,"Up",898499000,-640569000,257930000,-153391000,-153391000,104539000,-5498000,99041000,99041000,-19593000,79524000,79524000,79524000,79524000,36693000,36693000,95971000,95971000,616217000,224211000,12384000,973092000,112816000,1237000,394263000,188133000,11235000,194895000,508316000,1481408000,295768000,214309000,81459000,11840000,363633000,535720000,176085000,27951000,148134000,711805000,1075438000,480518000,-60743000,-13805000,405970000,405970000,1481408000,79524000,7426000,3573000,55289000,145812000,-7733000,432000,-7301000,-21999000,-132750000,4348000,4439000,-91000,-12135000,-162536000,-24025000,-24025000,24000,-24001000,111965000,547560000,179114000,0.28707,0.11635,0.08851,0.19589,0.05368,2.25233,2.67603,2.64906,0.36962,1.99099,1.94497,22.49509,10.16399,4.48435,0.55077,5,0.08987,0.15856,0.27663,4.56274,4.88686
"40","2020_Q1",207.620322580645,"Up",582234000,-420184000,162050000,-136252000,-136252000,25798000,-4972000,20826000,20826000,-2592000,18024000,18024000,18024000,18024000,28583000,28583000,76648000,76648000,702274000,166063000,16172000,973568000,112246000,1227000,396225000,188596000,11038000,196591000,509698000,1483266000,322776000,261963000,60813000,11745000,390846000,499662000,182578000,32598000,149980000,682240000,1073086000,485279000,-64740000,-10359000,410180000,410180000,1483266000,18024000,7577000,12075000,17847000,55523000,-6436000,12000,-6424000,-22020000,-33186000,1532000,1532000,0,-3078000,-56752000,-7653000,-7653000,-457000,-8110000.00000001,33375000,511407000,47378000,0.27832,0.04431,0.03096,0.04394,0.01215,2.62861,2.49092,2.61613,0.34478,0.44968,0.43932,14.52607,10.23352,1.18203,0.54937,5,0.03627,0.04291,1.2217,14.46664,18.71556
"41","2020_Q2",226.585714285714,"Up",677288000,-487659000,189629000,-147097000,-147097000,42532000,-4789000,37743000,30799000,25000,30912000,30912000,30912000,30912000,17808000,17808000,66328000,66328000,858190000,296052000,16465000,1238378000,113987000,1260000,394156000,193380000,9832000,190944000,509403000,1747781000,580234000,517620000,62614000,16353000,652290000,569697000,177396000,30464000,146932000,747093000,1399383000,495291000,-122594000,-24299000,348398000,348398000,1747781000,30912000,7337000,14225000,-32746000,19728000,-8340000,-13642000,-21982000,-22147000,74552000,-60261000,6358000,-66619000,-293000,-8149000,-10403000,-10403000,-372000,-10775000,49869000,586050000,8758000,0.27998,0.0628,0.04564,0.08873,0.01769,0.28332,1.89851,4.01662,0.33531,0.77039,0.75478,16.87945,8.68282,0.21827,0.55195,4,0.04772,0.00788,0.71645,11.39469,13.36034
"42","2020_Q3",303.35375,"Up",1280846000,-907365000,373481000,-167624000,-167624000,205857000,-2481000,203376000,203376000,-45733000,157555000,157555000,157555000,157555000,44185000,44185000,144842000,144842000,628418000,319702000,11139000,1137147000,111258000,1274000,405118000,193784000,9615000,201719000,517650000,1654797000,485933000,346272000,139661000,9558000,552116000,429246000,186644000,29399000,157245000,615890000,1168006000,503311000,8211999.99999999,-24732000,486791000,486791000,1654797000,157555000,7311000,2949000,33657000,201472000,-4691000,-69000,-4760000,-23165000,-147349000,868999.999999985,4453000,-3584000,0,-169645000,27067000,27067000,-690000,26377000,213168000,438804000,287867000,0.29159,0.16072,0.12301,0.32366,0.09521,1.82709,2.05962,2.3994,0.26517,3.94154,3.86932,32.04278,12.178,7.20154,0.57952,7,0.16248,0.25882,0.14703,1.85121,1.91696
"43","2020_Q4",342.6921875,"Up",1139228000,-810531000,328697000,-180465000,-180465000,148232000,-1774000,146458000,146458000,-27360000,119098000,119098000,119098000,119098000,74749000,74749000,135555000,135555000,612824000,243553000,12696000,1066681000,109086000,1314000,410508000,199360000,10522000,200626000,520908000,1587589000,413832000,268412000,145420000,11709000,482518000,328225000,187345000,29476000,157869000,515570000,998088000,513070000,98033000,-21602000,589501000,589501000,1587589000,119098000,7306000,1709000,39601000,167714000,-3866000,-10944000,-14810000,-23287000,-98974000,-106000,5885000,-5991000,0,-122367000,30537000,30537000,27000,30564000,155538000,339934000,218633000,0.28853,0.13012,0.10454,0.20203,0.07502,1.83574,2.21066,1.69311,0.21412,2.96847,2.91386,28.39481,14.69308,5.44934,0.58042,8,0.1275,0.19577,0.19553,1.70495,1.78899
"44","2021_Q1",342.644590163934,"Down",839261000,-600166000,239095000,-164745000,-164745000,74350000,-3014000,71336000,71336000,-12163000,59173000,59173000,59173000,59173000,34128000,34128000,122252000,122252000,780989000,184558000,17610000,1121927000,108241000,1292000,508210000,268167000,12181000,227862000,617743000,1739670000,410447000,266753000,143694000,11869000,483249000,404149000,212802000,27653000,185149000,616951000,1100200000,519619000,133870000,-14019000,639470000,639470000,1739670000,59173000,7444000,3634000,-61584000,8667000,-4805000,-99932000,-104737000,-23330000,75997000,3123000,3128000,-5000,0,55790000,-40280000,-40280000,-341000,-40621000,81794000,416018000,27568000,0.28489,0.08859,0.07051,0.09253,0.03401,0.46589,2.32163,1.72049,0.23914,1.47178,1.44631,20.87454,15.90524,0.685690000000001,0.58028,7,0.06505,0.02174,0.39427,4.66892,5.13638
"45","2021_Q2",415.164920634921,"Up",1060745000,-759614000,301131000,-172100000,-172100000,129031000,-2507000,126524000,126524000,-27869000,98655000,98655000,98655000,98655000,27078000,27078000,122938000,122938000,977228000,390054000,25390000,1517298000,109830000,1305000,513260000,267914000,11854000,233492000,624395000,2141693000,769668000,634998000,134670000,12409000,843342000,420762000,219661000,31134000,188527000,640423000,1483765000,526368000,137710000,-6150000,657928000,657928000,2141693000,98655000,7305000,6485000,-35332000,77113000,-8839000,-683000,-9522000,-23299000,17071000,-68604000,2912000,-71516000,-362000,-75194000,-7603000,-7603000,553000,-7050000,136336000,433171000,120034000,0.28389,0.12164,0.09301,0.14995,0.04606,1.2167,1.79915,2.25521,0.20226,2.45319,2.41529,26.37685,16.36026,2.98481,0.57936,7,0.09304,0.09158,0.23617,2.97862,3.14725
"46","2021_Q3",468.1478125,"Up",1787834000,-1236148000,551686000,-213100000,-213100000,338586000,-1906000,336680000,336680000,-76985000,259695000,259695000,259695000,259695000,58465000,58465000,210318000,210318000,894654000,393964000,18716000,1557401000,111661000,1293000,543680000,283284000,12350000,248046000,656634000,2214035000,623890000,439453000,184437000,10058000,697734000,413058000,228495000,30440000,198055000,641553000,1339287000,535086000,346667000,-7005000,874748000,874748000,2214035000,259695000,7302000,5744000,-162626000,110115000,-8494000,-14479000,-22973000,-32119000,-10135000,-13613000,5006000,-18619000,0,-55867000,31275000,31275000,112000,31387000,345888000,423116000,251753000,0.30858,0.18938,0.14526,0.29688,0.11729,0.96942,2.23208,1.53105,0.19111,6.45767,6.35791,44.45689,21.75178,6.26018,0.79868,7,0.19118,0.16494,0.12368,1.05425,1.07698
"47","2021_Q4",518.62078125,"Up",1411448000,-969549000,441899000,-204623000,-204623000,237276000,-2225000,235051000,235051000,-50386000,184665000,184665000,184665000,184665000,83475000,83475000,174987000,174987000,1043407000,324531000,23368000,1626400000,111339000,1242000,543252000,281300000,12067000,249885000,655833000,2282233000,645950000,414156000,231794000,10744000,722136000,352075000,222810000,30275000,192535000,574885000,1297021000,542898000,451401000,-9087000,985212000,985212000,2282233000,184665000,7484000,4558000,-24870000,171837000,-6890000,-2725000,-9615000,-32091000,-58769000,-44234000,3606000,-47840000,-1610000,-136704000,25518000,25518000,-508000,25010000,244760000,362819000,263386000,0.31308,0.16811,0.13083,0.18744,0.08091,1.42629,2.25221,1.31649,0.15898,4.59984,4.52988,35.15787,24.54073,6.5607,0.79936,7,0.13799,0.16767,0.17378,1.1413,1.1773
"48","2022_Q1",462.484193548387,"Down",1035557000,-713181000,322376000,-196985000,-196985000,125391000,-1710000,123681000,126181000,-18572000,107609000,107609000,107609000,107609000,24321000,24321000,155259000,155259000,1339100000,250405000,29093000,1769085000,179008000,1231000,1280807000,688364000,312814000,279629000,1461046000,3230131000,663574000,398697000,264877000,11772000,744416000,1171578000,242744000,35840000,206904000,1414322000,2158738000,552003000,526874000,-7484000,1071393000,1071393000,3230131000,107609000,7935000,8396000,-169515000,-45575000,-13435000,-794069000,-807504000,-32072000,821387000,5609000.00000001,5673000,-64000.0000000075,-1028000,793896000,-59183000,-59183000,29000,-59154000,133326000,1183350000,-31052000,0.31131,0.12109,0.10391,0.10044,0.03331,-0.28856,2.37647,2.01489,0.36635,2.69251,2.65924,25.91095,26.80761,-0.77696,0.80248,4,0.05593,-0.01243,0.29804,8.6932,9.24332
"49","2022_Q2",393.706451612903,"Down",1412650000,-965461000,447189000,-211466000,-211466000,235723000,-5140000,230583000,230583000,-51322000,179261000,179261000,179261000,179261000,35365000,35365000,195951000,195951000,1641155000,526286000,42310000,2398757000,180504000,1184000,1301696000,688350000,310848000,302498000,1483384000,3882141000,865498000,685946000,179552000,21265000,958448000,1483808000,265607000,40944000,224663000,1749415000,2707863000,558795000,611583000,3900000,1174278000,1174278000,3882141000,179261000,9855000,9376000,-406601000,-208109000,-9159000,-1234217854.75757,-9159000,-32132000,321508000,-59285000,3135000,-62420000,-1374000,228717000,11449000,11449000,-405000,11044000,245578000,1505073000,-118860000,0.31656,0.16687,0.1269,0.15266,0.04618,-0.66306,2.50275,2.30598,0.38769,4.49535,4.43518,35.42518,29.4475,-2.98067,0.80578,5,0.07178,-0.04036,0.17925,5.98469,6.23489
"50","2022_Q3",355.1790625,"Down",2055818000,-1389013000,666805000,-247916000,-247916000,418889000,-8446000,410443000,410443000,-103160000,307283000,307283000,307283000,307283000,91481000,91481000,239639000,239639000,1579101000,560263000,43317000,2470484000,183480000,1179000,1306962000,692972000,309375000,304615000,1491621000,3962105000,799754000,604225000,195529000,19731000,891035000,1575667000,266345000,42380000,223965000,1842012000,2733047000,564681000,662709000,1668000,1229058000,1229058000,3962105000,307283000,9879000,5244000,-85566000,236840000,-10643000,-7629000,-18271999.9999999,-39896000,90110000,-214288000,1972000,-216260000,0,-164074000,54494000,54494000,1622000,56116000,428768000,1595398000,435719000,0.32435,0.20376,0.14947,0.25002,0.07756,1.41797,2.7726,2.22369,0.40266,7.74793,7.6698,51.83606,30.98986,10.98636,1.00595,5,0.11233,0.14097,0.12983,3.50753,3.59025
